,Scrambling_from_the_Sand_RANK THIS WEEK,Scrambling_from_the_Sand_RANK LAST WEEK,Scrambling_from_the_Sand_PLAYER NAME,Scrambling_from_the_Sand_ROUNDS,Scrambling_from_the_Sand_%,Scrambling_from_the_Sand_SUCCESSES,Scrambling_from_the_Sand_ATTEMPTS
68,69,69,Cliff Kresge,50,54.0,27,50
69,70,70,Y.E. Yang,72,53.93,48,89
70,71,71,David Toms,86,53.85,42,78
71,72,72,Robert Allenby,76,53.49,46,86
72,73,73,John Merrick,109,53.4,55,103
73,T74,T74,Paul Casey,64,53.33,32,60
74,T74,T74,Kenny Perry,69,53.33,32,60
75,T76,T76,Paul Stankowski,62,53.19,25,47
76,T76,T76,Jimmy Walker,82,53.19,50,94
77,78,78,Derek Lamely,81,53.06,52,98
78,79,79,Kevin Streelman,90,52.88,55,104
79,80,80,Alex Prugh,88,52.87,46,87
80,T81,T81,Martin Flores,75,52.86,37,70
81,T81,T81,Jeev Milkha Singh,59,52.86,37,70
82,83,83,Dean Wilson,54,52.73,29,55
83,84,84,John Mallinger,78,52.63,50,95
84,85,85,Johnson Wagner,85,52.58,51,97
85,86,86,Michael Connell,89,52.53,52,99
86,T87,T87,J.B. Holmes,100,52.5,63,120
87,T87,T87,Garrett Willis,82,52.5,42,80
88,89,89,Jeff Quinney,91,52.48,53,101
89,90,90,Michael Letzig,84,52.43,54,103
90,T91,T91,Chris DiMarco,88,52.38,55,105
91,T91,T91,Marc Leishman,87,52.38,55,105
92,93,93,Hunter Mahan,85,52.25,58,111
93,94,94,J.J. Henry,92,52.24,35,67
94,95,95,Billy Mayfair,78,52.11,37,71
95,96,96,Charley Hoffman,85,51.96,53,102
96,97,97,Ernie Els,72,51.95,40,77
97,98,98,Brett Quigley,96,51.89,55,106
98,T99,T99,Sean O'Hair,84,51.69,46,89
99,T99,T99,Josh Teater,101,51.69,61,118
100,101,101,Tim Petrovic,105,51.68,77,149
101,102,102,James Driscoll,78,51.65,47,91
102,103,103,Stuart Appleby,101,51.28,60,117
103,104,104,Will MacKenzie,72,51.22,42,82
104,105,105,Jonathan Byrd,85,51.11,46,90
105,T106,T106,Jeff Overton,89,51.02,50,98
106,T106,T106,D.J. Trahan,92,51.02,50,98
107,108,108,Scott Verplank,74,50.94,54,106
108,109,109,Greg Kraft,52,50.75,34,67
109,110,110,Greg Owen,69,50.72,35,69
110,111,111,James Nitties,92,50.55,46,91
111,112,112,Rod Pampling,77,50.54,47,93
112,113,113,Lee Janzen,77,50.49,52,103
113,T114,T114,Cameron Beckman,68,50.0,37,74
114,T114,T114,Chris Couch,66,50.0,40,80
115,T114,T114,Dustin Johnson,83,50.0,38,76
116,T117,T117,Bill Haas,87,49.55,55,111
117,T117,T117,Ryan Palmer,84,49.55,55,111
118,119,119,Ryan Moore,80,49.45,45,91
119,120,120,Andres Romero,73,49.38,40,81
120,121,121,Bill Lunde,79,49.35,38,77
121,122,122,Brendon de Jonge,114,49.14,57,116
122,123,123,Brett Wetterich,54,49.09,27,55
123,124,124,Jarrod Lyle,54,48.98,24,49
124,T125,T125,Garth Mulroy,53,48.84,21,43
125,T125,T125,Roland Thatcher,72,48.84,42,86
126,127,127,Tom Gillis,97,48.74,58,119
127,128,128,Ángel Cabrera,64,48.57,34,70
128,129,129,Roger Tambellini,77,48.53,33,68
129,130,130,Steve Flesch,78,48.51,49,101
130,131,131,Jason Dufner,87,48.48,48,99
131,132,132,Joe Ogilvie,99,48.31,57,118
132,T133,T133,George McNeill,79,48.08,50,104
133,T133,T133,Shaun Micheel,70,48.08,25,52
134,135,135,Troy Merritt,86,48.0,48,100
135,136,136,Kris Blanks,91,47.92,46,96
136,T137,T137,John Rollins,81,47.87,45,94
137,T137,T137,Kevin Stadler,86,47.87,45,94
138,T139,T139,Steve Elkington,74,47.83,33,69
139,T139,T139,Chris Stroud,90,47.83,44,92
140,141,141,Woody Austin,93,47.71,52,109
141,142,142,Chris Tidland,77,47.47,47,99
142,143,143,Boo Weekley,88,47.37,45,95
143,144,144,Alex Cejka,81,47.19,42,89
144,145,145,Stewart Cink,84,46.99,39,83
145,146,146,Bubba Watson,77,46.81,44,94
146,147,147,David Duval,71,46.67,28,60
147,148,148,D.A. Points,90,46.53,47,101
148,149,149,Cameron Percy,73,46.43,26,56
149,150,150,Steve Lowery,67,46.24,43,93
150,151,151,Bob Estes,79,46.07,41,89
151,T152,T152,Justin Leonard,89,45.98,40,87
152,T152,T152,Spencer Levin,110,45.98,40,87
153,154,154,Rich Barcelo,70,45.71,32,70
154,155,155,Charles Howell III,103,45.56,41,90
155,156,156,Rickie Fowler,98,45.53,56,123
156,157,157,Scott Piercy,88,44.95,49,109
157,158,158,Mark Calcavecchia,50,44.44,20,45
158,159,159,Kevin Johnson,62,44.3,35,79
159,160,160,Graham DeLaet,88,44.16,34,77
160,161,161,Jerod Turner,54,44.12,30,68
161,162,162,Joe Durant,67,44.0,22,50
162,163,163,Ted Purdy,86,43.96,40,91
163,164,164,Chris Wilson,65,43.9,36,82
164,T165,T165,Matt Every,60,43.84,32,73
165,T165,T165,Tim Herron,79,43.84,32,73
166,167,167,Brian Stuard,81,43.75,42,96
167,168,168,Mathew Goggin,85,43.33,39,90
168,169,169,Blake Adams,84,43.27,45,104
169,170,170,Steve Marino,81,42.5,34,80
170,171,171,Craig Bowden,56,42.47,31,73
171,172,172,Jeff Maggert,76,42.25,30,71
172,173,173,Nick Watney,91,42.11,40,95
173,174,174,Skip Kendall,58,42.03,29,69
174,175,175,Andrew McLardy,52,41.67,25,60
175,176,176,Justin Bolli,55,40.98,25,61
176,177,177,Rocco Mediate,71,40.91,27,66
177,178,178,Richard Johnson,90,40.7,35,86
178,179,179,Cameron Tringale,55,40.54,15,37
179,180,180,Daniel Chopra,74,40.45,36,89
180,T181,T181,Jason Bohn,84,40.0,34,85
181,T181,T181,Brent Delahoussaye,57,40.0,26,65
182,183,183,Davis Love III,79,39.19,29,74
183,184,184,Nicholas Thompson,88,38.95,37,95
184,185,185,Paul Goydos,78,38.78,38,98
185,186,186,Troy Matteson,84,37.5,33,88
186,187,187,Robert Garrigus,71,37.29,22,59
187,188,188,Jeff Gove,57,37.25,19,51
188,189,189,Henrik Bjornstad,72,36.25,29,80
189,T190,T190,Brad Faxon,58,33.33,26,78
190,T190,T190,Vance Veazey,58,33.33,19,57
191,192,192,Sergio Garcia,58,27.91,12,43
