,Scrambling_RANK THIS WEEK,Scrambling_RANK LAST WEEK,Scrambling_PLAYER NAME,Scrambling_ROUNDS,Scrambling_%,Scrambling_PAR OR BETTER,Scrambling_MISSED GIR
112,113,113,Chris Stroud,90,57.4,260,453
113,114,114,Justin Leonard,89,57.32,317,553
114,115,115,Martin Laird,91,57.31,302,527
115,116,116,Roland Thatcher,72,57.24,253,442
116,117,117,Aaron Baddeley,94,57.1,342,599
117,118,118,Stewart Cink,84,57.08,258,452
118,119,119,Derek Lamely,81,57.0,293,514
119,120,120,Rocco Mediate,71,56.96,217,381
120,121,121,John Merrick,109,56.93,308,541
121,122,122,Cameron Percy,73,56.91,206,362
122,123,123,Marc Leishman,87,56.9,297,522
123,124,124,Josh Teater,101,56.83,316,556
124,125,125,Jeff Overton,89,56.8,288,507
125,126,126,Joe Ogilvie,99,56.69,322,568
126,127,127,Kevin Streelman,90,56.59,292,516
127,128,128,Rory Sabbatini,79,56.48,257,455
128,129,129,Vijay Singh,75,56.46,236,418
129,130,130,Alex Cejka,81,56.42,268,475
130,131,131,Robert Allenby,76,56.37,239,424
131,132,132,Steve Marino,81,56.33,267,474
132,133,133,Chris Couch,66,56.28,224,398
133,134,134,Y.E. Yang,72,56.18,241,429
134,T135,T135,Daniel Chopra,74,56.16,287,511
135,T135,T135,Geoff Ogilvy,62,56.16,196,349
136,137,137,Michael Letzig,84,56.08,272,485
137,138,138,Kevin Stadler,86,56.0,252,450
138,139,139,Dustin Johnson,83,55.81,264,473
139,140,140,Troy Matteson,84,55.79,241,432
140,T141,T141,J.P. Hayes,79,55.77,256,459
141,T141,T141,Jeff Maggert,76,55.77,227,407
142,143,143,Brenden Pappas,66,55.61,208,374
143,144,144,Ryan Palmer,84,55.56,290,522
144,145,145,Brendon de Jonge,114,55.52,317,571
145,146,146,Nick Watney,91,55.51,267,481
146,T147,T147,Billy Mayfair,78,55.5,212,382
147,T147,T147,Bubba Watson,77,55.5,242,436
148,149,149,George McNeill,79,55.49,268,483
149,150,150,Paul Stankowski,62,55.48,157,283
150,151,151,Alex Prugh,88,55.35,269,486
151,152,152,Garrett Willis,82,55.32,234,423
152,153,153,Ángel Cabrera,64,55.15,214,388
153,154,154,Steve Flesch,78,55.04,273,496
154,155,155,Paul Goydos,78,55.02,263,478
155,156,156,Troy Merritt,86,54.98,287,522
156,157,157,D.J. Trahan,92,54.83,261,476
157,158,158,David Lutterus,69,54.81,222,405
158,159,159,Scott Piercy,88,54.79,280,511
159,160,160,Charles Warren,64,54.58,161,295
160,161,161,Sergio Garcia,58,54.57,173,317
161,162,162,Justin Bolli,55,54.52,169,310
162,163,163,Brian Stuard,81,54.45,257,472
163,164,164,Brent Delahoussaye,57,54.43,166,305
164,165,165,Davis Love III,79,54.37,230,423
165,166,166,Roger Tambellini,77,54.26,204,376
166,167,167,Mathew Goggin,85,54.21,251,463
167,168,168,Rich Barcelo,70,54.2,239,441
168,169,169,Lucas Glover,75,54.15,235,434
169,170,170,Kris Blanks,91,54.06,233,431
170,171,171,Adam Scott,70,54.03,201,372
171,172,172,Martin Flores,75,54.0,243,450
172,173,173,Chris Wilson,65,53.85,210,390
173,174,174,John Daly,63,53.53,182,340
174,175,175,Garth Mulroy,53,53.41,141,264
175,176,176,Andrew McLardy,52,53.4,157,294
176,177,177,Greg Kraft,52,53.37,174,326
177,178,178,Cameron Tringale,55,53.23,140,263
178,179,179,Greg Owen,69,52.73,203,385
179,180,180,Ted Purdy,86,52.44,279,532
180,181,181,David Duval,71,52.26,220,421
181,182,182,Robert Garrigus,71,51.98,197,379
182,183,183,Steve Wheatcroft,74,51.84,225,434
183,184,184,Kevin Johnson,62,51.32,194,378
184,185,185,Mark Calcavecchia,50,50.96,133,261
185,186,186,Jerod Turner,54,50.88,173,340
186,187,187,Vance Veazey,58,50.72,177,349
187,188,188,Steve Lowery,67,50.38,197,391
188,189,189,Jeff Gove,57,50.36,140,278
189,190,190,Henrik Bjornstad,72,49.59,182,367
190,191,191,Nicholas Thompson,88,49.38,240,486
191,192,192,Brad Faxon,58,47.49,189,398
