,Sand_Saves_from_30_yards_RANK THIS WEEK,Sand_Saves_from_30_yards_RANK LAST WEEK,Sand_Saves_from_30_yards_PLAYER NAME,Sand_Saves_from_30_yards_ROUNDS,Sand_Saves_from_30_yards_%,Sand_Saves_from_30_yards_# OF SAVES,Sand_Saves_from_30_yards_# OF BUNKERS
37,T37,T37,K.J. Choi,82,42.86,3.0,7
38,T37,T37,Jeff Gove,57,42.86,3.0,7
39,T37,T37,Jay Williamson,76,42.86,3.0,7
40,T41,T41,James Driscoll,78,41.67,5.0,12
41,T41,T41,Scott Piercy,88,41.67,10.0,24
42,T43,T43,Michael Connell,89,41.18,7.0,17
43,T43,T43,Lee Janzen,77,41.18,7.0,17
44,T45,T45,Cameron Beckman,68,40.0,4.0,10
45,T45,T45,Jim Furyk,76,40.0,2.0,5
46,T45,T45,J.P. Hayes,79,40.0,4.0,10
47,T45,T45,Camilo Villegas,78,40.0,4.0,10
48,T45,T45,Charles Warren,64,40.0,6.0,15
49,T50,T50,Zach Johnson,93,38.89,7.0,18
50,T50,T50,Kevin Stadler,86,38.89,7.0,18
51,T52,T52,Jeff Maggert,76,38.46,5.0,13
52,T52,T52,George McNeill,79,38.46,5.0,13
53,T52,T52,Ryan Moore,80,38.46,5.0,13
54,T52,T52,Roland Thatcher,72,38.46,5.0,13
55,56,56,Webb Simpson,98,38.1,8.0,21
56,T57,T57,Justin Bolli,55,37.5,3.0,8
57,T57,T57,Jeev Milkha Singh,59,37.5,3.0,8
58,59,59,Vaughn Taylor,87,36.84,7.0,19
59,T60,T60,Brendon de Jonge,114,36.36,4.0,11
60,T60,T60,Shaun Micheel,70,36.36,4.0,11
61,T60,T60,James Nitties,92,36.36,4.0,11
62,T60,T60,Josh Teater,101,36.36,8.0,22
63,T60,T60,Steve Wheatcroft,74,36.36,4.0,11
64,T65,T65,Michael Sim,64,35.71,5.0,14
65,T65,T65,Jerod Turner,54,35.71,5.0,14
66,T65,T65,Nick Watney,91,35.71,5.0,14
67,T65,T65,Bubba Watson,77,35.71,5.0,14
68,69,69,J.B. Holmes,100,35.29,6.0,17
69,70,70,Jeff Overton,89,35.0,7.0,20
70,71,71,Jeff Quinney,91,34.78,8.0,23
71,T72,T72,Ricky Barnes,103,33.33,6.0,18
72,T72,T72,Paul Casey,64,33.33,2.0,6
73,T72,T72,Tim Clark,88,33.33,2.0,6
74,T72,T72,Jason Dufner,87,33.33,4.0,12
75,T72,T72,Matt Every,60,33.33,5.0,15
76,T72,T72,Lucas Glover,75,33.33,3.0,9
77,T72,T72,Tim Herron,79,33.33,4.0,12
78,T72,T72,Richard Johnson,90,33.33,5.0,15
79,T72,T72,Dustin Johnson,83,33.33,4.0,12
80,T72,T72,Cliff Kresge,50,33.33,2.0,6
81,T72,T72,Troy Matteson,84,33.33,3.0,9
82,T72,T72,Andrew McLardy,52,33.33,3.0,9
83,T72,T72,Bryce Molder,84,33.33,6.0,18
84,T72,T72,Joe Ogilvie,99,33.33,5.0,15
85,T72,T72,Greg Owen,69,33.33,3.0,9
86,T72,T72,Cameron Tringale,55,33.33,2.0,6
87,T72,T72,Brett Wetterich,54,33.33,3.0,9
88,89,89,Tom Gillis,97,31.58,6.0,19
89,90,90,Paul Stankowski,62,31.25,5.0,16
90,T91,T91,Ben Crane,85,30.77,4.0,13
91,T91,T91,Chris DiMarco,88,30.77,4.0,13
92,T91,T91,Matt Kuchar,97,30.77,4.0,13
93,T94,T94,Chad Collins,87,30.0,6.0,20
94,T94,T94,Michael Letzig,84,30.0,3.0,10
95,T94,T94,Troy Merritt,86,30.0,6.0,20
96,T94,T94,Kevin Na,94,30.0,6.0,20
97,T94,T94,Brian Stuard,81,30.0,3.0,10
98,T94,T94,Nicholas Thompson,88,30.0,6.0,20
99,T100,T100,Brian Gay,101,29.41,5.0,17
100,T100,T100,Freddie Jacobson,83,29.41,5.0,17
101,T100,T100,Scott McCarron,90,29.41,5.0,17
102,T100,T100,Chris Tidland,77,29.41,5.0,17
103,T104,T104,Brian Davis,101,28.57,4.0,14
104,T104,T104,Retief Goosen,75,28.57,2.0,7
105,T104,T104,Nathan Green,86,28.57,6.0,21
106,T104,T104,Charley Hoffman,85,28.57,4.0,14
107,T104,T104,Billy Mayfair,78,28.57,2.0,7
108,T104,T104,Chris Stroud,90,28.57,4.0,14
109,T110,T110,Hunter Mahan,85,27.78,5.0,18
110,T110,T110,Ted Purdy,86,27.78,5.0,18
111,T112,T112,Alex Cejka,81,27.27,3.0,11
112,T112,T112,Ben Curtis,78,27.27,3.0,11
113,T112,T112,Ernie Els,72,27.27,3.0,11
114,T112,T112,Steve Flesch,78,27.27,3.0,11
115,T112,T112,Charles Howell III,103,27.27,3.0,11
116,T112,T112,Steve Lowery,67,27.27,3.0,11
117,T112,T112,Bill Lunde,79,27.27,3.0,11
118,T112,T112,Sean O'Hair,84,27.27,3.0,11
119,T112,T112,Chris Riley,73,27.27,3.0,11
120,T112,T112,Y.E. Yang,72,27.27,3.0,11
121,122,122,Bob Estes,79,26.67,4.0,15
122,T123,T123,Carl Pettersson,99,26.32,5.0,19
123,T123,T123,Garrett Willis,82,26.32,5.0,19
124,T125,T125,Blake Adams,84,25.0,3.0,12
125,T125,T125,Graham DeLaet,88,25.0,3.0,12
126,T125,T125,Rickie Fowler,98,25.0,4.0,16
127,T125,T125,Bill Haas,87,25.0,3.0,12
128,T125,T125,Will MacKenzie,72,25.0,4.0,16
129,T125,T125,Pat Perez,90,25.0,3.0,12
130,T131,T131,Mathew Goggin,85,23.53,4.0,17
131,T131,T131,Derek Lamely,81,23.53,4.0,17
132,T131,T131,Tim Petrovic,105,23.53,4.0,17
133,134,134,John Senden,103,23.08,3.0,13
134,T135,T135,Stewart Cink,84,22.22,2.0,9
135,T135,T135,Trevor Immelman,55,22.22,2.0,9
136,T135,T135,Steve Marino,81,22.22,4.0,18
137,T135,T135,Rory McIlroy,54,22.22,2.0,9
138,T135,T135,Brenden Pappas,66,22.22,2.0,9
139,T135,T135,Johnson Wagner,85,22.22,2.0,9
140,141,141,Greg Chalmers,93,21.43,3.0,14
141,T142,T142,Jason Bohn,84,20.0,2.0,10
142,T142,T142,Chris Couch,66,20.0,2.0,10
143,T142,T142,Mathias Grönberg,61,20.0,2.0,10
144,T142,T142,Phil Mickelson,76,20.0,2.0,10
145,T142,T142,Ian Poulter,55,20.0,2.0,10
146,T142,T142,Justin Rose,78,20.0,2.0,10
147,T148,T148,Briny Baird,87,18.18,2.0,11
148,T148,T148,Ángel Cabrera,64,18.18,2.0,11
149,T148,T148,Steve Elkington,74,18.18,2.0,11
150,T148,T148,Brad Faxon,58,18.18,2.0,11
151,T148,T148,David Lutterus,69,18.18,2.0,11
152,T148,T148,Kevin Sutherland,86,18.18,2.0,11
153,T148,T148,Chris Wilson,65,18.18,2.0,11
154,155,155,Paul Goydos,78,17.65,3.0,17
155,T156,T156,Kris Blanks,91,16.67,2.0,12
156,T156,T156,Mark Calcavecchia,50,16.67,1.0,6
157,T156,T156,Jason Day,82,16.67,2.0,12
158,T156,T156,Padraig Harrington,57,16.67,1.0,6
159,T156,T156,Kevin Johnson,62,16.67,2.0,12
160,T156,T156,Spencer Levin,110,16.67,2.0,12
161,T156,T156,Davis Love III,79,16.67,1.0,6
162,T156,T156,Rod Pampling,77,16.67,2.0,12
163,T156,T156,Omar Uresti,74,16.67,2.0,12
164,165,165,Ryuji Imada,90,15.38,2.0,13
165,T166,T166,Marc Leishman,87,14.29,2.0,14
166,T166,T166,Rocco Mediate,71,14.29,1.0,7
167,T166,T166,John Merrick,109,14.29,2.0,14
168,T166,T166,Cameron Percy,73,14.29,2.0,14
169,T166,T166,Dean Wilson,54,14.29,1.0,7
170,171,171,Ryan Palmer,84,13.33,2.0,15
171,T172,T172,Garth Mulroy,53,12.5,1.0,8
172,T172,T172,Kevin Streelman,90,12.5,1.0,8
173,T172,T172,Jimmy Walker,82,12.5,2.0,16
174,175,175,John Rollins,81,11.76,2.0,17
175,176,176,D.A. Points,90,11.11,2.0,18
176,T177,T177,Adam Scott,70,10.0,1.0,10
177,T177,T177,Boo Weekley,88,10.0,1.0,10
178,179,179,John Mallinger,78,8.33,1.0,12
179,T180,T180,Daniel Chopra,74,7.14,1.0,14
180,T180,T180,Bo Van Pelt,104,7.14,1.0,14
181,T182,T182,Woody Austin,93,6.25,1.0,16
182,T182,T182,Scott Verplank,74,6.25,1.0,16
183,T184,T184,Michael Bradley,77,0.0,,6
184,T184,T184,Brent Delahoussaye,57,0.0,,6
185,T184,T184,Joe Durant,67,0.0,,8
186,T184,T184,Sergio Garcia,58,0.0,,3
187,T184,T184,Robert Garrigus,71,0.0,,12
188,T184,T184,J.J. Henry,92,0.0,,11
189,T184,T184,Andres Romero,73,0.0,,7
190,T184,T184,Vance Veazey,58,0.0,,7
191,T184,T184,Mike Weir,59,0.0,,6
