,Scrambling_from_the_Rough_RANK THIS WEEK,Scrambling_from_the_Rough_RANK LAST WEEK,Scrambling_from_the_Rough_PLAYER NAME,Scrambling_from_the_Rough_ROUNDS,Scrambling_from_the_Rough_%,Scrambling_from_the_Rough_SUCCESSES,Scrambling_from_the_Rough_ATTEMPTS
68,69,69,John Mallinger,78,57.42,89,155
69,70,70,Jason Day,82,57.39,101,176
70,71,71,Bill Lunde,79,57.3,102,178
71,T72,T72,Michael Bradley,77,57.25,79,138
72,T72,T72,Tom Pernice Jr.,74,57.25,75,131
73,74,74,Chris DiMarco,88,56.96,90,158
74,75,75,Brandt Snedeker,89,56.94,119,209
75,76,76,Spencer Levin,110,56.85,112,197
76,T77,T77,Mathias Grönberg,61,56.52,65,115
77,T77,T77,Will MacKenzie,72,56.52,78,138
78,79,79,Richard Johnson,90,56.47,96,170
79,80,80,Rickie Fowler,98,56.44,92,163
80,81,81,Jerry Kelly,99,56.36,93,165
81,82,82,Webb Simpson,98,56.34,120,213
82,83,83,Troy Matteson,84,56.33,89,158
83,84,84,Cameron Beckman,68,56.25,81,144
84,85,85,Hunter Mahan,85,56.03,79,141
85,86,86,Justin Bolli,55,56.0,70,125
86,T87,T87,Davis Love III,79,55.84,86,154
87,T87,T87,Bubba Watson,77,55.84,86,154
88,89,89,Billy Mayfair,78,55.71,78,140
89,90,90,Henrik Bjornstad,72,55.65,64,115
90,91,91,Jason Bohn,84,55.62,94,169
91,92,92,Zach Johnson,93,55.5,106,191
92,93,93,Brett Quigley,96,55.31,99,179
93,94,94,Mark Wilson,87,55.29,94,170
94,95,95,Matt Bettencourt,91,55.27,131,237
95,96,96,Bill Haas,87,55.26,84,152
96,97,97,Marc Leishman,87,55.15,91,165
97,98,98,Kevin Streelman,90,55.11,97,176
98,99,99,Matt Every,60,54.86,79,144
99,100,100,Chad Campbell,94,54.8,97,177
100,101,101,Blake Adams,84,54.75,98,179
101,102,102,Camilo Villegas,78,54.73,81,148
102,103,103,J.J. Henry,92,54.67,82,150
103,104,104,Michael Connell,89,54.66,88,161
104,T105,T105,Brendon de Jonge,114,54.64,106,194
105,T105,T105,Cameron Tringale,55,54.64,53,97
106,107,107,Carl Pettersson,99,54.59,113,207
107,108,108,Aaron Baddeley,94,54.58,137,251
108,109,109,Kevin Johnson,62,54.55,84,154
109,110,110,Joe Durant,67,54.46,55,101
110,111,111,Vijay Singh,75,54.41,74,136
111,112,112,J.B. Holmes,100,54.25,115,212
112,113,113,John Senden,103,54.19,97,179
113,114,114,J.P. Hayes,79,54.17,91,168
114,115,115,Chris Wilson,65,54.01,74,137
115,116,116,Paul Goydos,78,54.0,81,150
116,117,117,Stuart Appleby,101,53.94,130,241
117,118,118,Craig Bowden,56,53.91,69,128
118,119,119,Joe Ogilvie,99,53.85,119,221
119,120,120,Ricky Barnes,103,53.72,101,188
120,121,121,Geoff Ogilvy,62,53.66,66,123
121,122,122,Dustin Johnson,83,53.59,97,181
122,123,123,George McNeill,79,53.57,90,168
123,124,124,Matt Jones,89,53.55,113,211
124,125,125,Martin Laird,91,53.47,108,202
125,126,126,Kevin Sutherland,86,53.42,86,161
126,127,127,David Duval,71,53.33,72,135
127,128,128,Ben Crane,85,53.24,74,139
128,129,129,Chris Tidland,77,53.13,85,160
129,130,130,Daniel Chopra,74,53.0,115,217
130,131,131,Rocco Mediate,71,52.94,72,136
131,132,132,James Driscoll,78,52.8,85,161
132,133,133,Vaughn Taylor,87,52.78,95,180
133,134,134,Brett Wetterich,54,52.73,58,110
134,135,135,Alex Cejka,81,52.6,91,173
135,136,136,Jay Williamson,76,52.55,72,137
136,137,137,Brenden Pappas,66,52.45,75,143
137,138,138,Alex Prugh,88,52.41,98,187
138,T139,T139,Jeff Gove,57,52.38,55,105
139,T139,T139,Rory Sabbatini,79,52.38,77,147
140,141,141,Justin Leonard,89,52.32,79,151
141,142,142,Ryan Palmer,84,52.3,91,174
142,143,143,Scott Verplank,74,52.25,58,111
143,144,144,James Nitties,92,52.22,94,180
144,145,145,Chris Couch,66,52.2,83,159
145,146,146,Rich Barcelo,70,52.05,89,171
146,147,147,Y.E. Yang,72,51.97,79,152
147,148,148,Cameron Percy,73,51.61,64,124
148,149,149,Brian Stuard,81,51.59,81,157
149,150,150,Garth Mulroy,53,51.46,53,103
150,151,151,D.J. Trahan,92,51.41,91,177
151,152,152,Jeff Overton,89,51.27,101,197
152,153,153,Trevor Immelman,55,51.14,45,88
153,154,154,Brad Faxon,58,51.09,70,137
154,155,155,Michael Letzig,84,51.04,98,192
155,156,156,Aron Price,70,50.86,59,116
156,157,157,Lucas Glover,75,50.63,81,160
157,158,158,Derek Lamely,81,50.56,91,180
158,T159,T159,Mark Calcavecchia,50,50.54,47,93
159,T159,T159,Troy Merritt,86,50.54,94,186
160,161,161,Charles Warren,64,50.53,48,95
161,162,162,Greg Kraft,52,50.51,50,99
162,163,163,Vance Veazey,58,50.42,60,119
163,164,164,Roland Thatcher,72,50.34,74,147
164,T165,T165,Lee Janzen,77,50.0,74,148
165,T165,T165,Jerod Turner,54,50.0,65,130
166,167,167,Adam Scott,70,49.59,60,121
167,168,168,Skip Kendall,58,49.54,54,109
168,169,169,Martin Flores,75,49.42,85,172
169,170,170,Jeff Maggert,76,49.35,76,154
170,171,171,Kevin Stadler,86,49.3,70,142
171,172,172,Scott Piercy,88,49.21,94,191
172,173,173,Roger Tambellini,77,49.01,74,151
173,174,174,David Lutterus,69,48.94,69,141
174,175,175,Josh Teater,101,48.89,88,180
175,176,176,Steve Flesch,78,48.59,86,177
176,177,177,Robert Allenby,76,48.53,66,136
177,178,178,John Merrick,109,48.48,80,165
178,179,179,Mathew Goggin,85,48.37,74,153
179,180,180,Garrett Willis,82,48.03,73,152
180,181,181,Ángel Cabrera,64,47.89,68,142
181,182,182,Steve Wheatcroft,74,47.71,73,153
182,183,183,Jarrod Lyle,54,47.06,48,102
183,184,184,Ted Purdy,86,46.73,93,199
184,185,185,Brent Delahoussaye,57,46.15,42,91
185,186,186,Paul Stankowski,62,45.54,46,101
186,187,187,Greg Owen,69,45.0,54,120
187,T188,T188,Kris Blanks,91,44.54,53,119
188,T188,T188,John Daly,63,44.54,53,119
189,190,190,Nicholas Thompson,88,43.24,80,185
190,191,191,Steve Lowery,67,41.48,56,135
191,192,192,Robert Garrigus,71,39.87,61,153
