,Scrambling_Rough_RTP_Score_RANK THIS WEEK,Scrambling_Rough_RTP_Score_RANK LAST WEEK,Scrambling_Rough_RTP_Score_PLAYER NAME,Scrambling_Rough_RTP_Score_ROUNDS,Scrambling_Rough_RTP_Score_AVG RTP,Scrambling_Rough_RTP_Score_TOTAL HOLES,Scrambling_Rough_RTP_Score_TOTAL RTP
111,112,112,Richard Johnson,90,0.494,170,84.0
112,113,113,Geoff Ogilvy,62,0.496,123,61.0
113,114,114,Blake Adams,84,0.49700000000000005,179,89.0
114,T115,T115,J.B. Holmes,100,0.5,212,106.0
115,T115,T115,Rocco Mediate,71,0.5,136,68.0
116,T117,T117,Marc Leishman,87,0.503,165,83.0
117,T117,T117,Justin Leonard,89,0.503,151,76.0
118,T117,T117,Brett Quigley,96,0.503,179,90.0
119,120,120,Mark Wilson,87,0.506,170,86.0
120,121,121,Alex Prugh,88,0.508,187,95.0
121,T122,T122,Chris Couch,66,0.509,159,81.0
122,T122,T122,Johnson Wagner,85,0.509,163,83.0
123,T124,T124,David Duval,71,0.511,135,69.0
124,T124,T124,Vaughn Taylor,87,0.511,180,92.0
125,126,126,Lucas Glover,75,0.513,160,82.0
126,T127,T127,Aaron Baddeley,94,0.514,251,129.0
127,T127,T127,Scott Verplank,74,0.514,111,57.0
128,129,129,Martin Laird,91,0.515,202,104.0
129,130,130,Jay Williamson,76,0.518,137,71.0
130,T131,T131,Alex Cejka,81,0.52,173,90.0
131,T131,T131,D.J. Trahan,92,0.52,177,92.0
132,133,133,Matt Jones,89,0.521,211,110.0
133,134,134,Vijay Singh,75,0.522,136,71.0
134,T135,T135,Rich Barcelo,70,0.526,171,90.0
135,T135,T135,Brad Faxon,58,0.526,137,72.0
136,T135,T135,Kevin Johnson,62,0.526,154,81.0
137,T135,T135,Michael Letzig,84,0.526,192,101.0
138,139,139,Derek Lamely,81,0.528,180,95.0
139,T140,T140,Joe Ogilvie,99,0.529,221,117.0
140,T140,T140,Ryan Palmer,84,0.529,174,92.0
141,T140,T140,Adam Scott,70,0.529,121,64.0
142,T143,T143,David Lutterus,69,0.532,141,75.0
143,T143,T143,Cameron Percy,73,0.532,124,66.0
144,T145,T145,Jeff Gove,57,0.5329999999999999,105,56.0
145,T145,T145,Chris Wilson,65,0.5329999999999999,137,73.0
146,T145,T145,Y.E. Yang,72,0.5329999999999999,152,81.0
147,148,148,Trevor Immelman,55,0.534,88,47.0
148,149,149,Brian Stuard,81,0.535,157,84.0
149,T150,T150,Brenden Pappas,66,0.5379999999999999,143,77.0
150,T150,T150,Vance Veazey,58,0.5379999999999999,119,64.0
151,152,152,Greg Kraft,52,0.545,99,54.0
152,T153,T153,Lee Janzen,77,0.547,148,81.0
153,T153,T153,Kevin Sutherland,86,0.547,161,88.0
154,T155,T155,Mark Calcavecchia,50,0.5479999999999999,93,51.0
155,T155,T155,Daniel Chopra,74,0.5479999999999999,217,119.0
156,157,157,Brent Delahoussaye,57,0.5489999999999999,91,50.0
157,158,158,Josh Teater,101,0.55,180,99.0
158,159,159,Robert Allenby,76,0.551,136,75.0
159,160,160,Aron Price,70,0.552,116,64.0
160,T161,T161,Garth Mulroy,53,0.5529999999999999,103,57.0
161,T161,T161,Jeff Overton,89,0.5529999999999999,197,109.0
162,T163,T163,Steve Flesch,78,0.5539999999999999,177,98.0
163,T163,T163,George McNeill,79,0.5539999999999999,168,93.0
164,T163,T163,Troy Merritt,86,0.5539999999999999,186,103.0
165,166,166,Ángel Cabrera,64,0.556,142,79.0
166,167,167,Roland Thatcher,72,0.5579999999999999,147,82.0
167,168,168,James Driscoll,78,0.5589999999999999,161,90.0
168,169,169,Skip Kendall,58,0.56,109,61.0
169,170,170,Jerod Turner,54,0.562,130,73.0
170,171,171,Rory Sabbatini,79,0.565,147,83.0
171,172,172,James Nitties,92,0.5670000000000001,180,102.0
172,T173,T173,Ted Purdy,86,0.568,199,113.0
173,T173,T173,Charles Warren,64,0.568,95,54.0
174,175,175,Jarrod Lyle,54,0.569,102,58.0
175,T176,T176,Jeff Maggert,76,0.5710000000000001,154,88.0
176,T176,T176,Scott Piercy,88,0.5710000000000001,191,109.0
177,178,178,Garrett Willis,82,0.5720000000000001,152,87.0
178,179,179,Mathias Grönberg,61,0.574,115,66.0
179,180,180,Martin Flores,75,0.581,172,100.0
180,181,181,John Merrick,109,0.588,165,97.0
181,182,182,Steve Wheatcroft,74,0.595,153,91.0
182,183,183,Roger Tambellini,77,0.603,151,91.0
183,184,184,Kevin Stadler,86,0.613,142,87.0
184,T185,T185,Mathew Goggin,85,0.614,153,94.0
185,T185,T185,Paul Stankowski,62,0.614,101,62.0
186,187,187,Kris Blanks,91,0.622,119,74.0
187,188,188,Nicholas Thompson,88,0.638,185,118.0
188,189,189,John Daly,63,0.639,119,76.0
189,190,190,Greg Owen,69,0.6579999999999999,120,79.0
190,191,191,Steve Lowery,67,0.674,135,91.0
191,192,192,Robert Garrigus,71,0.6859999999999999,153,105.0
