,Proximity_to_Hole_from_Sand_RANK THIS WEEK,Proximity_to_Hole_from_Sand_RANK LAST WEEK,Proximity_to_Hole_from_Sand_PLAYER NAME,Proximity_to_Hole_from_Sand_ROUNDS,Proximity_to_Hole_from_Sand_AVG DTP,Proximity_to_Hole_from_Sand_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Sand_# OF SHOTS,Proximity_to_Hole_from_Sand_SCRAMBLING RANK
118,T118,T118,Brenden Pappas,66,"9' 11""",782.1669999999999,79,143
119,T118,T118,Tim Petrovic,105,"9' 11""",1569.4170000000001,158,51
120,T118,T118,Charles Warren,64,"9' 11""",527.0830000000001,53,160
121,T118,T118,Boo Weekley,88,"9' 11""",1034.917,104,53
122,T123,T123,Derek Lamely,81,"10' 0""",1135.25,114,119
123,T123,T123,Jeff Overton,89,"10' 0""",1096.917,110,125
124,T125,T125,Jason Bohn,84,"10' 1""",991.1669999999999,98,108
125,T125,T125,Chad Campbell,94,"10' 1""",1032.333,102,69
126,T125,T125,Steve Flesch,78,"10' 1""",1105.667,110,154
127,T125,T125,Vaughn Taylor,87,"10' 1""",1355.4170000000001,134,111
128,T125,T125,Jay Williamson,76,"10' 1""",817.75,81,58
129,T130,T130,Chris Couch,66,"10' 2""",882.3330000000001,87,133
130,T130,T130,Mathew Goggin,85,"10' 2""",1039.75,102,167
131,T130,T130,Bill Haas,87,"10' 2""",1307.417,129,98
132,T130,T130,John Merrick,109,"10' 2""",1371.8329999999999,135,121
133,T130,T130,Joe Ogilvie,99,"10' 2""",1439.0,141,126
134,T130,T130,Kenny Perry,69,"10' 2""",733.3330000000001,72,33
135,T130,T130,D.A. Points,90,"10' 2""",1210.5,119,85
136,T130,T130,Josh Teater,101,"10' 2""",1593.9170000000001,157,124
137,T138,T138,Jeff Maggert,76,"10' 3""",801.8330000000001,78,141
138,T138,T138,Andrew McLardy,52,"10' 3""",637.0,62,176
139,T138,T138,Troy Merritt,86,"10' 3""",1272.0,124,156
140,T141,T141,Justin Bolli,55,"10' 4""",628.4169999999999,61,162
141,T141,T141,Brad Faxon,58,"10' 4""",743.1669999999999,72,192
142,T141,T141,Ryan Moore,80,"10' 4""",854.75,83,47
143,T141,T141,Jimmy Walker,82,"10' 4""",1119.417,108,89
144,T141,T141,Dean Wilson,54,"10' 4""",611.0,59,1
145,T146,T146,Mark Calcavecchia,50,"10' 5""",595.75,57,185
146,T146,T146,James Driscoll,78,"10' 5""",1198.25,115,95
147,T146,T146,Sean O'Hair,84,"10' 5""",1048.583,101,32
148,T146,T146,Paul Stankowski,62,"10' 5""",752.0830000000001,72,150
149,T146,T146,D.J. Trahan,92,"10' 5""",1214.083,117,157
150,151,151,Rocco Mediate,71,"10' 6""",670.5,64,120
151,T152,T152,Ryan Palmer,84,"10' 7""",1307.833,124,144
152,T152,T152,Andres Romero,73,"10' 7""",1134.083,107,46
153,T152,T152,Chris Tidland,77,"10' 7""",1213.0,115,110
154,T155,T155,Cameron Beckman,68,"10' 8""",885.5,83,93
155,T155,T155,Bob Estes,79,"10' 8""",1036.083,97,50
156,T155,T155,Steve Marino,81,"10' 8""",1010.9169999999999,95,132
157,T158,T158,Scott Verplank,74,"10' 9""",1185.5,110,71
158,T158,T158,Bubba Watson,77,"10' 9""",1138.5,106,147
159,T160,T160,Henrik Bjornstad,72,"10' 10""",874.5830000000001,81,190
160,T160,T160,Greg Owen,69,"10' 10""",912.1669999999999,84,179
161,T160,T160,Ted Purdy,86,"10' 10""",1202.667,111,180
162,T160,T160,John Rollins,81,"10' 10""",1169.917,108,74
163,T164,T164,Skip Kendall,58,"10' 11""",821.75,75,106
164,T164,T164,Hunter Mahan,85,"10' 11""",1373.9170000000001,126,85
165,T164,T164,Kevin Stadler,86,"10' 11""",1182.75,108,138
166,T167,T167,Rickie Fowler,98,"11' 0""",1304.333,119,66
167,T167,T167,Dustin Johnson,83,"11' 0""",1080.5,98,139
168,T167,T167,Roger Tambellini,77,"11' 0""",827.0,75,166
169,T170,T170,Matt Every,60,"11' 2""",871.3330000000001,78,105
170,T170,T170,Justin Leonard,89,"11' 2""",1082.417,97,114
171,T170,T170,Troy Matteson,84,"11' 2""",1107.083,99,140
172,T170,T170,Jerod Turner,54,"11' 2""",761.3330000000001,68,186
173,T174,T174,Blake Adams,84,"11' 3""",1134.833,101,112
174,T174,T174,Sergio Garcia,58,"11' 3""",448.917,40,161
175,T176,T176,Jeff Gove,57,"11' 4""",658.4169999999999,58,189
176,T176,T176,Cameron Percy,73,"11' 4""",758.5830000000001,67,122
177,T176,T176,Scott Piercy,88,"11' 4""",1501.9170000000001,133,159
178,T176,T176,Roland Thatcher,72,"11' 4""",1039.333,92,116
179,T180,T180,Brent Delahoussaye,57,"11' 5""",694.1669999999999,61,164
180,T180,T180,Chris Wilson,65,"11' 5""",992.3330000000001,87,173
181,T182,T182,David Duval,71,"11' 6""",816.3330000000001,71,181
182,T182,T182,Brian Stuard,81,"11' 6""",1273.583,111,163
183,T184,T184,J.J. Henry,92,"11' 7""",1033.083,89,62
184,T184,T184,Richard Johnson,90,"11' 7""",1148.583,99,72
185,186,186,Paul Casey,64,"11' 11""",761.0830000000001,64,45
186,187,187,Robert Garrigus,71,"12' 1""",990.1669999999999,82,182
187,188,188,Paul Goydos,78,"12' 2""",1206.25,99,155
188,189,189,Steve Lowery,67,"12' 3""",1209.0,99,188
189,190,190,Garth Mulroy,53,"12' 4""",642.6669999999999,52,175
190,191,191,Vance Veazey,58,"12' 7""",705.3330000000001,56,187
191,192,192,Joe Durant,67,"14' 1""",871.25,62,76
