,Scrambling_Average_Distance_to_Hole_RANK THIS WEEK,Scrambling_Average_Distance_to_Hole_RANK LAST WEEK,Scrambling_Average_Distance_to_Hole_PLAYER NAME,Scrambling_Average_Distance_to_Hole_ROUNDS,Scrambling_Average_Distance_to_Hole_AVG DTP,Scrambling_Average_Distance_to_Hole_TOTAL DISTANCE (FEET),Scrambling_Average_Distance_to_Hole_ATTEMPTS
162,T159,T159,Jeff Quinney,91,"9' 6""",4134.167,437
163,T159,T159,Kevin Stadler,86,"9' 6""",3488.917,367
164,T159,T159,Kevin Streelman,90,"9' 6""",4040.167,426
165,T159,T159,Roger Tambellini,77,"9' 6""",2847.833,301
166,T159,T159,Steve Wheatcroft,74,"9' 6""",2829.417,297
167,168,168,Jeff Maggert,76,"9' 7""",3285.833,342
168,T169,T169,Mathias Grönberg,61,"9' 8""",2477.5,257
169,T169,T169,Andres Romero,73,"9' 8""",3842.667,398
170,T169,T169,Nicholas Thompson,88,"9' 8""",3951.75,410
171,T169,T169,Y.E. Yang,72,"9' 8""",2984.833,308
172,T173,T173,Dustin Johnson,83,"9' 9""",3216.583,329
173,T173,T173,Garth Mulroy,53,"9' 9""",1879.25,193
174,T173,T173,Ted Purdy,86,"9' 9""",3995.583,411
175,T173,T173,Chris Wilson,65,"9' 9""",2829.667,291
176,177,177,Charles Warren,64,"9' 10""",2246.083,228
177,178,178,Roland Thatcher,72,"10' 0""",3501.417,350
178,T179,T179,Robert Allenby,76,"10' 1""",3072.833,305
179,T179,T179,Scott Piercy,88,"10' 1""",4033.083,400
180,T179,T179,Paul Stankowski,62,"10' 1""",2411.667,239
181,T182,T182,Mark Calcavecchia,50,"10' 3""",1833.3329999999999,179
182,T182,T182,Daniel Chopra,74,"10' 3""",4012.667,390
183,184,184,Jerod Turner,54,"10' 4""",2732.5,265
184,T185,T185,Andrew McLardy,52,"10' 5""",2423.417,233
185,T185,T185,Joe Ogilvie,99,"10' 5""",4889.667,468
186,187,187,Robert Garrigus,71,"10' 7""",3319.5,313
187,188,188,Henrik Bjornstad,72,"10' 8""",3060.5,288
188,189,189,Brad Faxon,58,"10' 9""",3187.667,296
189,T190,T190,Greg Kraft,52,"11' 2""",2674.083,239
190,T190,T190,Steve Lowery,67,"11' 2""",3504.0,313
191,192,192,Brent Delahoussaye,57,"11' 8""",2911.25,250
