,Sand_Save_Percentage_RANK THIS WEEK,Sand_Save_Percentage_RANK LAST WEEK,Sand_Save_Percentage_PLAYER NAME,Sand_Save_Percentage_ROUNDS,Sand_Save_Percentage_%,Sand_Save_Percentage_# SAVES,Sand_Save_Percentage_# BUNKERS,Sand_Save_Percentage_TOTAL O/U PAR
36,37,37,Bo Van Pelt,104,54.74,104,190,48.0
37,38,38,Ian Poulter,55,54.63,59,108,42.0
38,T39,T39,Lucas Glover,75,54.62,71,130,32.0
39,T39,T39,Retief Goosen,75,54.62,65,119,33.0
40,41,41,John Senden,103,54.4,68,125,25.0
41,42,42,Ricky Barnes,103,54.34,94,173,51.0
42,43,43,Tom Pernice Jr.,74,54.32,44,81,26.0
43,44,44,J.P. Hayes,79,54.26,70,129,36.0
44,45,45,Brian Davis,101,54.21,103,190,68.0
45,46,46,Bryce Molder,84,54.01,74,137,46.0
46,47,47,Jonathan Byrd,85,53.85,63,117,37.0
47,48,48,Padraig Harrington,57,53.7,58,108,29.0
48,49,49,Phil Mickelson,76,53.62,74,138,33.0
49,50,50,Steve Wheatcroft,74,53.39,63,118,36.0
50,51,51,John Mallinger,78,53.24,74,139,52.0
51,52,52,James Driscoll,78,53.08,69,130,36.0
52,53,53,Adam Scott,70,53.04,61,115,27.0
53,54,54,J.B. Holmes,100,52.83,84,159,52.0
54,55,55,Ben Crane,85,52.7,78,148,45.0
55,56,56,Chad Campbell,94,52.67,69,131,45.0
56,57,57,Rory McIlroy,54,52.48,53,101,29.0
57,58,58,Ryan Palmer,84,52.41,76,145,60.0
58,T59,T59,Jerry Kelly,99,52.35,78,149,48.0
59,T59,T59,John Merrick,109,52.35,78,149,38.0
60,T61,T61,Matt Bettencourt,91,52.26,81,155,51.0
61,T61,T61,Joe Ogilvie,99,52.26,81,155,54.0
62,63,63,Brett Quigley,96,52.21,71,136,39.0
63,64,64,Michael Connell,89,52.07,63,121,40.0
64,65,65,Brenden Pappas,66,52.04,51,98,34.0
65,66,66,Alex Prugh,88,52.0,65,125,34.0
66,67,67,Paul Stankowski,62,51.95,40,77,15.0
67,68,68,Vijay Singh,75,51.91,68,131,40.0
68,69,69,Scott McCarron,90,51.8,72,139,37.0
69,70,70,Martin Flores,75,51.75,59,114,24.0
70,71,71,Martin Laird,91,51.61,64,124,31.0
71,72,72,Michael Sim,64,51.58,49,95,29.0
72,73,73,Omar Uresti,74,51.16,44,86,34.0
73,74,74,Y.E. Yang,72,51.15,67,131,42.0
74,75,75,Jeff Overton,89,51.09,70,137,44.0
75,76,76,Vaughn Taylor,87,50.96,80,157,62.0
76,77,77,Camilo Villegas,78,50.83,61,120,45.0
77,78,78,Johnson Wagner,85,50.79,64,126,50.0
78,79,79,Lee Janzen,77,50.74,69,136,37.0
79,T80,T80,John Daly,63,50.55,46,91,35.0
80,T80,T80,Steve Elkington,74,50.55,46,91,25.0
81,82,82,James Nitties,92,50.46,55,109,48.0
82,83,83,Chris Stroud,90,50.38,66,131,44.0
83,84,84,Chris DiMarco,88,50.37,68,135,45.0
84,85,85,George McNeill,79,50.36,70,139,42.0
85,86,86,Kevin Streelman,90,50.34,73,145,54.0
86,T87,T87,Cameron Beckman,68,50.0,49,98,38.0
87,T87,T87,Michael Bradley,77,50.0,52,104,45.0
88,T87,T87,Charley Hoffman,85,50.0,70,140,42.0
89,T87,T87,Charles Howell III,103,50.0,67,134,32.0
90,T87,T87,Freddie Jacobson,83,50.0,68,136,55.0
91,T87,T87,Cliff Kresge,50,50.0,32,64,23.0
92,T87,T87,Billy Mayfair,78,50.0,47,94,32.0
93,T87,T87,Jeff Quinney,91,50.0,61,122,52.0
94,T87,T87,Heath Slocum,97,50.0,53,106,40.0
95,T87,T87,Chris Tidland,77,50.0,70,140,48.0
96,T87,T87,David Toms,86,50.0,58,116,40.0
97,98,98,Troy Merritt,86,49.66,74,149,50.0
98,99,99,Jarrod Lyle,54,49.33,37,75,15.0
99,100,100,Marc Leishman,87,49.32,73,148,52.0
100,101,101,Josh Teater,101,49.16,88,179,45.0
101,102,102,Stuart Appleby,101,49.11,83,169,69.0
102,103,103,Rich Barcelo,70,48.94,46,94,43.0
103,104,104,Brendon de Jonge,114,48.81,82,168,56.0
104,105,105,David Lutterus,69,48.72,57,117,38.0
105,106,106,Bill Lunde,79,48.6,52,107,46.0
106,107,107,Ernie Els,72,48.44,62,128,40.0
107,108,108,Scott Verplank,74,48.32,72,149,65.0
108,109,109,D.J. Trahan,92,48.25,69,143,49.0
109,110,110,Sean O'Hair,84,48.18,66,137,52.0
110,111,111,Tim Petrovic,105,48.13,90,187,74.0
111,112,112,Greg Kraft,52,48.05,37,77,37.0
112,113,113,Jim Furyk,76,48.04,49,102,42.0
113,114,114,Michael Letzig,84,47.95,70,146,47.0
114,115,115,Derek Lamely,81,47.92,69,144,61.0
115,116,116,Paul Casey,64,47.87,45,94,42.0
116,117,117,Steve Flesch,78,47.83,66,138,55.0
117,118,118,Chris Couch,66,47.79,54,113,35.0
118,119,119,Justin Leonard,89,47.73,63,132,51.0
119,120,120,Andres Romero,73,47.46,56,118,46.0
120,121,121,Ted Purdy,86,47.45,65,137,56.0
121,122,122,Jeev Milkha Singh,59,47.19,42,89,27.0
122,123,123,Jason Dufner,87,47.1,65,138,57.0
123,124,124,Bubba Watson,77,47.01,55,117,42.0
124,125,125,Dean Wilson,54,46.97,31,66,25.0
125,126,126,Garrett Willis,82,46.9,53,113,35.0
126,127,127,Shaun Micheel,70,46.84,37,79,34.0
127,128,128,Charles Warren,64,46.48,33,71,24.0
128,129,129,Bob Estes,79,46.46,59,127,46.0
129,130,130,Blake Adams,84,46.4,58,125,59.0
130,131,131,Brett Wetterich,54,46.34,38,82,23.0
131,132,132,Daniel Chopra,74,46.09,59,128,50.0
132,133,133,Rod Pampling,77,46.03,58,126,43.0
133,134,134,Ryan Moore,80,45.8,60,131,57.0
134,135,135,Hunter Mahan,85,45.75,70,153,58.0
135,136,136,Graham DeLaet,88,45.69,53,116,39.0
136,137,137,Roland Thatcher,72,45.61,52,114,41.0
137,T138,T138,Brian Stuard,81,45.6,57,125,62.0
138,T138,T138,Boo Weekley,88,45.6,57,125,45.0
139,140,140,D.A. Points,90,45.45,65,143,48.0
140,141,141,Kevin Stadler,86,45.38,59,130,60.0
141,142,142,Mark Calcavecchia,50,45.21,33,73,33.0
142,143,143,Tom Gillis,97,45.06,73,162,52.0
143,144,144,Ángel Cabrera,64,45.05,50,111,37.0
144,145,145,John Rollins,81,45.04,59,131,51.0
145,T146,T146,Stewart Cink,84,45.0,54,120,50.0
146,T146,T146,Scott Piercy,88,45.0,72,160,71.0
147,148,148,Dustin Johnson,83,44.78,60,134,44.0
148,149,149,Spencer Levin,110,44.7,59,132,46.0
149,T150,T150,Tim Herron,79,44.66,46,103,45.0
150,T150,T150,Greg Owen,69,44.66,46,103,41.0
151,152,152,Will MacKenzie,72,44.55,49,110,41.0
152,153,153,Bill Haas,87,44.52,69,155,50.0
153,154,154,Jerod Turner,54,44.44,36,81,49.0
154,155,155,David Duval,71,44.21,42,95,42.0
155,156,156,Alex Cejka,81,44.17,53,120,51.0
156,157,157,Woody Austin,93,43.54,64,147,57.0
157,158,158,Roger Tambellini,77,43.48,40,92,37.0
158,159,159,Kevin Johnson,62,43.43,43,99,55.0
159,160,160,Matt Every,60,43.27,45,104,48.0
160,161,161,Nick Watney,91,43.26,61,141,64.0
161,162,162,Rocco Mediate,71,43.18,38,88,43.0
162,163,163,Jimmy Walker,82,43.08,56,130,48.0
163,164,164,Rickie Fowler,98,42.67,64,150,76.0
164,T165,T165,Skip Kendall,58,41.67,35,84,47.0
165,T165,T165,Jeff Maggert,76,41.67,40,96,41.0
166,T165,T165,Steve Marino,81,41.67,55,132,61.0
167,T165,T165,Andrew McLardy,52,41.67,35,84,33.0
168,169,169,Mathew Goggin,85,41.27,52,126,68.0
169,170,170,Joe Durant,67,41.1,30,73,30.0
170,171,171,Nicholas Thompson,88,40.94,61,149,59.0
171,172,172,Jason Bohn,84,40.87,47,115,55.0
172,173,173,Garth Mulroy,53,40.85,29,71,21.0
173,174,174,Kris Blanks,91,40.77,53,130,48.0
174,T175,T175,Justin Bolli,55,40.51,32,79,44.0
175,T175,T175,Brent Delahoussaye,57,40.51,32,79,51.0
176,177,177,Craig Bowden,56,40.26,31,77,52.0
177,178,178,Richard Johnson,90,39.83,47,118,57.0
178,179,179,Cameron Tringale,55,39.66,23,58,20.0
179,180,180,Steve Lowery,67,39.52,49,124,66.0
180,181,181,Paul Goydos,78,39.1,52,133,82.0
181,182,182,Chris Wilson,65,38.39,43,112,53.0
182,183,183,J.J. Henry,92,38.24,39,102,37.0
183,184,184,Brad Faxon,58,37.5,36,96,69.0
184,185,185,Robert Garrigus,71,37.25,38,102,32.0
185,186,186,Jeff Gove,57,37.14,26,70,35.0
186,T187,T187,Henrik Bjornstad,72,36.94,41,111,63.0
187,T187,T187,Davis Love III,79,36.94,41,111,50.0
188,189,189,Sergio Garcia,58,36.49,27,74,44.0
189,190,190,Cameron Percy,73,36.36,32,88,35.0
190,191,191,Troy Matteson,84,36.29,45,124,64.0
191,192,192,Vance Veazey,58,33.78,25,74,45.0
