,Scrambling__30_yds_RTP_Score_RANK THIS WEEK,Scrambling__30_yds_RTP_Score_RANK LAST WEEK,Scrambling__30_yds_RTP_Score_PLAYER NAME,Scrambling__30_yds_RTP_Score_ROUNDS,Scrambling__30_yds_RTP_Score_AVG RTP,Scrambling__30_yds_RTP_Score_TOTAL HOLES,Scrambling__30_yds_RTP_Score_TOTAL RTP
118,119,119,Jason Day,82,0.904,73,66.0
119,120,120,Geoff Ogilvy,62,0.905,63,57.0
120,121,121,Sergio Garcia,58,0.9059999999999999,32,29.0
121,122,122,Troy Matteson,84,0.907,75,68.0
122,123,123,Steve Marino,81,0.909,66,60.0
123,124,124,Nicholas Thompson,88,0.91,67,61.0
124,125,125,Brent Delahoussaye,57,0.9109999999999999,56,51.0
125,126,126,Jeff Gove,57,0.9129999999999999,46,42.0
126,127,127,Jason Bohn,84,0.914,81,74.0
127,128,128,Ryan Moore,80,0.915,47,43.0
128,129,129,Bubba Watson,77,0.917,72,66.0
129,T130,T130,Woody Austin,93,0.919,74,68.0
130,T130,T130,James Driscoll,78,0.919,86,79.0
131,132,132,Alex Prugh,88,0.92,100,92.0
132,133,133,Henrik Bjornstad,72,0.922,64,59.0
133,134,134,Rory McIlroy,54,0.9229999999999999,39,36.0
134,135,135,Jay Williamson,76,0.925,53,49.0
135,136,136,Alex Cejka,81,0.929,70,65.0
136,T137,T137,Will MacKenzie,72,0.934,61,57.0
137,T137,T137,Nick Watney,91,0.934,61,57.0
138,139,139,Brad Faxon,58,0.935,92,86.0
139,T140,T140,Bill Haas,87,0.9390000000000001,49,46.0
140,T140,T140,Kevin Streelman,90,0.9390000000000001,82,77.0
141,142,142,Ryan Palmer,84,0.9440000000000001,71,67.0
142,143,143,George McNeill,79,0.945,91,86.0
143,144,144,Matt Every,60,0.946,56,53.0
144,T145,T145,Ian Poulter,55,0.9470000000000001,38,36.0
145,T145,T145,Rory Sabbatini,79,0.9470000000000001,75,71.0
146,T147,T147,Roger Tambellini,77,0.948,77,73.0
147,T147,T147,Vaughn Taylor,87,0.948,77,73.0
148,T149,T149,Kris Blanks,91,0.9490000000000001,59,56.0
149,T149,T149,Bill Lunde,79,0.9490000000000001,98,93.0
150,T151,T151,Rich Barcelo,70,0.951,102,97.0
151,T151,T151,Mark Wilson,87,0.951,82,78.0
152,153,153,Johnson Wagner,85,0.953,86,82.0
153,154,154,Brett Quigley,96,0.955,111,106.0
154,155,155,Blake Adams,84,0.9590000000000001,73,70.0
155,156,156,Steve Wheatcroft,74,0.9620000000000001,78,75.0
156,157,157,Dustin Johnson,83,0.968,62,60.0
157,158,158,Greg Kraft,52,0.97,66,64.0
158,159,159,Garth Mulroy,53,0.975,40,39.0
159,T160,T160,Cliff Kresge,50,0.978,45,44.0
160,T160,T160,Josh Teater,101,0.978,89,87.0
161,162,162,Cameron Tringale,55,0.9790000000000001,47,46.0
162,T163,T163,Cameron Percy,73,0.981,53,52.0
163,T163,T163,Scott Piercy,88,0.981,107,105.0
164,165,165,Tom Pernice Jr.,74,0.983,58,57.0
165,166,166,John Mallinger,78,0.986,69,68.0
166,T167,T167,Mathew Goggin,85,1.0,75,75.0
167,T167,T167,Marc Leishman,87,1.0,82,82.0
168,T167,T167,Ted Purdy,86,1.0,109,109.0
169,T167,T167,Andres Romero,73,1.0,73,73.0
170,T167,T167,Jerod Turner,54,1.0,76,76.0
171,172,172,Vance Veazey,58,1.012,83,84.0
172,173,173,Chris Wilson,65,1.0170000000000001,58,59.0
173,174,174,Andrew McLardy,52,1.02,51,52.0
174,175,175,David Lutterus,69,1.028,72,74.0
175,176,176,Cameron Beckman,68,1.031,65,67.0
176,177,177,Troy Merritt,86,1.034,89,92.0
177,T178,T178,Martin Flores,75,1.036,84,87.0
178,T178,T178,Davis Love III,79,1.036,55,57.0
179,180,180,James Nitties,92,1.045,89,93.0
180,181,181,Jeff Maggert,76,1.051,59,62.0
181,182,182,Brenden Pappas,66,1.0659999999999998,61,65.0
182,183,183,Robert Garrigus,71,1.071,56,60.0
183,184,184,Steve Lowery,67,1.087,69,75.0
184,185,185,Kevin Johnson,62,1.092,87,95.0
185,186,186,David Duval,71,1.095,74,81.0
186,187,187,Justin Bolli,55,1.0979999999999999,51,56.0
187,188,188,Daniel Chopra,74,1.111,99,110.0
188,189,189,Greg Owen,69,1.121,58,65.0
189,190,190,Kevin Stadler,86,1.136,66,75.0
190,191,191,Mathias Grönberg,61,1.1840000000000002,49,58.0
191,192,192,John Daly,63,1.196,51,61.0
