,Official_World_Golf_Ranking_RANK THIS WEEK,Official_World_Golf_Ranking_RANK LAST WEEK,Official_World_Golf_Ranking_PLAYER NAME,Official_World_Golf_Ranking_EVENTS,Official_World_Golf_Ranking_AVG POINTS,Official_World_Golf_Ranking_TOTAL POINTS,Official_World_Golf_Ranking_POINTS LOST,Official_World_Golf_Ranking_POINTS GAINED,Official_World_Golf_Ranking_COUNTRY
121,122,,Thomas Bjørn,50,1.32,66.15,-33.95,70.97,DEN
122,123,,Freddie Jacobson,49,1.32,64.67,-61.05,61.07,SWE
123,124,,Shingo Katayama,52,1.32,68.51,-95.17,46.16,JPN
124,125,,Arjun Atwal,40,1.31,52.58,-16.79,55.66,IND
125,126,,Simon Khan,54,1.31,70.72,-29.57,77.13,ENG
126,127,,Johan Edfors,51,1.31,66.66,-58.68,55.22,SWE
127,128,,Gary Boyd,46,1.3,60.0,-23.85,53.23,ENG
128,129,,Damian McGrane,58,1.29,74.91,-51.44,66.64,IRL
129,130,,Jamie Lovemark,40,1.29,51.64,-15.38,53.02,USA
130,131,,Dohoon Kim,40,1.28,51.29,-0.56,51.85,KOR
131,132,,Charlie Wi,56,1.28,71.63,-61.62,69.49,KOR
132,133,,John Parry,57,1.28,72.78,-17.54,64.32,ENG
133,134,,Takashi Kanemoto,49,1.26,61.89,-21.47,53.91,JPN
134,135,,Jason Bohn,51,1.26,64.28,-50.67,62.06,USA
135,136,,Kevin Streelman,58,1.25,72.5,-49.38,70.42,USA
136,137,,,40,1.24,49.79,-10.47,49.59,DEN
137,138,,Jbe' Kruger,45,1.24,55.68,-17.55,64.02,RSA
138,139,,D.J. Trahan,58,1.23,71.26,-62.38,75.53,USA
139,140,,Alex Noren,49,1.23,60.15,-77.01,29.41,SWE
140,141,,Jerry Kelly,56,1.22,68.44,-79.54,49.19,USA
141,142,,Richie Ramsay,57,1.22,69.57,-45.71,45.04,SCO
142,143,,Thomas Aiken,57,1.22,69.37,-56.8,64.52,RSA
143,144,,Marcus Fraser,54,1.2,64.94,-41.92,68.67,AUS
144,145,,Ignacio Garrido,58,1.2,69.35,-41.58,62.32,ESP
145,146,,Chris Kirk,40,1.19,47.76,-11.61,56.25,USA
146,147,,Sangmoon Bae,40,1.18,47.13,-35.15,38.31,KOR
147,148,,Nicolas Colsaerts,45,1.18,52.99,-34.08,36.81,BEL
148,149,,Robert Rock,58,1.18,68.25,-52.3,61.38,ENG
149,150,,Bradley Dredge,53,1.17,62.08,-45.36,53.79,WAL
150,151,,Ross McGowan,55,1.17,64.37,-70.78,26.18,ENG
151,152,,Robert Garrigus,48,1.16,55.67,-26.99,53.4,USA
152,153,,Chad Campbell,54,1.16,62.61,-92.09,43.04,USA
153,154,,Greg Chalmers,58,1.16,67.18,-50.53,50.0,AUS
154,155,,Daisuke Maruyama,55,1.15,63.45,-43.84,43.86,JPN
155,156,,Charles Howell III,57,1.15,65.27,-69.76,65.37,USA
156,157,,Paul Goydos,50,1.14,57.15,-67.01,48.52,USA
157,158,,Shane Lowry,49,1.14,55.77,-41.0,47.55,IRL
158,159,,James Kingston,51,1.13,57.8,-69.41,35.94,RSA
159,160,,John Rollins,53,1.13,59.82,-76.61,48.34,USA
160,161,,Christian Nilsson,40,1.13,45.09,-29.4,33.56,ENG
161,162,,Ryuichi Oda,51,1.12,57.25,-36.9,28.41,JPN
162,163,,Daniel Gaunt,40,1.1,44.18,-2.39,44.83,ENG
163,164,,Kenichi Kuboya,55,1.1,60.58,-61.79,32.95,JPN
164,165,,Thaworn Wiratchant,48,1.1,52.69,-35.16,46.89,THA
165,166,,Shigeki Maruyama,57,1.09,62.28,-46.07,39.64,JPN
166,167,,Mike Weir,44,1.09,48.06,-114.57,26.75,CAN
167,168,,Jeev Milkha Singh,58,1.09,63.25,-123.44,48.75,IND
168,169,,Han Lee,44,1.09,47.84,-21.89,35.94,USA
169,170,,Nick O'Hern,42,1.07,45.03,-55.49,27.45,AUS
170,171,,Ben Curtis,46,1.06,48.71,-90.43,39.84,USA
171,172,,Andres Romero,44,1.05,46.06,-65.47,44.56,ARG
172,173,,James Morrison,49,1.03,50.56,-23.05,57.32,ENG
173,174,,Rikard Karlberg,40,1.03,41.15,-4.46,44.8,SWE
174,175,,Tadahiro Takayama,47,1.02,48.05,-15.88,42.65,JPN
175,176,,Tim Petrovic,58,1.02,59.19,-50.81,45.19,USA
176,177,,Pariya Junhasavasdikul,40,1.01,40.25,-3.44,40.6,THA
177,178,,Shaun Micheel,43,1.0,42.99,-16.52,48.92,USA
178,179,,Alex Cejka,58,1.0,57.96,-40.88,53.19,GER
179,180,,Jhonattan Vegas,42,0.99,41.45,-9.34,41.33,VEN
180,181,,Andrew Dodt,46,0.97,44.69,-32.71,52.62,AUS
181,182,,Pablo Martin Benavides,58,0.97,56.11,-23.5,36.09,ESP
182,183,,Richard Johnson,56,0.94,52.8,-34.98,50.62,SWE
183,184,,Corey Pavin,40,0.92,36.98,-23.63,36.57,USA
184,185,,Blake Adams,47,0.92,43.36,-33.73,35.81,USA
185,186,,Hunter Haas,49,0.92,45.18,-14.67,44.46,USA
186,187,,Mark Tullo,40,0.92,36.78,-8.76,36.9,CHI
187,188,,Pat Perez,50,0.92,45.82,-69.95,38.73,USA
188,189,,Steve Elkington,45,0.91,41.05,-21.11,44.72,AUS
189,190,,Ryuji Imada,56,0.91,51.06,-55.45,52.45,JPN
190,191,,Mikko Ilonen,50,0.91,45.46,-28.6,42.14,FIN
191,192,,Graham DeLaet,45,0.9,40.33,-32.21,39.91,CAN
192,193,,Kevin Chappell,40,0.89,35.67,-15.55,38.84,USA
193,194,,Kiradech Aphibarnrat,58,0.89,51.7,-21.61,45.07,THA
194,195,,Anthony Wall,50,0.89,44.52,-73.77,26.67,ENG
195,196,,Derek Lamely,47,0.89,41.73,-30.56,38.86,USA
196,197,,Michael Allen,40,0.88,35.15,-36.58,31.0,USA
197,198,,George Murray,43,0.88,37.65,-10.98,41.14,SCO
198,199,,Brendan Steele,44,0.87,38.46,-7.94,37.07,USA
199,200,,Chad Collins,51,0.87,44.57,-37.86,32.21,USA
200,201,,Chris Couch,40,0.87,34.92,-12.22,45.65,USA
201,202,,Hideto Tanihara,56,0.87,48.85,-46.14,39.55,JPN
202,203,,Jay Choi,40,0.87,34.86,-1.69,36.56,USA
203,204,,D.A. Points,58,0.87,50.41,-47.1,43.22,USA
204,205,,Gaganjeet Bhullar,40,0.87,34.76,-32.54,25.48,IND
205,206,,John Mallinger,58,0.87,50.3,-58.62,32.88,USA
206,207,,Fabrizio Zanotti,51,0.86,44.01,-25.03,35.89,PAR
207,208,,Siddikur Rahman,40,0.86,34.4,-1.37,35.77,BAN
208,209,,Tom Watson,40,0.85,34.03,-37.54,18.75,USA
209,210,,Yasuharu Imano,40,0.84,33.62,-46.21,7.77,JPN
210,211,,Rafa Cabrera Bello,58,0.84,48.53,-55.44,29.47,ESP
211,212,,David Duval,46,0.83,38.33,-34.21,34.73,USA
212,213,,Steve Webster,49,0.83,40.6,-49.59,27.23,ENG
213,214,,Webb Simpson,58,0.82,47.85,-43.51,41.94,USA
214,215,,David Lynn,51,0.82,41.86,-38.44,36.33,ENG
215,216,,Fred Couples,40,0.82,32.73,-50.18,26.36,USA
216,217,,Alvaro Velasco,47,0.82,38.37,-12.22,41.04,ESP
217,218,,Bobby Gates,40,0.81,32.5,-10.63,41.83,USA
218,219,,Josh Teater,57,0.81,46.09,-27.82,36.69,USA
219,220,,Kevin Sutherland,52,0.81,41.94,-76.44,31.03,USA
220,221,,Mark Wilson,56,0.8,45.04,-68.72,31.28,USA
221,222,,J.P. Hayes,40,0.8,32.06,-19.27,39.81,USA
222,223,,Masaya Tomida,50,0.8,40.01,-30.52,27.63,JPN
223,224,,Tomohiro Kondo,49,0.8,39.13,-44.62,15.34,JPN
224,225,,David Drysdale,58,0.79,45.75,-50.26,30.25,SCO
225,225,,José Manuel Lara,58,0.79,45.75,-28.72,39.31,ESP
226,227,,Troy Matteson,58,0.79,45.67,-43.03,30.52,USA
227,228,,J.J. Henry,55,0.79,43.29,-42.44,39.82,USA
228,229,,Rocco Mediate,48,0.78,37.57,-38.0,32.38,USA
229,230,,Bernd Wiesberger,49,0.78,38.31,-8.41,39.37,AUT
230,231,,George McNeill,55,0.78,42.96,-54.52,29.09,USA
231,232,,Alistair Presnell,58,0.78,45.28,-17.76,45.29,AUS
232,233,,Garrett Willis,47,0.78,36.61,-26.21,29.52,USA
233,234,,Prayad Marksaeng,58,0.78,45.08,-82.9,33.31,THA
234,235,,Peter Hedblom,53,0.78,41.19,-51.47,25.66,SWE
235,236,,Floris De Vries,40,0.77,30.81,-3.95,34.76,NED
236,237,,Mardan Mamat,45,0.77,34.57,-19.35,29.25,SIN
237,238,,Boo Weekley,51,0.77,39.04,-57.64,33.05,USA
238,239,,Kevin Kisner,40,0.76,30.57,-3.11,32.77,USA
239,240,,Tommy Gainey,55,0.76,41.9,-19.62,46.92,USA
240,241,,Alex Prugh,52,0.76,39.5,-30.61,44.74,USA
241,242,,Chris Riley,47,0.76,35.56,-21.67,32.03,USA
242,243,,Paul Lawrie,49,0.75,36.76,-41.08,32.8,SCO
243,244,,Kevin Stadler,50,0.75,37.5,-31.16,35.93,USA
244,245,,Oscar Floren,41,0.75,30.75,-9.04,30.36,SWE
245,246,,Nathan Green,58,0.75,43.41,-47.14,35.91,AUS
246,247,,Cameron Percy,51,0.74,37.92,-30.5,21.17,AUS
247,248,,Spencer Levin,58,0.74,42.99,-27.97,46.25,USA
248,249,,Kazuhiro Yamashita,47,0.74,34.82,-28.88,17.79,JPN
249,250,,Thomas Levet,49,0.73,35.86,-54.54,18.13,FRA
250,251,,Cameron Beckman,51,0.73,37.15,-43.33,40.77,USA
251,252,,Graeme Storm,58,0.73,42.23,-48.72,29.69,ENG
252,253,,Martin Wiegele,46,0.72,33.18,-10.26,35.81,AUT
253,254,,Matt Haines,40,0.72,28.83,-1.35,30.18,ENG
254,255,,Bill Lunde,57,0.72,41.02,-31.98,36.66,USA
255,256,,Peter Senior,40,0.71,28.4,-8.98,27.78,AUS
256,257,,Marcel Siem,55,0.71,38.99,-29.69,32.21,GER
257,258,,Daniel Summerhays,53,0.71,37.56,-12.64,39.39,USA
258,259,,Woody Austin,53,0.71,37.5,-57.24,25.94,USA
259,260,,Matt Bettencourt,58,0.71,40.97,-48.16,33.23,USA
260,261,,Jimmy Walker,52,0.7,36.56,-21.27,36.21,USA
261,262,,Joel Sjöholm,44,0.7,30.85,-8.09,31.33,SWE
262,263,,Kris Blanks,58,0.7,40.47,-24.89,46.14,USA
263,264,,Tag Ridings,47,0.7,32.77,-20.0,34.79,USA
264,265,,Azuma Yano,55,0.7,38.23,-57.77,21.34,JPN
265,266,,Trevor Immelman,40,0.69,27.72,-56.37,30.13,RSA
266,267,,Shiv Kapur,58,0.69,39.89,-30.11,21.17,IND
267,268,,Fabián Gómez,46,0.69,31.55,-25.97,30.24,ARG
268,269,,Aaron Baddeley,54,0.68,36.52,-51.0,30.06,AUS
269,270,,Rich Bland,53,0.67,35.7,-31.08,32.84,ENG
270,271,,David Smail,45,0.67,30.25,-57.64,14.24,NZL
271,272,,Dean Wilson,47,0.67,31.5,-28.07,30.01,USA
272,273,,Hirofumi Miyase,48,0.67,32.16,-22.64,18.94,JPN
273,274,,Keith Horne,44,0.67,29.27,-21.24,29.06,RSA
274,275,,Peter Whiteford,54,0.66,35.68,-22.87,31.21,SCO
275,276,,Tom Lehman,40,0.66,26.42,-26.29,24.14,USA
276,277,,Chris Stroud,56,0.66,36.96,-26.22,34.65,USA
277,278,,David Mathis,52,0.66,34.29,-20.91,31.32,USA
278,279,,Wen-Tang Lin,40,0.66,26.34,-47.25,15.28,TPE
279,280,,Oliver Fisher,57,0.66,37.35,-31.71,41.29,ENG
280,281,,Roland Thatcher,44,0.65,28.75,-18.93,21.87,USA
281,282,,Martin Piller,51,0.65,33.3,-15.32,37.85,USA
282,283,,Tetsuya Haraguchi,49,0.65,31.91,-16.71,26.3,JPN
283,284,,Kunihiro Kamii,48,0.65,31.17,-18.54,26.53,JPN
284,285,,Marcus Both,44,0.65,28.57,-21.86,13.24,AUS
285,286,,Hyung-Sung Kim,47,0.65,30.49,-18.42,22.02,KOR
286,287,,Stephen Dodd,50,0.65,32.42,-31.26,28.06,WAL
287,288,,Bob Estes,49,0.65,31.76,-39.51,26.52,USA
288,289,,Niclas Fasth,55,0.64,35.45,-38.66,26.14,SWE
289,290,,Nate Smith,48,0.64,30.5,-9.21,29.06,USA
290,291,,Kim Hyung-Tae,41,0.64,26.05,-9.55,25.92,KOR
291,292,,Hennie Otto,55,0.63,34.8,-35.92,35.8,RSA
292,293,,Toru Suzuki,48,0.63,30.35,-31.34,11.02,JPN
293,294,,Scott Strange,49,0.63,30.93,-57.0,4.92,AUS
294,295,,Joe Affrunti,40,0.63,25.12,-1.94,25.09,USA
295,296,,Mamo Osanai,40,0.62,24.95,-10.19,25.58,JPN
296,297,,Kaname Yokoo,51,0.62,31.4,-36.25,17.48,JPN
297,298,,Chris Tidland,47,0.62,28.93,-34.05,18.87,USA
298,299,,Richard Finch,54,0.61,32.95,-35.6,39.22,ENG
299,300,,Matt Every,45,0.61,27.34,-25.38,20.21,USA
300,301,,Robert Dinwiddie,52,0.61,31.51,-24.53,34.4,ENG
301,302,,Alexandre Kaleka,40,0.6,24.14,-10.36,21.66,FRA
302,303,,Hiroshi Iwata,50,0.6,30.12,-23.25,26.49,JPN
303,304,,Brandt Jobe,47,0.6,28.29,-23.31,24.76,USA
304,305,,Udorn Duangdecha,40,0.6,24.02,-9.43,17.89,THA
305,306,,Mathew Goggin,58,0.6,34.8,-88.72,21.19,AUS
306,307,,Daehyun Kim,40,0.6,23.98,-12.95,22.02,KOR
307,308,,John Merrick,58,0.6,34.72,-54.23,26.72,USA
308,309,,Jeff Maggert,56,0.6,33.48,-24.71,36.22,USA
309,310,,Robert Coles,49,0.6,29.27,-26.1,23.63,ENG
310,311,,Nick Dougherty,53,0.6,31.55,-56.93,15.66,ENG
311,312,,Peter Karmis,40,0.59,23.66,-4.09,24.08,RSA
312,313,,Charles-Edouard Russo,43,0.59,25.43,-8.29,25.09,FRA
313,314,,Andreas Hartø,40,0.59,23.48,-0.52,24.0,DEN
314,315,,Briny Baird,56,0.59,32.82,-55.28,31.76,USA
315,316,,Taichi Teshima,45,0.59,26.35,-30.06,20.83,JPN
316,317,,Pelle Edberg,55,0.59,32.2,-25.52,27.71,SWE
317,318,,Toshinori Muto,46,0.58,26.87,-40.49,11.52,JPN
318,319,,Shigeru Nonaka,47,0.58,27.22,-8.42,23.6,JPN
319,320,,Scott Hend,51,0.58,29.52,-22.09,21.1,AUS
320,321,,Joe Durant,41,0.58,23.69,-14.6,26.93,USA
321,322,,Adam Bland,54,0.58,31.2,-16.15,26.4,AUS
322,323,,Steven Bowditch,50,0.58,28.83,-4.45,26.31,AUS
323,324,,Lee Slattery,53,0.57,30.37,-14.69,28.86,ENG
324,325,,Scott Gutschewski,47,0.57,26.82,-13.84,28.1,USA
325,326,,James Hahn,40,0.57,22.7,-12.31,18.65,USA
326,327,,Cho Min-jun,40,0.56,22.53,-1.49,24.02,KOR
327,328,,Carlos Del Moral,47,0.56,26.31,-13.91,23.84,ESP
328,329,,Ricardo Gonzalez,49,0.56,27.39,-38.88,14.32,ARG
329,330,,David Hearn,43,0.56,24.01,-7.54,26.46,CAN
330,331,,Rafael Echenique,58,0.56,32.29,-27.69,25.31,ARG
331,332,,Mitsuhiro Tateyama,44,0.56,24.44,-11.96,20.42,JPN
332,333,,Keegan Bradley,40,0.55,22.09,-0.91,23.01,USA
333,334,,Tano Goya,55,0.55,30.34,-38.7,24.06,ARG
334,334,,Colt Knost,53,0.55,29.24,-16.2,29.44,USA
335,336,,Julio Zapata,40,0.55,21.94,-9.22,26.46,ARG
336,337,,Chan Yih-shin,40,0.55,21.83,-12.55,12.61,TPE
337,338,,Rod Pampling,58,0.54,31.49,-75.9,12.48,AUS
338,339,,Michael Connell,40,0.54,21.7,-3.81,25.51,USA
339,340,,Kyung-Nam Kang,40,0.54,21.63,-5.92,21.99,KOR
340,341,,Alessandro Tadini,52,0.54,28.06,-24.95,25.28,ITA
341,342,,Richard McEvoy,53,0.53,28.34,-22.82,22.1,ENG
342,343,,Peter Gustafsson,46,0.53,24.56,-11.21,25.48,SWE
343,344,,B.J. Staten,41,0.53,21.71,-9.37,20.77,USA
344,345,,Tom Pernice Jr.,48,0.53,25.28,-26.64,22.68,USA
345,346,,Christian Cévaër,51,0.53,26.83,-36.49,13.78,FRA
346,347,,Scott McCarron,56,0.52,29.3,-36.97,22.3,USA
347,348,,Jarrod Lyle,53,0.52,27.72,-24.13,28.07,AUS
348,349,,Jaco Van Zyl,40,0.52,20.87,-17.73,22.86,RSA
349,350,,Michael Putnam,50,0.52,26.07,-6.81,27.01,USA
350,351,,Mark Foster,58,0.52,30.05,-26.91,25.8,ENG
351,352,,Michael Hoey,54,0.52,27.81,-33.86,23.37,NIR
352,353,,Brett Quigley,58,0.51,29.82,-45.4,22.3,USA
353,354,,S.K. Ho,46,0.51,23.53,-27.87,20.36,KOR
354,355,,Shinichi Yokota,47,0.51,23.96,-4.81,21.83,JPN
355,356,,Kyle Stanley,40,0.51,20.3,-7.99,18.73,USA
356,357,,Lee Janzen,49,0.5,24.54,-29.77,18.31,USA
357,358,,Yusaku Miyazato,46,0.5,22.96,-22.34,13.79,JPN
358,359,,Pablo Larrazabal,58,0.5,28.81,-36.99,29.49,ESP
359,360,,Paul Waring,46,0.5,22.83,-21.13,22.04,ENG
360,361,,Andre Stolz,40,0.49,19.67,-4.13,19.93,AUS
361,362,,Michiel Bothma,40,0.49,19.57,-14.06,22.91,RSA
362,363,,Scott Piercy,57,0.49,27.79,-43.72,22.25,USA
363,364,,Juvic Pagunsan,40,0.49,19.43,-16.5,15.93,PHI
364,365,,Kenneth Ferrie,56,0.49,27.17,-14.04,22.74,ENG
365,365,,Aaron Goldberg,40,0.49,19.4,-1.6,21.0,USA
366,367,,Mark Haastrup,46,0.48,22.23,-10.47,23.65,DEN
367,368,,Angelo Que,40,0.48,19.32,-12.92,18.21,PHI
368,369,,James Nitties,58,0.48,27.94,-31.66,20.43,AUS
369,370,,Michael Letzig,55,0.48,26.49,-37.15,19.81,USA
370,371,,Raymond Russell,40,0.48,19.16,-2.17,21.33,SCO
371,372,,Jeff Quinney,56,0.48,26.81,-36.0,21.35,USA
372,373,,Jim Herman,53,0.48,25.28,-14.1,30.03,USA
