,Scrambling_from_the_Rough_RANK THIS WEEK,Scrambling_from_the_Rough_RANK LAST WEEK,Scrambling_from_the_Rough_PLAYER NAME,Scrambling_from_the_Rough_ROUNDS,Scrambling_from_the_Rough_%,Scrambling_from_the_Rough_SUCCESSES,Scrambling_from_the_Rough_ATTEMPTS
46,47,47,Ryuji Imada,80,58.46,114,195
47,T48,T48,Greg Kraft,63,58.39,87,149
48,T48,T48,Mike Weir,88,58.39,94,161
49,50,50,Anthony Kim,81,58.33,91,156
50,51,51,Andres Romero,69,58.28,95,163
51,52,52,K.J. Choi,74,58.27,74,127
52,53,53,Tim Herron,97,58.23,138,237
53,54,54,Brian Davis,108,58.22,131,225
54,55,55,Stuart Appleby,87,58.14,100,172
55,56,56,Heath Slocum,104,58.05,101,174
56,57,57,Bart Bryant,81,57.89,99,171
57,58,58,Ben Curtis,80,57.86,81,140
58,59,59,Fred Couples,60,57.62,87,151
59,60,60,John Mallinger,95,57.6,125,217
60,61,61,Richard Johnson,60,57.58,76,132
61,62,62,Steve Elkington,84,57.39,101,176
62,63,63,Jim Furyk,95,57.38,105,183
63,T64,T64,Doug LaBelle II,65,57.36,74,129
64,T64,T64,Tom Pernice Jr.,104,57.36,148,258
65,66,66,Richard Johnson,77,57.33,133,232
66,67,67,Jerry Kelly,89,57.32,94,164
67,68,68,Chad Collins,72,57.3,102,178
68,69,69,Geoff Ogilvy,65,57.03,73,128
69,70,70,Brett Rumford,72,57.0,114,200
70,71,71,Cameron Beckman,87,56.98,102,179
71,72,72,D.J. Trahan,94,56.86,116,204
72,73,73,Bubba Watson,97,56.83,104,183
73,74,74,Y.E. Yang,89,56.63,111,196
74,75,75,Tommy Armour III,77,56.44,92,163
75,76,76,John Riegger,73,56.35,71,126
76,77,77,Woody Austin,109,56.34,120,213
77,78,78,Joe Ogilvie,100,56.3,134,238
78,79,79,Cliff Kresge,84,56.28,103,183
79,80,80,David Lutterus,59,56.25,63,112
80,81,81,Mark Calcavecchia,67,56.2,77,137
81,82,82,Tim Wilkinson,95,56.19,118,210
82,83,83,Kevin Streelman,114,56.14,128,228
83,84,84,Lee Janzen,89,56.08,106,189
84,85,85,Frank Lickliter II,107,55.94,146,261
85,86,86,Ángel Cabrera,55,55.88,57,102
86,87,87,Jimmy Walker,73,55.87,100,179
87,T88,T88,Charley Hoffman,94,55.66,123,221
88,T88,T88,Kevin Na,97,55.66,118,212
89,90,90,Nicholas Thompson,113,55.65,138,248
90,91,91,Kenneth Ferrie,72,55.64,74,133
91,92,92,Aaron Baddeley,76,55.49,96,173
92,93,93,Ken Duke,116,55.33,161,291
93,94,94,J.P. Hayes,67,55.26,84,152
94,T95,T95,Matt Jones,95,55.25,142,257
95,T95,T95,Dean Wilson,109,55.25,121,219
96,97,97,Dudley Hart,74,55.1,81,147
97,98,98,Jin Park,85,55.07,114,207
98,99,99,Brenden Pappas,66,55.03,82,149
99,100,100,Lucas Glover,91,55.02,115,209
100,T101,T101,Jim McGovern,75,55.0,77,140
101,T101,T101,Mark Wilson,107,55.0,132,240
102,103,103,Scott McCarron,63,54.96,72,131
103,104,104,Mathew Goggin,91,54.91,95,173
104,105,105,Craig Kanada,65,54.89,73,133
105,106,106,Robert Allenby,108,54.82,91,166
106,107,107,Tom Lehman,51,54.81,57,104
107,108,108,Nick Watney,96,54.77,109,199
108,109,109,Steve Allan,58,54.69,70,128
109,110,110,Kenny Perry,97,54.63,124,227
110,111,111,Bob Tway,70,54.62,65,119
111,112,112,Chris Stroud,81,54.61,83,152
112,113,113,Paul Goydos,78,54.55,96,176
113,114,114,Stewart Cink,87,54.48,79,145
114,115,115,Bill Haas,99,54.38,118,217
115,T116,T116,Tom Scherrer,56,54.24,64,118
116,T116,T116,John Senden,93,54.24,96,177
117,118,118,Marc Turnesa,87,54.19,110,203
118,119,119,Daniel Chopra,84,54.13,118,218
119,120,120,J.B. Holmes,86,54.07,113,209
120,121,121,Tag Ridings,88,54.02,121,224
121,122,122,Omar Uresti,74,54.0,81,150
122,123,123,Jeff Overton,103,53.94,137,254
123,124,124,Jason Gore,94,53.89,104,193
124,125,125,Alex Cejka,75,53.85,84,156
125,126,126,Robert Gamez,79,53.76,100,186
126,127,127,Ted Purdy,68,53.68,73,136
127,128,128,Jason Day,81,53.59,112,209
128,129,129,Todd Demsey,80,53.57,90,168
129,130,130,Steve Flesch,95,53.54,106,198
130,131,131,Kent Jones,68,53.38,71,133
131,132,132,Sean O'Hair,81,53.29,89,167
132,T133,T133,David Duval,51,53.15,76,143
133,T133,T133,Brandt Jobe,52,53.15,59,111
134,135,135,Freddie Jacobson,78,53.11,94,177
135,136,136,John Merrick,98,53.01,97,183
136,137,137,Camilo Villegas,79,52.98,80,151
137,138,138,Adam Scott,51,52.87,46,87
138,139,139,Olin Browne,77,52.8,85,161
139,140,140,Johnson Wagner,83,52.74,106,201
140,T141,T141,Steve Lowery,74,52.69,98,186
141,T141,T141,Brett Quigley,80,52.69,88,167
142,143,143,Will MacKenzie,62,52.67,79,150
143,T144,T144,Cody Freeman,66,52.63,90,171
144,T144,T144,Mathias Grönberg,87,52.63,110,209
145,146,146,Boo Weekley,86,52.56,82,156
146,147,147,J.J. Henry,108,52.45,107,204
147,148,148,Davis Love III,78,52.41,76,145
148,149,149,Michael Allen,91,52.3,91,174
149,150,150,Robert Garrigus,90,51.96,106,204
150,151,151,Nathan Green,95,51.9,123,237
151,152,152,Bob Sowards,61,51.82,71,137
152,T153,T153,Sergio Garcia,72,51.77,73,141
153,T153,T153,Rory Sabbatini,77,51.77,73,141
154,T155,T155,Bob Estes,90,51.76,88,170
155,T155,T155,Jon Mills,95,51.76,88,170
156,157,157,Ryan Palmer,69,51.68,77,149
157,158,158,Justin Bolli,87,51.61,96,186
158,159,159,Billy Andrade,71,51.46,88,171
159,160,160,Chris DiMarco,87,51.44,107,208
160,161,161,Nick Flanagan,89,51.43,108,210
161,162,162,Jeff Maggert,86,51.28,100,195
162,163,163,Rich Beem,90,50.93,82,161
163,164,164,Rod Pampling,83,50.88,87,171
164,165,165,Kyle Thompson,70,50.61,83,164
165,166,166,Chad Campbell,94,50.54,93,184
166,T167,T167,Ernie Els,51,50.51,50,99
167,T167,T167,John Huston,56,50.51,50,99
168,169,169,Ron Whittaker,54,50.45,56,111
169,T170,T170,Paul Claxton,63,50.0,63,126
170,T170,T170,James Driscoll,85,50.0,86,172
171,T170,T170,Ryan Moore,72,50.0,84,168
172,173,173,Brad Adamonis,87,49.76,102,205
173,T174,T174,Pat Perez,93,49.7,83,167
174,T174,T174,Charles Warren,79,49.7,83,167
175,T174,T174,Jay Williamson,96,49.7,82,165
176,177,177,Carlos Franco,73,49.66,72,145
177,178,178,Travis Perkins,53,49.38,80,162
178,179,179,Marco Dawson,64,49.32,72,146
179,180,180,Martin Laird,98,49.03,101,206
180,181,181,Bo Van Pelt,101,48.95,93,190
181,182,182,Jason Allred,63,48.63,71,146
182,183,183,Trevor Immelman,70,48.62,53,109
183,184,184,Todd Hamilton,92,48.24,82,170
184,185,185,Ryan Armour,87,47.76,96,201
185,186,186,Joe Durant,92,47.24,77,163
186,187,187,Kevin Stadler,90,47.03,87,185
187,188,188,Hunter Mahan,87,46.98,70,149
188,189,189,David Toms,70,46.94,46,98
189,190,190,Troy Matteson,94,46.61,103,221
190,191,191,Paul Casey,55,46.24,43,93
191,192,192,Dustin Johnson,92,46.12,113,245
192,193,193,Tommy Gainey,60,45.63,47,103
193,194,194,Mark Hensby,71,45.57,72,158
194,195,195,George McNeill,97,45.45,95,209
195,196,196,Jeff Gove,50,43.02,37,86
196,197,197,Harrison Frazar,73,42.28,52,123
