,Scrambling_from_the_Fringe_RANK THIS WEEK,Scrambling_from_the_Fringe_RANK LAST WEEK,Scrambling_from_the_Fringe_PLAYER NAME,Scrambling_from_the_Fringe_ROUNDS,Scrambling_from_the_Fringe_%,Scrambling_from_the_Fringe_SUCCESSES,Scrambling_from_the_Fringe_ATTEMPTS
56,57,57,Carlos Franco,73,90.57,48,53
57,T58,T58,Brian Gay,102,90.54,67,74
58,T58,T58,Mike Weir,88,90.54,67,74
59,60,60,Lee Janzen,89,90.48,57,63
60,T61,T61,Todd Demsey,80,90.32,56,62
61,T61,T61,Tommy Gainey,60,90.32,28,31
62,63,63,Fred Couples,60,90.2,46,51
63,64,64,Scott McCarron,63,90.16,55,61
64,65,65,Woody Austin,109,90.0,63,70
65,66,66,Freddie Jacobson,78,89.66,52,58
66,67,67,Steve Marino,119,89.53,77,86
67,T68,T68,Ben Curtis,80,89.47,51,57
68,T68,T68,Dudley Hart,74,89.47,51,57
69,T70,T70,Billy Andrade,71,89.39,59,66
70,T70,T70,Davis Love III,78,89.39,59,66
71,72,72,Shane Bertsch,96,89.36,84,94
72,73,73,D.J. Trahan,94,89.33,67,75
73,T74,T74,David Duval,51,89.29,25,28
74,T74,T74,Greg Kraft,63,89.29,50,56
75,T74,T74,George McNeill,97,89.29,50,56
76,T74,T74,Bob Sowards,61,89.29,50,56
77,T74,T74,Nick Watney,96,89.29,75,84
78,79,79,Steve Stricker,75,89.19,33,37
79,80,80,Matt Kuchar,88,89.16,74,83
80,81,81,Kenneth Ferrie,72,89.09,49,55
81,82,82,Ryan Armour,87,89.06,57,64
82,T83,T83,Michael Allen,91,88.89,64,72
83,T83,T83,Steve Flesch,95,88.89,72,81
84,T83,T83,Doug LaBelle II,65,88.89,40,45
85,T83,T83,Tom Lehman,51,88.89,40,45
86,T83,T83,John Mallinger,95,88.89,64,72
87,T83,T83,Kyle Thompson,70,88.89,64,72
88,89,89,Marc Turnesa,87,88.61,70,79
89,T90,T90,Todd Hamilton,92,88.37,76,86
90,T90,T90,Jimmy Walker,73,88.37,38,43
91,92,92,Tim Clark,90,88.31,68,77
92,T93,T93,Chad Collins,72,88.24,45,51
93,T93,T93,John Merrick,98,88.24,60,68
94,95,95,Ted Purdy,68,88.14,52,59
95,96,96,Jeff Gove,50,88.0,44,50
96,97,97,Bill Haas,99,87.93,51,58
97,98,98,Stuart Appleby,87,87.88,58,66
98,99,99,Tag Ridings,88,87.78,79,90
99,T100,T100,Dustin Johnson,92,87.5,70,80
100,T100,T100,Shigeki Maruyama,50,87.5,35,40
101,T100,T100,Jeff Overton,103,87.5,77,88
102,103,103,Johnson Wagner,83,87.34,69,79
103,104,104,Jason Allred,63,87.3,55,63
104,105,105,Brett Rumford,72,87.23,41,47
105,106,106,Jin Park,85,87.18,68,78
106,107,107,Jonathan Byrd,88,87.14,61,70
107,T108,T108,Ken Duke,116,87.1,81,93
108,T108,T108,Bob Tway,70,87.1,54,62
109,110,110,Tim Wilkinson,95,86.96,60,69
110,111,111,Justin Bolli,87,86.89,53,61
111,T112,T112,Bart Bryant,81,86.67,65,75
112,T112,T112,Troy Matteson,94,86.67,65,75
113,T112,T112,Sean O'Hair,81,86.67,39,45
114,T112,T112,Kenny Perry,97,86.67,65,75
115,116,116,Heath Slocum,104,86.42,70,81
116,T117,T117,Chris DiMarco,87,86.36,57,66
117,T117,T117,Frank Lickliter II,107,86.36,76,88
118,119,119,Matt Jones,95,86.25,69,80
119,120,120,Mark Hensby,71,86.21,50,58
120,121,121,Eric Axley,113,86.17,81,94
121,T122,T122,Daniel Chopra,84,86.15,56,65
122,T122,T122,Jason Day,81,86.15,56,65
123,124,124,Cody Freeman,66,86.0,43,50
124,125,125,Justin Leonard,101,85.96,49,57
125,126,126,Anthony Kim,81,85.71,48,56
126,T127,T127,Steve Elkington,84,85.51,59,69
127,T127,T127,Martin Laird,98,85.51,59,69
128,129,129,Craig Kanada,65,85.45,47,55
129,T130,T130,Charley Hoffman,94,85.37,70,82
130,T130,T130,Travis Perkins,53,85.37,35,41
131,T132,T132,Briny Baird,113,85.19,69,81
132,T132,T132,Rory Sabbatini,77,85.19,46,54
133,T134,T134,Mark Calcavecchia,67,85.11,40,47
134,T134,T134,Stephen Leaney,53,85.11,40,47
135,T136,T136,Tom Scherrer,56,85.0,34,40
136,T136,T136,Boo Weekley,86,85.0,51,60
137,138,138,Kevin Stadler,90,84.72,61,72
138,139,139,Mark Wilson,107,84.71,72,85
139,140,140,Jason Gore,94,84.54,82,97
140,T141,T141,J.B. Holmes,86,84.48,49,58
141,T141,T141,Jim McGovern,75,84.48,49,58
142,143,143,Kent Jones,68,84.44,38,45
143,T144,T144,Robert Garrigus,90,84.38,54,64
144,T144,T144,Zach Johnson,85,84.38,54,64
145,146,146,Paul Claxton,63,84.31,43,51
146,T147,T147,Lucas Glover,91,84.13,53,63
147,T147,T147,Camilo Villegas,79,84.13,53,63
148,T149,T149,Omar Uresti,74,84.06,58,69
149,T149,T149,Y.E. Yang,89,84.06,58,69
150,151,151,John Riegger,73,83.87,52,62
151,T152,T152,Paul Casey,55,83.78,31,37
152,T152,T152,J.J. Henry,108,83.78,62,74
153,T152,T152,Trevor Immelman,70,83.78,31,37
154,155,155,Pat Perez,93,83.75,67,80
155,156,156,Ron Whittaker,54,83.67,41,49
156,157,157,Steve Allan,58,83.33,30,36
157,T158,T158,Jeff Maggert,86,83.12,64,77
158,T158,T158,Joe Ogilvie,100,83.12,64,77
159,T158,T158,Bubba Watson,97,83.12,64,77
160,161,161,Dean Wilson,109,82.93,68,82
161,162,162,Brad Adamonis,87,82.86,58,70
162,T163,T163,Peter Lonard,92,82.81,53,64
163,T163,T163,Brett Quigley,80,82.81,53,64
164,165,165,John Senden,93,82.76,48,58
165,166,166,Brian Davis,108,82.73,91,110
166,167,167,Nicholas Thompson,113,82.69,86,104
167,168,168,Michael Letzig,88,82.67,62,75
168,169,169,Robert Allenby,108,82.61,57,69
169,170,170,Ryan Palmer,69,82.54,52,63
170,171,171,David Toms,70,82.46,47,57
171,172,172,Jim Furyk,95,82.43,61,74
172,173,173,Marco Dawson,64,82.35,42,51
173,174,174,Mathias Grönberg,87,82.19,60,73
174,175,175,Charles Warren,79,82.09,55,67
175,T176,T176,Robert Gamez,79,81.97,50,61
176,T176,T176,Hunter Mahan,87,81.97,50,61
177,178,178,Nick Flanagan,89,81.94,59,72
178,179,179,Tim Petrovic,97,81.69,58,71
179,180,180,Cliff Kresge,84,81.54,53,65
180,T181,T181,Chris Riley,51,81.4,35,43
181,T181,T181,Jay Williamson,96,81.4,70,86
182,T183,T183,Alex Cejka,75,81.16,56,69
183,T183,T183,Billy Mayfair,103,81.16,56,69
184,185,185,Alejandro Cañizares,52,81.08,30,37
185,186,186,Mathew Goggin,91,80.88,55,68
186,187,187,Rod Pampling,83,80.6,54,67
187,188,188,Chad Campbell,94,80.33,49,61
188,189,189,Cameron Beckman,87,80.3,53,66
189,190,190,Rich Beem,90,79.69,51,64
190,191,191,Chris Stroud,81,79.66,47,59
191,192,192,Joe Durant,92,79.63,43,54
192,193,193,David Lutterus,59,79.59,39,49
193,194,194,K.J. Choi,74,77.78,35,45
194,195,195,Richard Johnson,60,77.55,38,49
195,196,196,Ian Poulter,51,75.86,22,29
196,197,197,Adam Scott,51,72.41,21,29
