,Sand_Saves_from_10-20_yards_RANK THIS WEEK,Sand_Saves_from_10-20_yards_RANK LAST WEEK,Sand_Saves_from_10-20_yards_PLAYER NAME,Sand_Saves_from_10-20_yards_ROUNDS,Sand_Saves_from_10-20_yards_%,Sand_Saves_from_10-20_yards_# OF SAVES,Sand_Saves_from_10-20_yards_# OF BUNKERS
72,73,73,Chris DiMarco,87,55.84,43,77
73,74,74,John Merrick,98,55.77,29,52
74,75,75,John Rollins,94,55.7,44,79
75,T76,T76,Harrison Frazar,73,55.56,30,54
76,T76,T76,Tom Lehman,51,55.56,20,36
77,T76,T76,Scott McCarron,63,55.56,20,36
78,79,79,Jason Allred,63,55.26,21,38
79,T80,T80,Bart Bryant,81,55.17,32,58
80,T80,T80,Jeff Maggert,86,55.17,32,58
81,82,82,George McNeill,97,55.07,38,69
82,83,83,Charlie Wi,97,55.0,33,60
83,84,84,Sean O'Hair,81,54.93,39,71
84,85,85,Ken Duke,116,54.9,56,102
85,86,86,Tommy Gainey,60,54.76,23,42
86,T87,T87,Michael Letzig,88,54.69,35,64
87,T87,T87,Troy Matteson,94,54.69,35,64
88,89,89,Andres Romero,69,54.39,31,57
89,T90,T90,Chad Collins,72,54.35,25,46
90,T90,T90,Steve Stricker,75,54.35,25,46
91,T92,T92,Kenny Perry,97,54.32,44,81
92,T92,T92,Bo Van Pelt,101,54.32,44,81
93,T94,T94,Brad Adamonis,87,54.29,38,70
94,T94,T94,Stuart Appleby,87,54.29,38,70
95,T94,T94,Travis Perkins,53,54.29,19,35
96,97,97,Camilo Villegas,79,54.24,32,59
97,98,98,Robert Allenby,108,54.17,39,72
98,99,99,J.B. Holmes,86,54.1,33,61
99,T100,T100,Briny Baird,113,53.95,41,76
100,T100,T100,Lee Janzen,89,53.95,41,76
101,102,102,Jim Furyk,95,53.85,28,52
102,T103,T103,Charley Hoffman,94,53.57,45,84
103,T103,T103,Cliff Kresge,84,53.57,30,56
104,T103,T103,Ron Whittaker,54,53.57,15,28
105,T103,T103,Y.E. Yang,89,53.57,45,84
106,107,107,Todd Hamilton,92,53.52,38,71
107,T108,T108,Trevor Immelman,70,53.49,23,43
108,T108,T108,Richard Johnson,60,53.49,23,43
109,110,110,Johnson Wagner,83,53.45,31,58
110,111,111,Jason Day,81,53.42,39,73
111,112,112,Frank Lickliter II,107,53.25,41,77
112,113,113,Paul Goydos,78,53.23,33,62
113,114,114,Woody Austin,109,53.03,35,66
114,T115,T115,Ben Crane,86,52.94,36,68
115,T115,T115,Ryan Palmer,69,52.94,27,51
116,117,117,Cameron Beckman,87,52.86,37,70
117,T118,T118,Kent Jones,68,52.83,28,53
118,T118,T118,Matt Kuchar,88,52.83,28,53
119,T120,T120,John Huston,56,52.5,21,40
120,T120,T120,Bob Tway,70,52.5,21,40
121,122,122,Anthony Kim,81,52.38,33,63
122,123,123,Jerry Kelly,89,52.24,35,67
123,124,124,Kevin Stadler,90,51.67,31,60
124,125,125,John Mallinger,95,51.65,47,91
125,T126,T126,Bill Haas,99,51.61,48,93
126,T126,T126,Ian Poulter,51,51.61,16,31
127,T128,T128,John Senden,93,51.56,33,64
128,T128,T128,Brandt Snedeker,85,51.56,33,64
129,130,130,Bob Estes,90,51.43,36,70
130,131,131,Jeff Overton,103,51.39,37,72
131,132,132,Tom Pernice Jr.,104,51.09,47,92
132,133,133,Jay Williamson,96,50.91,28,55
133,134,134,Olin Browne,77,50.88,29,57
134,135,135,Mathias Grönberg,87,50.75,34,67
135,136,136,Steve Lowery,74,50.72,35,69
136,137,137,Nathan Green,95,50.55,46,91
137,T138,T138,Billy Andrade,71,50.0,29,58
138,T138,T138,David Duval,51,50.0,19,38
139,T138,T138,Kenneth Ferrie,72,50.0,29,58
140,T138,T138,Lucas Glover,91,50.0,33,66
141,T138,T138,Nick O'Hern,82,50.0,28,56
142,T138,T138,Kyle Thompson,70,50.0,27,54
143,T138,T138,David Toms,70,50.0,24,48
144,T138,T138,Marc Turnesa,87,50.0,35,70
145,146,146,Dustin Johnson,92,49.33,37,75
146,T147,T147,Chad Campbell,94,49.25,33,67
147,T147,T147,Rocco Mediate,87,49.25,33,67
148,149,149,James Driscoll,85,49.21,31,63
149,150,150,Jason Gore,94,48.75,39,80
150,151,151,D.J. Trahan,94,48.61,35,72
151,152,152,Jon Mills,95,48.48,32,66
152,153,153,Tag Ridings,88,48.44,31,64
153,154,154,Boo Weekley,86,48.33,29,60
154,155,155,Retief Goosen,59,48.28,14,29
155,156,156,J.J. Henry,108,47.95,35,73
156,157,157,Aaron Baddeley,76,47.92,23,48
157,158,158,Bubba Watson,97,47.83,33,69
158,159,159,Davis Love III,78,47.76,32,67
159,160,160,Robert Garrigus,90,47.5,38,80
160,161,161,Joe Durant,92,47.46,28,59
161,T162,T162,Martin Laird,98,46.67,35,75
162,T162,T162,Jeff Quinney,87,46.67,28,60
163,164,164,Steve Marino,119,46.59,41,88
164,165,165,Brad Elder,67,46.51,20,43
165,166,166,Dean Wilson,109,46.15,36,78
166,T167,T167,Cody Freeman,66,45.45,25,55
167,T167,T167,Ryan Moore,72,45.45,30,66
168,169,169,Shane Bertsch,96,45.24,38,84
169,170,170,Peter Lonard,92,45.16,28,62
170,171,171,Scott Sterling,89,45.1,23,51
171,172,172,Patrick Sheehan,124,45.0,36,80
172,T173,T173,Mark Calcavecchia,67,44.68,21,47
173,T173,T173,Steve Elkington,84,44.68,21,47
174,175,175,Tim Herron,97,43.84,32,73
175,176,176,Alex Cejka,75,43.18,19,44
176,177,177,Nick Watney,96,42.86,30,70
177,178,178,Stephen Leaney,53,42.5,17,40
178,179,179,Ángel Cabrera,55,42.42,14,33
179,180,180,John Riegger,73,42.11,16,38
180,181,181,Will MacKenzie,62,41.86,18,43
181,182,182,David Lutterus,59,41.67,20,48
182,183,183,Steve Allan,58,40.54,15,37
183,184,184,Bob Sowards,61,40.43,19,47
184,185,185,Brandt Jobe,52,39.47,15,38
185,186,186,Charles Warren,79,39.19,29,74
186,187,187,Tommy Armour III,77,39.13,18,46
187,188,188,Greg Kraft,63,38.78,19,49
188,189,189,Fred Couples,60,38.46,15,39
189,190,190,Justin Bolli,87,38.33,23,60
190,191,191,Nick Flanagan,89,38.16,29,76
191,192,192,Vijay Singh,82,38.1,16,42
192,193,193,Chris Stroud,81,37.93,22,58
193,194,194,Jesper Parnevik,88,36.36,28,77
194,195,195,Ryan Armour,87,35.71,20,56
195,196,196,Jimmy Walker,73,35.09,20,57
196,197,197,Alejandro Cañizares,52,34.29,12,35
