,SG_Around-the-Green_RANK THIS WEEK,SG_Around-the-Green_RANK LAST WEEK,SG_Around-the-Green_PLAYER NAME,SG_Around-the-Green_ROUNDS,SG_Around-the-Green_AVERAGE,SG_Around-the-Green_TOTAL SG:ARG,SG_Around-the-Green_MEASURED ROUNDS
165,166,166,Harrison Frazar,73,-0.184,-11.380999999999998,62
166,T167,T167,Tommy Armour III,77,-0.187,-12.322000000000001,66
167,T167,T167,Mathias Grönberg,87,-0.187,-14.747,79
168,169,169,Kyle Thompson,70,-0.18899999999999997,-10.775,57
169,170,170,Kevin Streelman,114,-0.196,-19.007,97
170,171,171,Zach Johnson,85,-0.201,-14.282,71
171,172,172,Alex Cejka,75,-0.20199999999999999,-12.1,60
172,173,173,Troy Matteson,94,-0.203,-18.04,89
173,174,174,Robert Allenby,108,-0.205,-17.656,86
174,175,175,Charley Hoffman,94,-0.207,-17.781,86
175,176,176,Jason Day,81,-0.209,-16.113,77
176,177,177,Olin Browne,77,-0.22399999999999998,-15.668,70
177,178,178,Travis Perkins,53,-0.235,-9.4,40
178,179,179,Greg Kraft,63,-0.242,-12.079,50
179,180,180,Jeff Maggert,86,-0.259,-20.488000000000003,79
180,181,181,Ryan Moore,72,-0.268,-16.852999999999998,63
181,182,182,Ryan Palmer,69,-0.312,-18.736,60
182,183,183,Jason Gore,94,-0.321,-27.316999999999997,85
183,184,184,Todd Hamilton,92,-0.34299999999999997,-25.366,74
184,185,185,Joe Durant,92,-0.364,-28.76,79
185,186,186,Y.E. Yang,89,-0.369,-29.5,80
186,187,187,Steve Allan,58,-0.373,-17.896,48
187,188,188,Robert Garrigus,90,-0.392,-33.717,86
188,189,189,Justin Bolli,87,-0.39299999999999996,-28.674,73
189,190,190,Paul Casey,55,-0.39399999999999996,-14.165999999999999,36
190,191,191,Kevin Stadler,90,-0.397,-29.002,73
191,192,192,Hunter Mahan,87,-0.43700000000000006,-31.44,72
192,193,193,Brandt Jobe,52,-0.444,-20.881,47
193,194,194,Tommy Gainey,60,-0.461,-21.206999999999997,46
194,195,195,Nick Flanagan,89,-0.498,-39.815,80
195,196,196,Charles Warren,79,-0.504,-37.266999999999996,74
196,197,197,Ryan Armour,87,-0.639,-48.593,76
