,Sand_Saves_from_30_yards_RANK THIS WEEK,Sand_Saves_from_30_yards_RANK LAST WEEK,Sand_Saves_from_30_yards_PLAYER NAME,Sand_Saves_from_30_yards_ROUNDS,Sand_Saves_from_30_yards_%,Sand_Saves_from_30_yards_# OF SAVES,Sand_Saves_from_30_yards_# OF BUNKERS
61,T60,T60,Paul Claxton,63,40.0,4.0,10
62,T60,T60,Robert Garrigus,90,40.0,6.0,15
63,T60,T60,Bill Haas,99,40.0,8.0,20
64,T60,T60,Tim Herron,97,40.0,4.0,10
65,T60,T60,J.B. Holmes,86,40.0,4.0,10
66,T60,T60,Peter Lonard,92,40.0,6.0,15
67,T60,T60,Nick O'Hern,82,40.0,4.0,10
68,T60,T60,Joe Ogilvie,100,40.0,6.0,15
69,T60,T60,Jin Park,85,40.0,4.0,10
70,T60,T60,Bo Van Pelt,101,40.0,8.0,20
71,T60,T60,Bubba Watson,97,40.0,6.0,15
72,T60,T60,Mark Wilson,107,40.0,4.0,10
73,T74,T74,Shane Bertsch,96,38.89,7.0,18
74,T74,T74,Charley Hoffman,94,38.89,7.0,18
75,T76,T76,Steve Elkington,84,38.46,5.0,13
76,T76,T76,Troy Matteson,94,38.46,5.0,13
77,T78,T78,Alejandro Cañizares,52,37.5,3.0,8
78,T78,T78,Ben Curtis,80,37.5,3.0,8
79,T78,T78,Stephen Leaney,53,37.5,3.0,8
80,T78,T78,Kenny Perry,97,37.5,3.0,8
81,T82,T82,Vaughn Taylor,103,36.84,7.0,19
82,T82,T82,Nick Watney,96,36.84,7.0,19
83,T84,T84,Tommy Gainey,60,36.36,4.0,11
84,T84,T84,Vijay Singh,82,36.36,4.0,11
85,T86,T86,Brad Elder,67,35.71,5.0,14
86,T86,T86,Johnson Wagner,83,35.71,5.0,14
87,T86,T86,Charles Warren,79,35.71,5.0,14
88,89,89,Ryan Armour,87,35.29,6.0,17
89,90,90,Patrick Sheehan,124,35.0,7.0,20
90,T91,T91,Brad Adamonis,87,33.33,6.0,18
91,T91,T91,Robert Allenby,108,33.33,6.0,18
92,T91,T91,Cameron Beckman,87,33.33,4.0,12
93,T91,T91,Justin Bolli,87,33.33,4.0,12
94,T91,T91,Ben Crane,86,33.33,4.0,12
95,T91,T91,Glen Day,64,33.33,4.0,12
96,T91,T91,Kenneth Ferrie,72,33.33,4.0,12
97,T91,T91,Nick Flanagan,89,33.33,3.0,9
98,T91,T91,Retief Goosen,59,33.33,3.0,9
99,T91,T91,Richard Johnson,60,33.33,1.0,3
100,T91,T91,Jerry Kelly,89,33.33,7.0,21
101,T91,T91,Martin Laird,98,33.33,3.0,9
102,T91,T91,Justin Leonard,101,33.33,4.0,12
103,T91,T91,David Lutterus,59,33.33,3.0,9
104,T91,T91,Travis Perkins,53,33.33,2.0,6
105,T91,T91,Tag Ridings,88,33.33,8.0,24
106,T91,T91,Bob Sowards,61,33.33,2.0,6
107,T91,T91,Bob Tway,70,33.33,2.0,6
108,T91,T91,Camilo Villegas,79,33.33,4.0,12
109,T91,T91,Boo Weekley,86,33.33,2.0,6
110,T91,T91,Tim Wilkinson,95,33.33,6.0,18
111,T91,T91,Y.E. Yang,89,33.33,5.0,15
112,T113,T113,Briny Baird,113,31.25,5.0,16
113,T113,T113,Bob Estes,90,31.25,5.0,16
114,T113,T113,Billy Mayfair,103,31.25,5.0,16
115,T116,T116,K.J. Choi,74,30.77,4.0,13
116,T116,T116,Brian Davis,108,30.77,4.0,13
117,T116,T116,Brett Quigley,80,30.77,4.0,13
118,T119,T119,Geoff Ogilvy,65,30.0,3.0,10
119,T119,T119,Kevin Sutherland,98,30.0,6.0,20
120,T121,T121,Jason Allred,63,28.57,2.0,7
121,T121,T121,Daniel Chopra,84,28.57,2.0,7
122,T121,T121,Harrison Frazar,73,28.57,2.0,7
123,T121,T121,Hunter Mahan,87,28.57,4.0,14
124,T121,T121,Jon Mills,95,28.57,4.0,14
125,T121,T121,D.J. Trahan,94,28.57,4.0,14
126,127,127,Matt Kuchar,88,27.27,3.0,11
127,T128,T128,Jonathan Byrd,88,26.67,4.0,15
128,T128,T128,Chris DiMarco,87,26.67,4.0,15
129,T128,T128,Brian Gay,102,26.67,4.0,15
130,T128,T128,Anthony Kim,81,26.67,4.0,15
131,T132,T132,Jason Day,81,25.0,3.0,12
132,T132,T132,James Driscoll,85,25.0,4.0,16
133,T132,T132,Freddie Jacobson,78,25.0,4.0,16
134,T132,T132,Craig Kanada,65,25.0,2.0,8
135,T132,T132,Cliff Kresge,84,25.0,3.0,12
136,T132,T132,Kevin Na,97,25.0,4.0,16
137,T132,T132,Brenden Pappas,66,25.0,2.0,8
138,T132,T132,Chris Riley,51,25.0,2.0,8
139,T132,T132,John Rollins,94,25.0,3.0,12
140,T141,T141,Ken Duke,116,23.53,4.0,17
141,T141,T141,Steve Lowery,74,23.53,4.0,17
142,T143,T143,Alex Cejka,75,22.22,2.0,9
143,T143,T143,Todd Demsey,80,22.22,2.0,9
144,T143,T143,Cody Freeman,66,22.22,2.0,9
145,T143,T143,Robert Gamez,79,22.22,2.0,9
146,T143,T143,Dustin Johnson,92,22.22,4.0,18
147,T143,T143,Jim McGovern,75,22.22,2.0,9
148,T149,T149,Chad Campbell,94,21.43,3.0,14
149,T149,T149,J.J. Henry,108,21.43,3.0,14
150,T149,T149,Charles Howell III,101,21.43,3.0,14
151,T149,T149,Chez Reavie,102,21.43,3.0,14
152,T153,T153,Rich Beem,90,20.0,4.0,20
153,T153,T153,Bart Bryant,81,20.0,1.0,5
154,T153,T153,Ángel Cabrera,55,20.0,1.0,5
155,T153,T153,Joe Durant,92,20.0,3.0,15
156,T153,T153,John Huston,56,20.0,1.0,5
157,T153,T153,Zach Johnson,85,20.0,2.0,10
158,T153,T153,Greg Kraft,63,20.0,2.0,10
159,T153,T153,John Merrick,98,20.0,3.0,15
160,T153,T153,Kyle Thompson,70,20.0,1.0,5
161,162,162,Kevin Stadler,90,18.75,3.0,16
162,T163,T163,Jeff Maggert,86,18.18,2.0,11
163,T163,T163,Jeff Overton,103,18.18,4.0,22
164,T163,T163,John Riegger,73,18.18,2.0,11
165,166,166,George McNeill,97,17.65,3.0,17
166,T167,T167,Paul Casey,55,16.67,1.0,6
167,T167,T167,David Duval,51,16.67,1.0,6
168,T167,T167,Sergio Garcia,72,16.67,1.0,6
169,T167,T167,Jason Gore,94,16.67,2.0,12
170,T167,T167,Lee Janzen,89,16.67,2.0,12
171,T167,T167,Kevin Streelman,114,16.67,2.0,12
172,173,173,Mark Hensby,71,15.38,2.0,13
173,T174,T174,Mark Calcavecchia,67,14.29,2.0,14
174,T174,T174,Todd Hamilton,92,14.29,1.0,7
175,T174,T174,Doug LaBelle II,65,14.29,1.0,7
176,T174,T174,Scott McCarron,63,14.29,1.0,7
177,T174,T174,Sean O'Hair,81,14.29,1.0,7
178,T174,T174,Omar Uresti,74,14.29,1.0,7
179,180,180,Ryan Palmer,69,12.5,1.0,8
180,T181,T181,Ryan Moore,72,11.76,2.0,17
181,T181,T181,Rod Pampling,83,11.76,2.0,17
182,183,183,Rory Sabbatini,77,11.11,1.0,9
183,T184,T184,Woody Austin,109,10.0,1.0,10
184,T184,T184,Mathias Grönberg,87,10.0,1.0,10
185,T186,T186,Eric Axley,113,9.09,1.0,11
186,T186,T186,Lucas Glover,91,9.09,1.0,11
187,T186,T186,Paul Goydos,78,9.09,1.0,11
188,T189,T189,Gavin Coles,54,0.0,,1
189,T189,T189,Mathew Goggin,91,0.0,,6
190,T189,T189,Jeff Gove,50,0.0,,5
191,T189,T189,Padraig Harrington,52,0.0,,4
192,T189,T189,Brandt Jobe,52,0.0,,6
193,T189,T189,Shigeki Maruyama,50,0.0,,6
194,T189,T189,Rocco Mediate,87,0.0,,8
195,T189,T189,Tom Pernice Jr.,104,0.0,,14
196,T189,T189,Andres Romero,69,0.0,,9
