,Scrambling_from__10_yards_RANK THIS WEEK,Scrambling_from__10_yards_RANK LAST WEEK,Scrambling_from__10_yards_PLAYER NAME,Scrambling_from__10_yards_ROUNDS,Scrambling_from__10_yards_%,Scrambling_from__10_yards_SUCCESSES,Scrambling_from__10_yards_ATTEMPTS
120,121,121,George McNeill,97,83.95,68,81
121,122,122,Tom Scherrer,56,83.93,47,56
122,123,123,Robert Allenby,108,83.87,78,93
123,T124,T124,J.P. Hayes,67,83.78,62,74
124,T124,T124,Jim McGovern,75,83.78,62,74
125,T124,T124,Ted Purdy,68,83.78,62,74
126,T124,T124,Jimmy Walker,73,83.78,62,74
127,128,128,Joe Ogilvie,100,83.76,98,117
128,129,129,Greg Kraft,63,83.72,72,86
129,130,130,Steve Lowery,74,83.7,77,92
130,T131,T131,Trevor Immelman,70,83.64,46,55
131,T131,T131,Brandt Jobe,52,83.64,46,55
132,133,133,John Huston,56,83.61,51,61
133,134,134,Craig Kanada,65,83.58,56,67
134,135,135,Kenny Perry,97,83.47,101,121
135,T136,T136,Jason Gore,94,83.33,80,96
136,T136,T136,Jeff Maggert,86,83.33,70,84
137,T136,T136,John Rollins,94,83.33,80,96
138,T136,T136,Bob Sowards,61,83.33,50,60
139,T136,T136,Kevin Stadler,90,83.33,80,96
140,141,141,Vaughn Taylor,103,83.19,99,119
141,142,142,Jay Williamson,96,83.18,89,107
142,143,143,Michael Letzig,88,83.16,79,95
143,144,144,Steve Elkington,84,83.15,74,89
144,145,145,Daniel Chopra,84,83.13,69,83
145,146,146,Lee Janzen,89,82.95,73,88
146,147,147,J.B. Holmes,86,82.61,76,92
147,148,148,Billy Andrade,71,82.56,71,86
148,149,149,John Senden,93,82.52,85,103
149,150,150,Rich Beem,90,82.29,79,96
150,151,151,Johnson Wagner,83,82.08,87,106
151,152,152,Tommy Armour III,77,81.94,59,72
152,153,153,Tim Petrovic,97,81.9,86,105
153,T154,T154,Mike Weir,88,81.82,72,88
154,T154,T154,Y.E. Yang,89,81.82,81,99
155,156,156,Brett Quigley,80,81.69,58,71
156,T157,T157,Cameron Beckman,87,81.63,80,98
157,T157,T157,Bill Haas,99,81.63,80,98
158,159,159,Adam Scott,51,81.13,43,53
159,160,160,Bubba Watson,97,81.08,90,111
160,T161,T161,Kenneth Ferrie,72,80.77,63,78
161,T161,T161,Mathias Grönberg,87,80.77,84,104
162,163,163,David Lutterus,59,80.7,46,57
163,164,164,Olin Browne,77,80.68,71,88
164,165,165,Jin Park,85,80.46,70,87
165,T166,T166,Dustin Johnson,92,80.36,90,112
166,T166,T166,Travis Perkins,53,80.36,45,56
167,T168,T168,Robert Garrigus,90,80.0,88,110
168,T168,T168,Mathew Goggin,91,80.0,68,85
169,170,170,James Driscoll,85,79.73,59,74
170,171,171,Ernie Els,51,79.66,47,59
171,172,172,Paul Claxton,63,79.63,43,54
172,T173,T173,Chris DiMarco,87,79.35,73,92
173,T173,T173,Cliff Kresge,84,79.35,73,92
174,175,175,Lucas Glover,91,79.28,88,111
175,176,176,Mark Hensby,71,79.27,65,82
176,177,177,Cody Freeman,66,79.01,64,81
177,178,178,K.J. Choi,74,78.79,52,66
178,179,179,Justin Bolli,87,78.75,63,80
179,180,180,Frank Lickliter II,107,78.72,111,141
180,181,181,Troy Matteson,94,78.5,84,107
181,182,182,David Toms,70,78.46,51,65
182,183,183,Kent Jones,68,78.13,50,64
183,184,184,Brad Adamonis,87,77.63,59,76
184,185,185,Carl Pettersson,110,77.52,100,129
185,186,186,David Duval,51,77.42,24,31
186,187,187,Steve Allan,58,77.08,37,48
187,188,188,Jon Mills,95,76.42,81,106
188,189,189,Mark Calcavecchia,67,76.0,57,75
189,190,190,Paul Casey,55,75.51,37,49
190,191,191,Hunter Mahan,87,75.0,63,84
191,192,192,Ryan Armour,87,74.73,68,91
192,193,193,Marco Dawson,64,74.68,59,79
193,194,194,Steve Flesch,95,74.55,82,110
194,195,195,Joe Durant,92,74.03,57,77
195,196,196,Charles Warren,79,73.03,65,89
196,197,197,Robert Gamez,79,70.21,66,94
