,Sand_Save_Percentage_RANK THIS WEEK,Sand_Save_Percentage_RANK LAST WEEK,Sand_Save_Percentage_PLAYER NAME,Sand_Save_Percentage_ROUNDS,Sand_Save_Percentage_%,Sand_Save_Percentage_# SAVES,Sand_Save_Percentage_# BUNKERS,Sand_Save_Percentage_TOTAL O/U PAR
82,T82,T82,Harrison Frazar,73,51.16,44,86,27.0
83,84,84,Stewart Cink,87,51.13,68,133,41.0
84,85,85,John Mallinger,95,51.06,96,188,91.0
85,86,86,Tim Herron,97,51.02,75,147,48.0
86,87,87,Brad Adamonis,87,50.99,77,151,35.0
87,88,88,Ken Duke,116,50.96,106,208,80.0
88,89,89,Jeff Maggert,86,50.81,63,124,49.0
89,90,90,Stephen Ames,83,50.76,67,132,62.0
90,91,91,J.B. Holmes,86,50.69,73,144,57.0
91,92,92,Jim Furyk,95,50.68,74,146,50.0
92,93,93,Sean O'Hair,81,50.64,79,156,63.0
93,94,94,Boo Weekley,86,50.39,65,129,40.0
94,95,95,Brett Quigley,80,50.36,69,137,44.0
95,96,96,Anthony Kim,81,50.35,72,143,43.0
96,97,97,Tag Ridings,88,50.34,73,145,38.0
97,T98,T98,Stephen Leaney,53,50.0,39,78,40.0
98,T98,T98,Davis Love III,78,50.0,64,128,42.0
99,T98,T98,Shigeki Maruyama,50,50.0,35,70,32.0
100,T98,T98,Troy Matteson,94,50.0,64,128,40.0
101,T98,T98,Kenny Perry,97,50.0,70,140,43.0
102,103,103,Bill Haas,99,49.71,86,173,48.0
103,104,104,Brandt Snedeker,85,49.67,76,153,64.0
104,105,105,Paul Goydos,78,49.66,72,145,70.0
105,106,106,Paul Claxton,63,49.44,44,89,45.0
106,107,107,Shane Bertsch,96,49.36,77,156,73.0
107,108,108,Olin Browne,77,49.04,51,104,54.0
108,T109,T109,Doug LaBelle II,65,48.94,46,94,38.0
109,T109,T109,John Senden,93,48.94,69,141,46.0
110,111,111,Bob Estes,90,48.89,66,135,50.0
111,112,112,Nicholas Thompson,113,48.78,100,205,73.0
112,T113,T113,Chris DiMarco,87,48.7,75,154,78.0
113,T113,T113,Mark Hensby,71,48.7,56,115,57.0
114,115,115,Jerry Kelly,89,48.68,74,152,69.0
115,116,116,Rory Sabbatini,77,48.6,52,107,40.0
116,T117,T117,Jonathan Byrd,88,48.41,76,157,68.0
117,T117,T117,Jeff Quinney,87,48.41,61,126,68.0
118,119,119,Bart Bryant,81,48.31,57,118,48.0
119,120,120,Michael Letzig,88,48.25,69,143,62.0
120,121,121,Eric Axley,113,48.24,82,170,73.0
121,122,122,Y.E. Yang,89,48.1,76,158,55.0
122,123,123,Cliff Kresge,84,48.0,60,125,60.0
123,124,124,Jon Mills,95,47.44,74,156,62.0
124,125,125,Mathias Grönberg,87,47.33,62,131,51.0
125,126,126,John Rollins,94,47.2,76,161,70.0
126,T127,T127,Charley Hoffman,94,47.17,75,159,57.0
127,T127,T127,Jesper Parnevik,88,47.17,75,159,77.0
128,T129,T129,Retief Goosen,59,47.12,49,104,48.0
129,T129,T129,Kent Jones,68,47.12,49,104,38.0
130,131,131,Jay Williamson,96,46.9,53,113,48.0
131,132,132,Tommy Armour III,77,46.88,45,96,43.0
132,133,133,David Duval,51,46.84,37,79,41.0
133,134,134,Lucas Glover,91,46.81,66,141,52.0
134,135,135,Martin Laird,98,46.72,64,137,42.0
135,136,136,James Driscoll,85,46.62,62,133,46.0
136,137,137,Scott McCarron,63,46.51,40,86,29.0
137,138,138,Robert Allenby,108,46.49,86,185,51.0
138,139,139,Travis Perkins,53,46.48,33,71,39.0
139,140,140,Lee Janzen,89,46.1,65,141,63.0
140,141,141,Todd Hamilton,92,46.01,75,163,85.0
141,142,142,Hunter Mahan,87,45.97,57,124,43.0
142,143,143,Kenneth Ferrie,72,45.95,51,111,43.0
143,144,144,Ryan Palmer,69,45.71,48,105,41.0
144,145,145,Tom Pernice Jr.,104,45.66,79,173,75.0
145,146,146,Jason Day,81,45.65,63,138,47.0
146,147,147,Steve Lowery,74,45.33,68,150,63.0
147,148,148,Zach Johnson,85,45.28,48,106,60.0
148,149,149,Steve Marino,119,45.25,81,179,71.0
149,150,150,Billy Andrade,71,45.22,52,115,57.0
150,151,151,Vijay Singh,82,45.11,60,133,46.0
151,152,152,Andres Romero,69,45.04,59,131,61.0
152,153,153,Scott Sterling,89,44.74,51,114,50.0
153,154,154,David Lutterus,59,44.55,45,101,46.0
154,155,155,Bob Sowards,61,44.33,43,97,39.0
155,156,156,Kyle Thompson,70,44.23,46,104,53.0
156,157,157,Fred Couples,60,44.12,45,102,34.0
157,158,158,Dean Wilson,109,44.03,70,159,83.0
158,159,159,John Riegger,73,44.0,33,75,26.0
159,160,160,Peter Lonard,92,43.8,60,137,58.0
160,T161,T161,Woody Austin,109,43.75,63,144,51.0
161,T161,T161,Cody Freeman,66,43.75,49,112,48.0
162,163,163,Chez Reavie,102,43.62,65,149,64.0
163,T164,T164,Ryan Moore,72,43.61,58,133,59.0
164,T164,T164,Kevin Stadler,90,43.61,58,133,51.0
165,166,166,Will MacKenzie,62,43.53,37,85,45.0
166,167,167,David Toms,70,43.48,50,115,47.0
167,168,168,Steve Elkington,84,43.44,53,122,60.0
168,169,169,Chad Campbell,94,43.41,56,129,58.0
169,170,170,J.J. Henry,108,43.33,65,150,59.0
170,171,171,Jason Gore,94,43.29,71,164,78.0
171,172,172,John Merrick,98,43.28,58,134,61.0
172,173,173,Trevor Immelman,70,42.99,46,107,55.0
173,T174,T174,Alex Cejka,75,42.86,48,112,45.0
174,T174,T174,Robert Garrigus,90,42.86,69,161,60.0
175,176,176,Johnson Wagner,83,42.76,62,145,64.0
176,177,177,Patrick Sheehan,124,42.62,78,183,91.0
177,T178,T178,Dustin Johnson,92,42.48,65,153,67.0
178,T178,T178,D.J. Trahan,94,42.48,65,153,55.0
179,180,180,Ángel Cabrera,55,42.22,38,90,47.0
180,181,181,Nick Watney,96,42.11,64,152,53.0
181,182,182,Alejandro Cañizares,52,42.03,29,69,30.0
182,183,183,Mark Calcavecchia,67,41.75,43,103,48.0
183,184,184,Bubba Watson,97,40.99,66,161,49.0
184,185,185,Chris Stroud,81,40.74,44,108,54.0
185,186,186,Jimmy Walker,73,40.71,46,113,48.0
186,187,187,Steve Allan,58,40.26,31,77,31.0
187,188,188,Ron Whittaker,54,40.0,24,60,33.0
188,189,189,Jeff Overton,103,39.73,58,146,56.0
189,190,190,Nick Flanagan,89,39.06,50,128,67.0
190,191,191,Paul Casey,55,38.81,26,67,38.0
191,192,192,Justin Bolli,87,38.46,45,117,60.0
192,193,193,Greg Kraft,63,37.89,36,95,67.0
193,194,194,Ryan Armour,87,37.78,51,135,78.0
194,195,195,Brandt Jobe,52,37.5,30,80,49.0
195,196,196,Charles Warren,79,37.41,52,139,67.0
196,197,197,Joe Durant,92,36.8,46,125,68.0
