,Scrambling_Rough_RTP_Score_RANK THIS WEEK,Scrambling_Rough_RTP_Score_RANK LAST WEEK,Scrambling_Rough_RTP_Score_PLAYER NAME,Scrambling_Rough_RTP_Score_ROUNDS,Scrambling_Rough_RTP_Score_AVG RTP,Scrambling_Rough_RTP_Score_TOTAL HOLES,Scrambling_Rough_RTP_Score_TOTAL RTP
91,T92,T92,Cameron Beckman,87,0.48,179,86.0
92,T92,T92,John Senden,93,0.48,177,85.0
93,T92,T92,D.J. Trahan,94,0.48,204,98.0
94,95,95,Alex Cejka,75,0.48100000000000004,156,75.0
95,T96,T96,Robert Allenby,108,0.48200000000000004,166,80.0
96,T96,T96,Bob Estes,90,0.48200000000000004,170,82.0
97,T96,T96,Nick Watney,96,0.48200000000000004,199,96.0
98,T99,T99,Stewart Cink,87,0.483,145,70.0
99,T99,T99,Fred Couples,60,0.483,151,73.0
100,T99,T99,Richard Johnson,77,0.483,232,112.0
101,T99,T99,Jin Park,85,0.483,207,100.0
102,103,103,Rich Beem,90,0.484,161,78.0
103,T104,T104,J.B. Holmes,86,0.488,209,102.0
104,T104,T104,Doug LaBelle II,65,0.488,129,63.0
105,T104,T104,Marc Turnesa,87,0.488,203,99.0
106,T104,T104,Mark Wilson,107,0.488,240,117.0
107,108,108,Paul Goydos,78,0.489,176,86.0
108,T109,T109,Davis Love III,78,0.49,145,71.0
109,T109,T109,Camilo Villegas,79,0.49,151,74.0
110,111,111,Aaron Baddeley,76,0.491,173,85.0
111,T112,T112,Lee Janzen,89,0.49200000000000005,189,93.0
112,T112,T112,Jeff Overton,103,0.49200000000000005,254,125.0
113,T112,T112,Bubba Watson,97,0.49200000000000005,183,90.0
114,115,115,Boo Weekley,86,0.494,156,77.0
115,T116,T116,J.J. Henry,108,0.495,204,101.0
116,T116,T116,John Huston,56,0.495,99,49.0
117,T118,T118,Tag Ridings,88,0.496,224,111.0
118,T118,T118,Nicholas Thompson,113,0.496,248,123.0
119,120,120,Dudley Hart,74,0.49700000000000005,147,73.0
120,T121,T121,Ken Duke,116,0.498,291,145.0
121,T121,T121,Charley Hoffman,94,0.498,221,110.0
122,T123,T123,J.P. Hayes,67,0.5,152,76.0
123,T123,T123,Jim McGovern,75,0.5,140,70.0
124,T123,T123,Ted Purdy,68,0.5,136,68.0
125,T123,T123,Y.E. Yang,89,0.5,196,98.0
126,T127,T127,Cody Freeman,66,0.503,171,86.0
127,T127,T127,Sean O'Hair,81,0.503,167,84.0
128,T129,T129,Daniel Chopra,84,0.505,218,110.0
129,T129,T129,Ernie Els,51,0.505,99,50.0
130,131,131,Johnson Wagner,83,0.507,201,102.0
131,132,132,Olin Browne,77,0.509,161,82.0
132,133,133,Brenden Pappas,66,0.51,149,76.0
133,T134,T134,Nathan Green,95,0.511,237,121.0
134,T134,T134,Craig Kanada,65,0.511,133,68.0
135,T134,T134,Steve Lowery,74,0.511,186,95.0
136,T134,T134,Rory Sabbatini,77,0.511,141,72.0
137,138,138,Todd Demsey,80,0.512,168,86.0
138,139,139,Will MacKenzie,62,0.513,150,77.0
139,140,140,Steve Allan,58,0.516,128,66.0
140,T141,T141,Sergio Garcia,72,0.518,141,73.0
141,T141,T141,David Lutterus,59,0.518,112,58.0
142,T141,T141,Jon Mills,95,0.518,170,88.0
143,144,144,Brett Quigley,80,0.521,167,87.0
144,145,145,Mathias Grönberg,87,0.522,209,109.0
145,146,146,Nick Flanagan,89,0.524,210,110.0
146,T147,T147,Robert Garrigus,90,0.525,204,107.0
147,T147,T147,Bill Haas,99,0.525,217,114.0
148,T149,T149,Billy Andrade,71,0.526,171,90.0
149,T149,T149,Jason Day,81,0.526,209,110.0
150,T149,T149,Kenneth Ferrie,72,0.526,133,70.0
151,T149,T149,Rod Pampling,83,0.526,171,90.0
152,T149,T149,Bob Sowards,61,0.526,137,72.0
153,154,154,Freddie Jacobson,78,0.531,177,94.0
154,T155,T155,Brad Adamonis,87,0.532,205,109.0
155,T155,T155,Justin Bolli,87,0.532,186,99.0
156,T155,T155,Robert Gamez,79,0.532,186,99.0
157,T155,T155,Brandt Jobe,52,0.532,111,59.0
158,T155,T155,Ron Whittaker,54,0.532,111,59.0
159,160,160,Pat Perez,93,0.5329999999999999,167,89.0
160,161,161,Chris DiMarco,87,0.534,208,111.0
161,162,162,John Merrick,98,0.536,183,98.0
162,163,163,Kyle Thompson,70,0.537,164,88.0
163,164,164,Carlos Franco,73,0.5379999999999999,145,78.0
164,165,165,Martin Laird,98,0.539,206,111.0
165,T166,T166,Paul Claxton,63,0.54,126,68.0
166,T166,T166,Adam Scott,51,0.54,87,47.0
167,T168,T168,David Duval,51,0.545,143,78.0
168,T168,T168,Jay Williamson,96,0.545,165,90.0
169,T170,T170,Jason Allred,63,0.5479999999999999,146,80.0
170,T170,T170,Marco Dawson,64,0.5479999999999999,146,80.0
171,172,172,Jeff Maggert,86,0.5489999999999999,195,107.0
172,173,173,Trevor Immelman,70,0.55,109,60.0
173,174,174,Bo Van Pelt,101,0.5529999999999999,190,105.0
174,175,175,Kent Jones,68,0.556,133,74.0
175,T176,T176,Hunter Mahan,87,0.557,149,83.0
176,T176,T176,Ryan Palmer,69,0.557,149,83.0
177,178,178,Tom Scherrer,56,0.5589999999999999,118,66.0
178,T179,T179,Chad Campbell,94,0.56,184,103.0
179,T179,T179,Jason Gore,94,0.56,193,108.0
180,181,181,David Toms,70,0.561,98,55.0
181,182,182,James Driscoll,85,0.564,172,97.0
182,183,183,Kevin Stadler,90,0.568,185,105.0
183,184,184,Troy Matteson,94,0.57,221,126.0
184,185,185,Todd Hamilton,92,0.5710000000000001,170,97.0
185,186,186,Dustin Johnson,92,0.5760000000000001,245,141.0
186,187,187,George McNeill,97,0.579,209,121.0
187,188,188,Charles Warren,79,0.581,167,97.0
188,189,189,Paul Casey,55,0.591,93,55.0
189,190,190,Ryan Armour,87,0.597,201,120.0
190,191,191,Travis Perkins,53,0.599,162,97.0
191,T192,T192,Joe Durant,92,0.601,163,98.0
192,T192,T192,Ryan Moore,72,0.601,168,101.0
193,194,194,Jeff Gove,50,0.6509999999999999,86,56.0
194,195,195,Mark Hensby,71,0.6579999999999999,158,104.0
195,196,196,Harrison Frazar,73,0.659,123,81.0
196,197,197,Tommy Gainey,60,0.6990000000000001,103,72.0
