,Scrambling_from_the_Fringe_RANK THIS WEEK,Scrambling_from_the_Fringe_RANK LAST WEEK,Scrambling_from_the_Fringe_PLAYER NAME,Scrambling_from_the_Fringe_ROUNDS,Scrambling_from_the_Fringe_%,Scrambling_from_the_Fringe_SUCCESSES,Scrambling_from_the_Fringe_ATTEMPTS
147,148,148,Pat Perez,84,85.33,64,75
148,149,149,Chad Campbell,57,85.29,29,34
149,150,150,Spencer Levin,59,85.11,40,47
150,T151,T151,Luke Guthrie,85,85.0,51,60
151,T151,T151,Brian Stuard,91,85.0,68,80
152,153,153,Danny Lee,84,84.71,72,85
153,154,154,Ryo Ishikawa,75,84.62,44,52
154,155,155,Bud Cauley,56,84.31,43,51
155,156,156,Woody Austin,63,84.21,48,57
156,157,157,Chesson Hadley,84,84.13,53,63
157,158,158,Troy Merritt,62,84.0,42,50
158,159,159,Willy Wilcox,51,83.78,31,37
159,160,160,Trevor Immelman,84,83.64,46,55
160,T161,T161,Richard Lee,80,83.33,55,66
161,T161,T161,Carl Pettersson,91,83.33,55,66
162,T161,T161,Andrew Svoboda,77,83.33,55,66
163,164,164,John Merrick,87,83.05,49,59
164,165,165,Ken Duke,80,82.81,53,64
165,166,166,Jim Renner,61,82.69,43,52
166,T167,T167,Will MacKenzie,82,82.54,52,63
167,T167,T167,John Peterson,62,82.54,52,63
168,169,169,Derek Ernst,80,82.14,46,56
169,170,170,Jamie Lovemark,64,81.82,36,44
170,171,171,Chad Collins,78,81.63,40,49
171,172,172,Henrik Stenson,56,79.31,23,29
172,173,173,Louis Oosthuizen,50,78.95,15,19
173,174,174,Lucas Glover,68,78.72,37,47
174,175,175,John Huh,87,78.13,50,64
175,176,176,John Rollins,84,75.47,40,53
176,177,177,Kyle Stanley,87,74.58,44,59
