,SG_Around-the-Green_RANK THIS WEEK,SG_Around-the-Green_RANK LAST WEEK,SG_Around-the-Green_PLAYER NAME,SG_Around-the-Green_ROUNDS,SG_Around-the-Green_AVERAGE,SG_Around-the-Green_TOTAL SG:ARG,SG_Around-the-Green_MEASURED ROUNDS
42,43,43,Hideki Matsuyama,82,0.198,12.657,64
43,44,44,Jason Dufner,57,0.192,8.073,42
44,T45,T45,Jamie Lovemark,64,0.18100000000000002,8.53,47
45,T45,T45,Tyrone Van Aswegen,79,0.18100000000000002,11.765,65
46,47,47,Trevor Immelman,84,0.17600000000000002,11.8,67
47,48,48,Chris Kirk,105,0.16899999999999998,14.498,86
48,49,49,Adam Scott,68,0.166,9.286,56
49,50,50,Jerry Kelly,80,0.16,10.527999999999999,66
50,51,51,Jonathan Byrd,76,0.159,10.305,65
51,52,52,Matt Jones,83,0.157,9.43,60
52,53,53,Greg Chalmers,85,0.151,10.99,73
53,54,54,Bronson La'Cassie,51,0.145,5.21,36
54,T55,T55,Morgan Hoffmann,103,0.125,11.225999999999999,90
55,T55,T55,Jhonattan Vegas,77,0.125,8.015,64
56,T57,T57,Andres Romero,81,0.124,8.892999999999999,72
57,T57,T57,Lee Westwood,57,0.124,5.335,43
58,59,59,Billy Hurley III,86,0.12300000000000001,8.842,72
59,60,60,Brian Harman,111,0.121,12.202,101
60,61,61,David Toms,64,0.12,6.468,54
61,62,62,Robert Streb,75,0.11699999999999999,7.474,64
62,63,63,Bubba Watson,76,0.111,6.205,56
63,64,64,David Hearn,97,0.10800000000000001,8.831,82
64,65,65,Spencer Levin,59,0.107,5.325,50
65,66,66,D.H. Lee,54,0.10300000000000001,4.651,45
66,67,67,Boo Weekley,73,0.099,5.5520000000000005,56
67,68,68,Ryo Ishikawa,75,0.095,5.869,62
68,69,69,Tim Clark,75,0.094,5.848,62
69,70,70,Zach Johnson,97,0.09300000000000001,7.836,84
70,71,71,Gary Woodland,93,0.087,6.353,73
71,72,72,Shawn Stefani,60,0.086,4.925,57
72,73,73,Mark Wilson,69,0.079,4.498,57
73,74,74,Ryan Palmer,85,0.078,5.1979999999999995,67
74,75,75,Freddie Jacobson,91,0.068,5.541,81
75,76,76,Will MacKenzie,82,0.067,4.908,73
76,77,77,Camilo Villegas,95,0.061,5.114,84
77,78,78,Brad Fritsch,50,0.06,2.354,39
78,79,79,Kevin Chappell,100,0.057999999999999996,5.013999999999999,87
79,80,80,Ben Curtis,77,0.057,3.6489999999999996,64
80,81,81,Marc Leishman,81,0.055999999999999994,3.8539999999999996,69
81,82,82,George McNeill,79,0.053,3.7030000000000003,70
82,83,83,Aaron Baddeley,74,0.051,3.011,59
83,84,84,Jimmy Walker,98,0.048,3.475,73
84,T85,T85,Harris English,95,0.047,3.47,74
85,T85,T85,Jeff Overton,80,0.047,3.085,66
86,T87,T87,Ryan Moore,86,0.040999999999999995,2.57,62
87,T87,T87,Heath Slocum,71,0.040999999999999995,2.541,62
88,89,89,Jason Bohn,81,0.038,2.761,73
89,90,90,John Huh,87,0.033,2.3369999999999997,70
90,91,91,Ian Poulter,57,0.027999999999999997,1.157,41
91,92,92,Sean O'Hair,77,0.026000000000000002,1.7080000000000002,67
92,93,93,Rory McIlroy,66,0.022000000000000002,1.063,48
93,94,94,Richard Lee,80,0.021,1.291,61
94,95,95,Ben Crane,81,0.017,1.328,78
95,T96,T96,Ricky Barnes,92,0.015,1.206,78
96,T96,T96,Ben Martin,80,0.015,0.915,63
97,98,98,Briny Baird,50,0.013000000000000001,0.573,45
98,99,99,Chad Campbell,57,0.011000000000000001,0.518,46
99,100,100,Graham DeLaet,80,0.006999999999999999,0.426,64
100,101,101,Carl Pettersson,91,0.006,0.547,85
101,102,102,Daniel Summerhays,98,0.005,0.42700000000000005,88
102,103,103,Martin Laird,66,0.004,0.24600000000000002,55
103,104,104,Rickie Fowler,91,0.003,0.183,62
104,105,105,Brice Garnett,92,-0.002,-0.18899999999999997,78
105,106,106,Scott Brown,100,-0.005,-0.381,83
106,107,107,Ken Duke,80,-0.006,-0.392,66
107,108,108,Kevin Stadler,90,-0.012,-0.807,65
108,109,109,Dustin Johnson,58,-0.015,-0.606,41
109,110,110,D.A. Points,75,-0.021,-1.153,55
110,111,111,John Senden,99,-0.023,-1.8980000000000001,81
111,112,112,Paul Casey,56,-0.024,-1.061,44
112,113,113,Charley Hoffman,93,-0.026000000000000002,-1.982,76
113,114,114,Martin Flores,85,-0.028999999999999998,-1.939,68
114,115,115,Matt Every,85,-0.031,-2.0140000000000002,65
115,116,116,William McGirt,96,-0.035,-2.943,84
116,117,117,Pat Perez,84,-0.039,-2.924,75
117,118,118,Geoff Ogilvy,84,-0.05,-3.653,73
118,119,119,Graeme McDowell,66,-0.055,-2.546,46
119,120,120,Michael Thompson,74,-0.06,-3.6180000000000003,60
120,121,121,Brendan Steele,89,-0.062,-4.3260000000000005,70
121,122,122,Michael Putnam,106,-0.063,-5.7170000000000005,91
122,T123,T123,Henrik Stenson,56,-0.064,-2.418,38
123,T123,T123,Andrew Svoboda,77,-0.064,-4.239,66
124,125,125,Brendon de Jonge,109,-0.071,-6.574,92
125,126,126,Josh Teater,90,-0.07200000000000001,-5.422000000000001,75
126,127,127,Jason Kokrak,65,-0.07400000000000001,-4.538,61
127,128,128,Sangmoon Bae,76,-0.081,-5.287000000000001,65
128,129,129,Bo Van Pelt,83,-0.085,-5.662000000000001,67
129,130,130,Billy Horschel,92,-0.087,-6.035,69
130,T131,T131,Chesson Hadley,84,-0.102,-7.273,71
131,T131,T131,James Hahn,82,-0.102,-7.4239999999999995,73
132,T131,T131,Kevin Tway,64,-0.102,-4.811,47
133,134,134,"Ted Potter, Jr.",68,-0.10400000000000001,-6.242999999999999,60
134,135,135,J.J. Henry,91,-0.105,-8.18,78
135,136,136,Kevin Kisner,85,-0.11599999999999999,-8.119,70
136,137,137,Brian Stuard,91,-0.11900000000000001,-8.775,74
137,138,138,Robert Garrigus,80,-0.136,-9.96,73
138,139,139,Willy Wilcox,51,-0.138,-5.502000000000001,40
139,140,140,David Lingmerth,80,-0.142,-9.53,67
140,141,141,James Driscoll,71,-0.151,-8.767000000000001,58
141,142,142,Johnson Wagner,69,-0.152,-8.814,58
142,143,143,Hunter Mahan,88,-0.153,-10.991,72
143,144,144,Jeff Maggert,54,-0.161,-7.079,44
144,145,145,Kevin Streelman,79,-0.162,-9.692,60
145,146,146,Troy Merritt,62,-0.171,-9.426,55
146,147,147,Keegan Bradley,89,-0.19,-12.710999999999999,67
147,148,148,Stewart Cink,91,-0.192,-13.829,72
148,149,149,John Rollins,84,-0.193,-12.912,67
149,150,150,Andrew Loupe,65,-0.196,-9.804,50
150,151,151,Rory Sabbatini,82,-0.201,-13.057,65
151,152,152,Woody Austin,63,-0.21,-11.955,57
152,153,153,Brooks Koepka,56,-0.226,-9.482999999999999,42
153,154,154,Troy Matteson,62,-0.233,-11.440999999999999,49
154,155,155,Robert Allenby,83,-0.23399999999999999,-16.381,70
155,156,156,Erik Compton,88,-0.235,-17.635,75
156,157,157,Jim Renner,61,-0.248,-12.918,52
157,158,158,Nick Watney,80,-0.258,-14.463,56
158,159,159,Lucas Glover,68,-0.265,-12.465,47
159,T160,T160,Russell Henley,92,-0.272,-20.407,75
160,T160,T160,Danny Lee,84,-0.272,-18.801,69
161,162,162,Scott Stallings,77,-0.28300000000000003,-17.824,63
162,163,163,Davis Love III,74,-0.285,-17.945,63
163,164,164,Martin Kaymer,65,-0.294,-14.117,48
164,165,165,Wes Roach,67,-0.298,-14.92,50
165,166,166,John Merrick,87,-0.32899999999999996,-23.695,72
166,167,167,Louis Oosthuizen,50,-0.36700000000000005,-10.995,30
167,168,168,Nicholas Thompson,85,-0.371,-25.964000000000002,70
168,169,169,Derek Ernst,80,-0.415,-26.17,63
169,170,170,Ángel Cabrera,69,-0.434,-26.49,61
170,171,171,Hudson Swafford,75,-0.436,-25.271,58
171,172,172,Charlie Beljan,76,-0.45299999999999996,-30.357,67
172,173,173,Kyle Stanley,87,-0.511,-36.811,72
173,174,174,Jim Herman,62,-0.551,-26.455,48
174,175,175,John Peterson,62,-0.614,-33.795,55
175,176,176,Justin Hicks,103,-0.631,-56.763999999999996,90
176,177,177,Tommy Gainey,73,-0.74,-44.405,60
