,Scrambling_Rough_RTP_Score_RANK THIS WEEK,Scrambling_Rough_RTP_Score_RANK LAST WEEK,Scrambling_Rough_RTP_Score_PLAYER NAME,Scrambling_Rough_RTP_Score_ROUNDS,Scrambling_Rough_RTP_Score_AVG RTP,Scrambling_Rough_RTP_Score_TOTAL HOLES,Scrambling_Rough_RTP_Score_TOTAL RTP
53,54,54,Ben Crane,81,0.452,166,75.0
54,55,55,Sangmoon Bae,76,0.45399999999999996,152,69.0
55,T56,T56,Robert Allenby,83,0.455,145,66.0
56,T56,T56,Ken Duke,80,0.455,134,61.0
57,T56,T56,Heath Slocum,71,0.455,121,55.0
58,T56,T56,Jimmy Walker,98,0.455,145,66.0
59,60,60,George McNeill,79,0.45799999999999996,153,70.0
60,61,61,Brad Fritsch,50,0.46,100,46.0
61,T62,T62,Bill Haas,107,0.461,165,76.0
62,T62,T62,Jason Kokrak,65,0.461,152,70.0
63,T64,T64,Harris English,95,0.462,158,73.0
64,T64,T64,Scott Stallings,77,0.462,186,86.0
65,T64,T64,Cameron Tringale,111,0.462,223,103.0
66,67,67,Chesson Hadley,84,0.46299999999999997,205,95.0
67,T68,T68,John Senden,99,0.46399999999999997,183,85.0
68,T68,T68,David Toms,64,0.46399999999999997,97,45.0
69,70,70,Bubba Watson,76,0.467,122,57.0
70,71,71,Woody Austin,63,0.46799999999999997,156,73.0
71,72,72,Matt Every,85,0.469,162,76.0
72,T73,T73,J.J. Henry,91,0.47,151,71.0
73,T73,T73,Scott Langley,95,0.47,181,85.0
74,T73,T73,Graeme McDowell,66,0.47,115,54.0
75,T76,T76,Marc Leishman,81,0.47100000000000003,174,82.0
76,T76,T76,Will MacKenzie,82,0.47100000000000003,189,89.0
77,T76,T76,Ryan Moore,86,0.47100000000000003,136,64.0
78,T76,T76,Willy Wilcox,51,0.47100000000000003,104,49.0
79,T80,T80,Brian Harman,111,0.473,239,113.0
80,T80,T80,D.H. Lee,54,0.473,129,61.0
81,T80,T80,Charlie Wi,72,0.473,148,70.0
82,T83,T83,J.B. Holmes,86,0.475,198,94.0
83,T83,T83,Tyrone Van Aswegen,79,0.475,181,86.0
84,85,85,Charles Howell III,106,0.47600000000000003,231,110.0
85,86,86,Retief Goosen,94,0.47700000000000004,197,94.0
86,87,87,Robert Garrigus,80,0.479,190,91.0
87,T88,T88,Luke Guthrie,85,0.48200000000000004,195,94.0
88,T88,T88,Carl Pettersson,91,0.48200000000000004,195,94.0
89,T88,T88,Patrick Reed,92,0.48200000000000004,197,95.0
90,91,91,Kyle Stanley,87,0.484,161,78.0
91,92,92,Matt Jones,83,0.485,171,83.0
92,93,93,Lee Westwood,57,0.486,109,53.0
93,T94,T94,Steven Bowditch,93,0.48700000000000004,199,97.0
94,T94,T94,Michael Putnam,106,0.48700000000000004,226,110.0
95,T94,T94,Daniel Summerhays,98,0.48700000000000004,195,95.0
96,T94,T94,Mike Weir,69,0.48700000000000004,152,74.0
97,98,98,Ricky Barnes,92,0.488,166,81.0
98,T99,T99,K.J. Choi,80,0.489,186,91.0
99,T99,T99,James Hahn,82,0.489,174,85.0
100,101,101,Luke Donald,57,0.49,98,48.0
101,T102,T102,John Huh,87,0.49200000000000005,177,87.0
102,T102,T102,Jhonattan Vegas,77,0.49200000000000005,132,65.0
103,104,104,Jason Bohn,81,0.494,170,84.0
104,105,105,Paul Casey,56,0.495,95,47.0
105,106,106,Rory Sabbatini,82,0.49700000000000005,185,92.0
106,T107,T107,Brendan Steele,89,0.5,156,78.0
107,T107,T107,Kevin Streelman,79,0.5,138,69.0
108,T107,T107,Josh Teater,90,0.5,196,98.0
109,T107,T107,Mark Wilson,69,0.5,132,66.0
110,111,111,Vijay Singh,83,0.503,169,85.0
111,T112,T112,D.A. Points,75,0.504,137,69.0
112,T112,T112,Kevin Stadler,90,0.504,133,67.0
113,T112,T112,Kevin Tway,64,0.504,125,63.0
114,115,115,Keegan Bradley,89,0.506,154,78.0
115,116,116,Boo Weekley,73,0.509,108,55.0
116,T117,T117,Kevin Kisner,85,0.51,200,102.0
117,T117,T117,Ian Poulter,57,0.51,100,51.0
118,119,119,Kevin Chappell,100,0.511,182,93.0
119,120,120,Trevor Immelman,84,0.512,170,87.0
120,121,121,Erik Compton,88,0.514,183,94.0
121,122,122,Jonathan Byrd,76,0.515,136,70.0
122,T123,T123,Briny Baird,50,0.516,93,48.0
123,T123,T123,Scott Brown,100,0.516,219,113.0
124,T123,T123,Wes Roach,67,0.516,153,79.0
125,T126,T126,Jim Herman,62,0.517,120,62.0
126,T126,T126,Seung-Yul Noh,92,0.517,211,109.0
127,T126,T126,John Peterson,62,0.517,120,62.0
128,129,129,Martin Flores,85,0.52,173,90.0
129,T130,T130,Sean O'Hair,77,0.522,180,94.0
130,T130,T130,"Ted Potter, Jr.",68,0.522,159,83.0
131,132,132,David Lingmerth,80,0.524,170,89.0
132,T133,T133,Roberto Castro,76,0.526,154,81.0
133,T133,T133,Davis Love III,74,0.526,171,90.0
134,T133,T133,Hunter Mahan,88,0.526,156,82.0
135,136,136,David Hearn,97,0.528,176,93.0
136,137,137,Lucas Glover,68,0.5329999999999999,107,57.0
137,138,138,Nick Watney,80,0.536,112,60.0
138,139,139,Morgan Hoffmann,103,0.5379999999999999,260,140.0
139,T140,T140,Spencer Levin,59,0.54,137,74.0
140,T140,T140,Johnson Wagner,69,0.54,137,74.0
141,T142,T142,Stewart Cink,91,0.541,170,92.0
142,T142,T142,Andrew Loupe,65,0.541,148,80.0
143,144,144,Justin Hicks,103,0.542,179,97.0
144,145,145,Camilo Villegas,95,0.5429999999999999,197,107.0
145,146,146,Y.E. Yang,79,0.544,171,93.0
146,T147,T147,Martin Kaymer,65,0.545,121,66.0
147,T147,T147,Jeff Maggert,54,0.545,101,55.0
148,149,149,Ben Curtis,77,0.547,159,87.0
149,150,150,Billy Horschel,92,0.5489999999999999,122,67.0
150,151,151,Jamie Lovemark,64,0.55,140,77.0
151,152,152,Ángel Cabrera,69,0.5529999999999999,150,83.0
152,153,153,Ryo Ishikawa,75,0.556,153,85.0
153,154,154,Martin Laird,66,0.561,107,60.0
154,T155,T155,Derek Ernst,80,0.562,185,104.0
155,T155,T155,Michael Thompson,74,0.562,137,77.0
156,T157,T157,Jonas Blixt,64,0.563,128,72.0
157,T157,T157,Henrik Stenson,56,0.563,71,40.0
158,159,159,Jason Dufner,57,0.5660000000000001,106,60.0
159,160,160,Tim Clark,75,0.568,132,75.0
160,T161,T161,Brice Garnett,92,0.5710000000000001,177,101.0
161,T161,T161,Louis Oosthuizen,50,0.5710000000000001,77,44.0
162,163,163,Shawn Stefani,60,0.573,117,67.0
163,164,164,Russell Henley,92,0.574,223,128.0
164,165,165,Nicholas Thompson,85,0.5770000000000001,175,101.0
165,166,166,Greg Chalmers,85,0.578,192,111.0
166,167,167,John Rollins,84,0.581,160,93.0
167,168,168,Brooks Koepka,56,0.583,96,56.0
168,169,169,Geoff Ogilvy,84,0.588,187,110.0
169,170,170,John Merrick,87,0.5920000000000001,130,77.0
170,171,171,James Driscoll,71,0.605,190,115.0
171,172,172,Charlie Beljan,76,0.61,164,100.0
172,173,173,Hudson Swafford,75,0.611,126,77.0
173,174,174,Troy Merritt,62,0.615,156,96.0
174,175,175,Tommy Gainey,73,0.625,136,85.0
175,176,176,Troy Matteson,62,0.653,144,94.0
176,177,177,Jim Renner,61,0.664,131,87.0
