,Scrambling_Average_Distance_to_Hole_RANK THIS WEEK,Scrambling_Average_Distance_to_Hole_RANK LAST WEEK,Scrambling_Average_Distance_to_Hole_PLAYER NAME,Scrambling_Average_Distance_to_Hole_ROUNDS,Scrambling_Average_Distance_to_Hole_AVG DTP,Scrambling_Average_Distance_to_Hole_TOTAL DISTANCE (FEET),Scrambling_Average_Distance_to_Hole_ATTEMPTS
91,T89,T89,Martin Flores,85,"8' 6""",3044.0,358
92,T89,T89,Sean O'Hair,77,"8' 6""",3216.833,379
93,T89,T89,Daniel Summerhays,98,"8' 6""",4001.667,472
94,T95,T95,Stewart Cink,91,"8' 7""",3111.667,364
95,T95,T95,Brendon de Jonge,109,"8' 7""",4375.167,512
96,T95,T95,David Hearn,97,"8' 7""",3844.0,450
97,T95,T95,John Huh,87,"8' 7""",3430.083,401
98,T95,T95,Jason Kokrak,65,"8' 7""",2880.417,335
99,T95,T95,Danny Lee,84,"8' 7""",3535.5,411
100,T95,T95,Graeme McDowell,66,"8' 7""",2165.75,253
101,T95,T95,Andres Romero,81,"8' 7""",3790.083,442
102,T95,T95,Robert Streb,75,"8' 7""",3088.167,359
103,T95,T95,Cameron Tringale,111,"8' 7""",4324.917,504
104,T95,T95,Camilo Villegas,95,"8' 7""",3681.333,430
105,T106,T106,Briny Baird,50,"8' 8""",2156.75,249
106,T106,T106,Morgan Hoffmann,103,"8' 8""",4260.0,492
107,T106,T106,Brooks Koepka,56,"8' 8""",1910.9170000000001,221
108,T106,T106,"Ted Potter, Jr.",68,"8' 8""",2908.333,335
109,T106,T106,Michael Putnam,106,"8' 8""",4233.667,490
110,T106,T106,John Senden,99,"8' 8""",3542.25,408
111,T106,T106,Brendan Steele,89,"8' 8""",3261.5,378
112,T106,T106,Kevin Streelman,79,"8' 8""",2877.25,332
113,T106,T106,Brian Stuard,91,"8' 8""",3832.333,444
114,T115,T115,Jason Bohn,81,"8' 9""",3457.583,394
115,T115,T115,Greg Chalmers,85,"8' 9""",4077.417,467
116,T115,T115,Robert Garrigus,80,"8' 9""",3507.0,400
117,T115,T115,Trevor Immelman,84,"8' 9""",3291.583,376
118,T115,T115,Matt Jones,83,"8' 9""",3168.583,362
119,T115,T115,D.H. Lee,54,"8' 9""",2539.667,291
120,T115,T115,Davis Love III,74,"8' 9""",3159.5,362
121,T115,T115,John Merrick,87,"8' 9""",3128.917,359
122,T115,T115,Ryan Moore,86,"8' 9""",2954.583,337
123,T115,T115,Jeff Overton,80,"8' 9""",3241.5,372
124,T115,T115,Brandt Snedeker,89,"8' 9""",3243.25,369
125,T115,T115,Jimmy Walker,98,"8' 9""",3196.0,365
126,T127,T127,George McNeill,79,"8' 10""",3315.083,376
127,T127,T127,Rory Sabbatini,82,"8' 10""",3179.167,359
128,T127,T127,Andrew Svoboda,77,"8' 10""",3159.583,357
129,T127,T127,Bubba Watson,76,"8' 10""",2506.333,284
130,T131,T131,James Hahn,82,"8' 11""",3740.333,419
131,T131,T131,J.J. Henry,91,"8' 11""",3396.083,380
132,T131,T131,Dustin Johnson,58,"8' 11""",1734.3329999999999,195
133,T131,T131,Louis Oosthuizen,50,"8' 11""",1402.3329999999999,158
134,T131,T131,John Rollins,84,"8' 11""",3195.333,360
135,T131,T131,Adam Scott,68,"8' 11""",2498.25,280
136,T131,T131,Michael Thompson,74,"8' 11""",2875.417,321
137,T131,T131,Y.E. Yang,79,"8' 11""",3301.917,371
138,T139,T139,Robert Allenby,83,"9' 0""",3267.083,362
139,T139,T139,Woody Austin,63,"9' 0""",3124.167,348
140,T139,T139,Ben Curtis,77,"9' 0""",3404.75,379
141,T139,T139,Brad Fritsch,50,"9' 0""",1929.5829999999999,215
142,T139,T139,Rory McIlroy,66,"9' 0""",2110.417,234
143,T139,T139,Seung-Yul Noh,92,"9' 0""",3360.167,375
144,T139,T139,Carl Pettersson,91,"9' 0""",4106.667,456
145,T139,T139,Patrick Reed,92,"9' 0""",3681.25,409
146,T139,T139,Scott Stallings,77,"9' 0""",3326.75,370
147,T139,T139,Lee Westwood,57,"9' 0""",2250.667,250
148,T149,T149,Brice Garnett,92,"9' 1""",3893.083,430
149,T149,T149,Will MacKenzie,82,"9' 1""",3707.083,410
150,T149,T149,Pat Perez,84,"9' 1""",3843.0,423
151,T149,T149,Johnson Wagner,69,"9' 1""",3015.083,332
152,T153,T153,Erik Compton,88,"9' 2""",4040.417,441
153,T153,T153,John Peterson,62,"9' 2""",2952.083,321
154,T155,T155,Aaron Baddeley,74,"9' 3""",3393.167,367
155,T155,T155,Chesson Hadley,84,"9' 3""",3612.583,389
156,T157,T157,Martin Kaymer,65,"9' 5""",2477.917,264
157,T157,T157,David Lingmerth,80,"9' 5""",3737.75,398
158,T157,T157,Kevin Stadler,90,"9' 5""",2790.5,297
159,T160,T160,Ángel Cabrera,69,"9' 6""",3200.667,336
160,T160,T160,Hunter Mahan,88,"9' 6""",3504.333,369
161,T160,T160,Kyle Stanley,87,"9' 6""",3492.833,367
162,163,163,Jim Renner,61,"9' 7""",2777.5,290
163,T164,T164,James Driscoll,71,"9' 9""",3495.5,357
164,T164,T164,Andrew Loupe,65,"9' 9""",2769.25,285
165,T166,T166,Billy Horschel,92,"9' 10""",3034.083,308
166,T166,T166,Wes Roach,67,"9' 10""",2823.583,288
167,168,168,Nicholas Thompson,85,"10' 0""",3769.583,378
168,169,169,Kevin Kisner,85,"10' 1""",3867.5,382
169,T170,T170,Russell Henley,92,"10' 3""",4284.083,419
170,T170,T170,Hudson Swafford,75,"10' 3""",2812.583,275
171,172,172,Derek Ernst,80,"10' 4""",3717.083,359
172,T173,T173,Charlie Beljan,76,"10' 5""",3867.833,372
173,T173,T173,Jim Herman,62,"10' 5""",2767.417,266
174,175,175,Tommy Gainey,73,"10' 8""",3656.083,343
175,176,176,Justin Hicks,103,"10' 11""",4765.0,436
176,177,177,Troy Matteson,62,"11' 1""",3150.917,285
