,Sand_Save_Percentage_RANK THIS WEEK,Sand_Save_Percentage_RANK LAST WEEK,Sand_Save_Percentage_PLAYER NAME,Sand_Save_Percentage_ROUNDS,Sand_Save_Percentage_%,Sand_Save_Percentage_# SAVES,Sand_Save_Percentage_# BUNKERS,Sand_Save_Percentage_TOTAL O/U PAR
44,45,45,Ryan Palmer,85,53.89,90,167,39.0
45,46,46,Tyrone Van Aswegen,79,53.78,64,119,37.0
46,T47,T47,Jason Dufner,57,53.76,50,93,28.0
47,T47,T47,Graeme McDowell,66,53.76,50,93,33.0
48,49,49,Adam Scott,68,53.66,66,123,31.0
49,50,50,Webb Simpson,87,53.62,74,138,42.0
50,51,51,Steven Bowditch,93,53.61,89,166,57.0
51,52,52,Graham DeLaet,80,53.45,62,116,34.0
52,53,53,Andres Romero,81,53.33,72,135,41.0
53,54,54,Zach Johnson,97,53.25,82,154,46.0
54,55,55,Troy Merritt,62,53.19,50,94,25.0
55,56,56,Hideki Matsuyama,82,53.06,78,147,37.0
56,57,57,Stuart Appleby,92,53.01,88,166,63.0
57,58,58,Martin Kaymer,65,52.63,60,114,23.0
58,T59,T59,Spencer Levin,59,52.53,52,99,32.0
59,T59,T59,Mark Wilson,69,52.53,52,99,36.0
60,61,61,Sean O'Hair,77,52.5,84,160,45.0
61,62,62,Billy Hurley III,86,52.34,67,128,43.0
62,63,63,Brooks Koepka,56,52.33,45,86,34.0
63,64,64,Martin Flores,85,52.31,68,130,41.0
64,65,65,Cameron Tringale,111,52.2,95,182,60.0
65,66,66,Josh Teater,90,52.17,72,138,52.0
66,67,67,Chris Stroud,88,52.14,73,140,40.0
67,68,68,D.A. Points,75,52.07,63,121,38.0
68,69,69,Dustin Johnson,58,51.96,53,102,19.0
69,70,70,Rickie Fowler,91,51.95,80,154,39.0
70,71,71,Brian Harman,111,51.81,86,166,47.0
71,72,72,Briny Baird,50,51.76,44,85,32.0
72,73,73,Luke Donald,57,51.4,55,107,48.0
73,74,74,Ken Duke,80,51.24,62,121,40.0
74,T75,T75,Stewart Cink,91,51.11,69,135,48.0
75,T75,T75,Luke Guthrie,85,51.11,69,135,51.0
76,T75,T75,Bronson La'Cassie,51,51.11,46,90,31.0
77,78,78,Brian Stuard,91,51.05,73,143,52.0
78,79,79,Matt Every,85,51.01,76,149,62.0
79,T80,T80,Kevin Chappell,100,50.97,79,155,45.0
80,T80,T80,Brice Garnett,92,50.97,79,155,63.0
81,82,82,Ryo Ishikawa,75,50.91,56,110,38.0
82,83,83,D.H. Lee,54,50.89,57,112,45.0
83,84,84,Ben Martin,80,50.79,64,126,29.0
84,85,85,Camilo Villegas,95,50.72,70,138,52.0
85,86,86,Bud Cauley,56,50.68,37,73,15.0
86,87,87,Jeff Maggert,54,50.59,43,85,38.0
87,88,88,Troy Matteson,62,50.57,44,87,35.0
88,89,89,Andrew Loupe,65,50.44,57,113,38.0
89,T90,T90,Keegan Bradley,89,50.4,63,125,40.0
90,T90,T90,Michael Thompson,74,50.4,63,125,39.0
91,92,92,Trevor Immelman,84,50.35,72,143,44.0
92,93,93,Jerry Kelly,80,50.34,75,149,46.0
93,T94,T94,Jim Furyk,84,50.0,55,110,39.0
94,T94,T94,Jimmy Walker,98,50.0,85,170,56.0
95,96,96,Michael Putnam,106,49.7,83,167,44.0
96,97,97,Jason Bohn,81,49.64,68,137,64.0
97,98,98,Lee Westwood,57,49.53,53,107,48.0
98,99,99,Chad Campbell,57,49.25,33,67,21.0
99,100,100,Brendan Steele,89,49.24,65,132,49.0
100,101,101,Will MacKenzie,82,49.23,64,130,53.0
101,T102,T102,Freddie Jacobson,91,49.06,78,159,56.0
102,T102,T102,Jason Kokrak,65,49.06,52,106,37.0
103,T104,T104,Ricky Barnes,92,48.98,72,147,53.0
104,T104,T104,Paul Casey,56,48.98,48,98,34.0
105,106,106,Rory Sabbatini,82,48.92,68,139,41.0
106,107,107,Brad Fritsch,50,48.91,45,92,39.0
107,108,108,James Hahn,82,48.85,64,131,52.0
108,109,109,Ian Poulter,57,48.76,59,121,46.0
109,110,110,Geoff Ogilvy,84,48.63,71,146,56.0
110,111,111,Roberto Castro,76,48.55,67,138,56.0
111,112,112,Willy Wilcox,51,48.53,33,68,15.0
112,113,113,Jamie Lovemark,64,48.51,49,101,32.0
113,114,114,David Lingmerth,80,48.46,63,130,59.0
114,115,115,Y.E. Yang,79,48.37,74,153,56.0
115,116,116,Ernie Els,85,48.33,87,180,57.0
116,117,117,Brandt Snedeker,89,48.3,71,147,46.0
117,118,118,George McNeill,79,48.18,66,137,49.0
118,119,119,Russell Henley,92,48.1,76,158,78.0
119,120,120,Erik Compton,88,48.03,73,152,63.0
120,T121,T121,Robert Allenby,83,47.79,65,136,54.0
121,T121,T121,Ryan Moore,86,47.79,65,136,57.0
122,123,123,Rory McIlroy,66,47.5,57,120,33.0
123,124,124,Harris English,95,47.41,64,135,45.0
124,T125,T125,Ben Curtis,77,47.37,54,114,52.0
125,T125,T125,Pat Perez,84,47.37,54,114,47.0
126,127,127,Shawn Stefani,60,47.0,47,100,42.0
127,128,128,Carl Pettersson,91,46.91,76,162,51.0
128,129,129,Chesson Hadley,84,46.71,71,152,62.0
129,130,130,Jeff Overton,80,46.56,61,131,42.0
130,131,131,J.B. Holmes,86,46.55,81,174,70.0
131,132,132,Scott Brown,100,46.36,70,151,60.0
132,133,133,William McGirt,96,46.02,81,176,82.0
133,134,134,Charley Hoffman,93,45.71,64,140,59.0
134,135,135,Robert Garrigus,80,45.6,57,125,43.0
135,136,136,Martin Laird,66,45.36,44,97,30.0
136,137,137,Billy Horschel,92,45.08,55,122,50.0
137,138,138,Henrik Stenson,56,44.9,44,98,36.0
138,139,139,John Rollins,84,44.8,56,125,57.0
139,140,140,Bo Van Pelt,83,44.78,60,134,49.0
140,141,141,Scott Stallings,77,44.72,55,123,56.0
141,142,142,Brendon de Jonge,109,44.66,92,206,90.0
142,T143,T143,Nicholas Thompson,85,44.44,60,135,51.0
143,T143,T143,David Toms,64,44.44,36,81,36.0
144,145,145,Kyle Stanley,87,44.14,64,145,54.0
145,146,146,Louis Oosthuizen,50,44.12,30,68,31.0
146,147,147,Davis Love III,74,44.04,48,109,49.0
147,148,148,Robert Streb,75,43.97,51,116,51.0
148,149,149,Justin Hicks,103,43.88,61,139,68.0
149,150,150,Jhonattan Vegas,77,43.69,45,103,41.0
150,151,151,Danny Lee,84,43.59,51,117,47.0
151,152,152,Jonathan Byrd,76,43.51,57,131,46.0
152,153,153,Boo Weekley,73,43.48,50,115,41.0
153,154,154,Hudson Swafford,75,43.27,45,104,45.0
154,155,155,Kevin Streelman,79,43.17,60,139,64.0
155,156,156,Kevin Stadler,90,42.75,59,138,63.0
156,157,157,Daniel Summerhays,98,42.42,70,165,53.0
157,158,158,Johnson Wagner,69,42.27,41,97,45.0
158,159,159,Matt Jones,83,41.83,64,153,56.0
159,160,160,Bubba Watson,76,41.8,51,122,39.0
160,161,161,Gary Woodland,93,41.04,71,173,70.0
161,162,162,Jim Herman,62,40.91,36,88,32.0
162,163,163,Kevin Kisner,85,40.31,52,129,62.0
163,164,164,Tommy Gainey,73,40.15,53,132,62.0
164,165,165,Wes Roach,67,39.58,38,96,37.0
165,166,166,Jim Renner,61,38.83,40,103,47.0
166,T167,T167,Charlie Beljan,76,38.53,42,109,54.0
167,T167,T167,Derek Ernst,80,38.53,42,109,58.0
168,169,169,Woody Austin,63,38.04,35,92,49.0
169,170,170,Lucas Glover,68,37.78,34,90,58.0
170,171,171,Nick Watney,80,37.76,37,98,43.0
171,172,172,Ángel Cabrera,69,37.17,42,113,49.0
172,173,173,J.J. Henry,91,36.78,32,87,48.0
173,174,174,Andrew Svoboda,77,36.67,33,90,37.0
174,175,175,John Merrick,87,36.44,43,118,62.0
175,176,176,John Peterson,62,36.08,35,97,44.0
176,177,177,Kevin Tway,64,34.07,31,91,51.0
