,All-Around_Ranking_RANK THIS WEEK,All-Around_Ranking_RANK LAST WEEK,All-Around_Ranking_PLAYER NAME,All-Around_Ranking_EVENTS,All-Around_Ranking_TOTAL
140,141,141,Jesper Parnevik,31,925
141,142,142,Kenneth Staton,22,931
142,143,143,Notah Begay III,30,937
143,144,144,Brian Gay,34,940
144,145,145,Richard Johnson,28,942
145,146,146,Chris Anderson,31,946
146,147,147,John Maginnes,29,949
147,148,148,Kenichi Kuboya,31,952
148,149,149,Len Mattiace,27,956
149,150,150,Todd Barranger,31,960
150,151,151,Spike McRoy,35,963
151,152,152,Esteban Toledo,35,964
152,153,153,John Morgan,29,969
153,154,154,Doug Barron,32,971
154,155,155,Scott Laycock,25,972
155,156,156,Brian Henninger,17,976
156,157,157,Glen Hnatiuk,29,999
157,158,158,Akio Sadakata,29,1000
158,159,159,Bob Burns,28,1001
159,160,160,Robert Damron,32,1002
160,161,161,Craig Perks,28,1017
161,162,162,José Coceres,21,1020
162,163,163,Michael Clark II,21,1027
163,164,164,Thomas Levet,26,1033
164,165,165,Anthony Painter,31,1036
165,166,166,Ben Curtis,21,1038
166,167,167,Jay Don Blake,27,1052
167,168,168,Jim Carter,33,1056
168,T169,T169,Corey Pavin,26,1059
169,T169,T169,Mark Wilson,30,1059
170,171,171,"Dave Stockton, Jr.",31,1066
171,172,172,Cameron Yancey,23,1091
172,173,173,Matt Kuchar,23,1094
173,T174,T174,Mark Brooks,31,1117
174,T174,T174,Gene Sauers,30,1117
175,176,176,Steven Alker,30,1118
176,177,177,Paul Azinger,26,1127
177,178,178,Ty Tryon,21,1130
178,179,179,Joel Edwards,23,1131
179,180,180,Gavin Coles,28,1139
180,181,181,Bernhard Langer,21,1146
181,182,182,Jason Buha,25,1161
182,183,183,Kaname Yokoo,22,1164
183,184,184,Vance Veazey,26,1166
184,185,185,Jason Caron,29,1167
185,186,186,Brad Elder,20,1174
186,187,187,Steve Stricker,21,1183
187,188,188,Steve Allan,18,1216
188,189,189,Mark O'Meara,25,1234
189,190,190,Jeff Klein,25,1270
