,All-Around_Ranking_RANK THIS WEEK,All-Around_Ranking_RANK LAST WEEK,All-Around_Ranking_PLAYER NAME,All-Around_Ranking_EVENTS,All-Around_Ranking_TOTAL
53,54,54,Donnie Hammond,17,622
54,55,55,Jerry Kelly,29,631
55,56,56,Steve Allan,30,634
56,T57,T57,Tim Clark,23,638
57,T57,T57,J.L. Lewis,31,638
58,59,59,Phil Tataurangi,25,650
59,60,60,Per-Ulrik Johansson,27,653
60,T61,T61,Rory Sabbatini,23,654
61,T61,T61,Hidemichi Tanaka,31,654
62,63,63,Bob Tway,28,657
63,64,64,Stephen Ames,28,658
64,65,65,Rich Beem,30,660
65,66,66,Billy Andrade,31,663
66,67,67,Brian Gay,34,666
67,68,68,Steve Lowery,28,669
68,69,69,Chris Smith,30,680
69,70,70,Shaun Micheel,30,687
70,71,71,Jim Furyk,25,695
71,72,72,Greg Chalmers,31,696
72,73,73,John Cook,25,707
73,74,74,Bart Bryant,20,712
74,75,75,Craig Parry,21,716
75,T76,T76,Briny Baird,33,717
76,T76,T76,Pat Bates,29,717
77,78,78,David Gossett,29,720
78,79,79,Loren Roberts,25,727
79,80,80,Jay Haas,24,728
80,81,81,Brandt Jobe,28,729
81,T82,T82,Brad Faxon,25,731
82,T82,T82,Carlos Franco,31,731
83,84,84,Joey Sindelar,32,744
84,85,85,Glen Hnatiuk,28,749
85,86,86,Len Mattiace,28,750
86,87,87,Notah Begay III,26,753
87,88,88,Bob May,30,755
88,89,89,Tim Petrovic,31,759
89,T90,T90,Stewart Cink,27,761
90,T90,T90,Paul Stankowski,31,761
91,92,92,Scott Hoch,21,762
92,93,93,Frank Lickliter II,30,763
93,94,94,Olin Browne,33,764
94,95,95,Steve Stricker,22,766
95,96,96,Luke Donald,30,774
96,97,97,Glen Day,31,776
97,98,98,J.J. Henry,34,779
98,99,99,Bryce Molder,22,780
99,100,100,Skip Kendall,31,795
100,101,101,Bob Burns,30,796
101,102,102,J.P. Hayes,24,799
102,103,103,"David Berganio, Jr.",30,809
103,104,104,Matt Kuchar,27,814
104,105,105,Brent Geiberger,29,815
105,106,106,Jonathan Kaye,27,820
106,107,107,Dennis Paulson,30,821
107,108,108,Carl Paulson,28,825
108,109,109,John Daly,21,831
109,110,110,Steve Elkington,23,836
110,111,111,Jay Williamson,30,840
111,112,112,Kenneth Staton,36,844
112,113,113,Tom Byrum,23,846
113,114,114,Billy Mayfair,31,851
114,115,115,Brett Quigley,32,858
115,116,116,Tommy Tolles,20,860
116,117,117,Bob Heintz,28,861
117,118,118,Harrison Frazar,28,863
118,119,119,Peter Jacobsen,21,874
119,120,120,Brian Henninger,20,875
120,121,121,Tom Lehman,22,881
121,122,122,Tom Pernice Jr.,31,885
122,123,123,Jim Carter,29,895
123,124,124,Jay Don Blake,34,898
124,125,125,Jesper Parnevik,26,904
125,126,126,Jeff Brehaut,29,909
126,127,127,Mathew Goggin,20,917
127,128,128,Andrew Magee,28,920
128,129,129,Neal Lancaster,31,921
129,130,130,Brian Bateman,31,925
130,131,131,Kaname Yokoo,28,926
131,T132,T132,Kent Jones,33,928
132,T132,T132,Esteban Toledo,32,928
133,134,134,Joe Durant,28,941
134,135,135,Kevin Sutherland,28,942
135,136,136,Paul Goydos,20,945
136,T137,T137,Craig Barlow,22,946
137,T137,T137,Boo Weekley,24,946
138,T139,T139,Frank Nobilo,30,948
139,T139,T139,Brett Wetterich,32,948
140,141,141,Grant Waite,31,950
141,142,142,Miguel Angel Jiménez,19,954
142,143,143,Steve Pate,21,959
143,144,144,Stephen Gangluff,27,965
144,145,145,Craig Perks,28,968
145,146,146,Mark O'Meara,24,969
146,147,147,Edward Fryatt,34,972
147,148,148,Robert Damron,28,973
148,149,149,José María Olazábal,20,974
149,150,150,Bo Van Pelt,28,975
150,151,151,Bernhard Langer,16,986
151,152,152,Brandel Chamblee,30,991
152,153,153,Michael Clark II,33,994
153,154,154,Corey Pavin,24,1000
154,155,155,Brad Elder,26,1008
155,156,156,José Coceres,16,1018
156,157,157,Paul Gow,35,1019
157,158,158,Paul Azinger,20,1023
158,T159,T159,Robin Freeman,27,1025
159,T159,T159,Heath Slocum,32,1025
160,161,161,Matt Gogel,25,1036
161,162,162,Tommy Armour III,30,1037
162,163,163,David Frost,29,1050
163,164,164,David Morland IV,21,1053
164,165,165,Bradley Hughes,22,1056
165,166,166,Matt Peterson,27,1067
166,167,167,Steve Jones,24,1071
167,168,168,Mike Sposa,34,1081
168,169,169,Jeff Maggert,27,1082
169,170,170,Garrett Willis,29,1092
170,171,171,Brenden Pappas,25,1100
171,172,172,Russ Cochran,24,1104
172,173,173,Woody Austin,36,1110
173,174,174,Mark Brooks,32,1113
174,175,175,Michael Long,27,1125
175,176,176,Tom Scherrer,34,1131
176,177,177,Greg Kraft,31,1137
177,178,178,Blaine McCallister,27,1143
178,179,179,Jeff Gove,30,1144
179,180,180,Franklin Langham,25,1148
180,T181,T181,Paul Claxton,29,1157
181,T181,T181,Dicky Pride,16,1157
182,183,183,Deane Pappas,34,1159
183,184,184,Hal Sutton,26,1160
184,185,185,Michael Allen,29,1163
185,186,186,Brian Watts,21,1182
186,187,187,Jess Daley,27,1195
187,188,188,Lee Porter,32,1211
188,189,189,Jason Hill,24,1232
189,190,190,Eduardo Herrera,23,1242
190,191,191,Joe Ogilvie,20,1243
191,192,192,Spike McRoy,25,1245
192,T193,T193,Scott Dunlap,30,1257
193,T193,T193,Brad Lardon,23,1257
194,195,195,Pete Jordan,30,1275
195,196,196,Richard Zokol,20,1285
196,197,197,Mike Hulbert,20,1316
197,198,198,Fulton Allem,26,1340
198,T199,T199,Michael Muehr,27,1343
199,T199,T199,Gary Nicklaus,26,1343
200,201,201,Scott Simpson,25,1354
201,202,202,Jerry Smith,33,1409
