,Tenth_Tee_Late_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Scoring_Average_ROUNDS,Tenth_Tee_Late_Scoring_Average_AVG,Tenth_Tee_Late_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Scoring_Average_TOTAL 10TH TEE LATE RNDS.
83,T84,T84,Graham DeLaet,80,70.92,922,13
84,T84,T84,"Ted Potter, Jr.",68,70.92,851,12
85,T86,T86,Luke Guthrie,85,70.93,1064,15
86,T86,T86,Ben Martin,80,70.93,1064,15
87,88,88,Robert Allenby,83,70.94,1206,17
88,T89,T89,John Huh,87,70.95,1348,19
89,T89,T89,Brian Stuard,91,70.95,1348,19
90,T91,T91,Briny Baird,50,71.0,426,6
91,T91,T91,Ben Crane,81,71.0,1136,16
92,T91,T91,James Driscoll,71,71.0,1065,15
93,T91,T91,Danny Lee,84,71.0,1278,18
94,T91,T91,Davis Love III,74,71.0,639,9
95,T91,T91,John Merrick,87,71.0,1207,17
96,T91,T91,Jim Renner,61,71.0,852,12
97,T91,T91,Tyrone Van Aswegen,79,71.0,1278,18
98,99,99,Stuart Appleby,92,71.05,1421,20
99,100,100,Jeff Overton,80,71.07,1066,15
100,T101,T101,Bud Cauley,56,71.08,853,12
101,T101,T101,Wes Roach,67,71.08,853,12
102,T103,T103,William McGirt,96,71.13,1067,15
103,T103,T103,Webb Simpson,87,71.13,569,8
104,105,105,Robert Streb,75,71.15,925,13
105,106,106,Matt Jones,83,71.16,1352,19
106,107,107,Phil Mickelson,71,71.2,356,5
107,108,108,Paul Casey,56,71.22,641,9
108,109,109,Brendan Steele,89,71.25,855,12
109,110,110,Jeff Maggert,54,71.27,784,11
110,T111,T111,David Hearn,97,71.29,1212,17
111,T111,T111,Cameron Tringale,111,71.29,1212,17
112,T113,T113,Andres Romero,81,71.31,927,13
113,T113,T113,Mark Wilson,69,71.31,927,13
114,T115,T115,Luke Donald,57,71.33,428,6
115,T115,T115,Chris Kirk,105,71.33,1284,18
116,117,117,Bronson La'Cassie,51,71.38,928,13
117,T118,T118,Spencer Levin,59,71.4,714,10
118,T118,T118,Graeme McDowell,66,71.4,357,5
119,120,120,Will MacKenzie,82,71.41,1571,22
120,T121,T121,Brian Davis,93,71.43,2000,28
121,T121,T121,Billy Hurley III,86,71.43,1000,14
122,123,123,Stewart Cink,91,71.44,1143,16
123,T124,T124,Ken Duke,80,71.47,1215,17
124,T124,T124,Kyle Stanley,87,71.47,1215,17
125,126,126,Pat Perez,84,71.5,1287,18
126,127,127,Nick Watney,80,71.53,1359,19
127,128,128,Steven Bowditch,93,71.54,1860,26
128,129,129,Andrew Loupe,65,71.55,787,11
129,130,130,Ian Poulter,57,71.57,501,7
130,131,131,Retief Goosen,94,71.59,1217,17
131,132,132,Vijay Singh,83,71.61,1289,18
132,T133,T133,Erik Compton,88,71.62,931,13
133,T133,T133,Ernie Els,85,71.62,931,13
134,T133,T133,Geoff Ogilvy,84,71.62,1504,21
135,136,136,Martin Laird,66,71.64,788,11
136,137,137,Brian Gay,81,71.67,1075,15
137,T138,T138,Martin Flores,85,71.73,1578,22
138,T138,T138,John Peterson,62,71.73,1076,15
139,140,140,Chesson Hadley,84,71.78,1292,18
140,141,141,Rickie Fowler,91,71.8,359,5
141,142,142,Troy Matteson,62,71.81,1149,16
142,143,143,Willy Wilcox,51,71.83,862,12
143,T144,T144,Chad Collins,78,71.88,1222,17
144,T144,T144,Ryo Ishikawa,75,71.88,575,8
145,T144,T144,Louis Oosthuizen,50,71.88,575,8
146,T144,T144,Scott Stallings,77,71.88,1222,17
147,T144,T144,David Toms,64,71.88,575,8
148,T144,T144,Mike Weir,69,71.88,1222,17
149,150,150,Nicholas Thompson,85,71.93,1007,14
150,T151,T151,Aaron Baddeley,74,71.94,1151,16
151,T151,T151,Greg Chalmers,85,71.94,1151,16
152,T151,T151,Richard Lee,80,71.94,1223,17
153,154,154,Rory Sabbatini,82,72.0,1008,14
154,155,155,Russell Henley,92,72.05,1441,20
155,156,156,K.J. Choi,80,72.08,865,12
156,157,157,Brooks Koepka,56,72.14,505,7
157,158,158,J.B. Holmes,86,72.17,866,12
158,T159,T159,Gonzalo Fernandez-Castaño,83,72.2,722,10
159,T159,T159,Lee Westwood,57,72.2,361,5
160,161,161,Jonas Blixt,64,72.25,867,12
161,162,162,David Lingmerth,80,72.44,1159,16
162,163,163,D.A. Points,75,72.56,1161,16
163,164,164,J.J. Henry,91,72.57,1016,14
164,165,165,Sangmoon Bae,76,72.58,1379,19
165,166,166,Ben Curtis,77,72.61,1307,18
166,167,167,D.H. Lee,54,72.64,1017,14
167,168,168,Tommy Gainey,73,72.8,1092,15
168,T169,T169,Hudson Swafford,75,72.82,1238,17
169,T169,T169,Kevin Tway,64,72.82,801,11
170,171,171,Michael Thompson,74,72.85,947,13
171,172,172,Charlie Beljan,76,72.87,1093,15
172,173,173,Kevin Streelman,79,72.89,1385,19
173,174,174,Dustin Johnson,58,73.0,146,2
174,175,175,Derek Ernst,80,73.05,1388,19
175,176,176,Lucas Glover,68,73.06,1315,18
176,177,177,John Rollins,84,73.27,1612,22
