,Bounce_Back_RANK THIS WEEK,Bounce_Back_RANK LAST WEEK,Bounce_Back_PLAYER NAME,Bounce_Back_ROUNDS,Bounce_Back_%
61,T61,T61,Charley Hoffman,93,20.8
62,63,63,Martin Flores,85,20.75
63,64,64,Adam Scott,68,20.73
64,65,65,Lee Westwood,57,20.69
65,66,66,Jim Herman,62,20.67
66,67,67,Marc Leishman,81,20.61
67,T68,T68,Danny Lee,84,20.59
68,T68,T68,Ben Martin,80,20.59
69,70,70,Davis Love III,74,20.54
70,T71,T71,Brian Harman,111,20.47
71,T71,T71,Kevin Stadler,90,20.47
72,73,73,Aaron Baddeley,74,20.36
73,T74,T74,David Lingmerth,80,20.33
74,T74,T74,John Peterson,62,20.33
75,76,76,Russell Henley,92,20.32
76,77,77,Daniel Summerhays,98,20.31
77,78,78,Zach Johnson,97,20.25
78,79,79,Ian Poulter,57,20.24
79,80,80,Jeff Overton,80,20.09
80,T81,T81,Kevin Chappell,100,20.0
81,T81,T81,Sergio Garcia,61,20.0
82,T81,T81,Scott Langley,95,20.0
83,T81,T81,Jamie Lovemark,64,20.0
84,T81,T81,Jim Renner,61,20.0
85,86,86,Chris Kirk,105,19.93
86,87,87,David Toms,64,19.86
87,88,88,James Hahn,82,19.84
88,89,89,Andrew Svoboda,77,19.8
89,90,90,Derek Ernst,80,19.78
90,91,91,Briny Baird,50,19.75
91,92,92,Kevin Na,94,19.74
92,93,93,James Driscoll,71,19.67
93,94,94,Ricky Barnes,92,19.65
94,95,95,Nicholas Thompson,85,19.63
95,96,96,K.J. Choi,80,19.59
96,97,97,David Hearn,97,19.41
97,98,98,Scott Brown,100,19.34
98,99,99,Camilo Villegas,95,19.32
99,100,100,John Huh,87,19.25
100,101,101,Chris Stroud,88,19.2
101,102,102,Brendan Steele,89,19.15
102,103,103,Ryan Moore,86,19.13
103,104,104,Matt Jones,83,19.03
104,105,105,Russell Knox,92,18.98
105,106,106,Jason Dufner,57,18.97
106,107,107,Chesson Hadley,84,18.86
107,108,108,Vijay Singh,83,18.85
108,109,109,Hudson Swafford,75,18.78
109,110,110,Stuart Appleby,92,18.7
110,111,111,Ben Crane,81,18.67
111,112,112,Hideki Matsuyama,82,18.64
112,T113,T113,Keegan Bradley,89,18.6
113,T113,T113,Mike Weir,69,18.6
114,115,115,Louis Oosthuizen,50,18.59
115,116,116,Justin Hicks,103,18.5
116,117,117,Brandt Snedeker,89,18.47
117,118,118,Hunter Mahan,88,18.44
118,119,119,Dustin Johnson,58,18.38
119,120,120,Webb Simpson,87,18.33
120,121,121,Chad Collins,78,18.3
121,122,122,Stewart Cink,91,18.28
122,123,123,Troy Matteson,62,18.23
123,T124,T124,Sangmoon Bae,76,18.18
124,T124,T124,Matt Every,85,18.18
125,126,126,Josh Teater,90,18.15
126,T127,T127,Bill Haas,107,17.94
127,T127,T127,John Merrick,87,17.94
128,129,129,Will MacKenzie,82,17.92
129,130,130,Billy Hurley III,86,17.89
130,131,131,Jason Bohn,81,17.75
131,132,132,Bronson La'Cassie,51,17.69
132,133,133,Kyle Stanley,87,17.67
133,134,134,Scott Stallings,77,17.58
134,135,135,Greg Chalmers,85,17.57
135,T136,T136,Patrick Reed,92,17.49
136,T136,T136,Tim Wilkinson,86,17.49
137,T138,T138,Rory Sabbatini,82,17.39
138,T138,T138,Heath Slocum,71,17.39
139,140,140,Brice Garnett,92,17.34
140,141,141,Tommy Gainey,73,17.3
141,142,142,Pat Perez,84,17.09
142,T143,T143,Richard Lee,80,16.96
143,T143,T143,Sean O'Hair,77,16.96
144,145,145,D.A. Points,75,16.94
145,146,146,Robert Streb,75,16.91
146,147,147,Ben Curtis,77,16.89
147,148,148,Charlie Wi,72,16.83
148,149,149,Tim Clark,75,16.75
149,T150,T150,Michael Putnam,106,16.67
150,T150,T150,Shawn Stefani,60,16.67
151,152,152,Matt Kuchar,91,16.59
152,153,153,Jonas Blixt,64,16.57
153,154,154,Justin Leonard,75,16.36
154,155,155,"Ted Potter, Jr.",68,16.28
155,156,156,Mark Wilson,69,16.11
156,157,157,Y.E. Yang,79,15.92
157,158,158,Brendon de Jonge,109,15.87
158,T159,T159,Jason Day,54,15.79
159,T159,T159,Ernie Els,85,15.79
160,161,161,Wes Roach,67,15.58
161,162,162,Roberto Castro,76,15.55
162,163,163,D.H. Lee,54,15.53
163,164,164,William McGirt,96,15.5
164,165,165,Jhonattan Vegas,77,15.2
165,166,166,Johnson Wagner,69,14.84
166,167,167,Trevor Immelman,84,14.52
167,168,168,Lucas Glover,68,14.47
168,169,169,Bryce Molder,77,14.29
169,T170,T170,Brian Gay,81,14.22
170,T170,T170,J.J. Henry,91,14.22
171,172,172,Erik Compton,88,14.12
172,173,173,Freddie Jacobson,91,14.11
173,174,174,Kevin Tway,64,13.88
174,175,175,Spencer Levin,59,13.86
175,176,176,Chad Campbell,57,11.02
176,177,177,John Rollins,84,9.62
