,Birdie_or_Better_Percentage_-__125_yard_RANK THIS WEEK,Birdie_or_Better_Percentage_-__125_yard_RANK LAST WEEK,Birdie_or_Better_Percentage_-__125_yard_PLAYER NAME,Birdie_or_Better_Percentage_-__125_yard_ROUNDS,Birdie_or_Better_Percentage_-__125_yard_%,Birdie_or_Better_Percentage_-__125_yard_TOTAL BIRDIES,Birdie_or_Better_Percentage_-__125_yard_TOTAL HOLES
109,110,110,Russell Knox,92,21.67,70,323
110,111,111,Bud Cauley,56,21.54,42,195
111,112,112,Daniel Summerhays,98,21.47,67,312
112,113,113,Freddie Jacobson,91,21.36,69,323
113,114,114,Heath Slocum,71,21.24,48,226
114,115,115,Graham DeLaet,80,21.21,49,231
115,116,116,Bill Haas,107,21.17,65,307
116,117,117,Troy Merritt,62,21.1,50,237
117,118,118,Nicholas Thompson,85,21.07,51,242
118,119,119,Patrick Reed,92,21.05,72,342
119,120,120,J.J. Henry,91,21.01,58,276
120,T121,T121,Chad Collins,78,20.98,47,224
121,T121,T121,Sergio Garcia,61,20.98,30,143
122,123,123,Shawn Stefani,60,20.95,44,210
123,124,124,Hudson Swafford,75,20.92,41,196
124,T125,T125,Ricky Barnes,92,20.91,55,263
125,T125,T125,Jeff Overton,80,20.91,55,263
126,127,127,J.B. Holmes,86,20.9,70,335
127,128,128,Kevin Stadler,90,20.85,54,259
128,129,129,Retief Goosen,94,20.81,62,298
129,130,130,Billy Horschel,92,20.75,55,265
130,131,131,Spencer Levin,59,20.69,36,174
131,132,132,Brice Garnett,92,20.68,61,295
132,133,133,Michael Thompson,74,20.66,50,242
133,134,134,"Ted Potter, Jr.",68,20.63,46,223
134,135,135,Steven Bowditch,93,20.6,62,301
135,136,136,Ben Crane,81,20.57,58,282
136,137,137,Morgan Hoffmann,103,20.41,80,392
137,138,138,Robert Garrigus,80,20.33,50,246
138,139,139,Josh Teater,90,20.29,56,276
139,T140,T140,Charley Hoffman,93,20.25,66,326
140,T140,T140,Brooks Koepka,56,20.25,32,158
141,142,142,James Driscoll,71,20.22,37,183
142,T143,T143,Brian Gay,81,20.0,51,255
143,T143,T143,Jason Kokrak,65,20.0,42,210
144,T143,T143,Davis Love III,74,20.0,46,230
145,T143,T143,Lee Westwood,57,20.0,27,135
146,147,147,Erik Compton,88,19.85,54,272
147,148,148,Tyrone Van Aswegen,79,19.83,48,242
148,149,149,Gonzalo Fernandez-Castaño,83,19.82,44,222
149,150,150,Dustin Johnson,58,19.68,37,188
150,151,151,Bo Van Pelt,83,19.62,52,265
151,152,152,John Huh,87,19.44,42,216
152,153,153,Bronson La'Cassie,51,19.18,28,146
153,154,154,James Hahn,82,19.05,48,252
154,155,155,John Senden,99,18.98,52,274
155,156,156,D.A. Points,75,18.78,40,213
156,T157,T157,Charlie Beljan,76,18.75,57,304
157,T157,T157,Mike Weir,69,18.75,36,192
158,159,159,Trevor Immelman,84,18.6,45,242
159,160,160,Sean O'Hair,77,18.55,51,275
160,161,161,D.H. Lee,54,18.35,29,158
161,162,162,Mark Wilson,69,18.31,39,213
162,163,163,Johnson Wagner,69,18.23,33,181
163,164,164,Roberto Castro,76,18.15,47,259
164,165,165,Kyle Stanley,87,17.76,46,259
165,166,166,Jamie Lovemark,64,17.73,36,203
166,167,167,Briny Baird,50,17.61,31,176
167,168,168,Wes Roach,67,17.59,38,216
168,169,169,Scott Stallings,77,17.23,41,238
169,170,170,John Peterson,62,17.07,35,205
170,171,171,Matt Jones,83,17.06,36,211
171,172,172,Ernie Els,85,17.02,40,235
172,173,173,Martin Kaymer,65,16.25,26,160
173,174,174,Lucas Glover,68,15.51,29,187
174,175,175,Willy Wilcox,51,14.88,18,121
175,176,176,Derek Ernst,80,14.09,31,220
176,177,177,Kevin Tway,64,14.02,23,164
