,Bogey_Average_RANK THIS WEEK,Bogey_Average_RANK LAST WEEK,Bogey_Average_PLAYER NAME,Bogey_Average_EVENTS,Bogey_Average_AVERAGE BOGEYS PER ROUND,Bogey_Average_TOTAL BOGEYS,Bogey_Average_ROUNDS PLAYED
152,T153,T153,Briny Baird,17,3.06,153,50
153,T153,T153,Lucas Glover,26,3.06,202,66
154,T153,T153,Chesson Hadley,29,3.06,257,84
155,156,156,Roberto Castro,27,3.07,227,74
156,157,157,Russell Henley,29,3.08,283,92
157,T158,T158,Ángel Cabrera,23,3.09,213,69
158,T158,T158,David Lingmerth,26,3.09,235,76
159,T158,T158,Troy Matteson,23,3.09,179,58
160,T158,T158,Mike Weir,25,3.09,201,65
161,T162,T162,D.A. Points,27,3.12,228,73
162,T162,T162,Kevin Streelman,24,3.12,243,78
163,164,164,James Hahn,27,3.13,250,80
164,165,165,Jason Dufner,17,3.15,170,54
165,166,166,D.H. Lee,20,3.16,158,50
166,167,167,Mark Wilson,25,3.18,207,65
167,168,168,Kyle Stanley,28,3.19,265,83
168,169,169,Nicholas Thompson,30,3.2,259,81
169,170,170,Kevin Tway,23,3.22,193,60
170,T171,T171,Woody Austin,22,3.24,191,59
171,T171,T171,Louis Oosthuizen,16,3.24,149,46
172,173,173,Andrew Loupe,22,3.26,199,61
173,174,174,Tommy Gainey,26,3.29,227,69
174,175,175,Derek Ernst,28,3.3,251,76
175,176,176,James Driscoll,25,3.32,236,71
176,177,177,Jim Renner,25,3.64,215,59
