,First_Tee_Early_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Scoring_Average_PLAYER NAME,First_Tee_Early_Scoring_Average_ROUNDS,First_Tee_Early_Scoring_Average_AVG,First_Tee_Early_Scoring_Average_TOTAL STROKES,First_Tee_Early_Scoring_Average_TOT. EARLY RDS.(1ST TEE)
66,T67,T67,Pat Perez,84,70.67,1696,24
67,T67,T67,Webb Simpson,87,70.67,1908,27
68,T67,T67,Heath Slocum,71,70.67,1908,27
69,T70,T70,Jonathan Byrd,76,70.68,1343,19
70,T70,T70,Brian Harman,111,70.68,2615,37
71,T70,T70,Justin Leonard,75,70.68,1555,22
72,T70,T70,Troy Merritt,62,70.68,1343,19
73,T74,T74,Martin Flores,85,70.69,2050,29
74,T74,T74,Brice Garnett,92,70.69,2050,29
75,T76,T76,Steven Bowditch,93,70.7,2333,33
76,T76,T76,Stewart Cink,91,70.7,2333,33
77,T76,T76,J.J. Henry,91,70.7,2121,30
78,79,79,Tim Wilkinson,86,70.71,1485,21
79,T80,T80,Matt Every,85,70.74,2193,31
80,T80,T80,Kevin Streelman,79,70.74,1627,23
81,82,82,Brandt Snedeker,89,70.76,1486,21
82,83,83,Jerry Kelly,80,70.77,2123,30
83,84,84,Ben Curtis,77,70.78,1628,23
84,85,85,Hideki Matsuyama,82,70.81,1841,26
85,86,86,K.J. Choi,80,70.82,1983,28
86,87,87,Ben Crane,81,70.83,1629,23
87,T88,T88,Robert Garrigus,80,70.84,1771,25
88,T88,T88,Chesson Hadley,84,70.84,1771,25
89,T88,T88,Vijay Singh,83,70.84,2267,32
90,91,91,Scott Brown,100,70.85,2763,39
91,92,92,Jordan Spieth,102,70.86,992,14
92,93,93,Tyrone Van Aswegen,79,70.88,1772,25
93,94,94,Robert Allenby,83,70.89,1914,27
94,T95,T95,Ángel Cabrera,69,70.9,1418,20
95,T95,T95,Rickie Fowler,91,70.9,1489,21
96,T95,T95,J.B. Holmes,86,70.9,1418,20
97,T98,T98,Jim Furyk,84,70.92,851,12
98,T98,T98,Kevin Stadler,90,70.92,2695,38
99,T100,T100,Ernie Els,85,70.93,1986,28
100,T100,T100,Matt Jones,83,70.93,2057,29
101,T100,T100,Michael Putnam,106,70.93,2057,29
102,T100,T100,Bo Van Pelt,83,70.93,2057,29
103,104,104,Ben Martin,80,70.95,1561,22
104,105,105,Hunter Mahan,88,70.96,1987,28
105,T106,T106,Graham DeLaet,80,71.0,1633,23
106,T106,T106,"Ted Potter, Jr.",68,71.0,1633,23
107,108,108,Josh Teater,90,71.03,2060,29
108,109,109,Brian Gay,81,71.04,1989,28
109,T110,T110,John Huh,87,71.06,2487,35
110,T110,T110,Carl Pettersson,91,71.06,2203,31
111,T110,T110,Johnson Wagner,69,71.06,1208,17
112,T113,T113,Jamie Lovemark,64,71.07,1066,15
113,T113,T113,Sean O'Hair,77,71.07,1990,28
114,T115,T115,Greg Chalmers,85,71.09,1564,22
115,T115,T115,Billy Horschel,92,71.09,2346,33
116,117,117,Trevor Immelman,84,71.12,2347,33
117,118,118,Charlie Beljan,76,71.13,1138,16
118,119,119,Chad Collins,78,71.14,1494,21
119,T120,T120,Brendon de Jonge,109,71.17,2989,42
120,T120,T120,Zach Johnson,97,71.17,1637,23
121,T122,T122,Chad Campbell,57,71.18,783,11
122,T122,T122,Luke Donald,57,71.18,1566,22
123,T124,T124,Tim Clark,75,71.19,1851,26
124,T124,T124,Martin Laird,66,71.19,1851,26
125,126,126,Rory Sabbatini,82,71.23,1852,26
126,127,127,Justin Hicks,103,71.28,3065,43
127,T128,T128,Jason Day,54,71.29,499,7
128,T128,T128,Morgan Hoffmann,103,71.29,1711,24
129,T128,T128,Louis Oosthuizen,50,71.29,1212,17
130,131,131,Brian Davis,93,71.31,2496,35
131,132,132,Richard Lee,80,71.32,1569,22
132,133,133,Jason Bohn,81,71.35,1641,23
133,134,134,Wes Roach,67,71.38,1713,24
134,135,135,John Merrick,87,71.4,2142,30
135,136,136,Mark Wilson,69,71.42,1357,19
136,137,137,Shawn Stefani,60,71.44,1786,25
137,138,138,Spencer Levin,59,71.45,1429,20
138,139,139,Jeff Maggert,54,71.46,929,13
139,140,140,Tommy Gainey,73,71.47,1215,17
140,141,141,Russell Henley,92,71.49,2502,35
141,T142,T142,Robert Streb,75,71.5,1287,18
142,T142,T142,Lee Westwood,57,71.5,1287,18
143,144,144,Woody Austin,63,71.55,1574,22
144,145,145,James Driscoll,71,71.57,1646,23
145,146,146,David Lingmerth,80,71.58,1861,26
146,T147,T147,Bronson La'Cassie,51,71.65,1218,17
147,T147,T147,Nick Watney,80,71.65,1863,26
148,149,149,John Rollins,84,71.66,2078,29
149,150,150,John Peterson,62,71.67,1290,18
150,151,151,Chris Stroud,88,71.7,1936,27
151,152,152,Willy Wilcox,51,71.71,1004,14
152,153,153,Jonas Blixt,64,71.73,1578,22
153,154,154,Geoff Ogilvy,84,71.74,2224,31
154,155,155,Ian Poulter,57,71.8,1436,20
155,156,156,Scott Stallings,77,71.85,1940,27
156,157,157,Freddie Jacobson,91,71.9,2085,29
157,158,158,James Hahn,82,71.94,1295,18
158,T159,T159,Briny Baird,50,72.0,1368,19
159,T159,T159,Gonzalo Fernandez-Castaño,83,72.0,2088,29
160,T159,T159,Y.E. Yang,79,72.0,1944,27
161,162,162,Davis Love III,74,72.04,1801,25
162,163,163,Nicholas Thompson,85,72.05,1585,22
163,T164,T164,Jason Dufner,57,72.07,1081,15
164,T164,T164,Mike Weir,69,72.07,1081,15
165,166,166,Jim Herman,62,72.11,1370,19
166,167,167,Martin Kaymer,65,72.18,1227,17
167,168,168,Lucas Glover,68,72.21,1372,19
168,169,169,Derek Ernst,80,72.26,1951,27
169,T170,T170,D.H. Lee,54,72.3,1446,20
170,T170,T170,Kyle Stanley,87,72.3,2169,30
171,172,172,Roberto Castro,76,72.32,1808,25
172,173,173,Troy Matteson,62,72.33,1302,18
173,174,174,Kevin Tway,64,72.63,1380,19
174,175,175,D.A. Points,75,72.73,1891,26
175,176,176,Boo Weekley,73,72.74,2255,31
176,177,177,Jim Renner,61,73.0,1168,16
