,Final_Round_Performance_RANK THIS WEEK,Final_Round_Performance_RANK LAST WEEK,Final_Round_Performance_PLAYER NAME,Final_Round_Performance_EVENTS,Final_Round_Performance_%
102,T87,T87,Daniel Summerhays,27,50.0
103,T87,T87,Josh Teater,28,50.0
104,T87,T87,Boo Weekley,24,50.0
105,T106,T106,Brendon de Jonge,31,47.83
106,T106,T106,Brian Harman,32,47.83
107,108,108,Ryan Moore,24,47.37
108,109,109,Pat Perez,25,47.06
109,110,110,Rory Sabbatini,26,46.67
110,T111,T111,Ken Duke,25,46.15
111,T111,T111,Martin Laird,20,46.15
112,T111,T111,Danny Lee,28,46.15
113,T114,T114,Derek Ernst,28,45.45
114,T114,T114,Tommy Gainey,26,45.45
115,T114,T114,Wes Roach,22,45.45
116,T114,T114,Heath Slocum,23,45.45
117,T114,T114,Gary Woodland,25,45.45
118,T114,T114,Y.E. Yang,28,45.45
119,120,120,Russell Knox,26,45.0
120,T121,T121,Scott Langley,29,44.44
121,T121,T121,William McGirt,29,44.44
122,T121,T121,John Merrick,25,44.44
123,T121,T121,Mike Weir,25,44.44
124,T125,T125,Vijay Singh,25,43.75
125,T125,T125,Robert Streb,21,43.75
126,T127,T127,Lucas Glover,26,42.86
127,T127,T127,Bronson La'Cassie,18,42.86
128,T127,T127,D.H. Lee,20,42.86
129,T127,T127,David Lingmerth,26,42.86
130,T127,T127,Phil Mickelson,21,42.86
131,T132,T132,Aaron Baddeley,24,41.67
132,T132,T132,Ian Poulter,17,41.67
133,T134,T134,Gonzalo Fernandez-Castaño,25,41.18
134,T134,T134,Tim Wilkinson,25,41.18
135,T136,T136,Greg Chalmers,27,40.0
136,T136,T136,Robert Garrigus,25,40.0
137,T136,T136,Retief Goosen,26,40.0
138,T136,T136,Justin Leonard,22,40.0
139,T140,T140,Scott Brown,30,38.89
140,T140,T140,Freddie Jacobson,27,38.89
141,142,142,Jason Kokrak,19,38.46
142,T143,T143,Graham DeLaet,24,37.5
143,T143,T143,Matt Jones,25,37.5
144,T143,T143,Mark Wilson,25,37.5
145,T146,T146,Keegan Bradley,26,36.84
146,T146,T146,J.B. Holmes,24,36.84
147,T148,T148,James Driscoll,25,36.36
148,T148,T148,D.A. Points,27,36.36
149,T150,T150,Jonathan Byrd,24,35.71
150,T150,T150,Brian Gay,26,35.71
151,T150,T150,Martin Kaymer,19,35.71
152,T150,T150,Bryce Molder,25,35.71
153,T150,T150,Andrew Svoboda,24,35.71
154,T150,T150,Nick Watney,25,35.71
155,156,156,Kevin Stadler,26,35.0
156,T157,T157,Spencer Levin,20,33.33
157,T157,T157,"Ted Potter, Jr.",24,33.33
158,T157,T157,Kyle Stanley,28,33.33
159,T157,T157,Jhonattan Vegas,23,33.33
160,T161,T161,Brice Garnett,28,31.25
161,T161,T161,Bo Van Pelt,25,31.25
162,T163,T163,Sean O'Hair,25,30.77
163,T163,T163,John Rollins,28,30.77
164,165,165,Jamie Lovemark,20,30.0
165,T166,T166,Brad Fritsch,18,28.57
166,T166,T166,Davis Love III,22,28.57
167,168,168,Michael Thompson,22,26.67
168,169,169,Morgan Hoffmann,32,26.32
169,T170,T170,Ben Crane,25,25.0
170,T170,T170,Willy Wilcox,16,25.0
171,T172,T172,Woody Austin,22,22.22
172,T172,T172,Bud Cauley,19,22.22
173,T172,T172,Louis Oosthuizen,16,22.22
174,175,175,Jim Renner,25,16.67
175,176,176,Briny Baird,17,12.5
176,177,177,Jim Herman,21,10.0
