,First_Tee_Late_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Scoring_Average_PLAYER NAME,First_Tee_Late_Scoring_Average_ROUNDS,First_Tee_Late_Scoring_Average_AVG,First_Tee_Late_Scoring_Average_TOTAL STROKES,First_Tee_Late_Scoring_Average_TOTAL 1ST TEE LATE ROUNDS
146,T147,T147,Jonas Blixt,64,71.67,1075,15
147,T147,T147,Bronson La'Cassie,51,71.67,645,9
148,T147,T147,Heath Slocum,71,71.67,1075,15
149,T147,T147,Hudson Swafford,75,71.67,1290,18
150,T151,T151,Stewart Cink,91,71.7,1936,27
151,T151,T151,Gonzalo Fernandez-Castaño,83,71.7,1936,27
152,T151,T151,Andrew Loupe,65,71.7,1434,20
153,154,154,Johnson Wagner,69,71.76,1220,17
154,155,155,Nicholas Thompson,85,71.79,1723,24
155,156,156,Josh Teater,90,71.82,1580,22
156,157,157,K.J. Choi,80,71.83,1652,23
157,158,158,Sean O'Hair,77,71.88,1150,16
158,159,159,Lucas Glover,68,71.93,1007,14
159,160,160,John Huh,87,71.94,1151,16
160,161,161,James Driscoll,71,71.95,1367,19
161,162,162,James Hahn,82,71.96,1727,24
162,163,163,Jim Renner,61,72.0,1296,18
163,T164,T164,D.A. Points,75,72.06,1153,16
164,T164,T164,Mark Wilson,69,72.06,1153,16
165,166,166,John Merrick,87,72.13,1082,15
166,167,167,Patrick Reed,92,72.14,2669,37
167,168,168,Brendon de Jonge,109,72.17,2093,29
168,169,169,Derek Ernst,80,72.25,1156,16
169,T170,T170,Brad Fritsch,50,72.29,1229,17
170,T170,T170,Scott Stallings,77,72.29,1229,17
171,172,172,Michael Thompson,74,72.37,1375,19
172,173,173,Ben Curtis,77,72.44,1159,16
173,174,174,Roberto Castro,76,72.5,1160,16
174,175,175,Trevor Immelman,84,72.89,1385,19
175,176,176,Y.E. Yang,79,73.07,1096,15
176,177,177,Woody Austin,63,73.64,810,11
