,Birdie_or_Better_Percentage_-_Left_Rough_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Left_Rough_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Left_Rough_PLAYER NAME,Birdie_or_Better_Percentage_-_Left_Rough_ROUNDS,Birdie_or_Better_Percentage_-_Left_Rough_%,Birdie_or_Better_Percentage_-_Left_Rough_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Left_Rough_TOTAL HOLES
51,T49,T49,Andrew Loupe,65,16.0,16,100
52,53,53,Kevin Na,94,15.86,23,145
53,54,54,Ben Martin,80,15.69,16,102
54,55,55,Justin Rose,70,15.66,13,83
55,56,56,Jim Renner,61,15.65,18,115
56,T57,T57,Trevor Immelman,84,15.63,15,96
57,T57,T57,Hunter Mahan,88,15.63,15,96
58,59,59,Davis Love III,74,15.5,20,129
59,60,60,Troy Matteson,62,15.46,15,97
60,61,61,Patrick Reed,92,15.44,23,149
61,T62,T62,Sergio Garcia,61,15.38,10,65
62,T62,T62,Jeff Overton,80,15.38,22,143
63,64,64,Brandt Snedeker,89,15.32,17,111
64,65,65,J.B. Holmes,86,15.24,25,164
65,66,66,Harris English,95,15.22,21,138
66,67,67,Rickie Fowler,91,15.15,15,99
67,68,68,John Rollins,84,15.13,18,119
68,69,69,John Senden,99,15.08,19,126
69,70,70,Vijay Singh,83,15.04,20,133
70,71,71,Chesson Hadley,84,15.03,23,153
71,T72,T72,Nick Watney,80,15.0,12,80
72,T72,T72,Willy Wilcox,51,15.0,12,80
73,74,74,Camilo Villegas,95,14.91,24,161
74,75,75,Roberto Castro,76,14.56,15,103
75,76,76,Josh Teater,90,14.52,18,124
76,77,77,Gary Woodland,93,14.49,20,138
77,78,78,Jonas Blixt,64,14.44,13,90
78,T79,T79,Woody Austin,63,14.41,17,118
79,T79,T79,Kyle Stanley,87,14.41,16,111
80,81,81,Seung-Yul Noh,92,14.4,18,125
81,82,82,Chris Kirk,105,14.39,20,139
82,T83,T83,Kevin Chappell,100,14.29,17,119
83,T83,T83,Retief Goosen,94,14.29,22,154
84,T83,T83,Sean O'Hair,77,14.29,20,140
85,T83,T83,Michael Putnam,106,14.29,24,168
86,87,87,Matt Kuchar,91,14.17,18,127
87,88,88,Scott Langley,95,14.16,16,113
88,89,89,Luke Donald,57,14.1,11,78
89,90,90,Ryo Ishikawa,75,14.09,21,149
90,91,91,Luke Guthrie,85,14.07,19,135
91,92,92,J.J. Henry,91,13.97,19,136
92,93,93,Lucas Glover,68,13.89,10,72
93,94,94,Adam Scott,68,13.79,12,87
94,95,95,Ricky Barnes,92,13.77,23,167
95,T96,T96,Jason Day,54,13.64,9,66
96,T96,T96,Graeme McDowell,66,13.64,9,66
97,T96,T96,William McGirt,96,13.64,21,154
98,99,99,Brendan Steele,89,13.6,17,125
99,100,100,Bronson La'Cassie,51,13.58,11,81
100,101,101,Brian Stuard,91,13.56,16,118
101,102,102,Heath Slocum,71,13.54,13,96
102,103,103,Brian Gay,81,13.49,17,126
103,104,104,Brian Davis,93,13.42,20,149
104,105,105,Charlie Wi,72,13.33,14,105
105,106,106,Chris Stroud,88,13.04,15,115
106,T107,T107,Pat Perez,84,13.01,16,123
107,T107,T107,Brendon Todd,108,13.01,19,146
108,109,109,Freddie Jacobson,91,12.95,18,139
109,110,110,Russell Knox,92,12.93,15,116
110,111,111,Tim Wilkinson,86,12.9,16,124
111,112,112,Stewart Cink,91,12.77,18,141
112,113,113,Billy Horschel,92,12.73,14,110
113,114,114,Jordan Spieth,102,12.69,17,134
114,115,115,Robert Streb,75,12.68,18,142
115,116,116,Danny Lee,84,12.61,15,119
116,117,117,David Lingmerth,80,12.6,16,127
117,118,118,Stuart Appleby,92,12.59,18,143
118,T119,T119,Keegan Bradley,89,12.5,15,120
119,T119,T119,Webb Simpson,87,12.5,18,144
120,T121,T121,Ernie Els,85,12.28,14,114
121,T121,T121,Justin Hicks,103,12.28,14,114
122,123,123,Bryce Molder,77,12.2,10,82
123,124,124,Johnson Wagner,69,12.17,14,115
124,T125,T125,Robert Allenby,83,12.12,20,165
125,T125,T125,Jeff Maggert,54,12.12,8,66
126,T125,T125,Louis Oosthuizen,50,12.12,8,66
127,T128,T128,Jason Bohn,81,12.1,15,124
128,T128,T128,Will MacKenzie,82,12.1,15,124
129,130,130,Russell Henley,92,11.94,16,134
130,131,131,Cameron Tringale,111,11.93,21,176
131,132,132,John Peterson,62,11.9,10,84
132,133,133,Ken Duke,80,11.88,12,101
133,T134,T134,Bo Van Pelt,83,11.82,13,110
134,T134,T134,Y.E. Yang,79,11.82,13,110
135,136,136,Jim Herman,62,11.63,10,86
136,137,137,Graham DeLaet,80,11.61,13,112
137,138,138,Tyrone Van Aswegen,79,11.56,17,147
138,139,139,Bill Haas,107,11.43,16,140
139,T140,T140,Ben Crane,81,11.4,13,114
140,T140,T140,Rory Sabbatini,82,11.4,13,114
141,142,142,Brian Harman,111,11.35,21,185
142,143,143,Nicholas Thompson,85,11.32,12,106
143,144,144,Chad Collins,78,11.3,13,115
144,T145,T145,Paul Casey,56,11.11,9,81
145,T145,T145,Gonzalo Fernandez-Castaño,83,11.11,12,108
146,147,147,Brad Fritsch,50,10.94,7,64
147,148,148,D.A. Points,75,10.89,11,101
148,149,149,James Driscoll,71,10.81,16,148
149,150,150,Bud Cauley,56,10.75,10,93
150,151,151,Daniel Summerhays,98,10.64,15,141
151,152,152,Scott Brown,100,10.49,15,143
152,153,153,Andrew Svoboda,77,10.31,10,97
153,154,154,Morgan Hoffmann,103,10.22,19,186
154,155,155,Kevin Streelman,79,10.13,8,79
155,156,156,Ben Curtis,77,10.1,10,99
156,157,157,"Ted Potter, Jr.",68,10.0,9,90
157,158,158,James Hahn,82,9.84,12,122
158,T159,T159,Richard Lee,80,9.52,10,105
159,T159,T159,David Toms,64,9.52,6,63
160,161,161,K.J. Choi,80,9.38,9,96
161,162,162,Erik Compton,88,9.15,14,153
162,163,163,Martin Kaymer,65,8.86,7,79
163,164,164,Kevin Stadler,90,8.7,10,115
164,165,165,John Huh,87,8.47,10,118
165,166,166,Derek Ernst,80,8.25,8,97
166,167,167,Billy Hurley III,86,7.89,9,114
167,T168,T168,Michael Thompson,74,7.69,8,104
168,T168,T168,Mike Weir,69,7.69,8,104
169,170,170,Robert Garrigus,80,7.64,11,144
170,171,171,Scott Stallings,77,7.56,9,119
171,172,172,Spencer Levin,59,7.22,7,97
172,173,173,David Hearn,97,6.32,6,95
173,174,174,Ryan Moore,86,5.13,4,78
174,175,175,Briny Baird,50,4.94,4,81
175,176,176,D.H. Lee,54,4.29,3,70
176,177,177,Justin Leonard,75,3.81,4,105
