,Reverse_Bounce_Back_RANK THIS WEEK,Reverse_Bounce_Back_RANK LAST WEEK,Reverse_Bounce_Back_PLAYER NAME,Reverse_Bounce_Back_ROUNDS,Reverse_Bounce_Back_% UNDER THEN OVER PAR,Reverse_Bounce_Back_TOTAL UNDER THEN OVER PAR,Reverse_Bounce_Back_UNDER PAR
88,89,89,Jhonattan Vegas,77,16.26,40,246
89,90,90,Brian Davis,93,16.4,51,311
90,91,91,Lee Westwood,57,16.42,33,201
91,92,92,Vijay Singh,83,16.47,42,255
92,93,93,Gary Woodland,93,16.51,54,327
93,T94,T94,Michael Thompson,74,16.67,42,252
94,T94,T94,Tyrone Van Aswegen,79,16.67,43,258
95,T94,T94,Nick Watney,80,16.67,42,252
96,97,97,K.J. Choi,80,16.79,44,262
97,98,98,Matt Jones,83,16.85,47,279
98,99,99,Kevin Kisner,85,16.89,51,302
99,100,100,Luke Donald,57,16.94,31,183
100,101,101,Ben Crane,81,16.99,44,259
101,102,102,Tim Clark,75,17.0,42,247
102,103,103,Michael Putnam,106,17.01,57,335
103,104,104,David Toms,64,17.05,37,217
104,105,105,Stuart Appleby,92,17.1,53,310
105,106,106,Will MacKenzie,82,17.13,49,286
106,107,107,Webb Simpson,87,17.15,53,309
107,108,108,Andrew Svoboda,77,17.19,44,256
108,109,109,Woody Austin,63,17.22,31,180
109,110,110,Andres Romero,81,17.23,46,267
110,T111,T111,Jonathan Byrd,76,17.24,40,232
111,T111,T111,Louis Oosthuizen,50,17.24,25,145
112,113,113,Daniel Summerhays,98,17.33,57,329
113,114,114,Jason Bohn,81,17.34,47,271
114,115,115,Brandt Snedeker,89,17.36,50,288
115,116,116,Ricky Barnes,92,17.49,53,303
116,117,117,Patrick Reed,92,17.57,55,313
117,T118,T118,John Huh,87,17.65,45,255
118,T118,T118,Martin Laird,66,17.65,39,221
119,120,120,Chad Collins,78,17.7,40,226
120,121,121,Russell Henley,92,17.74,55,310
121,122,122,David Lingmerth,80,17.77,43,242
122,T123,T123,Harris English,95,17.78,61,343
123,T123,T123,Seung-Yul Noh,92,17.78,56,315
124,125,125,Scott Brown,100,17.85,63,353
125,T126,T126,Roberto Castro,76,17.89,39,218
126,T126,T126,Danny Lee,84,17.89,51,285
127,128,128,Bud Cauley,56,17.93,33,184
128,129,129,Trevor Immelman,84,17.99,43,239
129,130,130,Briny Baird,50,18.12,27,149
130,131,131,Y.E. Yang,79,18.26,42,230
131,132,132,John Rollins,84,18.47,41,222
132,T133,T133,Chesson Hadley,84,18.49,54,292
133,T133,T133,Kyle Stanley,87,18.49,49,265
134,135,135,Ryo Ishikawa,75,18.66,53,284
135,136,136,Martin Flores,85,18.91,52,275
136,137,137,Charlie Wi,72,18.96,40,211
137,138,138,Scott Stallings,77,18.97,44,232
138,139,139,Rory Sabbatini,82,19.03,51,268
139,140,140,Troy Merritt,62,19.12,39,204
140,141,141,Erik Compton,88,19.13,53,277
141,T142,T142,Ken Duke,80,19.35,48,248
142,T142,T142,Johnson Wagner,69,19.35,36,186
143,144,144,Hunter Mahan,88,19.44,56,288
144,T145,T145,John Merrick,87,19.47,51,262
145,T145,T145,Wes Roach,67,19.47,44,226
146,147,147,Willy Wilcox,51,19.48,30,154
147,148,148,Tommy Gainey,73,19.49,46,236
148,149,149,Brooks Koepka,56,19.71,41,208
149,150,150,Nicholas Thompson,85,19.74,46,233
150,151,151,Steven Bowditch,93,19.75,63,319
151,152,152,Robert Garrigus,80,19.8,59,298
152,T153,T153,Sangmoon Bae,76,20.07,55,274
153,T153,T153,Josh Teater,90,20.07,54,269
154,155,155,Jim Herman,62,20.22,36,178
155,156,156,Brian Gay,81,20.34,48,236
156,157,157,Mark Wilson,69,20.48,34,166
157,158,158,J.B. Holmes,86,20.6,62,301
158,159,159,Aaron Baddeley,74,20.92,50,239
159,160,160,Jamie Lovemark,64,21.08,43,204
160,161,161,Bronson La'Cassie,51,21.17,29,137
161,162,162,Geoff Ogilvy,84,21.18,54,255
162,163,163,Brad Fritsch,50,21.21,35,165
163,164,164,Kevin Streelman,79,21.48,58,270
164,165,165,Greg Chalmers,85,21.53,59,274
165,166,166,James Hahn,82,21.54,53,246
166,167,167,Jason Dufner,57,21.58,41,190
167,168,168,Lucas Glover,68,21.74,45,207
168,169,169,Ángel Cabrera,69,21.81,53,243
169,170,170,Henrik Stenson,56,21.84,45,206
170,171,171,Jim Renner,61,21.93,41,187
171,172,172,Robert Streb,75,22.04,54,245
172,173,173,Derek Ernst,80,22.73,50,220
173,174,174,James Driscoll,71,22.81,52,228
174,175,175,Mike Weir,69,22.87,43,188
175,176,176,Ian Poulter,57,23.32,45,193
176,177,177,Kevin Tway,64,23.84,41,172
