,Stroke_Differential_Field_Average_RANK THIS WEEK,Stroke_Differential_Field_Average_RANK LAST WEEK,Stroke_Differential_Field_Average_PLAYER NAME,Stroke_Differential_Field_Average_ROUNDS,Stroke_Differential_Field_Average_STROKE DIFFERENTIAL,Stroke_Differential_Field_Average_PLAYER'S SCORE,Stroke_Differential_Field_Average_FIELD AVERAGE SCORE
49,T50,T50,Brian Harman,111,+.50,70.35,70.85
50,T50,T50,Robert Streb,75,+.50,70.45,70.95
51,T52,T52,Brandt Snedeker,89,+.49,70.91,71.4
52,T52,T52,Kevin Stadler,90,+.49,70.72,71.21
53,T52,T52,Brendan Steele,89,+.49,70.76,71.25
54,T55,T55,Ben Martin,80,+.48,70.71,71.19
55,T55,T55,Cameron Tringale,111,+.48,70.77,71.25
56,57,57,J.B. Holmes,86,+.46,71.23,71.69
57,T58,T58,Ernie Els,85,+.45,71.13,71.58
58,T58,T58,Freddie Jacobson,91,+.45,70.68,71.13
59,T58,T58,Brian Stuard,91,+.45,70.37,70.82
60,T61,T61,Will MacKenzie,82,+.43,70.63,71.06
61,T61,T61,Patrick Reed,92,+.43,70.79,71.22
62,63,63,Nick Watney,80,+.40,71.03,71.43
63,64,64,Shawn Stefani,60,+.39,70.72,71.11
64,T65,T65,Robert Garrigus,80,+.38,70.73,71.11
65,T65,T65,Seung-Yul Noh,92,+.38,70.68,71.06
66,67,67,Carl Pettersson,91,+.36,70.55,70.91
67,T68,T68,Stuart Appleby,92,+.35,70.66,71.01
68,T68,T68,Stewart Cink,91,+.35,71.11,71.46
69,T70,T70,Jason Dufner,57,+.32,71.17,71.49
70,T70,T70,Luke Guthrie,85,+.32,70.52,70.84
71,T72,T72,K.J. Choi,80,+.31,71.26,71.57
72,T72,T72,Scott Langley,95,+.31,70.54,70.85
73,T72,T72,Bo Van Pelt,83,+.31,70.87,71.18
74,T75,T75,David Hearn,97,+.30,70.68,70.98
75,T75,T75,Kevin Kisner,85,+.30,70.65,70.95
76,T77,T77,Andrew Svoboda,77,+.29,70.53,70.82
77,T77,T77,Camilo Villegas,95,+.29,70.58,70.87
78,79,79,Aaron Baddeley,74,+.27,71.14,71.41
79,T80,T80,Matt Every,85,+.25,70.95,71.2
80,T80,T80,Ryo Ishikawa,75,+.25,70.84,71.09
81,T82,T82,Ricky Barnes,92,+.24,70.45,70.69
82,T82,T82,Scott Brown,100,+.24,70.71,70.95
83,T82,T82,Ángel Cabrera,69,+.24,71.04,71.28
84,T82,T82,Erik Compton,88,+.24,71.03,71.27
85,T82,T82,Retief Goosen,94,+.24,70.88,71.12
86,T87,T87,Chad Campbell,57,+.23,70.26,70.49
87,T87,T87,Louis Oosthuizen,50,+.23,71.57,71.8
88,T89,T89,Brendon de Jonge,109,+.22,71.07,71.29
89,T89,T89,Justin Hicks,103,+.22,70.77,70.99
90,91,91,Jeff Overton,80,+.21,70.45,70.66
91,92,92,Matt Jones,83,+.20,71.04,71.24
92,93,93,Tim Wilkinson,86,+.19,70.77,70.96
93,T94,T94,Billy Hurley III,86,+.17,70.72,70.89
94,T94,T94,William McGirt,96,+.17,70.45,70.62
95,T96,T96,Danny Lee,84,+.15,70.68,70.83
96,T96,T96,Michael Thompson,74,+.15,71.05,71.2
97,T98,T98,Michael Putnam,106,+.11,70.9,71.01
98,T98,T98,Andres Romero,81,+.11,70.99,71.1
99,T100,T100,Jason Bohn,81,+.10,70.88,70.98
100,T100,T100,Willy Wilcox,51,+.10,70.53,70.63
101,T102,T102,Justin Leonard,75,+.08,71.13,71.21
102,T102,T102,Pat Perez,84,+.08,71.11,71.19
103,T104,T104,Sangmoon Bae,76,+.05,71.08,71.13
104,T104,T104,Brad Fritsch,50,+.05,70.58,70.63
105,T104,T104,Morgan Hoffmann,103,+.05,70.79,70.84
106,T107,T107,Bryce Molder,77,+.02,70.99,71.01
107,T107,T107,Vijay Singh,83,+.02,71.07,71.09
108,109,109,Heath Slocum,71,+.01,70.59,70.6
109,110,110,Martin Flores,85,E,71.13,71.13
110,111,111,Jhonattan Vegas,77,-.01,70.77,70.76
111,T112,T112,Robert Allenby,83,-.04,70.88,70.84
112,T112,T112,Tim Clark,75,-.04,70.71,70.67
113,114,114,Ben Crane,81,-.05,70.86,70.81
114,T115,T115,Bud Cauley,56,-.07,70.71,70.64
115,T115,T115,Troy Merritt,62,-.07,70.82,70.75
116,T115,T115,Kevin Streelman,79,-.07,71.55,71.48
117,118,118,Jonathan Byrd,76,-.08,70.93,70.85
118,119,119,Brice Garnett,92,-.09,70.84,70.75
119,T120,T120,Martin Laird,66,-.11,71.24,71.13
120,T120,T120,Andrew Loupe,65,-.11,71.15,71.04
121,T120,T120,Tyrone Van Aswegen,79,-.11,70.94,70.83
122,T123,T123,Brian Davis,93,-.13,71.16,71.03
123,T123,T123,J.J. Henry,91,-.13,70.92,70.79
124,T123,T123,"Ted Potter, Jr.",68,-.13,71.12,70.99
125,126,126,Charlie Wi,72,-.14,71.04,70.9
126,127,127,Steven Bowditch,93,-.15,71.2,71.05
127,T128,T128,Jonas Blixt,64,-.16,71.66,71.5
128,T128,T128,Ken Duke,80,-.16,70.92,70.76
129,T128,T128,Chesson Hadley,84,-.16,71.32,71.16
130,131,131,Spencer Levin,59,-.19,70.97,70.78
131,132,132,John Huh,87,-.20,71.33,71.13
132,133,133,Wes Roach,67,-.21,71.1,70.89
133,134,134,Rory Sabbatini,82,-.24,71.4,71.16
134,T135,T135,Greg Chalmers,85,-.25,71.2,70.95
135,T135,T135,Hudson Swafford,75,-.25,71.11,70.86
136,137,137,Russell Henley,92,-.26,71.67,71.41
137,T138,T138,Gonzalo Fernandez-Castaño,83,-.27,71.61,71.34
138,T138,T138,Sean O'Hair,77,-.27,71.17,70.9
139,140,140,Boo Weekley,73,-.28,71.6,71.32
140,T141,T141,Richard Lee,80,-.29,71.45,71.16
141,T141,T141,Josh Teater,90,-.29,71.24,70.95
142,143,143,Charlie Beljan,76,-.30,71.21,70.91
143,144,144,Chad Collins,78,-.31,71.31,71.0
144,145,145,Ben Curtis,77,-.34,71.47,71.13
145,T146,T146,James Hahn,82,-.35,71.23,70.88
146,T146,T146,Davis Love III,74,-.35,71.36,71.01
147,148,148,Jamie Lovemark,64,-.36,71.03,70.67
148,T149,T149,Brian Gay,81,-.38,71.38,71.0
149,T149,T149,Geoff Ogilvy,84,-.38,71.54,71.16
150,151,151,Trevor Immelman,84,-.41,71.54,71.13
151,152,152,David Lingmerth,80,-.42,71.45,71.03
152,153,153,James Driscoll,71,-.43,71.37,70.94
153,154,154,Roberto Castro,76,-.44,71.97,71.53
154,155,155,John Peterson,62,-.48,71.48,71.0
155,156,156,Jim Herman,62,-.51,71.34,70.83
156,157,157,John Merrick,87,-.52,71.66,71.14
157,158,158,Johnson Wagner,69,-.55,71.31,70.76
158,159,159,Nicholas Thompson,85,-.56,71.74,71.18
159,T160,T160,Briny Baird,50,-.60,71.6,71.0
160,T160,T160,Bronson La'Cassie,51,-.60,71.64,71.04
161,162,162,Tommy Gainey,73,-.62,71.39,70.77
162,T163,T163,Jeff Maggert,54,-.65,71.61,70.96
163,T163,T163,Scott Stallings,77,-.65,71.96,71.31
164,165,165,Y.E. Yang,79,-.66,71.68,71.02
165,166,166,Woody Austin,63,-.67,71.93,71.26
166,167,167,Kyle Stanley,87,-.70,71.76,71.06
167,168,168,Mike Weir,69,-.73,71.91,71.18
168,169,169,Mark Wilson,69,-.88,71.72,70.84
169,170,170,D.H. Lee,54,-.89,72.12,71.23
170,171,171,Jim Renner,61,-.90,72.24,71.34
171,172,172,John Rollins,84,-.93,71.89,70.96
172,173,173,Lucas Glover,68,-.95,72.35,71.4
173,174,174,Kevin Tway,64,-.96,71.95,70.99
174,175,175,D.A. Points,75,-1.00,72.29,71.29
175,176,176,Troy Matteson,62,-1.29,72.05,70.76
176,177,177,Derek Ernst,80,-1.43,72.26,70.83
