,Eagles_Holes_per_RANK THIS WEEK,Eagles_Holes_per_RANK LAST WEEK,Eagles_Holes_per_PLAYER NAME,Eagles_Holes_per_ROUNDS,Eagles_Holes_per_FREQUENCY,Eagles_Holes_per_# OF HOLES,Eagles_Holes_per_# OF EAGLES
137,138,138,Mike Weir,69,390.0,1170,3
138,139,139,J.J. Henry,91,391.5,1566,4
139,140,140,Stuart Appleby,92,405.0,1620,4
140,141,141,Louis Oosthuizen,50,414.0,828,2
141,142,142,Scott Langley,95,418.5,1674,4
142,143,143,Bronson La'Cassie,51,423.0,846,2
143,144,144,Brad Fritsch,50,432.0,864,2
144,145,145,Ben Curtis,77,438.0,1314,3
145,146,146,Jordan Spieth,102,441.0,1764,4
146,147,147,Michael Thompson,74,444.0,1332,3
147,148,148,Justin Hicks,103,445.5,1782,4
148,149,149,Briny Baird,50,450.0,900,2
149,T150,T150,Richard Lee,80,468.0,1404,3
150,T150,T150,Tyrone Van Aswegen,79,468.0,1404,3
151,T152,T152,Jerry Kelly,80,480.0,1440,3
152,T152,T152,Danny Lee,84,480.0,1440,3
153,154,154,Robert Allenby,83,486.0,1458,3
154,T155,T155,Luke Donald,57,504.0,1008,2
155,T155,T155,Chesson Hadley,84,504.0,1512,3
156,T157,T157,Kevin Kisner,85,510.0,1530,3
157,T157,T157,Hunter Mahan,88,510.0,1530,3
158,159,159,Josh Teater,90,528.0,1584,3
159,160,160,John Peterson,62,540.0,1080,2
160,161,161,"Ted Potter, Jr.",68,612.0,1224,2
161,162,162,Heath Slocum,71,621.0,1242,2
162,T163,T163,Aaron Baddeley,74,648.0,1296,2
163,T163,T163,Boo Weekley,73,648.0,1296,2
164,165,165,Justin Leonard,75,675.0,1350,2
165,166,166,John Rollins,84,720.0,1440,2
166,167,167,Greg Chalmers,85,729.0,1458,2
167,168,168,J.B. Holmes,86,774.0,1548,2
168,169,169,Chris Stroud,88,792.0,1584,2
169,170,170,Retief Goosen,94,810.0,1620,2
170,171,171,Jason Day,54,864.0,864,1
171,172,172,David Hearn,97,873.0,1746,2
172,173,173,Jeff Maggert,54,972.0,972,1
173,T174,T174,Woody Austin,63,1062.0,1062,1
174,T174,T174,Spencer Levin,59,1062.0,1062,1
175,176,176,D.A. Points,75,1314.0,1314,1
