,Fairway_Proximity_RANK THIS WEEK,Fairway_Proximity_RANK LAST WEEK,Fairway_Proximity_PLAYER NAME,Fairway_Proximity_ROUNDS,Fairway_Proximity_AVG,Fairway_Proximity_ATTEMPTS,Fairway_Proximity_TOTAL DISTANCE (FEET),Fairway_Proximity_RELATIVE TO PAR
82,T79,T79,Spencer Levin,99,"30' 9""",1182,36377.417,-95.0
83,T79,T79,Louis Oosthuizen,68,"30' 9""",607,18690.083,-48.0
84,T85,T85,Jason Day,75,"30' 10""",676,20850.25,-135.0
85,T85,T85,Justin Leonard,61,"30' 10""",792,24416.0,-29.0
86,T85,T85,Ryan Moore,81,"30' 10""",849,26204.167,-92.0
87,T88,T88,Blayne Barber,76,"30' 11""",834,25790.083,-82.0
88,T88,T88,Steven Bowditch,103,"30' 11""",1055,32630.5,-116.0
89,T88,T88,Keegan Bradley,87,"30' 11""",875,27025.083,-88.0
90,T88,T88,Davis Love III,51,"30' 11""",567,17518.917,-23.0
91,T88,T88,Roger Sloan,56,"30' 11""",520,16097.25,-32.0
92,T93,T93,John Merrick,78,"31' 0""",808,25018.25,-42.0
93,T93,T93,Ian Poulter,68,"31' 0""",640,19837.917,-64.0
94,T93,T93,Sam Saunders,83,"31' 0""",851,26412.583,-64.0
95,T93,T93,Shawn Stefani,94,"31' 0""",1162,36037.333,-124.0
96,T93,T93,Brendon Todd,96,"31' 0""",1067,33043.083,-124.0
97,T98,T98,Brice Garnett,81,"31' 1""",848,26343.75,-41.0
98,T98,T98,Scott Langley,94,"31' 1""",1055,32750.0,-75.0
99,T98,T98,George McNeill,93,"31' 1""",1221,38000.75,-124.0
100,T98,T98,Troy Merritt,91,"31' 1""",1093,33991.083,-72.0
101,T98,T98,Robert Streb,110,"31' 1""",1223,37999.75,-202.0
102,T98,T98,Tim Wilkinson,73,"31' 1""",769,23912.583,-22.0
103,T104,T104,Brian Harman,90,"31' 2""",1041,32485.417,-91.0
104,T104,T104,Charles Howell III,105,"31' 2""",1203,37503.667,-109.0
105,T104,T104,Kevin Na,98,"31' 2""",927,28868.833,-109.0
106,T104,T104,John Peterson,84,"31' 2""",1059,32997.333,-86.0
107,T104,T104,Nick Taylor,91,"31' 2""",1037,32325.167,-105.0
108,T109,T109,Chesson Hadley,101,"31' 3""",1129,35247.5,-96.0
109,T109,T109,Jason Kokrak,88,"31' 3""",960,29965.75,-72.0
110,T109,T109,Patrick Reed,103,"31' 3""",922,28795.417,-101.0
111,T109,T109,Andrew Svoboda,80,"31' 3""",916,28632.333,-35.0
112,T113,T113,Ernie Els,57,"31' 4""",477,14930.5,-29.0
113,T113,T113,Matt Every,73,"31' 4""",646,20231.0,-9.0
114,T113,T113,Marc Leishman,74,"31' 4""",646,20258.0,-49.0
115,T113,T113,Patrick Rodgers,57,"31' 4""",566,17746.417,-67.0
116,T113,T113,Chris Stroud,84,"31' 4""",917,28757.417,-91.0
117,T113,T113,Daniel Summerhays,101,"31' 4""",1157,36237.417,-119.0
118,T113,T113,Camilo Villegas,83,"31' 4""",922,28897.833,-81.0
119,T120,T120,Erik Compton,86,"31' 5""",913,28656.917,-87.0
120,T120,T120,Adam Hadwin,95,"31' 5""",1123,35274.5,-87.0
121,T120,T120,Jonathan Randolph,72,"31' 5""",688,21601.083,-36.0
122,T120,T120,Brandt Snedeker,98,"31' 5""",975,30596.583,-100.0
123,T120,T120,Kevin Streelman,95,"31' 5""",1022,32101.667,-88.0
124,T125,T125,K.J. Choi,66,"31' 6""",762,24027.667,-82.0
125,T125,T125,Derek Fathauer,81,"31' 6""",792,24931.667,-60.0
126,T125,T125,Scott Pinckney,88,"31' 6""",977,30808.25,-72.0
127,T125,T125,Brendan Steele,88,"31' 6""",1006,31696.167,-98.0
128,T125,T125,Henrik Stenson,63,"31' 6""",609,19201.833,-96.0
129,T130,T130,Billy Horschel,99,"31' 7""",954,30151.917,-100.0
130,T130,T130,Mark Hubbard,79,"31' 7""",844,26691.083,-74.0
131,T132,T132,Jonathan Byrd,69,"31' 8""",689,21843.083,-79.0
132,T132,T132,Brendon de Jonge,106,"31' 8""",1252,39696.333,-96.0
133,T132,T132,Martin Laird,77,"31' 8""",964,30512.667,-86.0
134,T135,T135,Jonas Blixt,78,"31' 9""",674,21421.833,-46.0
135,T135,T135,Oscar Fraustro,58,"31' 9""",509,16164.167,-8.0
136,T135,T135,J.B. Holmes,89,"31' 9""",787,24958.917,-114.0
137,T135,T135,Jerry Kelly,79,"31' 9""",927,29461.417,-87.0
138,T135,T135,Phil Mickelson,70,"31' 9""",648,20571.25,-52.0
139,T140,T140,Sangmoon Bae,98,"31' 10""",1118,35619.5,-88.0
140,T140,T140,Tony Finau,106,"31' 10""",1105,35156.667,-80.0
141,T142,T142,Zac Blair,108,"31' 11""",1239,39561.917,-101.0
142,T142,T142,Andres Gonzales,90,"31' 11""",976,31118.917,-64.0
143,T142,T142,Padraig Harrington,60,"31' 11""",576,18402.583,-13.0
144,T142,T142,Sung Joon Park,79,"31' 11""",868,27702.5,-28.0
145,T146,T146,Eric Axley,57,"32' 0""",542,17356.667,-17.0
146,T146,T146,Ricky Barnes,82,"32' 0""",790,25254.917,-50.0
147,T148,T148,Bill Haas,89,"32' 1""",934,29998.917,-63.0
148,T148,T148,Charley Hoffman,97,"32' 1""",958,30701.333,-81.0
149,T148,T148,Carl Pettersson,106,"32' 1""",1245,39896.417,-98.0
150,T151,T151,Brian Davis,86,"32' 2""",966,31045.083,-45.0
151,T151,T151,Gonzalo Fernandez-Castaño,81,"32' 2""",844,27140.0,-41.0
152,T151,T151,Adam Scott,51,"32' 2""",397,12786.167,-34.0
153,T151,T151,Gary Woodland,81,"32' 2""",667,21446.25,-38.0
154,T155,T155,Carlos Ortiz,100,"32' 3""",1048,33779.5,-99.0
155,T155,T155,Scott Stallings,60,"32' 3""",654,21103.083,-21.0
156,T155,T155,Lee Westwood,56,"32' 3""",402,12967.167,-49.0
157,T158,T158,Derek Ernst,75,"32' 4""",835,27022.333,-23.0
158,T158,T158,Russell Henley,87,"32' 4""",882,28530.167,-115.0
159,T160,T160,Matt Kuchar,97,"32' 5""",1004,32545.25,-130.0
160,T160,T160,Andres Romero,69,"32' 5""",650,21093.5,-32.0
161,T160,T160,Michael Thompson,83,"32' 5""",975,31623.583,-73.0
162,163,163,Andrew Putnam,68,"32' 6""",677,21990.75,-30.0
163,164,164,Aaron Baddeley,76,"32' 7""",778,25321.583,-88.0
164,T165,T165,Retief Goosen,81,"32' 8""",743,24249.083,-47.0
165,T165,T165,Kyle Reifers,96,"32' 8""",1079,35278.417,-79.0
166,167,167,Max Homa,78,"32' 9""",764,24992.833,-31.0
167,T168,T168,Ángel Cabrera,53,"32' 10""",513,16859.167,-25.0
168,T168,T168,Steve Wheatcroft,87,"32' 10""",944,30975.167,-101.0
169,T170,T170,Ben Crane,62,"33' 0""",728,24034.417,-27.0
170,T170,T170,Charl Schwartzel,67,"33' 0""",524,17297.583,-32.0
171,T172,T172,Sean O'Hair,86,"33' 2""",1065,35284.583,-85.0
172,T172,T172,Cameron Tringale,96,"33' 2""",1087,36079.75,-91.0
173,174,174,Martin Flores,95,"33' 3""",970,32217.583,-70.0
174,T175,T175,John Senden,80,"33' 6""",693,23204.167,-66.0
175,T175,T175,Jhonattan Vegas,90,"33' 6""",876,29356.667,-54.0
176,177,177,Morgan Hoffmann,85,"33' 7""",843,28292.417,-49.0
177,178,178,John Huh,102,"33' 10""",1255,42427.167,-105.0
178,179,179,Greg Chalmers,58,"33' 11""",465,15781.833,-21.0
179,180,180,Matt Jones,89,"34' 6""",835,28827.25,-100.0
180,181,181,Geoff Ogilvy,50,"34' 10""",430,14993.583,-20.0
181,182,182,Hunter Mahan,88,"34' 11""",802,28016.417,-62.0
182,183,183,Sergio Garcia,59,"35' 4""",442,15610.667,-62.0
183,184,184,Jamie Donaldson,50,"35' 7""",400,14218.417,-27.0
