,Longest_Hole_Outs_in_yards_RANK THIS WEEK,Longest_Hole_Outs_in_yards_RANK LAST WEEK,Longest_Hole_Outs_in_yards_PLAYER NAME,Longest_Hole_Outs_in_yards_ROUNDS,Longest_Hole_Outs_in_yards_DISTANCE,Longest_Hole_Outs_in_yards_TOURNAMENT,Longest_Hole_Outs_in_yards_ROUND- COURSE,Longest_Hole_Outs_in_yards_HOLE
25,26,26,Billy Hurley III,83,181,Frys.com Open,2,15
26,27,27,Roger Sloan,56,180,Sanderson Farms Championship,1,4
27,T28,28,Robert Streb,110,179,THE PLAYERS Championship,2,18
28,T28,29,Patrick Reed,103,179,Shell Houston Open,3,16
29,T28,25,Ryo Ishikawa,90,179,Quicken Loans National,1,4
30,T28,30,John Huh,102,179,The Honda Classic,1,11
31,32,32,Andrew Svoboda,80,178,RBC Heritage,1,7
32,T33,33,Seung-Yul Noh,65,177,FedEx St. Jude Classic,3,17
33,T33,34,Vaughn Taylor,46,177,FedEx St. Jude Classic,4,10
34,T35,35,John Peterson,84,176,RBC Heritage,3,10
35,T35,26,Billy Hurley III,83,176,Barbasol Championship,3,6
36,37,16,Andres Romero,69,175,Travelers Championship,1,16
37,T38,38,Will MacKenzie,49,174,The McGladrey Classic,3,6
38,T38,39,Zac Blair,108,174,Arnold Palmer Invitational presented by MasterCard,2,3
39,T40,40,Ryan Moore,81,172,Valspar Championship,4,6
40,T40,32,Andrew Svoboda,80,172,The McGladrey Classic,1,9
41,T42,42,Cameron Beckman,23,171,Barbasol Championship,4,18
42,T42,43,Scott Piercy,90,171,Humana Challenge in partnership with the Clinton Foundation,4,7
43,T44,44,Hudson Swafford,97,169,FedEx St. Jude Classic,2,14
44,T44,45,William McGirt,103,169,Deutsche Bank Championship,4,17
45,46,29,Patrick Reed,103,168,Deutsche Bank Championship,4,5
46,47,47,Hideki Matsuyama,95,167,Farmers Insurance Open,2,5
47,48,48,Johnson Wagner,68,164,RBC Heritage,1,11
48,49,1,Aaron Baddeley,76,163,Wyndham Championship,1,14
49,T50,50,Scott Brown,97,162,Wyndham Championship,4,3
50,T50,51,Padraig Harrington,60,162,Waste Management Phoenix Open,1,8
51,T52,52,Tim Clark,42,161,Shriners Hospitals for Children Open,2,18
52,T52,53,Justin Leonard,61,161,Quicken Loans National,3,15
53,T54,54,Ricky Barnes,82,160,RBC Canadian Open,2,4
54,T54,55,Matt Every,73,160,RBC Canadian Open,2,10
55,T56,56,Jonas Blixt,78,159,Shell Houston Open,1,17
56,T56,15,Dustin Johnson,75,159,Farmers Insurance Open,1,4
57,T56,58,Alexandre Rocha,4,159,Travelers Championship,4,1
58,T56,59,Spencer Levin,99,159,Shriners Hospitals for Children Open,3,10
59,60,60,Fabián Gómez,83,158,Humana Challenge in partnership with the Clinton Foundation,3,4
60,61,61,Ken Duke,93,154,John Deere Classic,2,8
61,T62,62,Lucas Glover,79,152,Northern Trust Open,2,6
62,T62,28,Robert Streb,110,152,The Honda Classic,2,2
63,64,33,Seung-Yul Noh,65,150,Northern Trust Open,2,12
64,65,23,Rickie Fowler,76,148,World Golf Championships-Cadillac Championship,3,11
65,T66,66,Steven Bowditch,103,146,the Memorial Tournament presented by Nationwide,3,6
66,T66,67,Brian Davis,86,146,The Greenbrier Classic,1,1
67,T68,68,Jason Day,75,143,Farmers Insurance Open,3,17
68,T68,69,Chad Campbell,97,143,Farmers Insurance Open,3,3
69,T68,70,Nick Watney,91,143,FedEx St. Jude Classic,3,9
70,71,71,Tony Finau,106,142,Arnold Palmer Invitational presented by MasterCard,1,11
71,T72,72,James Hahn,94,141,Farmers Insurance Open,4,7
72,T72,73,Erik Compton,86,141,RBC Canadian Open,1,7
73,T72,74,Andrew Loupe,40,141,Barbasol Championship,3,11
74,T72,25,Ryo Ishikawa,90,141,Frys.com Open,3,14
75,T76,76,Jhonattan Vegas,90,140,Sony Open in Hawaii,2,16
76,T76,78,Martin Laird,77,140,Travelers Championship,1,17
77,T76,77,Jeff Overton,94,140,Shell Houston Open,1,3
78,T79,79,George McNeill,93,138,The Greenbrier Classic,1,18
79,T79,80,Justin Thomas,106,138,The Greenbrier Classic,1,18
80,T81,66,Steven Bowditch,103,137,Frys.com Open,2,14
81,T81,82,Chris Kirk,76,137,Deutsche Bank Championship,3,17
82,83,83,Charlie Beljan,76,136,AT&T Pebble Beach National Pro-Am,1,3
83,84,84,Andres Gonzales,90,135,The Honda Classic,3,1
84,85,85,Jason Bohn,95,134,THE PLAYERS Championship,1,6
85,86,86,Francesco Molinari,56,133,Waste Management Phoenix Open,3,16
86,87,48,Johnson Wagner,68,131,Shell Houston Open,1,13
87,T88,10,D.H. Lee,6,130,Zurich Classic of New Orleans,1,8
88,T88,89,Derek Fathauer,81,130,THE PLAYERS Championship,1,4
89,T88,90,Bernd Wiesberger,33,130,World Golf Championships-Bridgestone Invitational,4,10
90,T88,91,Retief Goosen,81,130,Frys.com Open,1,8
91,92,47,Hideki Matsuyama,95,129,Waste Management Phoenix Open,4,1
92,93,44,Hudson Swafford,97,127,John Deere Classic,2,13
93,T94,94,Paul Casey,87,126,Travelers Championship,4,3
94,T94,95,Brendon de Jonge,106,126,Valspar Championship,1,14
95,96,28,Robert Streb,110,125,Frys.com Open,2,1
96,T97,16,Andres Romero,69,123,RBC Canadian Open,1,8
97,T97,14,J.B. Holmes,89,123,AT&T Pebble Beach National Pro-Am,1,10
98,T97,99,David Toms,62,123,FedEx St. Jude Classic,2,2
99,T97,100,Sean O'Hair,86,123,Zurich Classic of New Orleans,1,1
100,T97,101,Bill Lunde,50,123,Barbasol Championship,3,16
101,T102,102,Camilo Villegas,83,122,The Barclays,2,10
102,T102,102,Camilo Villegas,83,122,Farmers Insurance Open,4,10
103,104,104,Bubba Watson,71,121,The Greenbrier Classic,4,16
104,105,105,Max Homa,78,120,Sony Open in Hawaii,3,16
105,T106,106,Paul Scaletta,3,119,The Honda Classic,1,9
106,T106,107,Steve Wheatcroft,87,119,The Greenbrier Classic,2,14
107,T106,108,Kevin Kisner,104,119,PGA Championship,2,14
108,T106,109,Ernie Els,57,119,Shell Houston Open,1,17
109,T106,44,Hudson Swafford,97,119,Deutsche Bank Championship,4,15
110,T111,111,Bryce Molder,91,117,AT&T Pebble Beach National Pro-Am,3,13
111,T111,5,Eric Axley,57,117,RBC Canadian Open,1,3
112,113,113,Ian Poulter,68,116,The Honda Classic,2,4
113,T114,82,Chris Kirk,76,115,The McGladrey Classic,3,8
114,T114,115,Troy Merritt,91,115,RBC Heritage,4,16
115,116,50,Scott Brown,97,114,Shriners Hospitals for Children Open,4,1
116,117,117,Willy Wilcox,58,113,John Deere Classic,4,1
117,T118,100,Sean O'Hair,86,112,RBC Heritage,4,16
118,T118,119,Jimmy Walker,89,112,Quicken Loans National,2,2
119,T118,44,Hudson Swafford,97,112,Zurich Classic of New Orleans,1,18
120,T121,121,Michael Putnam,87,111,RBC Canadian Open,2,13
121,T121,122,J.J. Henry,94,111,Barbasol Championship,4,5
122,T123,14,J.B. Holmes,89,108,Farmers Insurance Open,2,1
123,T123,124,D.A. Points,72,108,The McGladrey Classic,3,7
124,125,22,Jordan Spieth,91,106,John Deere Classic,3,17
125,T126,126,Scott Verplank,29,105,The McGladrey Classic,2,16
126,T126,127,Chesson Hadley,101,105,the Memorial Tournament presented by Nationwide,2,14
127,128,9,Lee Westwood,56,104,Shell Houston Open,2,10
128,T129,25,Ryo Ishikawa,90,103,Frys.com Open,2,12
129,T129,130,Troy Kelly,25,103,Wyndham Championship,2,13
130,131,100,Sean O'Hair,86,102,Wells Fargo Championship,3,12
131,132,50,Scott Brown,97,101,Crowne Plaza Invitational at Colonial,1,9
132,T133,133,Vijay Singh,78,100,Frys.com Open,1,9
133,T133,134,Trevor Immelman,48,100,Wells Fargo Championship,1,14
134,T133,135,Michael Thompson,83,100,Zurich Classic of New Orleans,1,1
135,T133,21,David Hearn,97,100,Shriners Hospitals for Children Open,3,16
136,T133,137,Kyle Reifers,96,100,Shell Houston Open,3,10
137,T138,12,Jason Dufner,76,99,The Barclays,4,15
138,T138,29,Patrick Reed,103,99,Shell Houston Open,1,4
139,140,115,Troy Merritt,91,98,the Memorial Tournament presented by Nationwide,3,14
140,141,68,Jason Day,75,95,RBC Canadian Open,1,10
141,142,137,Kyle Reifers,96,94,Valero Texas Open,2,4
142,143,95,Brendon de Jonge,106,92,Frys.com Open,3,16
143,144,144,Hunter Mahan,88,91,Frys.com Open,4,13
144,T145,85,Jason Bohn,95,89,Wells Fargo Championship,2,14
145,T145,146,Daniel Summerhays,101,89,Quicken Loans National,1,14
146,147,147,Greg Chalmers,58,87,John Deere Classic,2,10
147,148,14,J.B. Holmes,89,85,Shell Houston Open,1,10
148,T149,149,George Coetzee,23,84,Wyndham Championship,2,8
149,T149,150,Charl Schwartzel,67,84,THE PLAYERS Championship,3,4
150,151,104,Bubba Watson,71,83,BMW Championship,4,3
151,152,152,Byron Smith,59,82,Frys.com Open,2,5
152,T153,153,Ryan Kennedy,5,81,Humana Challenge in partnership with the Clinton Foundation,1,8
153,T153,154,Brendon Todd,96,81,BMW Championship,2,18
154,T155,155,Nicholas Thompson,90,80,John Deere Classic,1,14
155,T155,29,Patrick Reed,103,80,Hyundai Tournament of Champions,4,16
156,T155,68,Jason Day,75,80,BMW Championship,1,1
157,T155,158,Josh Teater,33,80,Wyndham Championship,1,8
158,159,79,George McNeill,93,79,the Memorial Tournament presented by Nationwide,3,11
159,T160,73,Erik Compton,86,78,Frys.com Open,3,8
160,T160,161,Carlos Sainz Jr,48,78,RBC Canadian Open,2,2
161,T162,162,Tim Wilkinson,73,77,RBC Canadian Open,2,1
162,T162,163,Scott Langley,94,77,Quicken Loans National,2,8
163,164,107,Steve Wheatcroft,87,76,AT&T Byron Nelson,1,11
164,165,35,John Peterson,84,74,The Barclays,1,16
165,T166,67,Brian Davis,86,72,Zurich Classic of New Orleans,1,11
166,T166,117,Willy Wilcox,58,72,John Deere Classic,1,17
167,168,89,Derek Fathauer,81,71,Northern Trust Open,4,15
168,T169,94,Paul Casey,87,69,The Barclays,1,4
169,T169,2,Daniel Berger,97,69,BMW Championship,1,9
170,T171,15,Dustin Johnson,75,67,the Memorial Tournament presented by Nationwide,3,5
171,T171,14,J.B. Holmes,89,67,THE PLAYERS Championship,4,12
172,173,173,Robert Garrigus,70,66,Frys.com Open,2,18
173,T174,28,Robert Streb,110,63,TOUR Championship by Coca-Cola,3,15
174,T174,175,Martin Flores,95,63,Valero Texas Open,2,18
175,176,176,Boo Weekley,79,62,Sony Open in Hawaii,2,10
176,177,20,Danny Lee,120,61,Valspar Championship,2,5
177,T178,67,Brian Davis,86,60,Frys.com Open,1,9
178,T178,66,Steven Bowditch,103,60,PGA Championship,2,14
179,180,5,Eric Axley,57,58,AT&T Pebble Beach National Pro-Am,3,6
180,181,77,Jeff Overton,94,57,Valero Texas Open,1,18
181,182,161,Carlos Sainz Jr,48,55,RBC Canadian Open,1,17
182,T183,2,Daniel Berger,97,50,Crowne Plaza Invitational at Colonial,2,5
183,T183,94,Paul Casey,87,50,Shell Houston Open,1,13
184,185,185,Russell Knox,96,49,RBC Heritage,2,5
185,T186,186,Alex Cejka,94,48,Humana Challenge in partnership with the Clinton Foundation,3,11
186,T186,70,Nick Watney,91,48,The Barclays,2,16
187,T188,55,Matt Every,73,46,PGA Championship,1,16
188,T188,189,Tom Hoge,83,46,Northern Trust Open,4,2
189,T190,146,Daniel Summerhays,101,45,the Memorial Tournament presented by Nationwide,2,7
190,T190,14,J.B. Holmes,89,45,Farmers Insurance Open,3,4
191,T190,191,John Merrick,78,45,Sanderson Farms Championship,2,15
192,T190,193,Roberto Castro,54,45,John Deere Classic,3,2
193,T194,194,Jason Kokrak,88,44,John Deere Classic,2,7
194,T194,195,Chez Reavie,56,44,Shriners Hospitals for Children Open,1,13
195,T196,196,Ben Martin,93,43,Hyundai Tournament of Champions,1,18
196,T196,84,Andres Gonzales,90,43,Travelers Championship,2,15
197,T196,198,Freddie Jacobson,48,43,Farmers Insurance Open,3,6
198,T199,199,Tom Gillis,48,42,RBC Canadian Open,4,1
199,T199,200,Rory McIlroy,49,42,BMW Championship,2,7
