,Average_Approach_Shot_Distance_RANK THIS WEEK,Average_Approach_Shot_Distance_RANK LAST WEEK,Average_Approach_Shot_Distance_PLAYER NAME,Average_Approach_Shot_Distance_ROUNDS,Average_Approach_Shot_Distance_AVG,Average_Approach_Shot_Distance_TOTAL DIST OF APPR SHOT,Average_Approach_Shot_Distance_TOTAL HOLES
108,T108,T108,Chad Campbell,97,165.0,9707900.0,1634
109,T108,T108,Bubba Watson,71,165.0,5962124.0,1004
110,T111,T111,Sangmoon Bae,98,165.1,9364731.0,1576
111,T111,T111,Max Homa,78,165.1,6603518.0,1111
112,T111,T111,Ryo Ishikawa,90,165.1,7994649.0,1345
113,T111,T111,Pat Perez,96,165.1,8838821.0,1487
114,T111,T111,Shawn Stefani,94,165.1,9377743.0,1578
115,T116,T116,Zach Johnson,90,165.2,7474967.0,1257
116,T116,T116,Camilo Villegas,83,165.2,7891426.0,1327
117,T116,T116,Lee Westwood,56,165.2,3407930.0,573
118,119,119,Andrew Putnam,68,165.3,5748914.0,966
119,120,120,Rory Sabbatini,81,165.4,7057877.0,1185
120,T121,T121,Robert Allenby,63,165.5,5458167.0,916
121,T121,T121,Ernie Els,57,165.5,4158589.0,698
122,T121,T121,Justin Rose,69,165.5,5232227.0,878
123,T121,T121,Justin Thomas,106,165.5,10244892.0,1719
124,T125,T125,Erik Compton,86,165.6,7474829.0,1254
125,T125,T125,Billy Horschel,99,165.6,7809515.0,1310
126,T125,T125,Jason Kokrak,88,165.6,8525562.0,1430
127,T125,T125,Spencer Levin,99,165.6,8871051.0,1488
128,T125,T125,Daniel Summerhays,101,165.6,9513232.0,1596
129,T130,T130,Mark Hubbard,79,165.7,6527239.0,1094
130,T130,T130,Ben Martin,93,165.7,8249629.0,1383
131,T130,T130,Ian Poulter,68,165.7,5143472.0,862
132,133,133,Martin Laird,77,165.8,7835231.0,1313
133,T134,T134,Jason Dufner,76,165.9,5122844.0,858
134,T134,T134,Vijay Singh,78,165.9,7377745.0,1235
135,T136,T136,Aaron Baddeley,76,166.0,7037930.0,1178
136,T136,T136,Ricky Barnes,82,166.0,6759291.0,1131
137,T136,T136,Brendon de Jonge,106,166.0,9858274.0,1650
138,T136,T136,Luke Donald,71,166.0,5766170.0,965
139,140,140,Hunter Mahan,88,166.1,6974087.0,1166
140,141,141,Retief Goosen,81,166.2,6419760.0,1073
141,142,142,D.A. Points,72,166.4,6217247.0,1038
142,T143,T143,Charl Schwartzel,67,166.5,4357500.0,727
143,T143,T143,Scott Stallings,60,166.5,5275363.0,880
144,145,145,Louis Oosthuizen,68,166.6,5060604.0,844
145,T146,T146,Padraig Harrington,60,166.7,5238790.0,873
146,T146,T146,Danny Lee,120,166.7,10754776.0,1792
147,T146,T146,Kevin Streelman,95,166.7,7856216.0,1309
148,149,149,Ryan Moore,81,166.8,6543644.0,1090
149,T150,T150,Jonathan Byrd,69,166.9,5474685.0,911
150,T150,T150,Bill Haas,89,166.9,7659915.0,1275
151,T150,T150,Jonathan Randolph,72,166.9,6039317.0,1005
152,T153,T153,Sean O'Hair,86,167.1,8709077.0,1448
153,T153,T153,Cameron Tringale,96,167.1,8487236.0,1411
154,T155,T155,Phil Mickelson,70,167.2,5891323.0,979
155,T155,T155,Francesco Molinari,56,167.2,4634316.0,770
156,T157,T157,Hideki Matsuyama,95,167.3,7553628.0,1254
157,T157,T157,Kevin Na,98,167.3,7668974.0,1273
158,T157,T157,Andres Romero,69,167.3,5806636.0,964
159,T160,T160,Jamie Donaldson,50,167.4,3440992.0,571
160,T160,T160,Carlos Ortiz,100,167.4,8945611.0,1484
161,T160,T160,Sam Saunders,83,167.4,6797342.0,1128
162,T163,T163,Morgan Hoffmann,85,167.5,7459052.0,1237
163,T163,T163,Michael Putnam,87,167.5,7361741.0,1221
164,T165,T165,Harris English,105,167.6,9517128.0,1577
165,T165,T165,George McNeill,93,167.6,9655215.0,1600
166,T167,T167,Gonzalo Fernandez-Castaño,81,167.7,6808657.0,1128
167,T167,T167,Rickie Fowler,76,167.7,6153328.0,1019
168,T167,T167,Webb Simpson,81,167.7,6928680.0,1148
169,170,170,Marc Leishman,74,168.1,5877725.0,971
170,171,171,Tony Finau,106,168.3,9968994.0,1645
171,172,172,Daniel Berger,97,168.4,9004034.0,1485
172,173,173,Jhonattan Vegas,90,168.6,7805292.0,1286
173,174,174,John Peterson,84,169.0,8390252.0,1379
174,175,175,Matt Jones,89,169.2,7303318.0,1199
175,176,176,Geoff Ogilvy,50,169.7,3817796.0,625
176,177,177,Gary Woodland,81,170.2,5905939.0,964
177,178,178,Keegan Bradley,87,170.3,7009304.0,1143
178,179,179,Sergio Garcia,59,170.4,3945295.0,643
179,180,180,John Senden,80,170.5,5586419.0,910
180,T181,T181,Ángel Cabrera,53,170.8,4622592.0,752
181,T181,T181,John Huh,102,170.8,9822333.0,1597
182,183,183,Brendan Steele,88,170.9,8385568.0,1363
183,184,184,Henrik Stenson,63,175.2,4981925.0,790
