,Proximity_to_Hole_RANK THIS WEEK,Proximity_to_Hole_RANK LAST WEEK,Proximity_to_Hole_PLAYER NAME,Proximity_to_Hole_ROUNDS,Proximity_to_Hole_AVG,Proximity_to_Hole_TOTAL DISTANCE (FEET),Proximity_to_Hole_# OF ATTEMPTS,Proximity_to_Hole_GIR RANK
55,T56,T56,Zach Johnson,90,"34' 6""",43350.25,1257,37
56,T56,T56,Dustin Johnson,75,"34' 6""",33396.75,967,70
57,T56,T56,Mark Wilson,89,"34' 6""",49940.917,1449,51
58,T59,T59,George McNeill,93,"34' 7""",55345.333,1600,91
59,T59,T59,John Merrick,78,"34' 7""",35928.333,1040,56
60,T59,T59,Jim Renner,68,"34' 7""",34565.833,1000,123
61,T62,T62,Bill Lunde,50,"34' 8""",22382.083,645,33
62,T62,T62,Ryan Moore,81,"34' 8""",37767.667,1090,123
63,T62,T62,Heath Slocum,57,"34' 8""",24247.5,699,169
64,T62,T62,Chris Stroud,84,"34' 8""",42299.667,1221,112
65,T62,T62,Justin Thomas,106,"34' 8""",59646.583,1719,27
66,67,67,Tim Wilkinson,73,"34' 9""",36041.333,1038,173
67,T68,T68,Luke Guthrie,84,"34' 10""",42358.917,1217,153
68,T68,T68,Davis Love III,51,"34' 10""",26123.0,750,64
69,T68,T68,Ben Martin,93,"34' 10""",48174.5,1383,34
70,T68,T68,Ryan Palmer,80,"34' 10""",33681.917,968,75
71,T72,T72,Brendon de Jonge,106,"34' 11""",57660.0,1650,62
72,T72,T72,Brian Harman,90,"34' 11""",48758.25,1396,81
73,T72,T72,Brooks Koepka,84,"34' 11""",40527.5,1162,17
74,T72,T72,Scott Piercy,90,"34' 11""",51942.25,1486,80
75,T72,T72,D.A. Points,72,"34' 11""",36255.417,1038,145
76,T72,T72,Alex Prugh,84,"34' 11""",44976.333,1289,11
77,T72,T72,Shawn Stefani,94,"34' 11""",55061.583,1578,32
78,T79,T79,Fabián Gómez,83,"35' 0""",43282.0,1237,157
79,T79,T79,Chris Kirk,76,"35' 0""",35086.417,1003,139
80,T79,T79,Rory Sabbatini,81,"35' 0""",41497.583,1185,52
81,T79,T79,Sam Saunders,83,"35' 0""",39496.917,1128,125
82,T79,T79,Vijay Singh,78,"35' 0""",43227.25,1235,95
83,T79,T79,Byron Smith,59,"35' 0""",26960.333,770,28
84,T85,T85,Rickie Fowler,76,"35' 1""",35772.083,1019,106
85,T85,T85,Adam Hadwin,95,"35' 1""",50790.833,1449,85
86,T85,T85,John Peterson,84,"35' 1""",48382.333,1379,41
87,T85,T85,Michael Putnam,87,"35' 1""",42807.5,1221,12
88,T85,T85,Boo Weekley,79,"35' 1""",42031.583,1198,55
89,T90,T90,Jerry Kelly,79,"35' 2""",41677.583,1184,104
90,T90,T90,Seung-Yul Noh,65,"35' 2""",33994.417,967,105
91,T90,T90,Jeff Overton,94,"35' 2""",47267.25,1344,109
92,T90,T90,Carl Pettersson,106,"35' 2""",60609.167,1722,166
93,94,94,Daniel Summerhays,101,"35' 3""",56307.833,1596,113
94,T95,T95,Daniel Berger,97,"35' 4""",52515.167,1485,30
95,T95,T95,Zac Blair,108,"35' 4""",55858.417,1581,116
96,T95,T95,Ben Crane,62,"35' 4""",33004.167,934,160
97,T95,T95,Harris English,105,"35' 4""",55663.75,1577,70
98,T95,T95,J.J. Henry,94,"35' 4""",48028.0,1360,13
99,T100,T100,Scott Brown,97,"35' 5""",51331.333,1450,126
100,T100,T100,Erik Compton,86,"35' 5""",44444.25,1254,162
101,T100,T100,Mark Hubbard,79,"35' 5""",38720.167,1094,75
102,T100,T100,Troy Merritt,91,"35' 5""",52088.25,1469,159
103,T104,T104,Eric Axley,57,"35' 7""",27449.5,771,179
104,T104,T104,Cameron Percy,72,"35' 7""",37081.667,1042,54
105,T106,T106,Steven Bowditch,103,"35' 8""",56290.167,1578,158
106,T106,T106,K.J. Choi,66,"35' 8""",36450.25,1023,151
107,T106,T106,Ian Poulter,68,"35' 8""",30719.0,862,108
108,T106,T106,Patrick Rodgers,57,"35' 8""",29175.5,818,77
109,T106,T106,Brandt Snedeker,98,"35' 8""",48023.0,1345,129
110,T106,T106,Brendan Steele,88,"35' 8""",48563.25,1362,40
111,T112,T112,Jonas Blixt,78,"35' 9""",33315.917,933,170
112,T112,T112,Keegan Bradley,87,"35' 9""",40901.25,1143,60
113,T112,T112,Luke Donald,71,"35' 9""",34526.833,965,115
114,T112,T112,Bill Haas,89,"35' 9""",45580.583,1275,31
115,T112,T112,Martin Laird,77,"35' 9""",46992.583,1313,94
116,T112,T112,Kyle Reifers,96,"35' 9""",51317.833,1435,72
117,T112,T112,Kevin Streelman,95,"35' 9""",46749.667,1309,25
118,T119,T119,Brian Davis,86,"35' 10""",45427.417,1269,174
119,T119,T119,Oscar Fraustro,58,"35' 10""",25559.083,714,163
120,T119,T119,Chesson Hadley,101,"35' 10""",57073.917,1591,156
121,T119,T119,Kevin Na,98,"35' 10""",45667.667,1273,138
122,T119,T119,Nick Taylor,91,"35' 10""",53347.0,1489,142
123,T119,T119,Camilo Villegas,83,"35' 10""",47604.667,1327,165
124,T125,T125,Jonathan Byrd,69,"35' 11""",32697.333,911,65
125,T125,T125,Brice Garnett,81,"35' 11""",41097.25,1145,43
126,T125,T125,Roger Sloan,56,"35' 11""",25666.667,715,164
127,T128,T128,Robert Garrigus,70,"36' 0""",35258.5,980,148
128,T128,T128,Scott Pinckney,88,"36' 0""",47650.5,1323,57
129,T128,T128,Henrik Stenson,63,"36' 0""",28467.5,790,1
130,T128,T128,Bubba Watson,71,"36' 0""",36153.167,1004,19
131,T132,T132,Andres Gonzales,90,"36' 1""",49114.417,1361,81
132,T132,T132,Charley Hoffman,97,"36' 1""",49270.333,1364,97
133,T132,T132,Sung Joon Park,79,"36' 1""",40762.667,1130,133
134,135,135,Adam Scott,51,"36' 2""",20683.417,572,16
135,136,136,Jason Day,75,"36' 3""",37106.833,1024,7
136,T137,T137,Patrick Reed,103,"36' 4""",49381.667,1360,141
137,T137,T137,Jimmy Walker,89,"36' 4""",41673.75,1148,101
138,T139,T139,Ricky Barnes,82,"36' 5""",41199.0,1131,182
139,T139,T139,Ernie Els,57,"36' 5""",25418.167,698,140
140,T139,T139,Derek Ernst,75,"36' 5""",41265.417,1132,88
141,T139,T139,Robert Streb,110,"36' 5""",62822.167,1724,23
142,T139,T139,Lee Westwood,56,"36' 5""",20885.0,573,89
143,T144,T144,Sangmoon Bae,98,"36' 6""",57552.0,1576,168
144,T144,T144,Gonzalo Fernandez-Castaño,81,"36' 6""",41176.417,1128,149
145,T144,T144,Charl Schwartzel,67,"36' 6""",26562.333,727,128
146,T147,T147,Andrew Svoboda,80,"36' 8""",45982.917,1255,155
147,T147,T147,Michael Thompson,83,"36' 8""",49314.667,1344,121
148,T149,T149,Martin Flores,95,"36' 9""",51937.083,1413,41
149,T149,T149,Max Homa,78,"36' 9""",40804.25,1111,167
150,T149,T149,Billy Horschel,99,"36' 9""",48107.167,1310,18
151,T149,T149,Matt Kuchar,97,"36' 9""",50695.833,1380,85
152,T153,T153,J.B. Holmes,89,"36' 10""",43453.083,1180,154
153,T153,T153,Jason Kokrak,88,"36' 10""",52618.75,1430,67
154,T153,T153,Steve Wheatcroft,87,"36' 10""",47364.833,1287,136
155,T156,T156,Ángel Cabrera,53,"37' 0""",27797.75,752,131
156,T156,T156,Andrew Putnam,68,"37' 0""",35777.083,966,183
157,T158,T158,Tony Finau,106,"37' 1""",60978.417,1645,57
158,T158,T158,Scott Stallings,60,"37' 1""",32625.667,880,127
159,T160,T160,Derek Fathauer,81,"37' 2""",43994.083,1184,178
160,T160,T160,Russell Henley,87,"37' 2""",44545.833,1199,69
161,T160,T160,Jonathan Randolph,72,"37' 2""",37330.333,1005,143
162,T160,T160,Cameron Tringale,96,"37' 2""",52433.25,1411,137
163,T164,T164,Greg Chalmers,58,"37' 3""",24004.083,644,152
164,T164,T164,Charles Howell III,105,"37' 3""",66171.5,1776,38
165,166,166,Retief Goosen,81,"37' 4""",40079.417,1073,175
166,T167,T167,Marc Leishman,74,"37' 7""",36503.333,971,113
167,T167,T167,Carlos Ortiz,100,"37' 7""",55799.917,1484,74
168,T169,T169,Matt Every,73,"37' 8""",37792.333,1004,184
169,T169,T169,Gary Woodland,81,"37' 8""",36338.417,964,79
170,171,171,John Senden,80,"37' 9""",34327.5,910,68
171,172,172,Sean O'Hair,86,"38' 0""",55044.167,1448,144
172,173,173,John Huh,102,"38' 1""",60842.667,1597,132
173,174,174,Phil Mickelson,70,"38' 4""",37535.667,979,177
174,175,175,Padraig Harrington,60,"38' 6""",33645.417,873,181
175,176,176,Jhonattan Vegas,90,"38' 8""",49709.0,1286,120
176,177,177,Andres Romero,69,"38' 9""",37352.083,964,176
177,178,178,Morgan Hoffmann,85,"38' 10""",48024.5,1237,180
178,179,179,Aaron Baddeley,76,"38' 11""",45860.5,1178,172
179,180,180,Hunter Mahan,88,"39' 0""",45466.667,1166,107
180,181,181,Matt Jones,89,"39' 4""",47139.333,1199,147
181,T182,T182,Jamie Donaldson,50,"39' 9""",22695.75,571,150
182,T182,T182,Sergio Garcia,59,"39' 9""",25534.5,643,59
183,184,184,Geoff Ogilvy,50,"40' 2""",25126.833,625,85
