,Fairway_Approach_RTP_Score_RANK THIS WEEK,Fairway_Approach_RTP_Score_RANK LAST WEEK,Fairway_Approach_RTP_Score_PLAYER NAME,Fairway_Approach_RTP_Score_ROUNDS,Fairway_Approach_RTP_Score_AVG RTP
62,T62,T62,Brendan Steele,88,-0.09699999999999999
63,64,64,Boo Weekley,79,-0.096
64,T65,T65,Chad Campbell,97,-0.095
65,T65,T65,Erik Compton,86,-0.095
66,T65,T65,Jason Gore,76,-0.095
67,T65,T65,Colt Knost,90,-0.095
68,T65,T65,Cameron Percy,72,-0.095
69,T65,T65,John Senden,80,-0.095
70,T71,T71,Jim Herman,88,-0.094
71,T71,T71,Jerry Kelly,79,-0.094
72,T71,T71,Carlos Ortiz,100,-0.094
73,T71,T71,Vijay Singh,78,-0.094
74,75,75,Johnson Wagner,68,-0.09300000000000001
75,76,76,Pat Perez,96,-0.092
76,T77,T77,Chad Collins,79,-0.091
77,T77,T77,Charles Howell III,105,-0.091
78,T77,T77,Rory Sabbatini,81,-0.091
79,80,80,David Lingmerth,90,-0.09
80,T81,T81,Scott Brown,97,-0.08900000000000001
81,T81,T81,Graham DeLaet,65,-0.08900000000000001
82,T81,T81,Martin Laird,77,-0.08900000000000001
83,T81,T81,Seung-Yul Noh,65,-0.08900000000000001
84,T85,T85,Luke Donald,71,-0.08800000000000001
85,T85,T85,Mark Hubbard,79,-0.08800000000000001
86,T85,T85,Camilo Villegas,83,-0.08800000000000001
87,T88,T88,James Hahn,94,-0.087
88,T88,T88,Brian Harman,90,-0.087
89,T90,T90,Adam Scott,51,-0.086
90,T90,T90,Kevin Streelman,95,-0.086
91,T92,T92,Chesson Hadley,101,-0.085
92,T92,T92,Charley Hoffman,97,-0.085
93,T92,T92,Ryo Ishikawa,90,-0.085
94,T95,T95,John Huh,102,-0.084
95,T95,T95,Ryan Palmer,80,-0.084
96,T95,T95,Cameron Tringale,96,-0.084
97,98,98,Bo Van Pelt,81,-0.083
98,T99,T99,Zac Blair,108,-0.08199999999999999
99,T99,T99,Michael Putnam,87,-0.08199999999999999
100,T101,T101,Roberto Castro,54,-0.081
101,T101,T101,John Peterson,84,-0.081
102,T101,T101,Nick Watney,91,-0.081
103,T104,T104,Billy Hurley III,83,-0.08
104,T104,T104,Spencer Levin,99,-0.08
105,T104,T104,Phil Mickelson,70,-0.08
106,T104,T104,Sean O'Hair,86,-0.08
107,T104,T104,Tyrone Van Aswegen,58,-0.08
108,T109,T109,Sangmoon Bae,98,-0.079
109,T109,T109,Louis Oosthuizen,68,-0.079
110,T109,T109,Jeff Overton,94,-0.079
111,T109,T109,Carl Pettersson,106,-0.079
112,T109,T109,Chez Reavie,56,-0.079
113,T114,T114,Brendon de Jonge,106,-0.077
114,T114,T114,Adam Hadwin,95,-0.077
115,T114,T114,Hunter Mahan,88,-0.077
116,T117,T117,Derek Fathauer,81,-0.076
117,T117,T117,Marc Leishman,74,-0.076
118,T119,T119,Lucas Glover,79,-0.075
119,T119,T119,Jason Kokrak,88,-0.075
120,T119,T119,Greg Owen,58,-0.075
121,T119,T119,Sam Saunders,83,-0.075
122,T119,T119,Byron Smith,59,-0.075
123,T119,T119,Michael Thompson,83,-0.075
124,125,125,Scott Pinckney,88,-0.07400000000000001
125,126,126,Kyle Reifers,96,-0.073
126,T127,T127,Tony Finau,106,-0.07200000000000001
127,T127,T127,Martin Flores,95,-0.07200000000000001
128,T127,T127,Fabián Gómez,83,-0.07200000000000001
129,T130,T130,Luke Guthrie,84,-0.071
130,T130,T130,Scott Langley,94,-0.071
131,T132,T132,Francesco Molinari,56,-0.07
132,T132,T132,Mark Wilson,89,-0.07
133,T134,T134,Jonas Blixt,78,-0.068
134,T134,T134,Jamie Donaldson,50,-0.068
135,136,136,Bill Haas,89,-0.067
136,T137,T137,Andres Gonzales,90,-0.066
137,T137,T137,Troy Merritt,91,-0.066
138,T137,T137,David Toms,62,-0.066
139,140,140,Jason Dufner,76,-0.065
140,T141,T141,Ricky Barnes,82,-0.063
141,T141,T141,Retief Goosen,81,-0.063
142,T143,T143,Roger Sloan,56,-0.062
143,T143,T143,Brian Stuard,97,-0.062
144,T143,T143,Jhonattan Vegas,90,-0.062
145,T146,T146,Ernie Els,57,-0.061
146,T146,T146,Charl Schwartzel,67,-0.061
147,148,148,J.J. Henry,94,-0.06
148,149,149,Jon Curran,83,-0.059000000000000004
149,150,150,Morgan Hoffmann,85,-0.057999999999999996
150,151,151,Gary Woodland,81,-0.057
151,152,152,Alex Cejka,94,-0.055
152,153,153,Bill Lunde,50,-0.053
153,T154,T154,John Merrick,78,-0.052000000000000005
154,T154,T154,Jonathan Randolph,72,-0.052000000000000005
155,156,156,D.A. Points,72,-0.051
156,T157,T157,Ángel Cabrera,53,-0.049
157,T157,T157,Ken Duke,93,-0.049
158,T157,T157,Gonzalo Fernandez-Castaño,81,-0.049
159,T157,T157,Andres Romero,69,-0.049
160,161,161,Brice Garnett,81,-0.048
161,T162,T162,Brian Davis,86,-0.047
162,T162,T162,Geoff Ogilvy,50,-0.047
163,164,164,Greg Chalmers,58,-0.045
164,165,165,Andrew Putnam,68,-0.044000000000000004
165,T166,T166,Max Homa,78,-0.040999999999999995
166,T166,T166,Davis Love III,51,-0.040999999999999995
167,T168,T168,Robert Garrigus,70,-0.038
168,T168,T168,Andrew Svoboda,80,-0.038
169,T170,T170,Ben Crane,62,-0.037000000000000005
170,T170,T170,Justin Leonard,61,-0.037000000000000005
171,T170,T170,Nicholas Thompson,90,-0.037000000000000005
172,T173,T173,Sung Joon Park,79,-0.032
173,T173,T173,Scott Stallings,60,-0.032
174,175,175,Eric Axley,57,-0.031
175,176,176,Tim Wilkinson,73,-0.028999999999999998
176,177,177,Derek Ernst,75,-0.027999999999999997
177,178,178,Padraig Harrington,60,-0.023
178,179,179,Oscar Fraustro,58,-0.016
179,180,180,Matt Every,73,-0.013999999999999999
180,181,181,Heath Slocum,57,-0.013000000000000001
181,182,182,Charlie Beljan,76,-0.011000000000000001
182,183,183,Jim Renner,68,-0.01
183,184,184,Robert Allenby,63,0.006
