,Right_Rough_Proximity_RANK THIS WEEK,Right_Rough_Proximity_RANK LAST WEEK,Right_Rough_Proximity_PLAYER NAME,Right_Rough_Proximity_ROUNDS,Right_Rough_Proximity_AVG,Right_Rough_Proximity_ATTEMPTS,Right_Rough_Proximity_TOTAL DISTANCE (FEET),Right_Rough_Proximity_RELATIVE TO PAR
44,45,45,Brandt Snedeker,98,"42' 7""",127,5407.0,+8.00
45,46,46,Kyle Reifers,96,"42' 8""",157,6700.8330000000005,+32.00
46,T47,T47,Charlie Beljan,76,"42' 9""",126,5391.4169999999995,+18.00
47,T47,T47,Greg Owen,58,"42' 9""",97,4147.667,+16.00
48,49,49,Hudson Swafford,97,"42' 10""",142,6085.9169999999995,+17.00
49,50,50,Russell Henley,87,"42' 11""",89,3819.0,E
50,51,51,D.A. Points,72,"43' 0""",118,5077.917,+3.00
51,T52,T52,Jason Day,75,"43' 1""",124,5341.4169999999995,+3.00
52,T52,T52,Bill Haas,89,"43' 1""",121,5217.0,+1.00
53,54,54,Paul Casey,87,"43' 2""",106,4576.5,+6.00
54,55,55,Jason Dufner,76,"43' 3""",72,3116.333,+3.00
55,T56,T56,Justin Rose,69,"43' 4""",79,3423.917,+14.00
56,T56,T56,Sam Saunders,83,"43' 4""",120,5201.0,+28.00
57,T58,T58,Jonas Blixt,78,"43' 5""",102,4428.833,+10.00
58,T58,T58,David Lingmerth,90,"43' 5""",119,5163.167,+22.00
59,T58,T58,Patrick Reed,103,"43' 5""",163,7073.4169999999995,+5.00
60,T58,T58,John Senden,80,"43' 5""",76,3298.917,+13.00
61,T58,T58,Tim Wilkinson,73,"43' 5""",96,4168.167,+23.00
62,T63,T63,Spencer Levin,99,"43' 6""",109,4742.667,+21.00
63,T63,T63,John Peterson,84,"43' 6""",125,5435.4169999999995,+16.00
64,T63,T63,Chris Stroud,84,"43' 6""",112,4871.583,+24.00
65,66,66,Justin Thomas,106,"43' 7""",167,7278.8330000000005,+8.00
66,T67,T67,Brendon de Jonge,106,"43' 9""",154,6734.9169999999995,+16.00
67,T67,T67,Nick Watney,91,"43' 9""",150,6564.4169999999995,+25.00
68,T69,T69,Erik Compton,86,"43' 11""",114,5007.667,+12.00
69,T69,T69,Bryce Molder,91,"43' 11""",143,6282.5,+15.00
70,71,71,Daniel Berger,97,"44' 1""",169,7447.0,+19.00
71,T72,T72,Hunter Mahan,88,"44' 2""",134,5916.8330000000005,+20.00
72,T72,T72,Ryan Palmer,80,"44' 2""",107,4725.167,+8.00
73,T72,T72,Scott Piercy,90,"44' 2""",197,8702.083,+32.00
74,T72,T72,Scott Stallings,60,"44' 2""",86,3800.417,+6.00
75,76,76,David Toms,62,"44' 3""",95,4200.25,+15.00
76,77,77,Rickie Fowler,76,"44' 4""",106,4701.417,+22.00
77,T78,T78,Ben Martin,93,"44' 5""",130,5773.4169999999995,+35.00
78,T78,T78,George McNeill,93,"44' 5""",154,6837.25,+18.00
79,80,80,Adam Hadwin,95,"44' 6""",128,5693.1669999999995,+23.00
80,T81,T81,Tony Finau,106,"44' 7""",232,10345.083,-1.00
81,T81,T81,Billy Horschel,99,"44' 7""",99,4414.75,+17.00
82,83,83,Andres Romero,69,"44' 8""",103,4599.083,+9.00
83,T84,T84,Brian Davis,86,"44' 9""",128,5723.3330000000005,+18.00
84,T84,T84,Brian Harman,90,"44' 9""",132,5908.25,+10.00
85,T84,T84,Jim Herman,88,"44' 9""",132,5904.1669999999995,+18.00
86,T84,T84,Alex Prugh,84,"44' 9""",123,5508.4169999999995,+13.00
87,T84,T84,Mark Wilson,89,"44' 9""",182,8141.9169999999995,+11.00
88,T89,T89,Lucas Glover,79,"44' 10""",114,5106.5,+30.00
89,T89,T89,Luke Guthrie,84,"44' 10""",123,5511.4169999999995,+10.00
90,T89,T89,Tom Hoge,83,"44' 10""",145,6506.25,+18.00
91,T89,T89,Pat Perez,96,"44' 10""",134,6007.0,+5.00
92,T89,T89,Michael Thompson,83,"44' 10""",127,5692.8330000000005,+17.00
93,94,94,Phil Mickelson,70,"44' 11""",104,4670.0,+14.00
94,T95,T95,James Hahn,94,"45' 0""",149,6705.6669999999995,+17.00
95,T95,T95,Martin Laird,77,"45' 0""",146,6571.5830000000005,+18.00
96,T95,T95,Brian Stuard,97,"45' 0""",110,4953.5,+19.00
97,T95,T95,Willy Wilcox,58,"45' 0""",78,3507.083,+4.00
98,T99,T99,Colt Knost,90,"45' 1""",122,5499.8330000000005,+15.00
99,T99,T99,Roger Sloan,56,"45' 1""",100,4508.833,+29.00
100,T99,T99,Kevin Streelman,95,"45' 1""",98,4417.083,+15.00
101,T99,T99,Bo Van Pelt,81,"45' 1""",112,5051.75,+17.00
102,T103,T103,Roberto Castro,54,"45' 2""",53,2393.583,+15.00
103,T103,T103,Retief Goosen,81,"45' 2""",119,5370.75,+27.00
104,T103,T103,Jerry Kelly,79,"45' 2""",96,4337.75,+5.00
105,T103,T103,Davis Love III,51,"45' 2""",67,3025.333,+11.00
106,107,107,Troy Merritt,91,"45' 3""",178,8049.9169999999995,+25.00
107,T108,T108,Sangmoon Bae,98,"45' 4""",205,9294.75,+32.00
108,T108,T108,Kevin Chappell,86,"45' 4""",123,5579.5830000000005,+23.00
109,T108,T108,Gonzalo Fernandez-Castaño,81,"45' 4""",128,5806.0830000000005,+18.00
110,T108,T108,Max Homa,78,"45' 4""",150,6806.0,+23.00
111,T112,T112,Fabián Gómez,83,"45' 5""",133,6040.3330000000005,+33.00
112,T112,T112,Carlos Ortiz,100,"45' 5""",155,7034.6669999999995,+20.00
113,T112,T112,Scott Pinckney,88,"45' 5""",170,7716.8330000000005,+18.00
114,T115,T115,K.J. Choi,66,"45' 6""",116,5274.4169999999995,+18.00
115,T115,T115,Charl Schwartzel,67,"45' 6""",75,3413.417,+7.00
116,T117,T117,Graham DeLaet,65,"45' 7""",88,4011.167,+19.00
117,T117,T117,Mark Hubbard,79,"45' 7""",112,5103.0,+19.00
118,T117,T117,Cameron Percy,72,"45' 7""",114,5193.5,+13.00
119,120,120,Robert Streb,110,"45' 10""",213,9755.5,+10.00
120,T121,T121,Zac Blair,108,"45' 11""",159,7305.4169999999995,+24.00
121,T121,T121,Sergio Garcia,59,"45' 11""",71,3259.083,+12.00
122,T121,T121,Jeff Overton,94,"45' 11""",148,6795.0830000000005,+25.00
123,T124,T124,Steven Alker,62,"46' 0""",76,3493.833,+12.00
124,T124,T124,Boo Weekley,79,"46' 0""",113,5202.167,-1.00
125,126,126,Ryan Moore,81,"46' 2""",86,3973.25,+13.00
126,T127,T127,Scott Brown,97,"46' 3""",161,7445.75,+17.00
127,T127,T127,Ken Duke,93,"46' 3""",151,6986.5,+18.00
128,T127,T127,Jonathan Randolph,72,"46' 3""",116,5364.5830000000005,+17.00
129,T130,T130,Keegan Bradley,87,"46' 5""",96,4456.083,-1.00
130,T130,T130,Matt Jones,89,"46' 5""",138,6401.0,+16.00
131,T130,T130,Whee Kim,71,"46' 5""",115,5334.3330000000005,+18.00
132,T130,T130,Ian Poulter,68,"46' 5""",81,3759.417,+14.00
133,T134,T134,Zach Johnson,90,"46' 6""",89,4137.75,+13.00
134,T134,T134,Sung Joon Park,79,"46' 6""",101,4695.667,+11.00
135,T134,T134,Steve Wheatcroft,87,"46' 6""",139,6461.0,+21.00
136,T137,T137,Jonathan Byrd,69,"46' 7""",94,4382.167,+5.00
137,T137,T137,Harris English,105,"46' 7""",175,8158.3330000000005,+26.00
138,T137,T137,Derek Fathauer,81,"46' 7""",159,7404.1669999999995,+19.00
139,T137,T137,Nick Taylor,91,"46' 7""",171,7968.75,+27.00
140,T141,T141,Michael Putnam,87,"46' 8""",143,6670.1669999999995,+21.00
141,T141,T141,Johnson Wagner,68,"46' 8""",93,4338.333,+6.00
142,143,143,Chad Campbell,97,"46' 11""",134,6292.0,+17.00
143,T144,T144,Russell Knox,96,"47' 0""",118,5545.75,+16.00
144,T144,T144,Geoff Ogilvy,50,"47' 0""",60,2819.667,+11.00
145,T146,T146,Charles Howell III,105,"47' 1""",267,12579.0,+25.00
146,T146,T146,Henrik Stenson,63,"47' 1""",52,2447.583,+1.00
147,148,148,Webb Simpson,81,"47' 2""",97,4576.75,E
148,T149,T149,Chad Collins,79,"47' 3""",125,5902.3330000000005,+7.00
149,T149,T149,Jimmy Walker,89,"47' 3""",146,6896.3330000000005,+15.00
150,151,151,Andres Gonzales,90,"47' 4""",142,6725.6669999999995,+22.00
151,T152,T152,Brooks Koepka,84,"47' 5""",129,6114.3330000000005,+6.00
152,T152,T152,Camilo Villegas,83,"47' 5""",165,7818.0830000000005,+25.00
153,T154,T154,Alex Cejka,94,"47' 6""",136,6465.3330000000005,+20.00
154,T154,T154,J.J. Henry,94,"47' 6""",121,5743.1669999999995,+17.00
155,T154,T154,Cameron Tringale,96,"47' 6""",127,6037.1669999999995,+27.00
156,157,157,Padraig Harrington,60,"47' 7""",112,5329.25,+13.00
157,158,158,Marc Leishman,74,"47' 9""",147,7016.9169999999995,+17.00
158,159,159,David Hearn,97,"47' 10""",180,8605.583,+35.00
159,160,160,Derek Ernst,75,"47' 11""",121,5796.6669999999995,+13.00
160,161,161,Brice Garnett,81,"48' 1""",139,6678.5,+25.00
161,T162,T162,Tyrone Van Aswegen,58,"48' 4""",82,3961.167,+8.00
162,T162,T162,Gary Woodland,81,"48' 4""",117,5650.75,+13.00
163,T164,T164,Aaron Baddeley,76,"48' 10""",166,8108.1669999999995,+21.00
164,T164,T164,Adam Scott,51,"48' 10""",66,3222.0,+16.00
165,T164,T164,Vijay Singh,78,"48' 10""",126,6151.25,+19.00
166,167,167,Matt Every,73,"48' 11""",118,5772.25,+45.00
167,168,168,Rory Sabbatini,81,"49' 0""",123,6030.8330000000005,+7.00
168,169,169,Andrew Svoboda,80,"49' 2""",113,5560.25,+29.00
169,170,170,Luke Donald,71,"50' 1""",95,4759.417,+12.00
170,T171,T171,Bill Lunde,50,"50' 2""",76,3810.917,+5.00
171,T171,T171,Seung-Yul Noh,65,"50' 2""",111,5566.1669999999995,+20.00
172,173,173,Byron Smith,59,"50' 5""",108,5443.0830000000005,+23.00
173,T174,T174,Justin Leonard,61,"50' 7""",61,3087.25,+12.00
174,T174,T174,Heath Slocum,57,"50' 7""",69,3488.833,+14.00
175,176,176,Ernie Els,57,"50' 11""",70,3563.417,+11.00
176,177,177,Jamie Donaldson,50,"51' 1""",68,3474.5,+5.00
177,178,178,Kevin Na,98,"51' 3""",111,5692.5830000000005,+27.00
178,179,179,Sean O'Hair,86,"51' 7""",139,7174.3330000000005,+13.00
179,180,180,Robert Garrigus,70,"51' 8""",107,5532.5830000000005,+22.00
180,181,181,Jhonattan Vegas,90,"51' 9""",152,7872.25,+29.00
181,182,182,Chris Kirk,76,"53' 3""",94,5007.5,+7.00
182,183,183,Francesco Molinari,56,"53' 10""",55,2963.083,+2.00
183,184,184,John Huh,102,"54' 2""",140,7578.5830000000005,+24.00
