,Rough_Proximity_RANK THIS WEEK,Rough_Proximity_RANK LAST WEEK,Rough_Proximity_PLAYER NAME,Rough_Proximity_ROUNDS,Rough_Proximity_AVG,Rough_Proximity_TOTAL DISTANCE (INCHES),Rough_Proximity_ATTEMPTS,Rough_Proximity_TOTAL DISTANCE (FEET),Rough_Proximity_RELATIVE TO PAR
69,T67,T67,Mark Wilson,89,"43' 4""",143948,277,11995.667,+29.00
70,71,71,Derek Ernst,75,"43' 7""",121401,232,10116.75,+26.00
71,T72,T72,Harris English,105,"43' 8""",172385,329,14365.417,+31.00
72,T72,T72,Pat Perez,96,"43' 8""",132050,252,11004.167,+18.00
73,T72,T72,Scott Piercy,90,"43' 8""",153918,294,12826.5,+36.00
74,T75,T75,Max Homa,78,"43' 9""",138001,263,11500.083,+35.00
75,T75,T75,Russell Knox,96,"43' 9""",121844,232,10153.667,+21.00
76,T75,T75,Brooks Koepka,84,"43' 9""",133311,254,11109.25,+4.00
77,T75,T75,Hunter Mahan,88,"43' 9""",142729,272,11894.083,+31.00
78,T75,T75,Kevin Streelman,95,"43' 9""",103893,198,8657.75,+17.00
79,T75,T75,Tim Wilkinson,73,"43' 9""",104963,200,8746.917,+42.00
80,T81,T81,Steven Alker,62,"43' 10""",73598,140,6133.1669999999995,+33.00
81,T81,T81,Brian Harman,90,"43' 10""",133075,253,11089.583,+21.00
82,T83,T83,Roberto Castro,54,"43' 11""",57488,109,4790.667,+21.00
83,T83,T83,Jeff Overton,94,"43' 11""",151691,288,12640.917,+36.00
84,T85,T85,Chad Collins,79,"44' 0""",117694,223,9807.833,+21.00
85,T85,T85,James Hahn,94,"44' 0""",136327,258,11360.583,+18.00
86,T85,T85,Geoff Ogilvy,50,"44' 0""",68632,130,5719.3330000000005,+23.00
87,T88,T88,Lucas Glover,79,"44' 1""",123262,233,10271.833,+51.00
88,T88,T88,Spencer Levin,99,"44' 1""",120014,227,10001.167,+45.00
89,T90,T90,Jason Dufner,76,"44' 2""",81051,153,6754.25,+10.00
90,T90,T90,Retief Goosen,81,"44' 2""",127758,241,10646.5,+33.00
91,T90,T90,Chesson Hadley,101,"44' 2""",176932,334,14744.333,+59.00
92,T90,T90,Adam Scott,51,"44' 2""",69418,131,5784.8330000000005,+30.00
93,T90,T90,Nick Watney,91,"44' 2""",146147,276,12178.917,+45.00
94,T95,T95,Chad Campbell,97,"44' 3""",159436,300,13286.333,+39.00
95,T95,T95,Brian Davis,86,"44' 3""",125248,236,10437.333,+42.00
96,T95,T95,Ben Martin,93,"44' 3""",134451,253,11204.25,+61.00
97,T95,T95,Camilo Villegas,83,"44' 3""",168229,317,14019.083,+31.00
98,99,99,Ricky Barnes,82,"44' 4""",142471,268,11872.583,+31.00
99,T100,T100,Andres Gonzales,90,"44' 5""",153637,288,12803.083,+40.00
100,T100,T100,David Lingmerth,90,"44' 5""",128347,241,10695.583,+32.00
101,T100,T100,Cameron Percy,72,"44' 5""",119991,225,9999.25,+35.00
102,T100,T100,Michael Putnam,87,"44' 5""",129466,243,10788.833,+39.00
103,104,104,Graham DeLaet,65,"44' 6""",92424,173,7702.0,+32.00
104,105,105,D.A. Points,72,"44' 7""",132244,247,11020.333,+23.00
105,T106,T106,Greg Chalmers,58,"44' 8""",69635,130,5802.9169999999995,+21.00
106,T106,T106,Fabián Gómez,83,"44' 8""",131250,245,10937.5,+63.00
107,T108,T108,Daniel Berger,97,"44' 9""",153591,286,12799.25,+21.00
108,T108,T108,Alex Prugh,84,"44' 9""",132747,247,11062.25,+33.00
109,T108,T108,Andrew Putnam,68,"44' 9""",113916,212,9493.0,+41.00
110,T108,T108,Steve Wheatcroft,87,"44' 9""",137968,257,11497.333,+46.00
111,T108,T108,Willy Wilcox,58,"44' 9""",67615,126,5634.5830000000005,+9.00
112,T113,T113,Luke Guthrie,84,"44' 10""",136197,253,11349.75,+24.00
113,T113,T113,Boo Weekley,79,"44' 10""",121501,226,10125.083,+18.00
114,T115,T115,Keegan Bradley,87,"44' 11""",99713,185,8309.417,+11.00
115,T115,T115,Brandt Snedeker,98,"44' 11""",153489,285,12790.75,+34.00
116,T115,T115,David Toms,62,"44' 11""",68976,128,5748.0,+23.00
117,T118,T118,Gonzalo Fernandez-Castaño,81,"45' 0""",111244,206,9270.333,+33.00
118,T118,T118,Mark Hubbard,79,"45' 0""",107960,200,8996.667,+43.00
119,T118,T118,Vijay Singh,78,"45' 0""",146418,271,12201.5,+26.00
120,121,121,Bryce Molder,91,"45' 1""",121276,224,10106.333,+26.00
121,122,122,Scott Pinckney,88,"45' 2""",142957,264,11913.083,+33.00
122,123,123,Erik Compton,86,"45' 3""",135192,249,11266.0,+25.00
123,T124,T124,Kevin Chappell,86,"45' 4""",132842,244,11070.167,+36.00
124,T124,T124,Ken Duke,93,"45' 4""",133159,245,11096.583,+30.00
125,T124,T124,Russell Henley,87,"45' 4""",123417,227,10284.75,+36.00
126,T124,T124,Billy Horschel,99,"45' 4""",130449,240,10870.75,+33.00
127,T124,T124,Charles Howell III,105,"45' 4""",225039,414,18753.25,+22.00
128,T124,T124,Colt Knost,90,"45' 4""",111525,205,9293.75,+41.00
129,T124,T124,Sam Saunders,83,"45' 4""",112680,207,9390.0,+35.00
130,T124,T124,Tyrone Van Aswegen,58,"45' 4""",79993,147,6666.0830000000005,+15.00
131,T132,T132,Adam Hadwin,95,"45' 6""",133305,244,11108.75,+28.00
132,T132,T132,Jim Herman,88,"45' 6""",127739,234,10644.917,+36.00
133,T132,T132,Ian Poulter,68,"45' 6""",82959,152,6913.25,+28.00
134,T135,T135,Scott Brown,97,"45' 7""",159113,291,13259.417,+39.00
135,T135,T135,Rory Sabbatini,81,"45' 7""",134096,245,11174.667,+14.00
136,137,137,Justin Leonard,61,"45' 8""",78977,144,6581.4169999999995,+19.00
137,T138,T138,Ernie Els,57,"45' 9""",87809,160,7317.4169999999995,+22.00
138,T138,T138,Derek Fathauer,81,"45' 9""",164242,299,13686.833,+35.00
139,T138,T138,Bo Van Pelt,81,"45' 9""",126287,230,10523.917,+46.00
140,T141,T141,Zac Blair,108,"45' 10""",147931,269,12327.583,+41.00
141,T141,T141,Luke Donald,71,"45' 10""",117805,214,9817.083,+25.00
142,T141,T141,Jamie Donaldson,50,"45' 10""",67696,123,5641.3330000000005,+14.00
143,T141,T141,Henrik Stenson,63,"45' 10""",70418,128,5868.1669999999995,+3.00
144,T145,T145,Brice Garnett,81,"45' 11""",127350,231,10612.5,+31.00
145,T145,T145,Marc Leishman,74,"45' 11""",139914,254,11659.5,+23.00
146,T147,T147,Seung-Yul Noh,65,"46' 0""",124088,225,10340.667,+36.00
147,T147,T147,John Senden,80,"46' 0""",83829,152,6985.75,+32.00
148,T149,T149,Sangmoon Bae,98,"46' 1""",199769,361,16647.417,+54.00
149,T149,T149,Carlos Ortiz,100,"46' 1""",175407,317,14617.25,+27.00
150,T149,T149,Gary Woodland,81,"46' 1""",112183,203,9348.583,+21.00
151,T152,T152,Troy Merritt,91,"46' 2""",150691,272,12557.583,+41.00
152,T152,T152,Webb Simpson,81,"46' 2""",115705,209,9642.083,+22.00
153,T152,T152,Robert Streb,110,"46' 2""",207803,375,17316.917,+38.00
154,T152,T152,Michael Thompson,83,"46' 2""",152927,276,12743.917,+50.00
155,156,156,Matt Jones,89,"46' 3""",142028,256,11835.667,+20.00
156,157,157,Robert Garrigus,70,"46' 5""",125282,225,10440.167,+40.00
157,158,158,Cameron Tringale,96,"46' 6""",125062,224,10421.833,+36.00
158,159,159,Andres Romero,69,"46' 7""",117945,211,9828.75,+20.00
159,T160,T160,Whee Kim,71,"46' 9""",110982,198,9248.5,+29.00
160,T160,T160,John Peterson,84,"46' 9""",132920,237,11076.667,+33.00
161,T160,T160,Roger Sloan,56,"46' 9""",89150,159,7429.1669999999995,+47.00
162,T163,T163,Jonathan Byrd,69,"46' 10""",97274,173,8106.1669999999995,+18.00
163,T163,T163,J.J. Henry,94,"46' 10""",147901,263,12325.083,+42.00
164,T163,T163,Sean O'Hair,86,"46' 10""",158570,282,13214.167,+22.00
165,166,166,K.J. Choi,66,"46' 11""",115468,205,9622.333,+35.00
166,T167,T167,Matt Every,73,"47' 3""",144692,255,12057.667,+56.00
167,T167,T167,Zach Johnson,90,"47' 3""",113412,200,9451.0,+33.00
168,169,169,Sergio Garcia,59,"47' 4""",76695,135,6391.25,+26.00
169,170,170,Jimmy Walker,89,"47' 5""",156597,275,13049.75,+41.00
170,171,171,Jhonattan Vegas,90,"47' 6""",171628,301,14302.333,+37.00
171,T172,T172,Bill Lunde,50,"47' 8""",73158,128,6096.5,+26.00
172,T172,T172,Kevin Na,98,"47' 8""",144694,253,12057.833,+28.00
173,T174,T174,David Hearn,97,"47' 9""",168526,294,14043.833,+38.00
174,T174,T174,Andrew Svoboda,80,"47' 9""",150201,262,12516.75,+58.00
175,176,176,Aaron Baddeley,76,"47' 11""",154025,268,12835.417,+35.00
176,T177,T177,Jonathan Randolph,72,"48' 2""",142656,247,11888.0,+37.00
177,T177,T177,Byron Smith,59,"48' 2""",104666,181,8722.167,+31.00
178,T179,T179,Padraig Harrington,60,"48' 9""",127006,217,10583.833,+29.00
179,T179,T179,Heath Slocum,57,"48' 9""",70733,121,5894.4169999999995,+31.00
180,181,181,Chris Kirk,76,"48' 10""",109076,186,9089.667,+26.00
181,182,182,Phil Mickelson,70,"49' 6""",133018,224,11084.833,+19.00
182,183,183,Francesco Molinari,56,"51' 7""",65584,106,5465.3330000000005,+8.00
183,184,184,John Huh,102,"51' 8""",160056,258,13338.0,+52.00
