,Greens_or_Fringe_in_Regulation_RANK THIS WEEK,Greens_or_Fringe_in_Regulation_RANK LAST WEEK,Greens_or_Fringe_in_Regulation_PLAYER NAME,Greens_or_Fringe_in_Regulation_ROUNDS,Greens_or_Fringe_in_Regulation_%,Greens_or_Fringe_in_Regulation_TOTAL HIT,Greens_or_Fringe_in_Regulation_TOTAL ATTEMPTS,Greens_or_Fringe_in_Regulation_RTP SCORE
157,158,158,Erik Compton,86,68.1,858,1260,-252.0
158,159,159,Andres Romero,69,67.8,659,972,-171.0
159,160,160,Roger Sloan,56,67.64,487,720,-113.0
160,161,161,Robert Garrigus,70,67.58,669,990,-156.0
161,162,162,Eric Axley,57,67.57,523,774,-122.0
162,163,163,Patrick Reed,103,67.47,923,1368,-287.0
163,164,164,Brian Davis,86,67.37,861,1278,-197.0
164,165,165,Sangmoon Bae,98,67.3,1066,1584,-281.0
165,166,166,Max Homa,78,67.29,751,1116,-190.0
166,167,167,Aaron Baddeley,76,67.26,799,1188,-223.0
167,T168,T168,Greg Chalmers,58,67.13,435,648,-111.0
168,T168,T168,Ian Poulter,68,67.13,580,864,-156.0
169,170,170,Jonas Blixt,78,66.99,627,936,-166.0
170,171,171,Kevin Na,98,66.98,856,1278,-248.0
171,172,172,Morgan Hoffmann,85,66.83,830,1242,-242.0
172,173,173,Ben Crane,62,66.45,622,936,-146.0
173,174,174,Justin Leonard,61,66.36,645,972,-154.0
174,175,175,Jamie Donaldson,50,66.32,382,576,-86.0
175,176,176,Retief Goosen,81,66.02,713,1080,-177.0
176,177,177,Tim Wilkinson,73,65.9,688,1044,-147.0
177,178,178,Padraig Harrington,60,65.76,580,882,-123.0
178,179,179,Ricky Barnes,82,65.43,742,1134,-199.0
179,180,180,Derek Fathauer,81,65.4,777,1188,-215.0
180,181,181,Andrew Putnam,68,65.23,634,972,-154.0
181,182,182,Phil Mickelson,70,64.55,639,990,-197.0
182,183,183,Heath Slocum,57,64.53,453,702,-92.0
183,184,184,Matt Every,73,61.9,624,1008,-152.0
