,Average_Approach_Distance_-_Bogey_or_Worse_RANK THIS WEEK,Average_Approach_Distance_-_Bogey_or_Worse_RANK LAST WEEK,Average_Approach_Distance_-_Bogey_or_Worse_PLAYER NAME,Average_Approach_Distance_-_Bogey_or_Worse_ROUNDS,Average_Approach_Distance_-_Bogey_or_Worse_AVG (YARDS),Average_Approach_Distance_-_Bogey_or_Worse_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Bogey_or_Worse_NUMBER OF APPROACH SHOTS
39,T38,T38,Troy Merritt,91,1577,12947980.0,2.28
40,T38,T38,Scott Stallings,60,1577,9706900.0,1.71
41,42,42,Kevin Kisner,104,1578,13462250.0,2.37
42,43,43,Chris Kirk,76,1580,8647330.0,1.52
43,T44,T44,Bryce Molder,91,1581,11098280.0,1.95
44,T44,T44,Jordan Spieth,91,1581,8198080.0,1.44
45,46,46,Michael Thompson,83,1583,14190980.0,2.49
46,47,47,Andrew Putnam,68,1584,10718880.0,1.88
47,T48,T48,Keegan Bradley,87,1585,9869650.0,1.73
48,T48,T48,Jeff Overton,94,1585,12496710.0,2.19
49,50,50,Dustin Johnson,75,1586,8734660.0,1.53
50,51,51,Brian Harman,90,1587,11939660.0,2.09
51,52,52,Jason Gore,76,1588,10003830.0,1.75
52,T53,T53,Eric Axley,57,1590,7440490.0,1.3
53,T53,T53,Davis Love III,51,1590,7268470.0,1.27
54,55,55,Ryo Ishikawa,90,1591,13347720.0,2.33
55,T56,T56,Andres Gonzales,90,1592,13469740.0,2.35
56,T56,T56,J.J. Henry,94,1592,12148410.0,2.12
57,T58,T58,Rickie Fowler,76,1593,8315260.0,1.45
58,T58,T58,Mark Wilson,89,1593,12670130.0,2.21
59,60,60,Nick Taylor,91,1594,14751640.0,2.57
60,T61,T61,Jason Day,75,1596,6780350.0,1.18
61,T61,T61,Tony Finau,106,1596,15057950.0,2.62
62,T61,T61,Sung Joon Park,79,1596,10287130.0,1.79
63,T61,T61,Scott Piercy,90,1596,14076650.0,2.45
64,T61,T61,Nick Watney,91,1596,13958190.0,2.43
65,66,66,Jhonattan Vegas,90,1597,12359490.0,2.15
66,T67,T67,Stewart Cink,77,1598,9953170.0,1.73
67,T67,T67,Charley Hoffman,97,1598,12889580.0,2.24
68,69,69,Steve Wheatcroft,87,1600,12495550.0,2.17
69,70,70,Brice Garnett,81,1601,11643260.0,2.02
70,71,71,Marc Leishman,74,1602,10094450.0,1.75
71,72,72,Jason Kokrak,88,1603,13384220.0,2.32
72,73,73,Phil Mickelson,70,1604,9877260.0,1.71
73,74,74,Oscar Fraustro,58,1605,7799210.0,1.35
74,75,75,Whee Kim,71,1606,8848290.0,1.53
75,T76,T76,Luke Guthrie,84,1609,12339880.0,2.13
76,T76,T76,Padraig Harrington,60,1609,9670320.0,1.67
77,T76,T76,Billy Hurley III,83,1609,8979070.0,1.55
78,T76,T76,Hunter Mahan,88,1609,10486020.0,1.81
79,T76,T76,Justin Thomas,106,1609,14132870.0,2.44
80,81,81,Matt Kuchar,97,1610,10780920.0,1.86
81,T82,T82,J.B. Holmes,89,1611,11136290.0,1.92
82,T82,T82,Carl Pettersson,106,1611,15776030.0,2.72
83,T82,T82,Jim Renner,68,1611,10847720.0,1.87
84,T82,T82,Rory Sabbatini,81,1611,10902700.0,1.88
85,T86,T86,K.J. Choi,66,1613,9119140.0,1.57
86,T86,T86,Martin Flores,95,1613,12427620.0,2.14
87,T88,T88,Harris English,105,1614,13131160.0,2.26
88,T88,T88,Lucas Glover,79,1614,12900410.0,2.22
89,T88,T88,John Merrick,78,1614,10922890.0,1.88
90,T91,T91,Scott Pinckney,88,1615,12963060.0,2.23
91,T91,T91,Kyle Reifers,96,1615,13259730.0,2.28
92,T93,T93,Alex Cejka,94,1616,13324330.0,2.29
93,T93,T93,Luke Donald,71,1616,8086020.0,1.39
94,T93,T93,Jason Dufner,76,1616,8494810.0,1.46
95,T96,T96,Hideki Matsuyama,95,1617,10129150.0,1.74
96,T96,T96,Willy Wilcox,58,1617,5413110.0,0.93
97,98,98,Chris Stroud,84,1618,12056000.0,2.07
98,T99,T99,Jon Curran,83,1619,10550000.0,1.81
99,T99,T99,Derek Ernst,75,1619,11830090.0,2.03
100,T99,T99,Webb Simpson,81,1619,9443490.0,1.62
101,T99,T99,Kevin Streelman,95,1619,10954890.0,1.88
102,T103,T103,Kevin Chappell,86,1620,12418380.0,2.13
103,T103,T103,Brendon de Jonge,106,1620,14986880.0,2.57
104,T103,T103,Jim Herman,88,1620,11549900.0,1.98
105,106,106,Russell Henley,87,1621,10502720.0,1.8
106,107,107,Russell Knox,96,1622,12263790.0,2.1
107,T108,T108,Morgan Hoffmann,85,1623,12153250.0,2.08
108,T108,T108,D.A. Points,72,1623,10166690.0,1.74
109,T110,T110,Robert Allenby,63,1625,10295860.0,1.76
110,T110,T110,Colt Knost,90,1625,11873830.0,2.03
111,T110,T110,Ben Martin,93,1625,13048690.0,2.23
112,T110,T110,Geoff Ogilvy,50,1625,6904920.0,1.18
113,T110,T110,Chez Reavie,56,1625,8190390.0,1.4
114,T110,T110,Brandt Snedeker,98,1625,12113050.0,2.07
115,116,116,Camilo Villegas,83,1626,13408660.0,2.29
116,117,117,Heath Slocum,57,1627,8143980.0,1.39
117,T118,T118,Andres Romero,69,1628,10843370.0,1.85
118,T118,T118,Jimmy Walker,89,1628,10841990.0,1.85
119,120,120,Fabián Gómez,83,1629,13079090.0,2.23
120,T121,T121,Max Homa,78,1630,11851980.0,2.02
121,T121,T121,Carlos Ortiz,100,1630,14909050.0,2.54
122,T123,T123,David Hearn,97,1631,13448640.0,2.29
123,T123,T123,Seung-Yul Noh,65,1631,9862830.0,1.68
124,125,125,Sangmoon Bae,98,1632,15629790.0,2.66
125,126,126,Ángel Cabrera,53,1633,8463900.0,1.44
126,T127,T127,Ian Poulter,68,1634,8059390.0,1.37
127,T127,T127,Daniel Summerhays,101,1634,14412210.0,2.45
128,129,129,Mark Hubbard,79,1637,10136960.0,1.72
129,T130,T130,Erik Compton,86,1638,12326170.0,2.09
130,T130,T130,Ben Crane,62,1638,9083270.0,1.54
131,T130,T130,Danny Lee,120,1638,16338230.0,2.77
132,T130,T130,Justin Leonard,61,1638,9258660.0,1.57
133,T134,T134,Chad Campbell,97,1639,14399640.0,2.44
134,T134,T134,Paul Casey,87,1639,9616080.0,1.63
135,T134,T134,Vijay Singh,78,1639,11266330.0,1.91
136,T134,T134,Nicholas Thompson,90,1639,13868010.0,2.35
137,T138,T138,Chad Collins,79,1640,9327970.0,1.58
138,T138,T138,Brooks Koepka,84,1640,10330040.0,1.75
139,T138,T138,Scott Langley,94,1640,13222110.0,2.24
140,T138,T138,Brendon Todd,96,1640,10687450.0,1.81
141,142,142,Michael Putnam,87,1641,11227560.0,1.9
142,143,143,Daniel Berger,97,1642,13185150.0,2.23
143,144,144,Sergio Garcia,59,1644,5858350.0,0.99
144,145,145,Greg Chalmers,58,1645,7404720.0,1.25
145,146,146,Spencer Levin,99,1646,13566490.0,2.29
146,147,147,Derek Fathauer,81,1647,12862670.0,2.17
147,T148,T148,Ken Duke,93,1650,14912270.0,2.51
148,T148,T148,Kevin Na,98,1650,10929660.0,1.84
149,T148,T148,John Senden,80,1650,9146170.0,1.54
150,T151,T151,Gonzalo Fernandez-Castaño,81,1651,12240260.0,2.06
151,T151,T151,Jonathan Randolph,72,1651,10105680.0,1.7
152,T153,T153,Cameron Tringale,96,1653,13088120.0,2.2
153,T153,T153,Gary Woodland,81,1653,9223430.0,1.55
154,155,155,Cameron Percy,72,1654,10480600.0,1.76
155,156,156,Sam Saunders,83,1655,11677440.0,1.96
156,157,157,David Lingmerth,90,1656,12517490.0,2.1
157,158,158,Ryan Moore,81,1657,9604170.0,1.61
158,T159,T159,Pat Perez,96,1660,13027930.0,2.18
159,T159,T159,Adam Scott,51,1660,6336070.0,1.06
160,T161,T161,Jerry Kelly,79,1661,10404060.0,1.74
161,T161,T161,David Toms,62,1661,8553050.0,1.43
162,T163,T163,Scott Brown,97,1664,13535700.0,2.26
163,T163,T163,Boo Weekley,79,1664,11080230.0,1.85
164,T165,T165,Zac Blair,108,1666,13557930.0,2.26
165,T165,T165,James Hahn,94,1666,13556530.0,2.26
166,T167,T167,Bill Haas,89,1667,10740790.0,1.79
167,T167,T167,Zach Johnson,90,1667,9900220.0,1.65
168,169,169,William McGirt,103,1670,14609420.0,2.43
169,170,170,Jamie Donaldson,50,1672,5115150.0,0.85
170,T171,T171,Matt Jones,89,1673,11441210.0,1.9
171,T171,T171,Brendan Steele,88,1673,12104370.0,2.01
172,T173,T173,Steven Alker,62,1675,7839930.0,1.3
173,T173,T173,Roberto Castro,54,1675,6149000.0,1.02
174,175,175,Sean O'Hair,86,1676,14179150.0,2.35
175,176,176,Tim Wilkinson,73,1680,11190960.0,1.85
176,177,177,George McNeill,93,1687,14759450.0,2.43
177,T178,T178,John Huh,102,1688,14640990.0,2.41
178,T178,T178,John Peterson,84,1688,11245260.0,1.85
179,180,180,Brian Davis,86,1689,13435890.0,2.21
180,181,181,Jonathan Byrd,69,1695,8052570.0,1.32
181,182,182,Greg Owen,58,1698,6786530.0,1.11
182,183,183,Francesco Molinari,56,1742,6523640.0,1.04
183,184,184,Henrik Stenson,63,1754,5871760.0,0.93
