,Total_Hole_Outs_RANK THIS WEEK,Total_Hole_Outs_RANK LAST WEEK,Total_Hole_Outs_PLAYER NAME,Total_Hole_Outs_ROUNDS,Total_Hole_Outs_HOLE OUTS
72,T67,T67,James Hahn,94,11
73,T67,T67,Brian Harman,90,11
74,T67,T67,Charley Hoffman,97,11
75,T67,T67,Brooks Koepka,84,11
76,T67,T67,Martin Laird,77,11
77,T67,T67,Hunter Mahan,88,11
78,T67,T67,Rory Sabbatini,81,11
79,T67,T67,Andrew Svoboda,80,11
80,T67,T67,Brendon Todd,96,11
81,T67,T67,Bubba Watson,71,11
82,T83,T83,Kevin Chappell,86,10
83,T83,T83,Luke Donald,71,10
84,T83,T83,Brice Garnett,81,10
85,T83,T83,Fabián Gómez,83,10
86,T83,T83,Luke Guthrie,84,10
87,T83,T83,Chesson Hadley,101,10
88,T83,T83,David Hearn,97,10
89,T83,T83,Tom Hoge,83,10
90,T83,T83,Mark Hubbard,79,10
91,T83,T83,Matt Jones,89,10
92,T83,T83,Marc Leishman,74,10
93,T83,T83,Hideki Matsuyama,95,10
94,T83,T83,Ryan Moore,81,10
95,T83,T83,Seung-Yul Noh,65,10
96,T83,T83,Greg Owen,58,10
97,T83,T83,Jim Renner,68,10
98,T83,T83,Webb Simpson,81,10
99,T83,T83,Byron Smith,59,10
100,T83,T83,Brendan Steele,88,10
101,T83,T83,Hudson Swafford,97,10
102,T83,T83,Cameron Tringale,96,10
103,T83,T83,Camilo Villegas,83,10
104,T83,T83,Lee Westwood,56,10
105,T83,T83,Tim Wilkinson,73,10
106,T107,T107,Greg Chalmers,58,9
107,T107,T107,Jon Curran,83,9
108,T107,T107,Zach Johnson,90,9
109,T107,T107,Matt Kuchar,97,9
110,T107,T107,Spencer Levin,99,9
111,T107,T107,Bryce Molder,91,9
112,T107,T107,Sung Joon Park,79,9
113,T107,T107,Cameron Percy,72,9
114,T107,T107,D.A. Points,72,9
115,T107,T107,Kyle Reifers,96,9
116,T107,T107,Nick Taylor,91,9
117,T118,T118,Robert Allenby,63,8
118,T118,T118,Charlie Beljan,76,8
119,T118,T118,Paul Casey,87,8
120,T118,T118,Matt Every,73,8
121,T118,T118,Lucas Glover,79,8
122,T118,T118,Bill Haas,89,8
123,T118,T118,Padraig Harrington,60,8
124,T118,T118,Charles Howell III,105,8
125,T118,T118,George McNeill,93,8
126,T118,T118,Vijay Singh,78,8
127,T118,T118,Michael Thompson,83,8
128,T118,T118,David Toms,62,8
129,T130,T130,Ernie Els,57,7
130,T130,T130,Derek Ernst,75,7
131,T130,T130,Oscar Fraustro,58,7
132,T130,T130,Retief Goosen,81,7
133,T130,T130,Jim Herman,88,7
134,T130,T130,Billy Hurley III,83,7
135,T130,T130,Colt Knost,90,7
136,T130,T130,John Merrick,78,7
137,T130,T130,Francesco Molinari,56,7
138,T130,T130,Carlos Ortiz,100,7
139,T130,T130,John Senden,80,7
140,T130,T130,Heath Slocum,57,7
141,T130,T130,Scott Stallings,60,7
142,T130,T130,Jimmy Walker,89,7
143,T144,T144,Keegan Bradley,87,6
144,T144,T144,Ben Crane,62,6
145,T144,T144,Jason Day,75,6
146,T144,T144,Sergio Garcia,59,6
147,T144,T144,J.J. Henry,94,6
148,T144,T144,Jerry Kelly,79,6
149,T144,T144,Whee Kim,71,6
150,T144,T144,Justin Leonard,61,6
151,T144,T144,Louis Oosthuizen,68,6
152,T144,T144,Ian Poulter,68,6
153,T144,T144,Michael Putnam,87,6
154,T144,T144,Andrew Putnam,68,6
155,T144,T144,Roger Sloan,56,6
156,T144,T144,Nicholas Thompson,90,6
157,T144,T144,Tyrone Van Aswegen,58,6
158,T144,T144,Willy Wilcox,58,6
159,T144,T144,Mark Wilson,89,6
160,T161,T161,Roberto Castro,54,5
161,T161,T161,Graham DeLaet,65,5
162,T161,T161,Jason Gore,76,5
163,T161,T161,Russell Henley,87,5
164,T161,T161,Billy Horschel,99,5
165,T161,T161,Ryan Palmer,80,5
166,T161,T161,Alex Prugh,84,5
167,T161,T161,Jonathan Randolph,72,5
168,T161,T161,Justin Rose,69,5
169,T161,T161,Charl Schwartzel,67,5
170,T171,T171,K.J. Choi,66,4
171,T171,T171,Stewart Cink,77,4
172,T171,T171,Geoff Ogilvy,50,4
173,T171,T171,Johnson Wagner,68,4
174,T171,T171,Gary Woodland,81,4
175,T176,T176,Jamie Donaldson,50,3
176,T176,T176,Bill Lunde,50,3
177,T176,T176,Chez Reavie,56,3
178,T176,T176,Adam Scott,51,3
179,T176,T176,Kevin Streelman,95,3
180,T181,T181,Ángel Cabrera,53,2
181,T181,T181,Davis Love III,51,2
182,T181,T181,Patrick Rodgers,57,2
183,184,184,Henrik Stenson,63,1
