,Average_Distance_after_Going_for_it_Shot_RANK THIS WEEK,Average_Distance_after_Going_for_it_Shot_RANK LAST WEEK,Average_Distance_after_Going_for_it_Shot_PLAYER NAME,Average_Distance_after_Going_for_it_Shot_ROUNDS,Average_Distance_after_Going_for_it_Shot_AVG,Average_Distance_after_Going_for_it_Shot_TOTAL DIST AFTER GFG SHOT,Average_Distance_after_Going_for_it_Shot_TOTAL GFG SHOTS
86,T85,T85,Retief Goosen,81,24.4,113458.0,129
87,T85,T85,Tom Hoge,83,24.4,103855.0,118
88,T85,T85,Marc Leishman,74,24.4,98270.0,112
89,T90,T90,Jason Dufner,76,24.5,72295.0,82
90,T90,T90,Cameron Percy,72,24.5,94540.0,107
91,T90,T90,Roger Sloan,56,24.5,67089.0,76
92,T93,T93,Harris English,105,24.6,169723.0,192
93,T93,T93,Brian Stuard,97,24.6,82249.0,93
94,T95,T95,Steven Alker,62,24.7,60560.0,68
95,T95,T95,John Merrick,78,24.7,88780.0,100
96,T97,T97,Ian Poulter,68,24.8,63356.0,71
97,T97,T97,Vijay Singh,78,24.8,122106.0,137
98,99,99,Daniel Summerhays,101,24.9,133806.0,149
99,T100,T100,Sergio Garcia,59,25.0,84462.0,94
100,T100,T100,Adam Hadwin,95,25.0,133404.0,148
101,T102,T102,Derek Fathauer,81,25.1,105752.0,117
102,T102,T102,Troy Merritt,91,25.1,108366.0,120
103,T104,T104,Blayne Barber,76,25.2,96336.0,106
104,T104,T104,Luke Donald,71,25.2,65433.0,72
105,T104,T104,Ken Duke,93,25.2,99725.0,110
106,T104,T104,Danny Lee,120,25.2,146858.0,162
107,T108,T108,Jason Gore,76,25.3,92901.0,102
108,T108,T108,Max Homa,78,25.3,119156.0,131
109,T108,T108,Shawn Stefani,94,25.3,172185.0,189
110,T111,T111,Jonathan Byrd,69,25.4,77837.0,85
111,T111,T111,Bo Van Pelt,81,25.4,92308.0,101
112,T113,T113,Charlie Beljan,76,25.5,116606.0,127
113,T113,T113,Derek Ernst,75,25.5,120975.0,132
114,T113,T113,Justin Leonard,61,25.5,31212.0,34
115,T113,T113,Ryan Moore,81,25.5,92784.0,101
116,T113,T113,Heath Slocum,57,25.5,44976.0,49
117,T118,T118,David Lingmerth,90,25.6,111706.0,121
118,T118,T118,John Peterson,84,25.6,143093.0,155
119,T118,T118,Steve Wheatcroft,87,25.6,118743.0,129
120,121,121,Brandt Snedeker,98,25.7,111939.0,121
121,T122,T122,Jason Bohn,95,25.8,107903.0,116
122,T122,T122,Fabián Gómez,83,25.8,91831.0,99
123,T122,T122,Scott Piercy,90,25.8,152403.0,164
124,T125,T125,Phil Mickelson,70,25.9,121386.0,130
125,T125,T125,Kyle Reifers,96,25.9,128550.0,138
126,T125,T125,Brendon Todd,96,25.9,89561.0,96
127,T128,T128,Mark Hubbard,79,26.0,91795.0,98
128,T128,T128,Scott Langley,94,26.0,102199.0,109
129,T130,T130,Zac Blair,108,26.1,95940.0,102
130,T130,T130,Chesson Hadley,101,26.1,169405.0,180
131,T130,T130,Jerry Kelly,79,26.1,88371.0,94
132,T130,T130,Bryce Molder,91,26.1,74192.0,79
133,T134,T134,Hunter Mahan,88,26.2,141522.0,150
134,T134,T134,Charl Schwartzel,67,26.2,94390.0,100
135,T136,T136,Ricky Barnes,82,26.3,99538.0,105
136,T136,T136,William McGirt,103,26.3,114363.0,121
137,T136,T136,Francesco Molinari,56,26.3,59621.0,63
138,T136,T136,D.A. Points,72,26.3,80528.0,85
139,T140,T140,Gonzalo Fernandez-Castaño,81,26.4,125644.0,132
140,T140,T140,Rickie Fowler,76,26.4,114877.0,121
141,T140,T140,Matt Kuchar,97,26.4,148329.0,156
142,T140,T140,Chris Stroud,84,26.4,106487.0,112
143,T140,T140,Nicholas Thompson,90,26.4,84705.0,89
144,T145,T145,Sean O'Hair,86,26.5,164340.0,172
145,T145,T145,Sung Joon Park,79,26.5,86933.0,91
146,T147,T147,Jon Curran,83,26.6,49807.0,52
147,T147,T147,Ryo Ishikawa,90,26.6,130963.0,137
148,T147,T147,Andres Romero,69,26.6,116828.0,122
149,T150,T150,Luke Guthrie,84,26.8,102320.0,106
150,T150,T150,Billy Hurley III,83,26.8,62673.0,65
151,T150,T150,Kevin Streelman,95,26.8,160227.0,166
152,153,153,David Hearn,97,26.9,101655.0,105
153,T154,T154,Sangmoon Bae,98,27.0,164308.0,169
154,T154,T154,Jeff Overton,94,27.0,126483.0,130
155,T156,T156,Kevin Kisner,104,27.1,165793.0,170
156,T156,T156,Cameron Tringale,96,27.1,124912.0,128
157,T158,T158,Eric Axley,57,27.2,63641.0,65
158,T158,T158,Matt Every,73,27.2,104623.0,107
159,T158,T158,Padraig Harrington,60,27.2,86134.0,88
160,T158,T158,Robert Streb,110,27.2,189256.0,193
161,162,162,Billy Horschel,99,27.3,169795.0,173
162,163,163,Zach Johnson,90,27.5,107898.0,109
163,T164,T164,Greg Owen,58,27.6,65559.0,66
164,T164,T164,Jim Renner,68,27.6,90341.0,91
165,166,166,Pat Perez,96,27.7,136560.0,137
166,167,167,Jamie Donaldson,50,27.8,54063.0,54
167,T168,T168,Robert Garrigus,70,27.9,120326.0,120
168,T168,T168,Geoff Ogilvy,50,27.9,87281.0,87
169,T168,T168,Mark Wilson,89,27.9,96470.0,96
170,171,171,Morgan Hoffmann,85,28.0,165343.0,164
171,172,172,Ernie Els,57,28.1,90115.0,89
172,T173,T173,John Huh,102,28.3,159132.0,156
173,T173,T173,Byron Smith,59,28.3,78451.0,77
174,175,175,Bill Lunde,50,28.5,62675.0,61
175,176,176,Seung-Yul Noh,65,28.7,105313.0,102
176,177,177,Kevin Na,98,28.8,113160.0,109
177,178,178,Whee Kim,71,28.9,80058.0,77
178,179,179,Brian Davis,86,29.2,93649.0,89
179,T180,T180,Ben Crane,62,29.9,48385.0,45
180,T180,T180,David Toms,62,29.9,50648.0,47
181,182,182,Greg Chalmers,58,30.9,54465.0,49
182,183,183,Tyrone Van Aswegen,58,31.1,67130.0,60
183,184,184,Lee Westwood,56,31.2,70820.0,63
