,Going_for_the_Green_-_Hit_Green_Pct._RANK THIS WEEK,Going_for_the_Green_-_Hit_Green_Pct._RANK LAST WEEK,Going_for_the_Green_-_Hit_Green_Pct._PLAYER NAME,Going_for_the_Green_-_Hit_Green_Pct._ROUNDS,Going_for_the_Green_-_Hit_Green_Pct._%,Going_for_the_Green_-_Hit_Green_Pct._SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._ATTEMPTS,Going_for_the_Green_-_Hit_Green_Pct._RTP-SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._RTP-NOT GOING FOR THE GRN
98,99,99,Spencer Levin,99,21.32,29,136,-28,28 Under
99,100,100,Graham DeLaet,65,21.3,23,108,-29,29 Under
100,101,101,Charl Schwartzel,67,21.0,21,100,-21,21 Under
101,102,102,Sung Joon Park,79,20.88,19,91,-19,19 Under
102,103,103,Henrik Stenson,63,20.75,22,106,-27,27 Under
103,104,104,Sangmoon Bae,98,20.71,35,169,-36,36 Under
104,105,105,Jason Bohn,95,20.69,24,116,-24,24 Under
105,106,106,Francesco Molinari,56,20.63,13,63,-14,14 Under
106,107,107,Andres Gonzales,90,20.59,28,136,-32,32 Under
107,108,108,Heath Slocum,57,20.41,10,49,-10,10 Under
108,109,109,Shawn Stefani,94,20.11,38,189,-40,40 Under
109,T110,T110,Robert Garrigus,70,20.0,24,120,-27,27 Under
110,T110,T110,Chesson Hadley,101,20.0,36,180,-41,41 Under
111,112,112,Chad Campbell,97,19.7,26,132,-27,27 Under
112,113,113,Bill Lunde,50,19.67,12,61,-12,12 Under
113,114,114,Derek Fathauer,81,19.66,23,117,-27,27 Under
114,115,115,Matt Every,73,19.63,21,107,-18,18 Under
115,116,116,Steven Bowditch,103,19.6,39,199,-46,46 Under
116,117,117,Kyle Reifers,96,19.57,27,138,-25,25 Under
117,118,118,Matt Jones,89,19.54,34,174,-38,38 Under
118,119,119,Cameron Tringale,96,19.53,25,128,-23,23 Under
119,T120,T120,Whee Kim,71,19.48,15,77,-15,15 Under
120,T120,T120,Byron Smith,59,19.48,15,77,-13,13 Under
121,122,122,Patrick Reed,103,19.46,29,149,-28,28 Under
122,123,123,John Peterson,84,19.35,30,155,-29,29 Under
123,124,124,Kevin Na,98,19.27,21,109,-22,22 Under
124,125,125,Charley Hoffman,97,19.23,35,182,-36,36 Under
125,T126,T126,Max Homa,78,19.08,25,131,-21,21 Under
126,T126,T126,Nick Taylor,91,19.08,33,173,-33,33 Under
127,T126,T126,Gary Woodland,81,19.08,25,131,-29,29 Under
128,129,129,Ricky Barnes,82,19.05,20,105,-20,20 Under
129,130,130,Gonzalo Fernandez-Castaño,81,18.94,25,132,-23,23 Under
130,131,131,James Hahn,94,18.9,24,127,-27,27 Under
131,132,132,Blayne Barber,76,18.87,20,106,-21,21 Under
132,T133,T133,Kevin Kisner,104,18.82,32,170,-34,34 Under
133,T133,T133,D.A. Points,72,18.82,16,85,-18,18 Under
134,135,135,Jim Renner,68,18.68,17,91,-20,20 Under
135,136,136,Hunter Mahan,88,18.67,28,150,-29,29 Under
136,137,137,Justin Rose,69,18.52,20,108,-21,21 Under
137,138,138,John Senden,80,18.49,22,119,-23,23 Under
138,139,139,Phil Mickelson,70,18.46,24,130,-23,23 Under
139,140,140,Jordan Spieth,91,18.38,25,136,-27,27 Under
140,141,141,Troy Merritt,91,18.33,22,120,-18,18 Under
141,142,142,Jason Dufner,76,18.29,15,82,-17,17 Under
142,143,143,Ryo Ishikawa,90,18.25,25,137,-30,30 Under
143,144,144,Daniel Summerhays,101,18.12,27,149,-30,30 Under
144,145,145,John Merrick,78,18.0,18,100,-17,17 Under
145,146,146,Matt Kuchar,97,17.95,28,156,-32,32 Under
146,147,147,Chris Stroud,84,17.86,20,112,-18,18 Under
147,148,148,Jeff Overton,94,17.69,23,130,-25,25 Under
148,149,149,Andrew Svoboda,80,17.39,20,115,-24,24 Under
149,150,150,Andres Romero,69,17.21,21,122,-23,23 Under
150,151,151,Marc Leishman,74,16.96,19,112,-20,20 Under
151,152,152,Sean O'Hair,86,16.86,29,172,-33,33 Under
152,T153,T153,Pat Perez,96,16.79,23,137,-25,25 Under
153,T153,T153,Michael Putnam,87,16.79,22,131,-22,22 Under
154,T155,T155,Zac Blair,108,16.67,17,102,-19,19 Under
155,T155,T155,Danny Lee,120,16.67,27,162,-26,26 Under
156,T155,T155,Brendon Todd,96,16.67,16,96,-17,17 Under
157,T158,T158,David Lingmerth,90,16.53,20,121,-21,21 Under
158,T158,T158,Brandt Snedeker,98,16.53,20,121,-22,22 Under
159,160,160,Greg Chalmers,58,16.33,8,49,-9,9 Under
160,161,161,Geoff Ogilvy,50,16.09,14,87,-14,14 Under
161,162,162,Zach Johnson,90,15.6,17,109,-19,19 Under
162,163,163,John Huh,102,15.38,24,156,-27,27 Under
163,164,164,Fabián Gómez,83,15.15,15,99,-12,12 Under
164,165,165,Luke Guthrie,84,15.09,16,106,-18,18 Under
165,166,166,Jamie Donaldson,50,14.81,8,54,-7,7 Under
166,167,167,Steven Alker,62,14.71,10,68,-13,13 Under
167,T168,T168,Brian Davis,86,14.61,13,89,-15,15 Under
168,T168,T168,Nicholas Thompson,90,14.61,13,89,-16,16 Under
169,170,170,David Hearn,97,14.29,15,105,-16,16 Under
170,171,171,Morgan Hoffmann,85,14.02,23,164,-24,24 Under
171,172,172,Billy Hurley III,83,13.85,9,65,-10,10 Under
172,T173,T173,Sergio Garcia,59,13.83,13,94,-14,14 Under
173,T173,T173,Jerry Kelly,79,13.83,13,94,-13,13 Under
174,175,175,Greg Owen,58,13.64,9,66,-11,11 Under
175,176,176,Robert Allenby,63,13.51,10,74,-8,8 Under
176,177,177,William McGirt,103,13.22,16,121,-16,16 Under
177,178,178,Chad Collins,79,13.1,11,84,-13,13 Under
178,179,179,Mark Wilson,89,12.5,12,96,-14,14 Under
179,180,180,Brian Stuard,97,9.68,9,93,-9,9 Under
180,181,181,Oscar Fraustro,58,9.33,7,75,-7,7 Under
181,182,182,Tim Wilkinson,73,8.96,6,67,-6,6 Under
182,183,183,Ian Poulter,68,7.04,5,71,-5,5 Under
183,184,184,David Toms,62,6.38,3,47,-2,2 Under
