,Going_for_the_Green_-_Birdie_or_Better_RANK THIS WEEK,Going_for_the_Green_-_Birdie_or_Better_RANK LAST WEEK,Going_for_the_Green_-_Birdie_or_Better_PLAYER NAME,Going_for_the_Green_-_Birdie_or_Better_ROUNDS,Going_for_the_Green_-_Birdie_or_Better_%,Going_for_the_Green_-_Birdie_or_Better_# OF BIRDIE OR BETTER,Going_for_the_Green_-_Birdie_or_Better_ATTEMPTS,Going_for_the_Green_-_Birdie_or_Better_RTP-SUCCESSES,Going_for_the_Green_-_Birdie_or_Better_RTP-NOT GOING FOR THE GRN
52,T52,T52,Patrick Rodgers,57,60.0,63,105,-66,+4.00
53,T52,T52,Scott Stallings,60,60.0,66,110,-70,+14.00
54,T52,T52,Johnson Wagner,68,60.0,51,85,-55,-5.00
55,56,56,Marc Leishman,74,59.82,67,112,-69,E
56,57,57,Patrick Reed,103,59.73,89,149,-91,-18.00
57,58,58,Scott Brown,97,59.72,86,144,-91,-13.00
58,59,59,Robert Streb,110,59.59,115,193,-120,-19.00
59,60,60,Nick Taylor,91,59.54,103,173,-107,-16.00
60,61,61,Daniel Berger,97,59.47,113,190,-117,-14.00
61,62,62,Jim Furyk,71,59.42,41,69,-41,-13.00
62,63,63,Sung Joon Park,79,59.34,54,91,-57,-8.00
63,64,64,Carlos Ortiz,100,59.22,122,206,-133,-13.00
64,65,65,Willy Wilcox,58,59.21,45,76,-50,-7.00
65,66,66,Andrew Svoboda,80,59.13,68,115,-74,+10.00
66,67,67,Pat Perez,96,59.12,81,137,-86,-24.00
67,68,68,Colt Knost,90,59.09,52,88,-55,-31.00
68,69,69,Charlie Beljan,76,59.06,75,127,-79,-2.00
69,70,70,Scott Pinckney,88,58.91,76,129,-86,-3.00
70,71,71,Cameron Percy,72,58.88,63,107,-70,-3.00
71,T72,T72,Steven Alker,62,58.82,40,68,-45,-15.00
72,T72,T72,K.J. Choi,66,58.82,40,68,-43,-19.00
73,T72,T72,John Senden,80,58.82,70,119,-74,+5.00
74,75,75,David Lingmerth,90,58.68,71,121,-75,-19.00
75,76,76,Jeff Overton,94,58.46,76,130,-81,-14.00
76,77,77,Ernie Els,57,58.43,52,89,-54,E
77,78,78,Ryan Moore,81,58.42,59,101,-65,-37.00
78,79,79,Luke Donald,71,58.33,42,72,-44,-15.00
79,80,80,Brian Stuard,97,58.06,54,93,-55,-21.00
80,81,81,Padraig Harrington,60,57.95,51,88,-52,+8.00
81,T82,T82,Brice Garnett,81,57.84,59,102,-61,-10.00
82,T82,T82,Louis Oosthuizen,68,57.84,59,102,-65,-12.00
83,84,84,Jason Kokrak,88,57.79,115,199,-120,-1.00
84,85,85,Jason Bohn,95,57.76,67,116,-71,-35.00
85,86,86,Phil Mickelson,70,57.69,75,130,-79,-15.00
86,87,87,Shawn Stefani,94,57.67,109,189,-117,-2.00
87,T88,T88,James Hahn,94,57.48,73,127,-79,-27.00
88,T88,T88,Rory Sabbatini,81,57.48,73,127,-79,-10.00
89,90,90,Bo Van Pelt,81,57.43,58,101,-60,-14.00
90,91,91,Jhonattan Vegas,90,57.4,97,169,-106,+15.00
91,T92,T92,Stewart Cink,77,57.29,55,96,-56,-32.00
92,T92,T92,Harris English,105,57.29,110,192,-118,-15.00
93,94,94,George McNeill,93,57.24,83,145,-89,-24.00
94,95,95,Carl Pettersson,106,57.22,103,180,-111,-5.00
95,96,96,Charl Schwartzel,67,57.0,57,100,-59,+3.00
96,97,97,Zac Blair,108,56.86,58,102,-60,-42.00
97,98,98,Danny Lee,120,56.79,92,162,-100,-3.00
98,99,99,Davis Love III,51,56.72,38,67,-40,-2.00
99,100,100,Chesson Hadley,101,56.67,102,180,-109,-8.00
100,101,101,Luke Guthrie,84,56.6,60,106,-66,+2.00
101,102,102,Alex Cejka,94,56.56,69,122,-76,-15.00
102,103,103,Kevin Chappell,86,56.52,78,138,-86,-28.00
103,104,104,Brendan Steele,88,56.5,113,200,-119,-6.00
104,105,105,Martin Laird,77,56.49,87,154,-94,-2.00
105,106,106,Chez Reavie,56,56.47,48,85,-52,-8.00
106,107,107,Rickie Fowler,76,56.2,68,121,-73,-14.00
107,108,108,Andrew Putnam,68,55.95,47,84,-49,+7.00
108,T109,T109,Whee Kim,71,55.84,43,77,-44,-9.00
109,T109,T109,Byron Smith,59,55.84,43,77,-44,E
110,111,111,Steve Wheatcroft,87,55.81,72,129,-80,-14.00
111,112,112,Bill Haas,89,55.64,74,133,-80,-25.00
112,T113,T113,Ben Crane,62,55.56,25,45,-26,-23.00
113,T113,T113,Fabián Gómez,83,55.56,55,99,-55,-10.00
114,115,115,Adam Hadwin,95,55.41,82,148,-89,-5.00
115,T116,T116,Jonathan Byrd,69,55.29,47,85,-47,-8.00
116,T116,T116,D.A. Points,72,55.29,47,85,-51,-22.00
117,118,118,Greg Chalmers,58,55.1,27,49,-29,-8.00
118,119,119,Robert Garrigus,70,55.0,66,120,-71,+2.00
119,120,120,Charles Howell III,105,54.98,127,231,-137,-7.00
120,121,121,Charley Hoffman,97,54.95,100,182,-104,-19.00
121,T122,T122,Oscar Fraustro,58,54.67,41,75,-41,+5.00
122,T122,T122,Hunter Mahan,88,54.67,82,150,-86,-4.00
123,124,124,Nick Watney,91,54.61,83,152,-87,-14.00
124,125,125,Brandt Snedeker,98,54.55,66,121,-74,-25.00
125,126,126,Bryce Molder,91,54.43,43,79,-46,-18.00
126,127,127,Billy Horschel,99,54.34,94,173,-100,-15.00
127,128,128,Ryan Palmer,80,54.29,57,105,-62,+4.00
128,129,129,Tom Hoge,83,54.24,64,118,-68,-13.00
129,130,130,Kevin Streelman,95,54.22,90,166,-96,-15.00
130,131,131,Gary Woodland,81,54.2,71,131,-77,E
131,132,132,Mark Wilson,89,54.17,52,96,-55,-26.00
132,133,133,Vijay Singh,78,54.01,74,137,-79,-17.00
133,134,134,Jason Gore,76,53.92,55,102,-61,E
134,135,135,Cameron Tringale,96,53.91,69,128,-74,-30.00
135,136,136,Andres Gonzales,90,53.68,73,136,-79,+2.00
136,137,137,Kyle Reifers,96,53.62,74,138,-77,-13.00
137,138,138,Ian Poulter,68,53.52,38,71,-40,-10.00
138,139,139,Jerry Kelly,79,53.19,50,94,-52,-32.00
139,140,140,Kevin Kisner,104,52.94,90,170,-95,-34.00
140,141,141,Geoff Ogilvy,50,52.87,46,87,-48,+4.00
141,T142,T142,Blayne Barber,76,52.83,56,106,-60,-12.00
142,T142,T142,Henrik Stenson,63,52.83,56,106,-62,-13.00
143,144,144,Steven Bowditch,103,52.76,105,199,-116,+2.00
144,T145,T145,J.J. Henry,94,52.68,59,112,-66,-15.00
145,T145,T145,Chris Stroud,84,52.68,59,112,-59,-5.00
146,147,147,Max Homa,78,52.67,69,131,-70,-1.00
147,148,148,Russell Henley,87,52.59,71,135,-75,-20.00
148,149,149,Brendon de Jonge,106,52.41,87,166,-90,-18.00
149,T150,T150,David Hearn,97,52.38,55,105,-57,-35.00
150,T150,T150,Lee Westwood,56,52.38,33,63,-34,+10.00
151,152,152,Matt Every,73,52.34,56,107,-61,+13.00
152,153,153,Eric Axley,57,52.31,34,65,-36,+5.00
153,154,154,Ángel Cabrera,53,52.25,58,111,-62,+1.00
154,T155,T155,Sangmoon Bae,98,52.07,88,169,-95,-16.00
155,T155,T155,William McGirt,103,52.07,63,121,-67,-38.00
156,157,157,John Huh,102,51.92,81,156,-89,-15.00
157,158,158,Brian Davis,86,51.69,46,89,-49,-25.00
158,159,159,Retief Goosen,81,51.16,66,129,-68,-5.00
159,160,160,Daniel Summerhays,101,51.01,76,149,-83,-24.00
160,161,161,John Merrick,78,51.0,51,100,-54,-14.00
161,162,162,John Peterson,84,50.97,79,155,-85,-8.00
162,163,163,Francesco Molinari,56,50.79,32,63,-34,-28.00
163,T164,T164,Robert Allenby,63,50.0,37,74,-38,+10.00
164,T164,T164,Jamie Donaldson,50,50.0,27,54,-30,-8.00
165,166,166,Ken Duke,93,49.09,54,110,-60,-28.00
166,T167,T167,Sergio Garcia,59,48.94,46,94,-50,-8.00
167,T167,T167,David Toms,62,48.94,23,47,-24,-23.00
168,169,169,Ryo Ishikawa,90,48.91,67,137,-73,-17.00
169,170,170,Michael Putnam,87,48.85,64,131,-68,-16.00
170,171,171,Jason Dufner,76,48.78,40,82,-46,-12.00
171,172,172,Spencer Levin,99,48.53,66,136,-70,-5.00
172,T173,T173,Gonzalo Fernandez-Castaño,81,48.48,64,132,-66,+1.00
173,T173,T173,Martin Flores,95,48.48,80,165,-87,-10.00
174,175,175,Andres Romero,69,48.36,59,122,-63,-2.00
175,176,176,Nicholas Thompson,90,48.31,43,89,-48,-20.00
176,177,177,Bill Lunde,50,47.54,29,61,-30,+4.00
177,178,178,Jim Renner,68,47.25,43,91,-47,+6.00
178,179,179,Sean O'Hair,86,45.93,79,172,-87,-7.00
179,180,180,Greg Owen,58,45.45,30,66,-32,-8.00
180,T181,T181,Troy Merritt,91,45.0,54,120,-55,-8.00
181,T181,T181,Tyrone Van Aswegen,58,45.0,27,60,-29,E
182,183,183,Scott Piercy,90,43.9,72,164,-81,-22.00
183,184,184,Billy Hurley III,83,40.0,26,65,-27,-13.00
