,Approaches_from_inside_100_yards_Rgh_RANK THIS WEEK,Approaches_from_inside_100_yards_Rgh_RANK LAST WEEK,Approaches_from_inside_100_yards_Rgh_PLAYER NAME,Approaches_from_inside_100_yards_Rgh_ROUNDS,Approaches_from_inside_100_yards_Rgh_AVG,Approaches_from_inside_100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_Rgh_# OF ATTEMPTS,Approaches_from_inside_100_yards_Rgh_RELATIVE TO PAR
36,T34,T34,Steve Wheatcroft,87,"22' 0""",991.6669999999999,45,+12
37,38,38,Bryce Molder,91,"22' 5""",492.333,22,+4
38,T39,T39,Derek Ernst,75,"22' 6""",427.083,19,+5
39,T39,T39,Cameron Tringale,96,"22' 6""",652.6669999999999,29,+8
40,41,41,Sergio Garcia,59,"22' 9""",410.083,18,+6
41,T42,T42,Brendon de Jonge,106,"22' 11""",710.8330000000001,31,+3
42,T42,T42,Byron Smith,59,"22' 11""",343.25,15,+2
43,44,44,Brandt Snedeker,98,"23' 1""",647.1669999999999,28,+5
44,T45,T45,K.J. Choi,66,"23' 2""",603.1669999999999,26,+8
45,T45,T45,Jim Furyk,71,"23' 2""",301.58299999999997,13,+4
46,47,47,Hunter Mahan,88,"23' 4""",910.5,39,+9
47,48,48,Chris Kirk,76,"23' 5""",351.833,15,E
48,49,49,Max Homa,78,"23' 6""",751.75,32,+6
49,50,50,Vijay Singh,78,"23' 7""",637.5,27,+5
50,51,51,Chez Reavie,56,"23' 8""",260.75,11,-3
51,52,52,Charley Hoffman,97,"23' 9""",901.6669999999999,38,+8
52,53,53,Nicholas Thompson,90,"23' 10""",691.3330000000001,29,+14
53,54,54,Whee Kim,71,"24' 0""",552.4169999999999,23,+5
54,T55,T55,Chad Collins,79,"24' 1""",603.0,25,+3
55,T55,T55,Spencer Levin,99,"24' 1""",602.4169999999999,25,+6
56,T55,T55,David Toms,62,"24' 1""",385.167,16,+2
57,T58,T58,Lucas Glover,79,"24' 4""",437.417,18,+11
58,T58,T58,Daniel Summerhays,101,"24' 4""",753.4169999999999,31,+5
59,60,60,Brian Davis,86,"24' 5""",1000.5,41,+7
60,61,61,Justin Thomas,106,"24' 6""",1151.667,47,+11
61,62,62,Kyle Reifers,96,"24' 7""",762.75,31,+2
62,T63,T63,Aaron Baddeley,76,"24' 8""",419.25,17,+1
63,T63,T63,Adam Hadwin,95,"24' 8""",616.9169999999999,25,+4
64,T65,T65,Billy Hurley III,83,"24' 10""",719.25,29,+6
65,T65,T65,Ryan Palmer,80,"24' 10""",646.25,26,+3
66,T65,T65,Nick Taylor,91,"24' 10""",1143.917,46,+3
67,T68,T68,Jeff Overton,94,"24' 11""",971.75,39,+7
68,T68,T68,Michael Putnam,87,"24' 11""",696.8330000000001,28,+5
69,T68,T68,Adam Scott,51,"24' 11""",474.0,19,+7
70,T68,T68,Kevin Streelman,95,"24' 11""",798.3330000000001,32,+5
71,T68,T68,Jimmy Walker,89,"24' 11""",821.25,33,+3
72,T73,T73,Jason Day,75,"25' 0""",1075.0,43,-6
73,T73,T73,Andres Gonzales,90,"25' 0""",873.8330000000001,35,+12
74,T75,T75,Ángel Cabrera,53,"25' 1""",325.66700000000003,13,+4
75,T75,T75,Carlos Ortiz,100,"25' 1""",852.8330000000001,34,+6
76,T75,T75,Henrik Stenson,63,"25' 1""",326.33299999999997,13,-2
77,T78,T78,Erik Compton,86,"25' 2""",655.25,26,+7
78,T78,T78,Kevin Na,98,"25' 2""",628.6669999999999,25,+6
79,T78,T78,Hudson Swafford,97,"25' 2""",628.25,25,+4
80,T81,T81,Ernie Els,57,"25' 3""",530.0830000000001,21,+5
81,T81,T81,Matt Every,73,"25' 3""",631.4169999999999,25,+7
82,T81,T81,Brooks Koepka,84,"25' 3""",858.3330000000001,34,-1
83,T81,T81,Mark Wilson,89,"25' 3""",707.1669999999999,28,+9
84,T85,T85,Keegan Bradley,87,"25' 4""",531.3330000000001,21,+4
85,T85,T85,Derek Fathauer,81,"25' 4""",834.75,33,+9
86,T85,T85,Greg Owen,58,"25' 4""",455.5,18,+2
87,T88,T88,Daniel Berger,97,"25' 5""",863.5830000000001,34,-2
88,T88,T88,Jonas Blixt,78,"25' 5""",610.8330000000001,24,+9
89,T88,T88,Jason Kokrak,88,"25' 5""",939.3330000000001,37,-1
90,T91,T91,Bill Haas,89,"25' 6""",661.9169999999999,26,-2
91,T91,T91,Justin Rose,69,"25' 6""",433.75,17,+8
92,T93,T93,Gonzalo Fernandez-Castaño,81,"25' 8""",616.6669999999999,24,+8
93,T93,T93,Brice Garnett,81,"25' 8""",615.0830000000001,24,+6
94,T93,T93,Robert Garrigus,70,"25' 8""",768.75,30,+3
95,T93,T93,Davis Love III,51,"25' 8""",436.917,17,+3
96,T97,T97,Alex Cejka,94,"25' 9""",825.25,32,+10
97,T97,T97,David Lingmerth,90,"25' 9""",720.4169999999999,28,+5
98,99,99,Steven Bowditch,103,"25' 11""",1372.25,53,+11
99,100,100,Patrick Reed,103,"26' 0""",1506.1670000000001,58,+8
100,T101,T101,Steven Alker,62,"26' 1""",286.91700000000003,11,+7
101,T101,T101,Martin Flores,95,"26' 1""",911.5830000000001,35,+1
102,T103,T103,Charlie Beljan,76,"26' 2""",602.4169999999999,23,+1
103,T103,T103,Greg Chalmers,58,"26' 2""",392.667,15,+1
104,T103,T103,Boo Weekley,79,"26' 2""",628.4169999999999,24,E
105,T106,T106,Rory Sabbatini,81,"26' 3""",681.8330000000001,26,+6
106,T106,T106,Chris Stroud,84,"26' 3""",656.4169999999999,25,+9
107,T106,T106,Nick Watney,91,"26' 3""",498.917,19,+4
108,T109,T109,Tony Finau,106,"26' 4""",1213.083,46,+6
109,T109,T109,William McGirt,103,"26' 4""",1053.917,40,+1
110,T109,T109,Phil Mickelson,70,"26' 4""",975.0,37,+7
111,112,112,Roger Sloan,56,"26' 6""",636.25,24,+10
112,113,113,Kevin Kisner,104,"26' 7""",1038.25,39,+16
113,114,114,Danny Lee,120,"26' 8""",1172.417,44,+2
114,T115,T115,Marc Leishman,74,"26' 9""",642.0,24,+3
115,T115,T115,Andrew Svoboda,80,"26' 9""",669.4169999999999,25,+11
116,T115,T115,Jhonattan Vegas,90,"26' 9""",830.1669999999999,31,+3
117,T118,T118,Robert Allenby,63,"26' 10""",322.16700000000003,12,+7
118,T118,T118,Geoff Ogilvy,50,"26' 10""",375.083,14,+4
119,T118,T118,Camilo Villegas,83,"26' 10""",590.4169999999999,22,+4
120,T121,T121,Sangmoon Bae,98,"27' 1""",1406.5829999999999,52,+2
121,T121,T121,Webb Simpson,81,"27' 1""",650.4169999999999,24,+5
122,123,123,Robert Streb,110,"27' 2""",1467.6670000000001,54,+5
123,T124,T124,Padraig Harrington,60,"27' 3""",654.6669999999999,24,+11
124,T124,T124,John Huh,102,"27' 3""",654.0830000000001,24,+9
125,T126,T126,Jon Curran,83,"27' 4""",656.9169999999999,24,+11
126,T126,T126,Scott Pinckney,88,"27' 4""",901.0,33,+2
127,T128,T128,Michael Thompson,83,"27' 5""",795.6669999999999,29,+11
128,T128,T128,Lee Westwood,56,"27' 5""",576.0830000000001,21,+4
129,130,130,Ian Poulter,68,"27' 6""",495.5,18,+5
130,131,131,Harris English,105,"27' 7""",938.0,34,+12
131,132,132,Paul Casey,87,"27' 8""",664.0830000000001,24,+6
132,133,133,J.J. Henry,94,"27' 9""",721.6669999999999,26,+2
133,T134,T134,Pat Perez,96,"28' 1""",926.1669999999999,33,+11
134,T134,T134,Tyrone Van Aswegen,58,"28' 1""",562.3330000000001,20,E
135,136,136,Troy Merritt,91,"28' 2""",761.5,27,+12
136,137,137,Oscar Fraustro,58,"28' 3""",593.0830000000001,21,+5
137,138,138,Shawn Stefani,94,"28' 5""",1251.583,44,+19
138,T139,T139,Jason Bohn,95,"28' 7""",799.4169999999999,28,+13
139,T139,T139,Fabián Gómez,83,"28' 7""",942.3330000000001,33,+15
140,T139,T139,Andres Romero,69,"28' 7""",799.1669999999999,28,+1
141,T139,T139,Charl Schwartzel,67,"28' 7""",601.0,21,+3
142,T143,T143,Brian Harman,90,"28' 10""",1181.25,41,+12
143,T143,T143,Jerry Kelly,79,"28' 10""",692.4169999999999,24,+2
144,T145,T145,Tom Hoge,83,"28' 11""",810.5830000000001,28,+5
145,T145,T145,Ryan Moore,81,"28' 11""",664.4169999999999,23,+2
146,T145,T145,Jonathan Randolph,72,"28' 11""",780.75,27,+6
147,148,148,Ricky Barnes,82,"29' 0""",579.3330000000001,20,+7
148,T149,T149,Kevin Chappell,86,"29' 1""",755.3330000000001,26,E
149,T149,T149,David Hearn,97,"29' 1""",1017.4169999999999,35,+4
150,T149,T149,Billy Horschel,99,"29' 1""",900.4169999999999,31,+9
151,T149,T149,Martin Laird,77,"29' 1""",990.0830000000001,34,+9
152,T149,T149,D.A. Points,72,"29' 1""",640.4169999999999,22,-1
153,T154,T154,Charles Howell III,105,"29' 5""",1234.5,42,+15
154,T154,T154,John Senden,80,"29' 5""",441.0,15,+2
155,T156,T156,Russell Henley,87,"29' 7""",917.3330000000001,31,+5
156,T156,T156,Francesco Molinari,56,"29' 7""",325.16700000000003,11,+1
157,T156,T156,Scott Stallings,60,"29' 7""",502.917,17,+5
158,159,159,Heath Slocum,57,"29' 8""",445.5,15,+7
159,160,160,Matt Jones,89,"29' 9""",743.9169999999999,25,+6
160,161,161,Carl Pettersson,106,"29' 11""",1405.9170000000001,47,+11
161,T162,T162,Dustin Johnson,75,"30' 0""",1019.75,34,+1
162,T162,T162,Russell Knox,96,"30' 0""",599.9169999999999,20,-2
163,164,164,Willy Wilcox,58,"30' 2""",301.91700000000003,10,+2
164,165,165,Brian Stuard,97,"30' 4""",759.1669999999999,25,+11
165,166,166,Alex Prugh,84,"30' 5""",729.3330000000001,24,+10
166,167,167,Ryo Ishikawa,90,"30' 6""",853.0830000000001,28,+8
167,T168,T168,Jim Herman,88,"30' 10""",585.0830000000001,19,+4
168,T168,T168,Brendon Todd,96,"30' 10""",1016.6669999999999,33,+5
169,170,170,Scott Piercy,90,"31' 6""",1102.75,35,+11
170,171,171,Bill Lunde,50,"31' 7""",411.0,13,+3
171,172,172,Hideki Matsuyama,95,"31' 9""",887.8330000000001,28,+5
172,173,173,J.B. Holmes,89,"31' 10""",1561.0,49,+14
173,174,174,Bo Van Pelt,81,"32' 0""",961.0,30,+8
174,175,175,Graham DeLaet,65,"32' 3""",676.6669999999999,21,+7
175,176,176,Zach Johnson,90,"32' 4""",742.9169999999999,23,+2
176,177,177,Johnson Wagner,68,"32' 7""",651.4169999999999,20,+6
177,T178,T178,James Hahn,94,"32' 10""",985.9169999999999,30,+7
178,T178,T178,Gary Woodland,81,"32' 10""",427.25,13,+1
179,180,180,Luke Donald,71,"32' 11""",625.0830000000001,19,+2
180,181,181,Patrick Rodgers,57,"33' 11""",984.4169999999999,29,+6
181,182,182,Andrew Putnam,68,"34' 11""",838.75,24,+11
182,183,183,Justin Leonard,61,"35' 3""",458.417,13,+5
183,184,184,Ben Martin,93,"42' 0""",1219.0,29,+9
