,Par_5_Going_for_the_Green_RANK THIS WEEK,Par_5_Going_for_the_Green_RANK LAST WEEK,Par_5_Going_for_the_Green_PLAYER NAME,Par_5_Going_for_the_Green_ROUNDS,Par_5_Going_for_the_Green_%,Par_5_Going_for_the_Green_ATTEMPTS,Par_5_Going_for_the_Green_NON-ATTEMPTS
62,63,63,Byron Smith,59,54.4,68,57
63,64,64,Lucas Glover,79,54.39,124,104
64,65,65,Russell Henley,87,53.96,109,93
65,66,66,Bill Lunde,50,53.92,55,47
66,67,67,Robert Streb,110,53.74,158,136
67,68,68,Camilo Villegas,83,53.36,119,104
68,69,69,Hunter Mahan,88,53.21,116,102
69,70,70,Nick Taylor,91,53.14,144,127
70,71,71,Lee Westwood,56,52.88,55,49
71,72,72,Oscar Fraustro,58,52.85,65,58
72,73,73,Jordan Spieth,91,52.83,112,100
73,74,74,Cameron Percy,72,52.81,94,84
74,75,75,Ryo Ishikawa,90,52.79,123,110
75,76,76,Paul Casey,87,52.63,90,81
76,77,77,Rory Sabbatini,81,51.98,105,97
77,78,78,Kevin Kisner,104,51.89,151,140
78,79,79,Tom Hoge,83,51.79,101,94
79,80,80,Jason Gore,76,51.45,89,84
80,81,81,Alex Prugh,84,51.33,116,110
81,82,82,Sangmoon Bae,98,51.09,141,135
82,83,83,Roberto Castro,54,50.98,52,50
83,84,84,Erik Compton,86,50.87,117,113
84,T85,T85,Chesson Hadley,101,50.83,154,149
85,T85,T85,Patrick Reed,103,50.83,122,118
86,87,87,Ryan Palmer,80,50.63,81,79
87,88,88,Andres Gonzales,90,50.62,123,120
88,89,89,Carl Pettersson,106,50.5,152,149
89,90,90,Bill Haas,89,50.45,111,109
90,91,91,Matt Kuchar,97,50.4,127,125
91,92,92,Jonathan Randolph,72,50.29,88,87
92,T93,T93,Kevin Chappell,86,50.0,119,119
93,T93,T93,Seung-Yul Noh,65,50.0,83,83
94,T93,T93,Jeff Overton,94,50.0,113,113
95,96,96,Michael Putnam,87,49.55,111,113
96,97,97,Matt Every,73,49.44,88,90
97,98,98,Ricky Barnes,82,49.25,98,101
98,99,99,Adam Hadwin,95,49.22,127,131
99,100,100,Nick Watney,91,48.84,126,132
100,101,101,Brendon de Jonge,106,48.63,142,150
101,102,102,Derek Fathauer,81,48.34,102,109
102,103,103,John Huh,102,48.24,137,147
103,104,104,Scott Pinckney,88,48.23,109,117
104,105,105,John Merrick,78,48.11,89,96
105,106,106,Jonathan Byrd,69,48.1,76,82
106,107,107,Jamie Donaldson,50,48.08,50,54
107,108,108,Steve Wheatcroft,87,47.84,111,121
108,109,109,George McNeill,93,47.79,130,142
109,110,110,Kyle Reifers,96,47.77,118,129
110,111,111,Jim Herman,88,47.7,114,125
111,112,112,Blayne Barber,76,47.57,98,108
112,113,113,Chris Stroud,84,47.44,102,113
113,114,114,Mark Hubbard,79,47.34,89,99
114,115,115,Chez Reavie,56,47.06,72,81
115,116,116,Daniel Summerhays,101,46.52,127,146
116,117,117,Andrew Svoboda,80,46.36,102,118
117,118,118,Jason Dufner,76,46.31,69,80
118,119,119,Spencer Levin,99,46.25,117,136
119,120,120,Scott Brown,97,46.18,115,134
120,121,121,Michael Thompson,83,46.15,108,126
121,122,122,Davis Love III,51,45.9,56,66
122,123,123,David Lingmerth,90,45.13,102,124
123,124,124,Chris Kirk,76,45.05,82,100
124,125,125,Jim Renner,68,44.97,76,93
125,126,126,Brice Garnett,81,44.9,88,108
126,127,127,Eric Axley,57,44.88,57,70
127,128,128,Ben Martin,93,44.78,103,127
128,129,129,Padraig Harrington,60,44.52,69,86
129,130,130,Luke Guthrie,84,44.13,94,119
130,131,131,Johnson Wagner,68,43.45,73,95
131,132,132,Alex Cejka,94,43.31,110,144
132,133,133,James Hahn,94,43.03,105,139
133,134,134,Robert Allenby,63,42.76,65,87
134,135,135,Pat Perez,96,42.65,116,156
135,136,136,Greg Owen,58,42.64,55,74
136,137,137,Danny Lee,120,42.63,133,179
137,138,138,Cameron Tringale,96,42.58,109,147
138,139,139,Scott Langley,94,42.39,103,140
139,140,140,Andrew Putnam,68,41.9,75,104
140,141,141,Kevin Na,98,41.74,91,127
141,142,142,Whee Kim,71,41.52,71,100
142,T143,T143,Zach Johnson,90,41.46,85,120
143,T143,T143,Ryan Moore,81,41.46,85,120
144,145,145,Brandt Snedeker,98,41.13,95,136
145,146,146,J.J. Henry,94,41.1,97,139
146,147,147,Chad Campbell,97,40.79,113,164
147,148,148,Fabián Gómez,83,40.69,83,121
148,149,149,Steven Alker,62,40.67,61,89
149,150,150,Ken Duke,93,40.59,97,142
150,151,151,Sung Joon Park,79,40.0,78,117
151,152,152,D.A. Points,72,39.9,77,116
152,153,153,Jerry Kelly,79,39.7,79,120
153,154,154,Chad Collins,79,39.69,77,117
154,155,155,Tyrone Van Aswegen,58,39.53,51,78
155,156,156,Ian Poulter,68,39.47,60,92
156,157,157,Bo Van Pelt,81,39.44,84,129
157,158,158,Stewart Cink,77,39.3,79,122
158,159,159,Russell Knox,96,39.27,108,167
159,160,160,Jonas Blixt,78,38.04,62,101
160,161,161,Troy Merritt,91,37.97,101,165
161,162,162,Luke Donald,71,37.74,60,99
162,163,163,Brendon Todd,96,37.44,85,142
163,164,164,Heath Slocum,57,36.89,45,77
164,165,165,Greg Chalmers,58,36.44,43,75
165,166,166,Francesco Molinari,56,36.43,51,89
166,167,167,Jason Bohn,95,36.23,100,176
167,168,168,Brian Davis,86,35.62,78,141
168,169,169,Nicholas Thompson,90,35.32,77,141
169,170,170,Zac Blair,108,33.83,90,176
170,171,171,K.J. Choi,66,33.67,66,130
171,172,172,Jim Furyk,71,33.33,60,120
172,173,173,William McGirt,103,32.78,98,201
173,174,174,Mark Wilson,89,32.66,81,167
174,175,175,Colt Knost,90,32.61,75,155
175,T176,T176,David Hearn,97,32.13,89,188
176,T176,T176,Brian Stuard,97,32.13,80,169
177,178,178,Tim Wilkinson,73,31.49,57,124
178,179,179,Billy Hurley III,83,30.81,61,137
179,180,180,Bryce Molder,91,27.47,64,169
180,181,181,Ben Crane,62,26.67,44,121
181,182,182,Jon Curran,83,23.08,45,150
182,183,183,David Toms,62,22.73,40,136
183,184,184,Justin Leonard,61,20.25,33,130
