,Birdie_or_Better_Percentage_-_Right_Rough_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Right_Rough_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Right_Rough_PLAYER NAME,Birdie_or_Better_Percentage_-_Right_Rough_ROUNDS,Birdie_or_Better_Percentage_-_Right_Rough_%,Birdie_or_Better_Percentage_-_Right_Rough_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Right_Rough_TOTAL HOLES
66,T67,T67,Henrik Stenson,63,15.38,8,52
67,T67,T67,Mark Wilson,89,15.38,28,182
68,69,69,Jason Dufner,76,15.28,11,72
69,70,70,Steven Bowditch,103,15.24,25,164
70,71,71,Ken Duke,93,15.23,23,151
71,72,72,Hideki Matsuyama,95,15.2,19,125
72,73,73,Justin Rose,69,15.19,12,79
73,74,74,Roberto Castro,54,15.09,8,53
74,75,75,Charlie Beljan,76,15.08,19,126
75,76,76,Martin Laird,77,15.07,22,146
76,77,77,Michael Thompson,83,14.96,19,127
77,78,78,Daniel Summerhays,101,14.92,27,181
78,79,79,Cameron Percy,72,14.91,17,114
79,80,80,Brian Davis,86,14.84,19,128
80,81,81,Whee Kim,71,14.78,17,115
81,82,82,Luke Donald,71,14.74,14,95
82,83,83,Nick Watney,91,14.67,22,150
83,84,84,Charles Howell III,105,14.61,39,267
84,85,85,Danny Lee,120,14.58,21,144
85,T86,T86,Greg Chalmers,58,14.47,11,76
86,T86,T86,Bill Lunde,50,14.47,11,76
87,88,88,Aaron Baddeley,76,14.46,24,166
88,89,89,Chad Collins,79,14.4,18,125
89,90,90,Brice Garnett,81,14.39,20,139
90,T91,T91,Mark Hubbard,79,14.29,16,112
91,T91,T91,Bo Van Pelt,81,14.29,16,112
92,93,93,Sangmoon Bae,98,14.15,29,205
93,94,94,Blayne Barber,76,14.14,14,99
94,95,95,Andres Gonzales,90,14.08,20,142
95,96,96,Adam Hadwin,95,14.06,18,128
96,T97,T97,Bryce Molder,91,13.99,20,143
97,T97,T97,Michael Putnam,87,13.99,20,143
98,99,99,Jim Furyk,71,13.95,12,86
99,100,100,Luke Guthrie,84,13.82,17,123
100,101,101,Tom Hoge,83,13.79,20,145
101,102,102,Scott Piercy,90,13.71,27,197
102,103,103,Jimmy Walker,89,13.7,20,146
103,104,104,George McNeill,93,13.64,21,154
104,T105,T105,Daniel Berger,97,13.61,23,169
105,T105,T105,Marc Leishman,74,13.61,20,147
106,107,107,Ángel Cabrera,53,13.58,11,81
107,108,108,Jeff Overton,94,13.51,20,148
108,109,109,Greg Owen,58,13.4,13,97
109,110,110,Martin Flores,95,12.94,22,170
110,111,111,Johnson Wagner,68,12.9,12,93
111,112,112,Sung Joon Park,79,12.87,13,101
112,113,113,John Peterson,84,12.8,16,125
113,114,114,Ricky Barnes,82,12.75,19,149
114,115,115,Russell Knox,96,12.71,15,118
115,116,116,Vijay Singh,78,12.7,16,126
116,T117,T117,Gonzalo Fernandez-Castaño,81,12.5,16,128
117,T117,T117,Jerry Kelly,79,12.5,12,96
118,119,119,Nick Taylor,91,12.28,21,171
119,120,120,Jason Bohn,95,12.26,13,106
120,121,121,Tyrone Van Aswegen,58,12.2,10,82
121,122,122,Chez Reavie,56,12.16,9,74
122,123,123,Scott Langley,94,12.05,20,166
123,124,124,Carl Pettersson,106,11.98,20,167
124,125,125,Davis Love III,51,11.94,8,67
125,126,126,Brendon Todd,96,11.86,14,118
126,127,127,Jhonattan Vegas,90,11.84,18,152
127,T128,T128,Alex Cejka,94,11.76,16,136
128,T128,T128,Jon Curran,83,11.76,10,85
129,T128,T128,Jamie Donaldson,50,11.76,8,68
130,T128,T128,Retief Goosen,81,11.76,14,119
131,132,132,Brendon de Jonge,106,11.69,18,154
132,T133,T133,Matt Jones,89,11.59,16,138
133,T133,T133,Heath Slocum,57,11.59,8,69
134,135,135,David Toms,62,11.58,11,95
135,136,136,Derek Ernst,75,11.57,14,121
136,137,137,Chesson Hadley,101,11.56,17,147
137,T138,T138,William McGirt,103,11.51,16,139
138,T138,T138,Steve Wheatcroft,87,11.51,16,139
139,140,140,Justin Leonard,61,11.48,7,61
140,141,141,James Hahn,94,11.41,17,149
141,142,142,Kevin Chappell,86,11.38,14,123
142,T143,T143,Zach Johnson,90,11.24,10,89
143,T143,T143,Troy Merritt,91,11.24,20,178
144,145,145,Kevin Streelman,95,11.22,11,98
145,146,146,K.J. Choi,66,11.21,13,116
146,147,147,Hunter Mahan,88,11.19,15,134
147,148,148,Roger Sloan,56,11.0,11,100
148,149,149,David Lingmerth,90,10.92,13,119
149,150,150,Billy Hurley III,83,10.89,11,101
150,151,151,Harris English,105,10.86,19,175
151,T152,T152,Kyle Reifers,96,10.83,17,157
152,T152,T152,Sam Saunders,83,10.83,13,120
153,154,154,Zac Blair,108,10.69,17,159
154,155,155,Andrew Putnam,68,10.68,11,103
155,156,156,Andrew Svoboda,80,10.62,12,113
156,157,157,Steven Alker,62,10.53,8,76
157,158,158,Jonathan Randolph,72,10.34,12,116
158,159,159,Willy Wilcox,58,10.26,8,78
159,160,160,Matt Every,73,10.17,12,118
160,T161,T161,John Huh,102,10.0,14,140
161,T161,T161,Ben Martin,93,10.0,13,130
162,T161,T161,Geoff Ogilvy,50,10.0,6,60
163,T161,T161,Jim Renner,68,10.0,11,110
164,165,165,Fabián Gómez,83,9.77,13,133
165,166,166,Chad Campbell,97,9.7,13,134
166,167,167,Eric Axley,57,9.52,8,84
167,168,168,Cameron Tringale,96,9.45,12,127
168,169,169,David Hearn,97,9.44,17,180
169,170,170,Tim Wilkinson,73,9.38,9,96
170,T171,T171,Graham DeLaet,65,9.09,8,88
171,T171,T171,J.J. Henry,94,9.09,11,121
172,T171,T171,Billy Horschel,99,9.09,9,99
173,174,174,Chris Stroud,84,8.93,10,112
174,175,175,Rickie Fowler,76,8.49,9,106
175,176,176,Lee Westwood,56,8.47,5,59
176,177,177,Brian Stuard,97,8.18,9,110
177,178,178,Kevin Na,98,8.11,9,111
178,T179,T179,Ian Poulter,68,7.41,6,81
179,T179,T179,Byron Smith,59,7.41,8,108
180,181,181,Ryan Moore,81,6.98,6,86
181,182,182,Ernie Els,57,5.71,4,70
182,183,183,Spencer Levin,99,5.5,6,109
183,184,184,Lucas Glover,79,4.39,5,114
