,Average_Going_for_it_Shot_Distance_in_Yards_RANK THIS WEEK,Average_Going_for_it_Shot_Distance_in_Yards_RANK LAST WEEK,Average_Going_for_it_Shot_Distance_in_Yards_PLAYER NAME,Average_Going_for_it_Shot_Distance_in_Yards_EVENTS,Average_Going_for_it_Shot_Distance_in_Yards_AVG,Average_Going_for_it_Shot_Distance_in_Yards_DISTANCE (IN INCHES),Average_Going_for_it_Shot_Distance_in_Yards_ATTEMPTS
140,T140,T140,Ryan Moore,24,259.0,941775.0,101
141,142,142,Robert Streb,30,259.3,1801463.0,193
142,143,143,Mark Hubbard,25,259.4,915149.0,98
143,144,144,Matt Jones,25,259.5,1625247.0,174
144,145,145,Jerry Kelly,24,259.6,878652.0,94
145,146,146,Brendon de Jonge,31,259.7,1551684.0,166
146,147,147,David Toms,21,259.8,439619.0,47
147,148,148,Gary Woodland,24,260.0,1226206.0,131
148,T149,T149,Charley Hoffman,28,260.1,1704481.0,182
149,T149,T149,John Peterson,25,260.1,1451260.0,155
150,T151,T151,Morgan Hoffmann,26,260.2,1536232.0,164
151,T151,T151,Shawn Stefani,26,260.2,1770486.0,189
152,153,153,Bill Haas,25,260.4,1246754.0,133
153,154,154,Rickie Fowler,21,260.8,1136172.0,121
154,155,155,Padraig Harrington,21,260.9,826377.0,88
155,T156,T156,Scott Brown,30,261.0,1352819.0,144
156,T156,T156,Kevin Kisner,30,261.0,1597067.0,170
157,158,158,Marc Leishman,23,261.1,1052932.0,112
158,159,159,Billy Horschel,28,261.2,1627031.0,173
159,T160,T160,Sung Joon Park,27,261.4,856446.0,91
160,T160,T160,Lee Westwood,15,261.4,592903.0,63
161,162,162,Ben Martin,27,261.5,1204985.0,128
162,163,163,Hunter Mahan,24,261.6,1412816.0,150
163,164,164,Fabián Gómez,26,261.9,933457.0,99
164,165,165,Louis Oosthuizen,20,262.0,962197.0,102
165,166,166,Jim Renner,27,262.1,858617.0,91
166,167,167,Greg Chalmers,17,262.2,462549.0,49
167,168,168,Kevin Streelman,27,262.3,1567259.0,166
168,T169,T169,Jason Bohn,27,262.4,1095671.0,116
169,T169,T169,Patrick Reed,27,262.4,1407316.0,149
170,171,171,Russell Henley,24,262.8,1277281.0,135
171,172,172,Kevin Na,27,262.9,1031732.0,109
172,173,173,Jordan Spieth,25,263.2,1288412.0,136
173,174,174,Keegan Bradley,24,263.6,1489729.0,157
174,T175,T175,John Huh,31,264.1,1483116.0,156
175,T175,T175,Danny Lee,36,264.1,1539949.0,162
176,177,177,Jason Dufner,21,264.3,780181.0,82
177,178,178,Cameron Tringale,28,264.6,1219357.0,128
178,179,179,Henrik Stenson,16,264.9,1010778.0,106
179,180,180,Geoff Ogilvy,15,265.4,831092.0,87
180,181,181,Phil Mickelson,19,265.8,1243724.0,130
181,182,182,Zach Johnson,25,266.6,1046028.0,109
182,183,183,John Senden,24,267.4,1145508.0,119
183,184,184,Sergio Garcia,15,269.0,910439.0,94
