,Approach__275_yards_RTP_RANK THIS WEEK,Approach__275_yards_RTP_RANK LAST WEEK,Approach__275_yards_RTP_PLAYER NAME,Approach__275_yards_RTP_ROUNDS,Approach__275_yards_RTP_AVG RTP
101,T101,T101,D.A. Points,72,-.455
102,T101,T101,Kyle Reifers,96,-.455
103,T104,T104,Blayne Barber,76,-.444
104,T104,T104,Graham DeLaet,65,-.444
105,T104,T104,Fabián Gómez,83,-.444
106,T104,T104,Colt Knost,90,-.444
107,T104,T104,Jeff Overton,94,-.444
108,T109,T109,Scott Brown,97,-.429
109,T109,T109,Martin Flores,95,-.429
110,T109,T109,Jim Furyk,71,-.429
111,T109,T109,Jason Gore,76,-.429
112,T109,T109,Charl Schwartzel,67,-.429
113,114,114,Nick Watney,91,-.421
114,115,115,James Hahn,94,-.417
115,116,116,Louis Oosthuizen,68,-.412
116,117,117,Chesson Hadley,101,-.409
117,T118,T118,Alex Cejka,94,-.400
118,T118,T118,K.J. Choi,66,-.400
119,T118,T118,Jon Curran,83,-.400
120,T118,T118,Andres Gonzales,90,-.400
121,T118,T118,Brooks Koepka,84,-.400
122,T118,T118,Pat Perez,96,-.400
123,T118,T118,Michael Putnam,87,-.400
124,T118,T118,Adam Scott,51,-.400
125,T126,T126,Oscar Fraustro,58,-.385
126,T126,T126,David Lingmerth,90,-.385
127,T126,T126,Chris Stroud,84,-.385
128,T126,T126,Lee Westwood,56,-.385
129,T130,T130,Carlos Ortiz,100,-.381
130,T130,T130,Jhonattan Vegas,90,-.381
131,132,132,J.J. Henry,94,-.375
132,133,133,George McNeill,93,-.370
133,134,134,Spencer Levin,99,-.364
134,T135,T135,Ricky Barnes,82,-.357
135,T135,T135,Marc Leishman,74,-.357
136,T135,T135,Andrew Svoboda,80,-.357
137,138,138,Carl Pettersson,106,-.348
138,T139,T139,Luke Donald,71,-.333
139,T139,T139,Brice Garnett,81,-.333
140,T139,T139,Robert Garrigus,70,-.333
141,T139,T139,David Hearn,97,-.333
142,T139,T139,Francesco Molinari,56,-.333
143,T139,T139,Scott Piercy,90,-.333
144,T139,T139,Ian Poulter,68,-.333
145,T139,T139,Jonathan Randolph,72,-.333
146,T139,T139,Mark Wilson,89,-.333
147,148,148,Sangmoon Bae,98,-.320
148,T149,T149,Russell Henley,87,-.313
149,T149,T149,Scott Langley,94,-.313
150,151,151,John Huh,102,-.303
151,T152,T152,Scott Pinckney,88,-.286
152,T152,T152,Andres Romero,69,-.286
153,T152,T152,Robert Streb,110,-.286
154,T152,T152,Brian Stuard,97,-.286
155,156,156,Jonathan Byrd,69,-.273
156,157,157,Martin Laird,77,-.259
157,T158,T158,Charley Hoffman,97,-.250
158,T158,T158,Patrick Rodgers,57,-.250
159,T158,T158,Boo Weekley,79,-.250
160,T158,T158,Steve Wheatcroft,87,-.250
161,T162,T162,Eric Axley,57,-.222
162,T162,T162,Camilo Villegas,83,-.222
163,164,164,Jim Renner,68,-.214
164,T165,T165,Roberto Castro,54,-.200
165,T165,T165,Lucas Glover,79,-.200
166,167,167,Sean O'Hair,86,-.188
167,T168,T168,Jerry Kelly,79,-.182
168,T168,T168,Hideki Matsuyama,95,-.182
169,T170,T170,Brian Davis,86,-.167
170,T170,T170,Derek Fathauer,81,-.167
171,T170,T170,Gary Woodland,81,-.167
172,173,173,Gonzalo Fernandez-Castaño,81,-.154
173,174,174,Bill Haas,89,-.150
174,175,175,Harris English,105,-.125
175,176,176,Padraig Harrington,60,-.111
176,T177,T177,Robert Allenby,63,E
177,T177,T177,Jonas Blixt,78,E
178,T177,T177,Stewart Cink,77,E
179,T177,T177,Matt Every,73,E
180,T177,T177,Billy Hurley III,83,E
181,T177,T177,Seung-Yul Noh,65,E
182,T177,T177,Ryan Palmer,80,E
183,184,184,Steven Alker,62,+.167
