,One-Putt_Percentage_-_Round_1_RANK THIS WEEK,One-Putt_Percentage_-_Round_1_RANK LAST WEEK,One-Putt_Percentage_-_Round_1_PLAYER NAME,One-Putt_Percentage_-_Round_1_ROUNDS,One-Putt_Percentage_-_Round_1_%,One-Putt_Percentage_-_Round_1_# OF 1 PUTTS,One-Putt_Percentage_-_Round_1_# OF HOLES
108,109,109,Martin Laird,77,37.96,164,432
109,110,110,Cameron Percy,72,37.88,150,396
110,T111,T111,Scott Langley,94,37.86,184,486
111,T111,T111,Sam Saunders,83,37.86,184,486
112,113,113,Seung-Yul Noh,65,37.83,143,378
113,T114,T114,Chez Reavie,56,37.72,129,342
114,T114,T114,Tyrone Van Aswegen,58,37.72,129,342
115,116,116,Whee Kim,71,37.63,149,396
116,117,117,Bill Lunde,50,37.58,115,306
117,118,118,Heath Slocum,57,37.57,142,378
118,119,119,Andrew Svoboda,80,37.55,196,522
119,T120,T120,Andres Romero,69,37.44,155,414
120,T120,T120,John Senden,80,37.44,155,414
121,122,122,John Peterson,84,37.27,161,432
122,123,123,Michael Putnam,87,37.24,181,486
123,124,124,John Huh,102,37.22,201,540
124,125,125,Zac Blair,108,37.21,221,594
125,126,126,Russell Henley,87,37.2,154,414
126,127,127,Max Homa,78,37.18,174,468
127,128,128,Troy Merritt,91,37.16,194,522
128,129,129,Rory Sabbatini,81,37.11,167,450
129,T130,T130,Steven Alker,62,37.04,140,378
130,T130,T130,Chad Campbell,97,37.04,200,540
131,T130,T130,Robert Streb,110,37.04,200,540
132,133,133,Louis Oosthuizen,68,36.73,119,324
133,134,134,Gary Woodland,81,36.71,152,414
134,135,135,Derek Ernst,75,36.67,165,450
135,T136,T136,Sergio Garcia,59,36.51,92,252
136,T136,T136,Ryan Palmer,80,36.51,138,378
137,138,138,Blayne Barber,76,36.44,164,450
138,139,139,Tim Wilkinson,73,36.42,177,486
139,140,140,Tony Finau,106,36.38,203,558
140,T141,T141,Jason Gore,76,36.34,157,432
141,T141,T141,Bill Haas,89,36.34,157,432
142,143,143,John Merrick,78,36.32,170,468
143,144,144,Nicholas Thompson,90,36.3,196,540
144,145,145,Johnson Wagner,68,36.23,150,414
145,146,146,Bryce Molder,91,36.22,163,450
146,T147,T147,Jason Dufner,76,36.11,130,360
147,T147,T147,Hideki Matsuyama,95,36.11,156,432
148,149,149,Francesco Molinari,56,35.93,97,270
149,150,150,Jason Kokrak,88,35.91,181,504
150,151,151,Ben Martin,93,35.9,168,468
151,152,152,Luke Donald,71,35.83,129,360
152,153,153,Hudson Swafford,97,35.82,187,522
153,154,154,Ángel Cabrera,53,35.67,122,342
154,155,155,Charl Schwartzel,67,35.49,115,324
155,156,156,David Toms,62,35.38,121,342
156,157,157,Marc Leishman,74,35.35,140,396
157,158,158,Hunter Mahan,88,35.27,146,414
158,T159,T159,Roberto Castro,54,35.19,95,270
159,T159,T159,Billy Horschel,99,35.19,171,486
160,161,161,Willy Wilcox,58,35.07,101,288
161,T162,T162,Lucas Glover,79,35.04,164,468
162,T162,T162,Jim Renner,68,35.04,164,468
163,T164,T164,Charles Howell III,105,35.0,189,540
164,T164,T164,Spencer Levin,99,35.0,189,540
165,166,166,Charlie Beljan,76,34.83,163,468
166,167,167,Brice Garnett,81,34.72,175,504
167,168,168,Jeff Overton,94,34.67,181,522
168,169,169,Bo Van Pelt,81,34.57,168,486
169,170,170,Greg Owen,58,34.5,118,342
170,171,171,Robert Allenby,63,34.49,149,432
171,172,172,Brooks Koepka,84,34.34,136,396
172,173,173,Russell Knox,96,34.13,172,504
173,174,174,Jim Herman,88,33.95,165,486
174,175,175,Alex Prugh,84,33.55,157,468
175,T176,T176,Stewart Cink,77,33.33,138,414
176,T176,T176,Jamie Donaldson,50,33.33,90,270
177,T176,T176,J.J. Henry,94,33.33,174,522
178,T176,T176,Nick Watney,91,33.33,168,504
179,180,180,Kevin Streelman,95,33.12,155,468
180,181,181,Colt Knost,90,32.72,159,486
181,182,182,Roger Sloan,56,32.16,110,342
182,183,183,Geoff Ogilvy,50,32.14,81,252
183,184,184,Byron Smith,59,31.94,115,360
