,Bonus_Putting_RANK THIS WEEK,Bonus_Putting_RANK LAST WEEK,Bonus_Putting_PLAYER NAME,Bonus_Putting_ROUNDS,Bonus_Putting_VALUE,Bonus_Putting_ATTEMPTS(<= 5'),Bonus_Putting_TOT MADE (>=20'),Bonus_Putting_TOT MADE (<= 5')
102,103,103,Alex Prugh,84,99.52,1041,21,1015
103,104,104,Sangmoon Bae,98,99.5,1203,34,1163
104,105,105,Roger Sloan,56,99.49,590,15,572
105,106,106,Alex Cejka,94,99.48,1146,27,1113
106,107,107,Michael Thompson,83,99.44,1078,39,1033
107,108,108,Geoff Ogilvy,50,99.43,524,19,502
108,109,109,Carlos Ortiz,100,99.41,1187,39,1141
109,110,110,K.J. Choi,66,99.38,800,19,776
110,111,111,Ángel Cabrera,53,99.37,634,18,612
111,T112,T112,Graham DeLaet,65,99.36,776,17,754
112,T112,T112,Shawn Stefani,94,99.36,1251,30,1213
113,114,114,Chesson Hadley,101,99.35,1234,33,1193
114,115,115,Oscar Fraustro,58,99.32,586,12,570
115,116,116,Spencer Levin,99,99.26,1213,32,1172
116,117,117,Tom Hoge,83,99.22,897,25,865
117,118,118,Mark Hubbard,79,99.21,882,27,848
118,T119,T119,Eric Axley,57,99.19,616,15,596
119,T119,T119,Justin Thomas,106,99.19,1360,31,1318
120,T121,T121,Daniel Berger,97,99.16,1192,30,1152
121,T121,T121,D.A. Points,72,99.16,832,22,803
122,T121,T121,Brendan Steele,88,99.16,1070,28,1033
123,T124,T124,Scott Brown,97,99.15,1180,31,1139
124,T124,T124,Derek Ernst,75,99.15,936,25,903
125,T124,T124,Jason Gore,76,99.15,825,23,795
126,127,127,Camilo Villegas,83,99.14,1048,48,991
127,128,128,Nick Taylor,91,99.12,1141,30,1101
128,T129,T129,Steven Alker,62,99.04,732,14,711
129,T129,T129,Jhonattan Vegas,90,99.04,1044,34,1000
130,131,131,Tyrone Van Aswegen,58,99.02,613,12,595
131,132,132,Chris Kirk,76,99.0,804,19,777
132,133,133,Charley Hoffman,97,98.98,1077,30,1036
133,T134,T134,Jason Kokrak,88,98.96,1158,33,1113
134,T134,T134,Seung-Yul Noh,65,98.96,766,21,737
135,136,136,Jerry Kelly,79,98.94,942,28,904
136,T137,T137,Jonathan Byrd,69,98.92,739,24,707
137,T137,T137,William McGirt,103,98.92,1393,32,1346
138,139,139,Mark Wilson,89,98.89,1166,35,1118
139,T140,T140,Roberto Castro,54,98.86,526,12,508
140,T140,T140,J.J. Henry,94,98.86,1145,27,1105
141,T140,T140,Max Homa,78,98.86,879,19,850
142,143,143,Justin Leonard,61,98.82,760,17,734
143,T144,T144,Ben Crane,62,98.8,747,21,717
144,T144,T144,Brian Davis,86,98.8,1004,28,964
145,146,146,Jonathan Randolph,72,98.75,802,23,769
146,147,147,Ken Duke,93,98.74,1111,29,1068
147,148,148,J.B. Holmes,89,98.72,935,24,899
148,149,149,Scott Langley,94,98.68,1135,23,1097
149,150,150,Nick Watney,91,98.64,1178,34,1128
150,151,151,Chez Reavie,56,98.63,732,18,704
151,152,152,Ryan Moore,81,98.62,868,21,835
152,153,153,Tim Wilkinson,73,98.58,846,24,810
153,154,154,Morgan Hoffmann,85,98.57,976,24,938
154,155,155,Retief Goosen,81,98.5,865,18,834
155,156,156,Bill Lunde,50,98.48,527,16,503
156,157,157,Sam Saunders,83,98.47,914,23,877
157,T158,T158,Matt Every,73,98.35,788,15,760
158,T158,T158,Nicholas Thompson,90,98.35,1030,35,978
159,160,160,Sergio Garcia,59,98.31,533,23,501
160,161,161,Robert Allenby,63,98.3,764,16,735
161,162,162,Jason Dufner,76,98.13,695,23,659
162,163,163,Kyle Reifers,96,98.07,1140,29,1089
163,164,164,Charl Schwartzel,67,98.05,616,13,591
164,165,165,Robert Garrigus,70,98.0,800,11,773
165,166,166,Justin Rose,69,97.99,696,16,666
166,167,167,Heath Slocum,57,97.89,570,14,544
167,168,168,Marc Leishman,74,97.82,780,15,748
168,169,169,Sung Joon Park,79,97.76,938,15,902
169,T170,T170,Gonzalo Fernandez-Castaño,81,97.68,950,22,906
170,T170,T170,Greg Owen,58,97.68,604,15,575
171,172,172,Michael Putnam,87,97.65,1020,22,974
172,173,173,John Merrick,78,97.59,873,26,826
173,174,174,Vijay Singh,78,97.47,1029,21,982
174,175,175,Ernie Els,57,97.44,587,19,553
175,176,176,Webb Simpson,81,97.38,955,23,907
176,177,177,Byron Smith,59,97.31,632,12,603
177,178,178,Scott Stallings,60,97.08,720,13,686
178,179,179,Davis Love III,51,97.0,634,9,606
179,180,180,Jim Renner,68,96.74,829,8,794
180,181,181,Adam Scott,51,96.47,482,16,449
181,182,182,Padraig Harrington,60,95.94,739,19,690
182,183,183,Charlie Beljan,76,95.17,869,14,813
183,184,184,Lucas Glover,79,93.53,1144,20,1050
