,Putting_Average_RANK THIS WEEK,Putting_Average_RANK LAST WEEK,Putting_Average_PLAYER NAME,Putting_Average_ROUNDS,Putting_Average_AVG,Putting_Average_GIR PUTTS,Putting_Average_GREENS HIT,Putting_Average_BIRDIE CONVERSION,Putting_Average_GIR RANK
97,T97,T97,Adam Hadwin,95,1.7719999999999998,1974,1114,28.3,T85
98,T97,T97,Seung-Yul Noh,65,1.7719999999999998,1366,771,30.73,105
99,T97,T97,Cameron Percy,72,1.7719999999999998,1513,854,28.96,54
100,101,101,John Senden,80,1.7730000000000001,1610,908,29.99,68
101,T102,T102,Jason Kokrak,88,1.774,1891,1066,30.39,67
102,T102,T102,Ben Martin,93,1.774,1975,1113,30.33,34
103,T102,T102,Ryan Palmer,80,1.774,1621,914,30.48,T75
104,T102,T102,Rory Sabbatini,81,1.774,1754,989,30.74,52
105,T106,T106,Brian Davis,86,1.775,1631,919,27.98,174
106,T106,T106,Michael Thompson,83,1.775,1693,954,30.04,121
107,108,108,Jon Curran,83,1.776,1677,944,27.33,93
108,T109,T109,Eric Axley,57,1.777,1077,606,27.36,179
109,T109,T109,Russell Knox,96,1.777,2175,1224,28.13,T7
110,T109,T109,Hunter Mahan,88,1.777,1725,971,29.21,107
111,T109,T109,Louis Oosthuizen,68,1.777,1354,762,30.66,T43
112,T109,T109,Andrew Svoboda,80,1.777,1587,893,28.57,155
113,T109,T109,Tyrone Van Aswegen,58,1.777,1153,649,27.01,T77
114,T109,T109,Tim Wilkinson,73,1.777,1418,798,25.91,173
115,T109,T109,Mark Wilson,89,1.777,1845,1038,27.48,51
116,117,117,Nick Watney,91,1.778,1961,1103,30.18,66
117,T118,T118,Daniel Berger,97,1.7790000000000001,2138,1202,29.97,30
118,T118,T118,Max Homa,78,1.7790000000000001,1493,839,29.24,167
119,T118,T118,Kyle Reifers,96,1.7790000000000001,1975,1110,28.79,72
120,T118,T118,Scott Stallings,60,1.7790000000000001,1249,702,29.71,127
121,T122,T122,Chad Campbell,97,1.78,2133,1198,27.32,35
122,T122,T122,Billy Hurley III,83,1.78,1652,928,25.3,122
123,T124,T124,Keegan Bradley,87,1.781,1818,1021,31.34,60
124,T124,T124,Cameron Tringale,96,1.781,1988,1116,29.02,137
125,T124,T124,Johnson Wagner,68,1.781,1503,844,28.0,26
126,T127,T127,Ken Duke,93,1.7819999999999998,1832,1028,28.98,146
127,T127,T127,Kevin Streelman,95,1.7819999999999998,2014,1130,28.26,25
128,T127,T127,Camilo Villegas,83,1.7819999999999998,1679,942,30.96,165
129,T130,T130,Billy Horschel,99,1.7830000000000001,2091,1173,30.69,18
130,T130,T130,Jonathan Randolph,72,1.7830000000000001,1446,811,28.31,143
131,T130,T130,Chez Reavie,56,1.7830000000000001,1252,702,28.53,15
132,T133,T133,Jamie Donaldson,50,1.785,964,540,27.93,150
133,T133,T133,Retief Goosen,81,1.785,1539,862,29.5,175
134,T133,T133,Mark Hubbard,79,1.785,1653,926,28.46,T75
135,T133,T133,Henrik Stenson,63,1.785,1417,794,30.73,1
136,T133,T133,Boo Weekley,79,1.785,1719,963,29.27,55
137,138,138,Jason Dufner,76,1.786,1620,907,28.32,24
138,139,139,Charles Howell III,105,1.787,2316,1296,26.97,38
139,140,140,Matt Every,73,1.788,1309,732,27.71,184
140,T141,T141,John Merrick,78,1.7890000000000001,1612,901,28.67,56
141,T141,T141,John Peterson,84,1.7890000000000001,1848,1033,25.97,T41
142,T141,T141,Vijay Singh,78,1.7890000000000001,1664,930,28.34,T95
143,T144,T144,Roberto Castro,54,1.79,1065,595,26.14,99
144,T144,T144,Gonzalo Fernandez-Castaño,81,1.79,1586,886,27.83,149
145,T144,T144,Roger Sloan,56,1.79,1058,591,29.49,164
146,T144,T144,Bo Van Pelt,81,1.79,1702,951,28.98,73
147,T148,T148,Luke Donald,71,1.791,1501,838,26.16,115
148,T148,T148,Jim Furyk,71,1.791,1440,804,27.86,14
149,T148,T148,Webb Simpson,81,1.791,1705,952,29.23,53
150,T151,T151,Jonathan Byrd,69,1.7919999999999998,1412,788,28.72,65
151,T151,T151,Alex Prugh,84,1.7919999999999998,1810,1010,27.9,11
152,T151,T151,Charl Schwartzel,67,1.7919999999999998,1321,737,30.16,128
153,T154,T154,Spencer Levin,99,1.794,2139,1192,26.05,45
154,T154,T154,Jhonattan Vegas,90,1.794,1817,1013,28.68,120
155,T156,T156,Ben Crane,62,1.795,1185,660,26.97,160
156,T156,T156,Gary Woodland,81,1.795,1596,889,28.6,79
157,T158,T158,Brice Garnett,81,1.797,1745,971,26.78,T43
158,T158,T158,Robert Garrigus,70,1.797,1366,760,29.16,148
159,T160,T160,Martin Flores,95,1.798,2012,1119,26.91,T41
160,T160,T160,Heath Slocum,57,1.798,1077,599,27.55,169
161,T162,T162,Stewart Cink,77,1.7990000000000002,1819,1011,27.79,3
162,T162,T162,Francesco Molinari,56,1.7990000000000002,1220,678,24.85,6
163,164,164,Padraig Harrington,60,1.801,1187,659,29.38,181
164,165,165,D.A. Points,72,1.8019999999999998,1460,810,27.1,145
165,T166,T166,Bill Haas,89,1.8030000000000002,1920,1065,26.79,31
166,T166,T166,Sam Saunders,83,1.8030000000000002,1715,951,28.81,125
167,T168,T168,Greg Owen,58,1.805,1305,723,25.59,20
168,T168,T168,Michael Putnam,87,1.805,1937,1073,26.31,12
169,T170,T170,Ángel Cabrera,53,1.806,1118,619,29.4,131
170,T170,T170,Adam Scott,51,1.806,1064,589,30.05,16
171,T170,T170,Byron Smith,59,1.806,1232,682,26.47,T28
172,173,173,Charlie Beljan,76,1.8090000000000002,1536,849,29.99,117
173,174,174,Jim Herman,88,1.81,2100,1160,26.68,2
174,175,175,J.J. Henry,94,1.8119999999999998,2051,1132,24.09,13
175,176,176,Davis Love III,51,1.814,1123,619,24.88,64
176,177,177,Ernie Els,57,1.8159999999999998,1202,662,28.59,140
177,178,178,Bill Lunde,50,1.819,1035,569,24.87,33
178,179,179,Derek Ernst,75,1.82,1547,850,26.97,88
179,180,180,Sung Joon Park,79,1.824,1636,897,24.44,133
180,T181,T181,Robert Allenby,63,1.8259999999999998,1293,708,24.58,T81
181,T181,T181,Geoff Ogilvy,50,1.8259999999999998,1050,575,27.4,T85
182,183,183,Lucas Glover,79,1.831,1835,1002,27.73,10
183,184,184,Jim Renner,68,1.841,1427,775,22.58,T123
