,Total_1_Putts_-_Inside_5_RANK THIS WEEK,Total_1_Putts_-_Inside_5_RANK LAST WEEK,Total_1_Putts_-_Inside_5_PLAYER NAME,Total_1_Putts_-_Inside_5_ROUNDS,Total_1_Putts_-_Inside_5_TOTAL,Total_1_Putts_-_Inside_5_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_Inside_5_PCT OF ALL 1-PUTTS
53,T53,T53,Hideki Matsuyama,95,272,534,50.9
54,55,55,John Peterson,84,271,506,53.6
55,T56,T56,Martin Flores,95,269,511,52.6
56,T56,T56,Adam Hadwin,95,269,558,48.2
57,58,58,Spencer Levin,99,268,538,49.8
58,59,59,Bryce Molder,91,267,565,47.3
59,T60,T60,Matt Jones,89,266,514,51.8
60,T60,T60,Russell Knox,96,266,571,46.6
61,62,62,Andres Gonzales,90,265,536,49.4
62,T63,T63,Ricky Barnes,82,264,473,55.8
63,T63,T63,Jordan Spieth,91,264,541,48.8
64,T63,T63,Camilo Villegas,83,264,550,48.0
65,T63,T63,Mark Wilson,89,264,561,47.1
66,T67,T67,Chad Collins,79,262,473,55.4
67,T67,T67,Derek Fathauer,81,262,493,53.1
68,T67,T67,Brendan Steele,88,262,532,49.2
69,T70,T70,Brian Davis,86,260,522,49.8
70,T70,T70,Fabián Gómez,83,260,516,50.4
71,72,72,Jeff Overton,94,259,523,49.5
72,T73,T73,Billy Horschel,99,258,522,49.4
73,T73,T73,Webb Simpson,81,258,452,57.1
74,75,75,Luke Guthrie,84,256,497,51.5
75,76,76,Jerry Kelly,79,255,502,50.8
76,77,77,Steve Wheatcroft,87,254,529,48.0
77,78,78,Rory Sabbatini,81,252,485,52.0
78,T79,T79,Bill Haas,89,249,467,53.3
79,T79,T79,Colt Knost,90,249,518,48.1
80,T79,T79,Michael Thompson,83,249,515,48.3
81,82,82,Chris Stroud,84,247,477,51.8
82,T83,T83,Billy Hurley III,83,245,463,52.9
83,T83,T83,Zach Johnson,90,245,510,48.0
84,T83,T83,Sung Joon Park,79,245,435,56.3
85,86,86,Boo Weekley,79,244,463,52.7
86,T87,T87,Aaron Baddeley,76,243,505,48.1
87,T87,T87,Jhonattan Vegas,90,243,496,49.0
88,89,89,Martin Laird,77,242,506,47.8
89,90,90,Keegan Bradley,87,241,469,51.4
90,91,91,Derek Ernst,75,239,422,56.6
91,T92,T92,Rickie Fowler,76,236,437,54.0
92,T92,T92,Retief Goosen,81,236,446,52.9
93,T92,T92,Jimmy Walker,89,236,502,47.0
94,95,95,J.J. Henry,94,234,446,52.5
95,T96,T96,Michael Putnam,87,233,438,53.2
96,T96,T96,Kevin Streelman,95,233,473,49.3
97,T98,T98,Lucas Glover,79,232,438,53.0
98,T98,T98,Sam Saunders,83,232,445,52.1
99,T100,T100,Jason Day,75,231,443,52.1
100,T100,T100,Gonzalo Fernandez-Castaño,81,231,419,55.1
101,T102,T102,Jon Curran,83,230,440,52.3
102,T102,T102,Max Homa,78,230,442,52.0
103,T102,T102,Ben Martin,93,230,511,45.0
104,T102,T102,Ryan Moore,81,230,459,50.1
105,T106,T106,Tom Hoge,83,225,475,47.4
106,T106,T106,Hunter Mahan,88,225,460,48.9
107,108,108,Phil Mickelson,70,224,445,50.3
108,109,109,Andrew Svoboda,80,222,474,46.8
109,110,110,Chris Kirk,76,221,413,53.5
110,111,111,Blayne Barber,76,220,458,48.0
111,T112,T112,Mark Hubbard,79,219,419,52.3
112,T112,T112,Scott Pinckney,88,219,488,44.9
113,114,114,David Toms,62,218,399,54.6
114,T115,T115,Nicholas Thompson,90,217,464,46.8
115,T115,T115,Tim Wilkinson,73,217,409,53.1
116,T117,T117,Andrew Putnam,68,215,413,52.1
117,T117,T117,Bo Van Pelt,81,215,441,48.8
118,T119,T119,Ryan Palmer,80,214,394,54.3
119,T119,T119,D.A. Points,72,214,419,51.1
120,121,121,Matt Every,73,211,419,50.4
121,122,122,Brooks Koepka,84,210,470,44.7
122,T123,T123,K.J. Choi,66,209,433,48.3
123,T123,T123,Russell Henley,87,209,468,44.7
124,125,125,Charlie Beljan,76,208,385,54.0
125,126,126,Cameron Percy,72,207,394,52.5
126,T127,T127,Alex Prugh,84,205,438,46.8
127,T127,T127,Andres Romero,69,205,392,52.3
128,129,129,John Merrick,78,203,389,52.2
129,130,130,Steven Alker,62,201,359,56.0
130,T131,T131,Brice Garnett,81,200,406,49.3
131,T131,T131,Robert Garrigus,70,200,372,53.8
132,133,133,Marc Leishman,74,199,390,51.0
133,T134,T134,Johnson Wagner,68,198,391,50.6
134,T134,T134,Gary Woodland,81,198,386,51.3
135,136,136,Jonas Blixt,78,197,373,52.8
136,T137,T137,Padraig Harrington,60,196,351,55.8
137,T137,T137,Justin Leonard,61,196,405,48.4
138,T139,T139,Ben Crane,62,195,387,50.4
139,T139,T139,Dustin Johnson,75,195,402,48.5
140,T139,T139,Ian Poulter,68,195,382,51.0
141,142,142,Jim Furyk,71,193,351,55.0
142,T143,T143,Graham DeLaet,65,191,374,51.1
143,T143,T143,Bubba Watson,71,191,414,46.1
144,T145,T145,Jonathan Randolph,72,190,388,49.0
145,T145,T145,John Senden,80,190,355,53.5
146,147,147,Jason Gore,76,188,400,47.0
147,T148,T148,Jonathan Byrd,69,185,363,51.0
148,T148,T148,Stewart Cink,77,185,435,42.5
149,T148,T148,Jim Herman,88,185,464,39.9
150,151,151,Whee Kim,71,184,381,48.3
151,152,152,Jim Renner,68,183,353,51.8
152,153,153,Paul Casey,87,182,420,43.3
153,154,154,Seung-Yul Noh,65,181,384,47.1
154,155,155,Justin Rose,69,179,365,49.0
155,156,156,Luke Donald,71,178,385,46.2
156,T157,T157,Robert Allenby,63,170,316,53.8
157,T157,T157,Scott Stallings,60,170,331,51.4
158,T159,T159,Louis Oosthuizen,68,167,337,49.6
159,T159,T159,Chez Reavie,56,167,340,49.1
160,T161,T161,Eric Axley,57,165,307,53.7
161,T161,T161,Charl Schwartzel,67,165,287,57.5
162,163,163,Patrick Rodgers,57,160,317,50.5
163,164,164,Jason Dufner,76,153,319,48.0
164,T165,T165,Davis Love III,51,152,275,55.3
165,T165,T165,Roger Sloan,56,152,269,56.5
166,167,167,Oscar Fraustro,58,148,273,54.2
167,T168,T168,Ernie Els,57,147,273,53.8
168,T168,T168,Heath Slocum,57,147,271,54.2
169,T170,T170,Ángel Cabrera,53,145,266,54.5
170,T170,T170,Francesco Molinari,56,145,274,52.9
171,T170,T170,Tyrone Van Aswegen,58,145,282,51.4
172,173,173,Henrik Stenson,63,144,321,44.9
173,174,174,Sergio Garcia,59,141,270,52.2
174,175,175,Greg Owen,58,139,260,53.5
175,176,176,Greg Chalmers,58,138,269,51.3
176,177,177,Willy Wilcox,58,136,275,49.5
177,178,178,Byron Smith,59,122,257,47.5
178,179,179,Jamie Donaldson,50,119,238,50.0
179,T180,T180,Roberto Castro,54,117,230,50.9
180,T180,T180,Bill Lunde,50,117,225,52.0
181,T180,T180,Geoff Ogilvy,50,117,222,52.7
182,183,183,Adam Scott,51,113,222,50.9
183,184,184,Lee Westwood,56,105,237,44.3
