,Birdie_or_Better_Conversion_Percentage_RANK THIS WEEK,Birdie_or_Better_Conversion_Percentage_RANK LAST WEEK,Birdie_or_Better_Conversion_Percentage_PLAYER NAME,Birdie_or_Better_Conversion_Percentage_ROUNDS,Birdie_or_Better_Conversion_Percentage_%,Birdie_or_Better_Conversion_Percentage_# BIRDIES,Birdie_or_Better_Conversion_Percentage_GREENS HIT
136,137,137,Russell Knox,96,28.13,344,1223
137,138,138,Johnson Wagner,68,28.0,236,843
138,139,139,Brian Davis,86,27.98,256,915
139,140,140,Jamie Donaldson,50,27.93,150,537
140,141,141,Alex Prugh,84,27.9,281,1007
141,142,142,Jim Furyk,71,27.86,224,804
142,143,143,Gonzalo Fernandez-Castaño,81,27.83,246,884
143,T144,T144,Steven Alker,62,27.79,199,716
144,T144,T144,Stewart Cink,77,27.79,281,1011
145,146,146,Zac Blair,108,27.76,340,1225
146,147,147,Lucas Glover,79,27.73,277,999
147,148,148,Matt Every,73,27.71,202,729
148,T149,T149,Chad Collins,79,27.61,259,938
149,T149,T149,Troy Merritt,91,27.61,286,1036
150,151,151,Heath Slocum,57,27.55,165,599
151,152,152,Mark Wilson,89,27.48,285,1037
152,153,153,Geoff Ogilvy,50,27.4,157,573
153,154,154,William McGirt,103,27.37,343,1253
154,155,155,Eric Axley,57,27.36,165,603
155,156,156,Jon Curran,83,27.33,258,944
156,157,157,Chad Campbell,97,27.32,327,1197
157,158,158,D.A. Points,72,27.1,219,808
158,159,159,Tyrone Van Aswegen,58,27.01,175,648
159,T160,T160,Ben Crane,62,26.97,178,660
160,T160,T160,Derek Ernst,75,26.97,229,849
161,T160,T160,Charles Howell III,105,26.97,349,1294
162,163,163,Martin Flores,95,26.91,300,1115
163,164,164,Bill Haas,89,26.79,285,1064
164,165,165,Brice Garnett,81,26.78,260,971
165,166,166,Jim Herman,88,26.68,309,1158
166,167,167,David Toms,62,26.6,179,673
167,168,168,Byron Smith,59,26.47,180,680
168,169,169,Justin Leonard,61,26.46,181,684
169,170,170,Michael Putnam,87,26.31,282,1072
170,171,171,Luke Donald,71,26.16,219,837
171,172,172,Roberto Castro,54,26.14,155,593
172,173,173,Spencer Levin,99,26.05,310,1190
173,174,174,John Peterson,84,25.97,267,1028
174,175,175,Tim Wilkinson,73,25.91,206,795
175,176,176,Greg Owen,58,25.59,185,723
176,177,177,Billy Hurley III,83,25.3,234,925
177,178,178,Davis Love III,51,24.88,154,619
178,179,179,Bill Lunde,50,24.87,141,567
179,180,180,Francesco Molinari,56,24.85,168,676
180,181,181,Robert Allenby,63,24.58,174,708
181,182,182,Sung Joon Park,79,24.44,219,896
182,183,183,J.J. Henry,94,24.09,272,1129
183,184,184,Jim Renner,68,22.58,175,775
