,GIR_Putting_Avg_-__35_RANK THIS WEEK,GIR_Putting_Avg_-__35_RANK LAST WEEK,GIR_Putting_Avg_-__35_PLAYER NAME,GIR_Putting_Avg_-__35_ROUNDS,GIR_Putting_Avg_-__35_% MADE,GIR_Putting_Avg_-__35_ATTEMPTS,GIR_Putting_Avg_-__35_PUTTS MADE
31,T30,T30,Gonzalo Fernandez-Castaño,81,0.54,129,7.0
32,T30,T30,Andres Gonzales,90,0.54,147,8.0
33,34,34,Mark Hubbard,79,0.53,131,7.0
34,T35,T35,Jonas Blixt,78,0.51,118,6.0
35,T35,T35,Rickie Fowler,76,0.51,118,6.0
36,T35,T35,Carlos Ortiz,100,0.51,197,10.0
37,T38,T38,Jason Dufner,76,0.5,101,5.0
38,T38,T38,Bill Lunde,50,0.5,80,4.0
39,T40,T40,Keegan Bradley,87,0.49,143,7.0
40,T40,T40,Stewart Cink,77,0.49,162,8.0
41,42,42,Robert Streb,110,0.47,213,10.0
42,T43,T43,Louis Oosthuizen,68,0.46,87,4.0
43,T43,T43,Henrik Stenson,63,0.46,108,5.0
44,T45,T45,James Hahn,94,0.45,154,7.0
45,T45,T45,Rory Sabbatini,81,0.45,133,6.0
46,T45,T45,Tim Wilkinson,73,0.45,111,5.0
47,T48,T48,Bill Haas,89,0.44,182,8.0
48,T48,T48,Patrick Reed,103,0.44,137,6.0
49,T50,T50,Brooks Koepka,84,0.43,139,6.0
50,T50,T50,Webb Simpson,81,0.43,117,5.0
51,T50,T50,Bo Van Pelt,81,0.43,115,5.0
52,T53,T53,Ricky Barnes,82,0.42,118,5.0
53,T53,T53,Alex Cejka,94,0.42,144,6.0
54,T53,T53,Steve Wheatcroft,87,0.42,144,6.0
55,T56,T56,Steven Alker,62,0.41,98,4.0
56,T56,T56,Hunter Mahan,88,0.41,170,7.0
57,T56,T56,Phil Mickelson,70,0.41,97,4.0
58,T56,T56,Brandt Snedeker,98,0.41,145,6.0
59,T56,T56,Kevin Streelman,95,0.41,146,6.0
60,T56,T56,Lee Westwood,56,0.41,74,3.0
61,T62,T62,Russell Henley,87,0.4,149,6.0
62,T62,T62,Jason Kokrak,88,0.4,175,7.0
63,T62,T62,Justin Leonard,61,0.4,99,4.0
64,T62,T62,Justin Thomas,106,0.4,198,8.0
65,T66,T66,Matt Kuchar,97,0.39,152,6.0
66,T66,T66,Spencer Levin,99,0.39,178,7.0
67,T68,T68,Ángel Cabrera,53,0.38,80,3.0
68,T68,T68,Tony Finau,106,0.38,210,8.0
69,T68,T68,Jim Herman,88,0.38,184,7.0
70,T71,T71,Chad Campbell,97,0.37,217,8.0
71,T71,T71,Padraig Harrington,60,0.37,109,4.0
72,T71,T71,John Huh,102,0.37,187,7.0
73,T71,T71,Ryo Ishikawa,90,0.37,134,5.0
74,T71,T71,Hudson Swafford,97,0.37,189,7.0
75,T71,T71,Nicholas Thompson,90,0.37,136,5.0
76,T77,T77,Derek Ernst,75,0.36,137,5.0
77,T77,T77,Justin Rose,69,0.36,112,4.0
78,T77,T77,John Senden,80,0.36,110,4.0
79,80,80,K.J. Choi,66,0.35,114,4.0
80,T81,T81,Kevin Chappell,86,0.34,146,5.0
81,T81,T81,Ben Crane,62,0.34,118,4.0
82,T81,T81,Luke Guthrie,84,0.34,147,5.0
83,T81,T81,Pat Perez,96,0.34,177,6.0
84,T81,T81,Scott Pinckney,88,0.34,177,6.0
85,T81,T81,Shawn Stefani,94,0.34,174,6.0
86,T87,T87,Erik Compton,86,0.33,150,5.0
87,T87,T87,J.B. Holmes,89,0.33,120,4.0
88,T87,T87,Cameron Tringale,96,0.33,153,5.0
89,T87,T87,Jhonattan Vegas,90,0.33,183,6.0
90,T91,T91,Aaron Baddeley,76,0.32,158,5.0
91,T91,T91,Scott Brown,97,0.32,157,5.0
92,T91,T91,Tom Hoge,83,0.32,95,3.0
93,T91,T91,Francesco Molinari,56,0.32,94,3.0
94,T95,T95,Jim Furyk,71,0.31,96,3.0
95,T95,T95,David Hearn,97,0.31,160,5.0
96,T95,T95,J.J. Henry,94,0.31,192,6.0
97,T95,T95,David Lingmerth,90,0.31,131,4.0
98,T99,T99,Robert Allenby,63,0.3,100,3.0
99,T99,T99,Sangmoon Bae,98,0.3,168,5.0
100,T99,T99,Derek Fathauer,81,0.3,133,4.0
101,T99,T99,Chesson Hadley,101,0.3,165,5.0
102,T99,T99,Bryce Molder,91,0.3,169,5.0
103,T99,T99,Seung-Yul Noh,65,0.3,101,3.0
104,T99,T99,Brian Stuard,97,0.3,134,4.0
105,T99,T99,Nick Watney,91,0.3,164,5.0
106,T107,T107,Daniel Berger,97,0.29,173,5.0
107,T107,T107,Brian Davis,86,0.29,138,4.0
108,T107,T107,Scott Langley,94,0.29,171,5.0
109,T107,T107,Brendon Todd,96,0.29,138,4.0
110,T111,T111,Paul Casey,87,0.28,144,4.0
111,T111,T111,Colt Knost,90,0.28,142,4.0
112,T111,T111,Kevin Na,98,0.28,142,4.0
113,T111,T111,Cameron Percy,72,0.28,108,3.0
114,T111,T111,Adam Scott,51,0.28,72,2.0
115,T111,T111,Jimmy Walker,89,0.28,143,4.0
116,T117,T117,Jason Bohn,95,0.27,150,4.0
117,T117,T117,Ken Duke,93,0.27,148,4.0
118,T117,T117,Zach Johnson,90,0.27,113,3.0
119,T117,T117,George McNeill,93,0.27,183,5.0
120,T117,T117,Jeff Overton,94,0.27,148,4.0
121,T117,T117,D.A. Points,72,0.27,110,3.0
122,123,123,Jamie Donaldson,50,0.26,76,2.0
123,T124,T124,Jerry Kelly,79,0.25,121,3.0
124,T124,T124,Kevin Kisner,104,0.25,197,5.0
125,T124,T124,John Merrick,78,0.25,119,3.0
126,T124,T124,Bubba Watson,71,0.25,120,3.0
127,128,128,Billy Hurley III,83,0.24,124,3.0
128,T129,T129,Chad Collins,79,0.23,128,3.0
129,T129,T129,Robert Garrigus,70,0.23,87,2.0
130,T129,T129,Hideki Matsuyama,95,0.23,130,3.0
131,T129,T129,Vijay Singh,78,0.23,131,3.0
132,T129,T129,Michael Thompson,83,0.23,177,4.0
133,T134,T134,Eric Axley,57,0.22,91,2.0
134,T134,T134,Charley Hoffman,97,0.22,139,3.0
135,T134,T134,Russell Knox,96,0.22,183,4.0
136,T134,T134,William McGirt,103,0.22,178,4.0
137,T134,T134,Alex Prugh,84,0.22,183,4.0
138,T134,T134,Daniel Summerhays,101,0.22,183,4.0
139,T140,T140,Brendon de Jonge,106,0.21,193,4.0
140,T140,T140,Sung Joon Park,79,0.21,140,3.0
141,T142,T142,Graham DeLaet,65,0.2,101,2.0
142,T142,T142,Chez Reavie,56,0.2,101,2.0
143,T144,T144,Jason Gore,76,0.19,108,2.0
144,T144,T144,Whee Kim,71,0.19,107,2.0
145,T144,T144,Nick Taylor,91,0.19,161,3.0
146,T147,T147,Brian Harman,90,0.18,170,3.0
147,T147,T147,Danny Lee,120,0.18,166,3.0
148,T147,T147,Sam Saunders,83,0.18,113,2.0
149,T147,T147,Andrew Svoboda,80,0.18,164,3.0
150,T151,T151,Marc Leishman,74,0.17,116,2.0
151,T151,T151,Carl Pettersson,106,0.17,174,3.0
152,T151,T151,Brendan Steele,88,0.17,172,3.0
153,T154,T154,Roberto Castro,54,0.16,63,1.0
154,T154,T154,Harris English,105,0.16,183,3.0
155,T154,T154,Kyle Reifers,96,0.16,182,3.0
156,157,157,Chris Stroud,84,0.15,133,2.0
157,T158,T158,Blayne Barber,76,0.14,138,2.0
158,T158,T158,Lucas Glover,79,0.14,148,2.0
159,T158,T158,Greg Owen,58,0.14,71,1.0
160,T158,T158,Michael Putnam,87,0.14,138,2.0
161,T158,T158,Jonathan Randolph,72,0.14,140,2.0
162,T158,T158,Heath Slocum,57,0.14,70,1.0
163,T158,T158,Boo Weekley,79,0.14,144,2.0
164,T165,T165,Jon Curran,83,0.13,156,2.0
165,T165,T165,Brice Garnett,81,0.13,156,2.0
166,T167,T167,Ernie Els,57,0.12,82,1.0
167,T167,T167,Ian Poulter,68,0.12,83,1.0
168,T167,T167,Charl Schwartzel,67,0.12,86,1.0
169,T167,T167,Tyrone Van Aswegen,58,0.12,84,1.0
170,T171,T171,Matt Every,73,0.11,95,1.0
171,T171,T171,Byron Smith,59,0.11,89,1.0
172,T173,T173,Davis Love III,51,0.1,100,1.0
173,T173,T173,Ryan Moore,81,0.1,96,1.0
174,T173,T173,Patrick Rodgers,57,0.1,103,1.0
175,T173,T173,Scott Stallings,60,0.1,102,1.0
176,T177,T177,Retief Goosen,81,0.09,117,1.0
177,T177,T177,Chris Kirk,76,0.09,109,1.0
178,T177,T177,Ryan Palmer,80,0.09,109,1.0
179,180,180,Morgan Hoffmann,85,0.07,146,1.0
180,181,181,Troy Merritt,91,0.06,162,1.0
181,T182,T182,Oscar Fraustro,58,0.0,73,
182,T182,T182,Max Homa,78,0.0,114,
183,T182,T182,Jim Renner,68,0.0,104,
