,Average_Distance_of_Eagle_putts_made_RANK THIS WEEK,Average_Distance_of_Eagle_putts_made_RANK LAST WEEK,Average_Distance_of_Eagle_putts_made_PLAYER NAME,Average_Distance_of_Eagle_putts_made_ROUNDS,Average_Distance_of_Eagle_putts_made_AVG,Average_Distance_of_Eagle_putts_made_TOT DIST (FT),Average_Distance_of_Eagle_putts_made_TOT EAGLES PUTTS MADE.,Average_Distance_of_Eagle_putts_made_LONGEST MADE (FT),Average_Distance_of_Eagle_putts_made_SHORTEST MADE (FT)
110,111,111,Max Homa,78,"12' 5""",12.417,1,12,12
111,112,112,Brooks Koepka,84,"12' 4""",159.833,13,26,3
112,113,113,Louis Oosthuizen,68,"12' 2""",48.75,4,16,10
113,T114,T114,Erik Compton,86,"11' 11""",83.333,7,26,3
114,T114,T114,Martin Flores,95,"11' 11""",47.75,4,26,1
115,T114,T114,Spencer Levin,99,"11' 11""",35.75,3,19,4
116,117,117,Sam Saunders,83,"11' 8""",46.5,4,21,3
117,T118,T118,Andres Romero,69,"11' 7""",34.667,3,21,6
118,T118,T118,Jhonattan Vegas,90,"11' 7""",92.667,8,34,3
119,T118,T118,Camilo Villegas,83,"11' 7""",34.667,3,23,5
120,121,121,Ryo Ishikawa,90,"11' 2""",55.75,5,17,5
121,T122,T122,Steven Alker,62,"10' 11""",32.667,3,26,2
122,T122,T122,Scott Piercy,90,"10' 11""",98.333,9,18,2
123,124,124,Adam Scott,51,"10' 10""",54.333,5,15,5
124,125,125,Lucas Glover,79,"10' 9""",43.0,4,18,3
125,126,126,Tom Hoge,83,"10' 8""",42.583,4,14,8
126,T127,T127,Scott Langley,94,"10' 6""",20.916999999999998,2,13,8
127,T127,T127,Carl Pettersson,106,"10' 6""",73.75,7,29,"6"""
128,129,129,J.J. Henry,94,"10' 4""",61.917,6,18,6
129,130,130,Harris English,105,"10' 3""",71.75,7,26,1
130,T131,T131,Jeff Overton,94,"10' 2""",40.583,4,23,3
131,T131,T131,Ryan Palmer,80,"10' 2""",50.75,5,26,1
132,T133,T133,Graham DeLaet,65,"10' 0""",60.0,6,19,2
133,T133,T133,Boo Weekley,79,"10' 0""",29.916999999999998,3,13,4
134,135,135,Kevin Streelman,95,"9' 11""",49.583,5,19,4
135,136,136,Johnson Wagner,68,"9' 10""",39.333,4,16,4
136,137,137,Jimmy Walker,89,"9' 8""",19.25,2,10,10
137,T138,T138,Michael Putnam,87,"9' 7""",38.25,4,17,1
138,T138,T138,Charl Schwartzel,67,"9' 7""",19.083,2,14,5
139,140,140,Stewart Cink,77,"9' 5""",9.417,1,9,9
140,141,141,Derek Fathauer,81,"9' 2""",55.083,6,20,2
141,T142,T142,Russell Henley,87,"9' 0""",27.0,3,16,4
142,T142,T142,Brendan Steele,88,"9' 0""",26.916999999999998,3,14,4
143,144,144,Billy Hurley III,83,"8' 11""",8.917,1,9,9
144,145,145,Blayne Barber,76,"8' 9""",34.833,4,16,4
145,146,146,Chad Collins,79,"8' 8""",17.333,2,9,8
146,T147,T147,Davis Love III,51,"8' 6""",17.0,2,12,5
147,T147,T147,Nick Watney,91,"8' 6""",16.917,2,12,5
148,149,149,Justin Rose,69,"8' 5""",16.833,2,11,6
149,150,150,Charlie Beljan,76,"7' 10""",23.583000000000002,3,11,5
150,151,151,Shawn Stefani,94,"7' 9""",61.667,8,16,1
151,152,152,Michael Thompson,83,"7' 8""",30.5,4,19,3
152,153,153,Brice Garnett,81,"7' 6""",14.917,2,10,5
153,154,154,D.A. Points,72,"7' 5""",22.25,3,10,6
154,155,155,Roberto Castro,54,"7' 4""",22.0,3,13,4
155,156,156,John Peterson,84,"6' 9""",20.25,3,9,5
156,157,157,Charley Hoffman,97,"6' 4""",25.333000000000002,4,10,5
157,158,158,Vijay Singh,78,"5' 9""",23.0,4,9,3
158,159,159,Keegan Bradley,87,"5' 8""",22.666999999999998,4,12,3
159,160,160,Robert Garrigus,70,"5' 7""",22.333000000000002,4,8,3
160,161,161,William McGirt,103,"5' 6""",5.5,1,6,6
161,162,162,Chez Reavie,56,"5' 5""",16.25,3,14,"6"""
162,163,163,Robert Allenby,63,"5' 4""",5.332999999999999,1,5,5
163,164,164,Ricky Barnes,82,"4' 5""",4.417,1,4,4
164,165,165,Brian Stuard,97,"4' 4""",4.333,1,4,4
165,166,166,Bill Lunde,50,"4' 0""",4.0,1,4,4
166,167,167,Phil Mickelson,70,"3' 1""",6.167000000000001,2,3,3
167,168,168,Justin Leonard,61,"3' 0""",3.0,1,3,3
168,169,169,Tyrone Van Aswegen,58,"2' 6""",4.917,2,4,1
