,GIR_Putting_-__25_RANK THIS WEEK,GIR_Putting_-__25_RANK LAST WEEK,GIR_Putting_-__25_PLAYER NAME,GIR_Putting_-__25_ROUNDS,GIR_Putting_-__25_%,GIR_Putting_-__25_ATTEMPTS,GIR_Putting_-__25_PUTTS MADE
112,T113,T113,Ernie Els,57,4.83,145,7
113,T113,T113,Jhonattan Vegas,90,4.83,331,16
114,115,115,Colt Knost,90,4.81,291,14
115,116,116,Brendon de Jonge,106,4.8,375,18
116,117,117,Martin Laird,77,4.79,313,15
117,118,118,Boo Weekley,79,4.78,272,13
118,T119,T119,Russell Knox,96,4.75,358,17
119,T119,T119,Nick Watney,91,4.75,316,15
120,121,121,Cameron Percy,72,4.74,232,11
121,122,122,Hunter Mahan,88,4.73,296,14
122,123,123,Jerry Kelly,79,4.72,254,12
123,124,124,Chad Collins,79,4.7,234,11
124,125,125,Jonathan Randolph,72,4.68,235,11
125,126,126,Bo Van Pelt,81,4.67,257,12
126,127,127,Nick Taylor,91,4.66,322,15
127,T128,T128,Scott Brown,97,4.65,301,14
128,T128,T128,K.J. Choi,66,4.65,215,10
129,130,130,Daniel Berger,97,4.59,327,15
130,131,131,Aaron Baddeley,76,4.56,263,12
131,132,132,John Huh,102,4.55,352,16
132,T133,T133,Derek Ernst,75,4.53,265,12
133,T133,T133,Brendan Steele,88,4.53,309,14
134,135,135,Justin Rose,69,4.48,201,9
135,136,136,Jon Curran,83,4.47,291,13
136,137,137,George McNeill,93,4.46,359,16
137,138,138,Jimmy Walker,89,4.42,249,11
138,139,139,Billy Hurley III,83,4.4,250,11
139,140,140,Jason Gore,76,4.37,206,9
140,141,141,Whee Kim,71,4.26,235,10
141,142,142,Charlie Beljan,76,4.2,238,10
142,143,143,Kyle Reifers,96,4.19,310,13
143,T144,T144,Sam Saunders,83,4.17,240,10
144,T144,T144,Adam Scott,51,4.17,144,6
145,146,146,Jeff Overton,94,4.12,291,12
146,147,147,Graham DeLaet,65,4.11,219,9
147,148,148,Webb Simpson,81,4.1,244,10
148,149,149,Bill Lunde,50,4.08,147,6
149,150,150,Eric Axley,57,4.07,172,7
150,151,151,Bubba Watson,71,4.04,223,9
151,152,152,Brooks Koepka,84,4.02,249,10
152,153,153,Bill Haas,89,4.0,325,13
153,154,154,Max Homa,78,3.95,228,9
154,155,155,Shawn Stefani,94,3.89,360,14
155,156,156,Byron Smith,59,3.87,181,7
156,157,157,Scott Langley,94,3.85,312,12
157,158,158,Keegan Bradley,87,3.8,263,10
158,159,159,Robert Allenby,63,3.79,211,8
159,160,160,Lucas Glover,79,3.64,275,10
160,161,161,Morgan Hoffmann,85,3.63,248,9
161,162,162,Oscar Fraustro,58,3.27,153,5
162,163,163,William McGirt,103,3.17,378,12
163,164,164,Vijay Singh,78,3.15,254,8
164,165,165,Ryan Palmer,80,3.11,225,7
165,166,166,Heath Slocum,57,3.1,129,4
166,167,167,Sung Joon Park,79,3.07,261,8
167,168,168,Charl Schwartzel,67,2.99,167,5
168,169,169,Tyrone Van Aswegen,58,2.98,168,5
169,170,170,Michael Putnam,87,2.92,274,8
170,171,171,Chris Kirk,76,2.84,211,6
171,172,172,Jamie Donaldson,50,2.8,143,4
172,173,173,Davis Love III,51,2.76,181,5
173,174,174,Matt Every,73,2.63,190,5
174,175,175,Chez Reavie,56,2.6,192,5
175,176,176,Blayne Barber,76,2.5,240,6
176,177,177,Alex Prugh,84,2.42,331,8
177,178,178,Francesco Molinari,56,2.4,167,4
178,179,179,Marc Leishman,74,2.39,209,5
179,180,180,Patrick Rodgers,57,2.31,173,4
180,181,181,Robert Garrigus,70,2.21,181,4
181,182,182,Scott Stallings,60,1.54,195,3
182,183,183,Jim Renner,68,1.38,218,3
183,184,184,Roberto Castro,54,0.79,127,1
