,Putting_-_Inside_10_RANK THIS WEEK,Putting_-_Inside_10_RANK LAST WEEK,Putting_-_Inside_10_PLAYER NAME,Putting_-_Inside_10_ROUNDS,Putting_-_Inside_10_% MADE,Putting_-_Inside_10_ATTEMPTS,Putting_-_Inside_10_PUTTS MADE
122,123,123,Kyle Reifers,96,87.14,1485,1294
123,124,124,Spencer Levin,99,87.1,1550,1350
124,T125,T125,Derek Ernst,75,87.08,1192,1038
125,T125,T125,Patrick Reed,103,87.08,1393,1213
126,127,127,Charles Howell III,105,87.07,1848,1609
127,128,128,Paul Casey,87,87.04,1150,1001
128,T129,T129,Brice Garnett,81,87.03,1187,1033
129,T129,T129,Mark Wilson,89,87.03,1527,1329
130,T131,T131,James Hahn,94,87.02,1448,1260
131,T131,T131,J.B. Holmes,89,87.02,1225,1066
132,T131,T131,Sean O'Hair,86,87.02,1487,1294
133,T134,T134,Ian Poulter,68,86.96,874,760
134,T134,T134,Jhonattan Vegas,90,86.96,1327,1154
135,136,136,Tom Hoge,83,86.94,1210,1052
136,T137,T137,Martin Flores,95,86.88,1456,1265
137,T137,T137,Jonathan Randolph,72,86.88,1052,914
138,T137,T137,John Senden,80,86.88,968,841
139,140,140,Charl Schwartzel,67,86.87,777,675
140,T141,T141,Scott Langley,94,86.86,1476,1282
141,T141,T141,Kevin Streelman,95,86.86,1377,1196
142,143,143,Tony Finau,106,86.83,1709,1484
143,T144,T144,Matt Jones,89,86.82,1222,1061
144,T144,T144,Boo Weekley,79,86.82,1244,1080
145,146,146,Nick Taylor,91,86.81,1547,1343
146,T147,T147,Jonas Blixt,78,86.8,962,835
147,T147,T147,Chris Stroud,84,86.8,1265,1098
148,149,149,Jonathan Byrd,69,86.72,941,816
149,150,150,Matt Every,73,86.7,1030,893
150,151,151,Luke Guthrie,84,86.69,1255,1088
151,152,152,Ryo Ishikawa,90,86.64,1385,1200
152,153,153,Bill Lunde,50,86.63,673,583
153,154,154,Michael Putnam,87,86.53,1284,1111
154,T155,T155,Stewart Cink,77,86.43,1216,1051
155,T155,T155,Camilo Villegas,83,86.43,1349,1166
156,T157,T157,Byron Smith,59,86.36,814,703
157,T157,T157,Nick Watney,91,86.36,1510,1304
158,T159,T159,Robert Allenby,63,86.34,966,834
159,T159,T159,Andrew Svoboda,80,86.34,1303,1125
160,161,161,Vijay Singh,78,86.26,1310,1130
161,162,162,Brian Davis,86,86.18,1310,1129
162,163,163,Ángel Cabrera,53,86.16,795,685
163,164,164,Webb Simpson,81,86.14,1205,1038
164,165,165,Ken Duke,93,86.06,1463,1259
165,166,166,Jason Gore,76,86.0,1086,934
166,167,167,Robert Garrigus,70,85.96,1047,900
167,168,168,Tim Wilkinson,73,85.95,1110,954
168,169,169,Adam Scott,51,85.93,597,513
169,170,170,Scott Stallings,60,85.87,927,796
170,171,171,Whee Kim,71,85.82,1044,896
171,172,172,Nicholas Thompson,90,85.75,1340,1149
172,173,173,Brian Stuard,97,85.72,1464,1255
173,174,174,Greg Owen,58,85.4,774,661
174,175,175,Padraig Harrington,60,85.38,930,794
175,176,176,Jim Renner,68,85.36,1093,933
176,177,177,Heath Slocum,57,85.33,743,634
177,178,178,Roberto Castro,54,84.98,699,594
178,179,179,Geoff Ogilvy,50,84.97,672,571
179,180,180,Charlie Beljan,76,84.85,1102,935
180,181,181,Ernie Els,57,84.69,751,636
181,182,182,Jason Dufner,76,84.08,917,771
182,183,183,Lucas Glover,79,83.8,1426,1195
183,184,184,John Merrick,78,83.42,1134,946
