,SG_Putting_RANK THIS WEEK,SG_Putting_RANK LAST WEEK,SG_Putting_PLAYER NAME,SG_Putting_ROUNDS,SG_Putting_AVERAGE,SG_Putting_TOTAL SG:PUTTING,SG_Putting_MEASURED ROUNDS
64,65,65,Ricky Barnes,82,0.159,10.048,63
65,66,66,Michael Thompson,83,0.153,11.505999999999998,75
66,67,67,Eric Axley,57,0.15,6.438,43
67,68,68,Ryan Palmer,80,0.147,7.937,54
68,69,69,Steven Bowditch,103,0.14400000000000002,12.687000000000001,88
69,70,70,Jonathan Randolph,72,0.132,7.4079999999999995,56
70,71,71,Dustin Johnson,75,0.128,6.932,54
71,72,72,Ben Martin,93,0.127,9.748,77
72,73,73,Cameron Tringale,96,0.125,9.874,79
73,74,74,Jonas Blixt,78,0.122,6.345,52
74,75,75,Bo Van Pelt,81,0.11800000000000001,7.687,65
75,76,76,Brian Stuard,97,0.11599999999999999,9.144,79
76,77,77,Nick Taylor,91,0.11199999999999999,9.329,83
77,78,78,Luke Guthrie,84,0.11,7.472,68
78,79,79,Jeff Overton,94,0.105,7.851,75
79,80,80,Stewart Cink,77,0.102,6.712000000000001,66
80,81,81,Martin Laird,77,0.1,7.32,73
81,82,82,Jhonattan Vegas,90,0.086,6.165,72
82,83,83,Jonathan Byrd,69,0.084,4.295,51
83,84,84,Brian Davis,86,0.081,5.724,71
84,85,85,Gary Woodland,81,0.077,4.173,54
85,86,86,Hideki Matsuyama,95,0.076,5.34,70
86,87,87,Matt Every,73,0.075,4.198,56
87,88,88,Shawn Stefani,94,0.07400000000000001,6.539,88
88,89,89,Seung-Yul Noh,65,0.066,3.552,54
89,T90,T90,Charley Hoffman,97,0.065,4.973,76
90,T90,T90,Chris Kirk,76,0.065,3.6319999999999997,56
91,92,92,Fabián Gómez,83,0.062,4.288,69
92,93,93,William McGirt,103,0.06,5.816,97
93,94,94,James Hahn,94,0.048,3.736,78
94,95,95,Justin Thomas,106,0.042,4.012,96
95,96,96,Zach Johnson,90,0.04,2.778,70
96,97,97,David Lingmerth,90,0.039,2.8989999999999996,74
97,98,98,Kyle Reifers,96,0.036000000000000004,2.855,80
98,99,99,Retief Goosen,81,0.027000000000000003,1.6019999999999999,60
99,100,100,Justin Rose,69,0.023,1.123,49
100,101,101,Scott Langley,94,0.018000000000000002,1.4240000000000002,79
101,102,102,Paul Casey,87,0.013999999999999999,0.9109999999999999,63
102,103,103,Chad Collins,79,0.012,0.778,63
103,104,104,Scott Piercy,90,0.006,0.534,83
104,105,105,Tom Hoge,83,0.005,0.29600000000000004,65
105,106,106,Patrick Rodgers,57,-0.003,-0.153,46
106,107,107,J.B. Holmes,89,-0.004,-0.29600000000000004,66
107,108,108,Tony Finau,106,-0.006,-0.5329999999999999,92
108,109,109,Brendon de Jonge,106,-0.006999999999999999,-0.684,92
109,T110,T110,Graham DeLaet,65,-0.012,-0.636,54
110,T110,T110,Jason Kokrak,88,-0.012,-0.993,80
111,112,112,Marc Leishman,74,-0.02,-1.093,54
112,113,113,Russell Knox,96,-0.021,-1.8259999999999998,87
113,114,114,Sergio Garcia,59,-0.022000000000000002,-0.784,36
114,115,115,Jim Furyk,71,-0.024,-1.252,52
115,116,116,Andrew Svoboda,80,-0.026000000000000002,-1.7919999999999998,70
116,117,117,Jon Curran,83,-0.027999999999999997,-1.848,65
117,118,118,Jim Herman,88,-0.03,-2.3409999999999997,77
118,119,119,Scott Brown,97,-0.031,-2.495,81
119,120,120,Chad Campbell,97,-0.045,-4.074,91
120,121,121,Brendan Steele,88,-0.047,-3.5469999999999997,76
121,122,122,D.A. Points,72,-0.054000000000000006,-3.154,58
122,123,123,Alex Prugh,84,-0.055,-3.925,72
123,124,124,John Senden,80,-0.061,-3.103,51
124,T125,T125,Spencer Levin,99,-0.065,-5.4079999999999995,83
125,T125,T125,Mark Wilson,89,-0.065,-5.295,81
126,127,127,Jason Gore,76,-0.067,-3.911,58
127,128,128,Keegan Bradley,87,-0.07,-4.473,64
128,129,129,Brice Garnett,81,-0.08900000000000001,-5.727,64
129,130,130,Whee Kim,71,-0.09300000000000001,-5.235,56
130,T131,T131,Mark Hubbard,79,-0.102,-6.226,61
131,T131,T131,David Toms,62,-0.102,-5.604,55
132,133,133,Ryo Ishikawa,90,-0.10300000000000001,-7.76,75
133,134,134,Rory Sabbatini,81,-0.106,-6.992999999999999,66
134,135,135,Max Homa,78,-0.11,-6.816,62
135,136,136,Sam Saunders,83,-0.136,-8.589,63
136,137,137,Cameron Percy,72,-0.142,-8.262,58
137,138,138,Steven Alker,62,-0.146,-7.294,50
138,139,139,Tyrone Van Aswegen,58,-0.152,-6.379,42
139,140,140,Chris Stroud,84,-0.17600000000000002,-11.95,68
140,141,141,John Peterson,84,-0.184,-14.163,77
141,142,142,Daniel Berger,97,-0.193,-16.03,83
142,T143,T143,Martin Flores,95,-0.21600000000000003,-17.069000000000003,79
143,T143,T143,Charles Howell III,105,-0.21600000000000003,-21.395,99
144,145,145,Kevin Streelman,95,-0.21899999999999997,-15.978,73
145,146,146,Louis Oosthuizen,68,-0.22,-10.341,47
146,147,147,Ken Duke,93,-0.222,-17.294,78
147,148,148,Bill Haas,89,-0.22899999999999998,-16.243,71
148,149,149,Alex Cejka,94,-0.23199999999999998,-18.331,79
149,150,150,Boo Weekley,79,-0.24600000000000002,-16.467,67
150,151,151,Francesco Molinari,56,-0.255,-10.948,43
151,152,152,Chez Reavie,56,-0.262,-13.09,50
152,153,153,Tim Wilkinson,73,-0.278,-16.123,58
153,154,154,Oscar Fraustro,58,-0.28300000000000003,-11.308,40
154,155,155,Davis Love III,51,-0.34700000000000003,-14.555,42
155,156,156,Scott Stallings,60,-0.392,-19.208,49
156,157,157,Adam Scott,51,-0.396,-12.662,32
157,158,158,Nick Watney,91,-0.40299999999999997,-32.658,81
158,159,159,J.J. Henry,94,-0.414,-31.432,76
159,160,160,Sung Joon Park,79,-0.42100000000000004,-26.539,63
160,T161,T161,Padraig Harrington,60,-0.493,-24.148000000000003,49
161,T161,T161,Nicholas Thompson,90,-0.493,-34.513000000000005,70
162,163,163,Roger Sloan,56,-0.502,-20.07,40
163,164,164,Vijay Singh,78,-0.511,-35.238,69
164,165,165,Derek Ernst,75,-0.516,-32.531,63
165,166,166,Bill Lunde,50,-0.52,-18.730999999999998,36
166,167,167,Gonzalo Fernandez-Castaño,81,-0.522,-32.867,63
167,168,168,Michael Putnam,87,-0.526,-35.781,68
168,169,169,Charl Schwartzel,67,-0.555,-22.769000000000002,41
169,170,170,Ángel Cabrera,53,-0.5720000000000001,-24.02,42
170,171,171,Heath Slocum,57,-0.594,-23.184,39
171,172,172,Byron Smith,59,-0.597,-25.66,43
172,173,173,Ernie Els,57,-0.609,-23.764,39
173,174,174,Webb Simpson,81,-0.6459999999999999,-41.373999999999995,64
174,175,175,Geoff Ogilvy,50,-0.6920000000000001,-24.221,35
175,176,176,Robert Garrigus,70,-0.6970000000000001,-38.341,55
176,177,177,Jason Dufner,76,-0.7,-33.598,48
177,178,178,Roberto Castro,54,-0.732,-26.348000000000003,36
178,179,179,Robert Allenby,63,-0.754,-38.465,51
179,180,180,John Merrick,78,-0.775,-44.97,58
180,181,181,Greg Owen,58,-0.7979999999999999,-31.916999999999998,40
181,182,182,Charlie Beljan,76,-0.799,-45.536,57
182,183,183,Jim Renner,68,-0.995,-55.698,56
183,184,184,Lucas Glover,79,-1.351,-97.258,72
